"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.041690585E2,8.135596663E-2,3.771088600E0,8.920442581E0
1.041790585E2,1.627119333E-1,3.665804386E0,8.561519623E0
1.041890585E2,-4.307080805E-2,3.842873096E0,8.441878319E0
1.041990585E2,-5.790630579E-1,4.082155228E0,8.987442017E0
1.042090585E2,-4.689932466E-1,4.034298897E0,9.820143700E0
1.042190585E2,5.647061467E-1,3.742374659E0,1.035613632E1
1.042290585E2,1.143769264E0,3.622733593E0,1.009771156E1
1.042390585E2,5.934200287E-1,3.976871252E0,9.686145782E0
1.042490585E2,1.914258115E-2,3.814159393E0,9.255437851E0
1.042590585E2,1.052841991E-1,3.771088600E0,9.097511292E0
1.042690585E2,7.082754970E-1,3.565305710E0,8.638090134E0
1.042790585E2,6.412764788E-1,3.498306751E0,8.260024071E0
1.042890585E2,4.307080805E-1,3.369094372E0,7.269395351E0
1.042990585E2,-4.307080805E-1,3.684946775E0,6.728617191E0
1.043090585E2,-9.762716293E-1,4.005585194E0,6.685546398E0
1.043190585E2,-7.465606928E-1,3.952943087E0,7.747959614E0
1.043290585E2,2.823530734E-1,3.919443607E0,8.662017822E0
1.043390585E2,1.320838094E0,3.503092289E0,9.035298347E0
1.043490585E2,8.949156404E-1,3.622733593E0,9.087940216E0
1.043590585E2,1.914258152E-1,3.790230989E0,9.355937004E0
1.043690585E2,2.009970993E-1,3.747160196E0,9.829715729E0
1.043790585E2,7.130611539E-1,3.689732552E0,9.992427826E0
1.043890585E2,7.944171429E-1,3.546163082E0,9.609575272E0
1.043990585E2,6.173482537E-1,3.460021496E0,9.188439369E0
1.044090585E2,4.642075896E-1,3.436093330E0,8.437092781E0
1.044190585E2,-6.221338734E-2,3.694518089E0,8.044670105E0
1.044290585E2,-4.929214716E-1,3.857230186E0,8.044670105E0
1.044390585E2,-2.775674164E-1,3.962514400E0,8.456234932E0
1.044490585E2,3.397808075E-1,4.000799656E0,9.006584167E0
1.044590585E2,5.934200287E-1,3.938585997E0,9.451649666E0
1.044690585E2,6.317051649E-1,3.909872293E0,9.714859962E0
1.044790585E2,8.805587292E-1,3.809373617E0,9.676574707E0
1.044890585E2,1.038485050E0,3.785445452E0,9.461220741E0
1.044990585E2,9.092726111E-1,3.708875179E0,9.217152596E0
1.045090585E2,7.082754970E-1,3.627519131E0,9.183652878E0
1.045190585E2,5.886343718E-1,3.445664644E0,8.901300430E0
1.045290585E2,1.770688742E-1,3.464807272E0,8.274380684E0
1.045390585E2,-3.062812984E-1,3.661018610E0,7.958528042E0
1.045490585E2,-4.737788737E-1,3.862015724E0,8.255238533E0
1.045590585E2,-3.349951655E-2,3.857230186E0,8.920442581E0
1.045690585E2,7.800601721E-1,3.761517286E0,9.250652313E0
1.045790585E2,9.762716293E-1,3.694518089E0,9.269794464E0
1.045890585E2,7.034898400E-1,3.661018610E0,9.159725189E0
1.045990585E2,4.689932466E-1,3.661018610E0,9.293723106E0
1.046090585E2,5.694918036E-1,3.665804386E0,9.413364410E0
1.046190585E2,5.455635786E-1,3.718446493E0,9.308079720E0
1.046290585E2,4.067798555E-1,3.785445452E0,9.284152031E0
1.046390585E2,6.077769399E-1,3.675375462E0,9.207581520E0
1.046490585E2,8.757730722E-1,3.699303865E0,9.164510727E0
1.046590585E2,5.647061467E-1,3.828516245E0,9.011369705E0
1.046690585E2,-2.392822690E-2,4.010370731E0,9.097511292E0
1.046790585E2,2.297109663E-1,3.948157310E0,9.351150513E0
1.046890585E2,4.785645306E-1,3.948157310E0,9.638289452E0
1.046990585E2,6.364908218E-1,3.976871252E0,9.848857880E0
1.047090585E2,1.043270707E0,3.646661758E0,9.710074425E0
1.047190585E2,1.158126116E0,3.527020693E0,9.403793335E0
1.047290585E2,6.699903607E-1,3.560520172E0,9.064012527E0
1.047390585E2,4.115654826E-1,3.646661758E0,9.231510162E0
1.047490585E2,6.317051649E-1,3.436093330E0,9.073583603E0
1.047590585E2,5.168496966E-1,3.426522017E0,8.437092781E0
1.047690585E2,5.742774159E-2,3.627519131E0,7.982456207E0
1.047790585E2,-5.216353536E-1,3.814159393E0,7.762316704E0
1.047890585E2,-3.158525825E-1,3.814159393E0,8.207381248E0
1.047990585E2,4.977070987E-1,3.986442566E0,9.317651749E0
1.048090585E2,1.263410330E0,3.771088600E0,9.518648148E0
1.048190585E2,1.426122308E0,3.718446493E0,9.159725189E0
1.048290585E2,8.566305041E-1,3.919443607E0,8.695517540E0
1.048390585E2,7.034898400E-1,3.847658873E0,8.269595146E0
1.048490585E2,5.359922647E-1,3.876372576E0,8.839086533E0
1.048590585E2,7.465606928E-1,3.704089403E0,8.910871506E0
1.048690585E2,7.178468108E-1,3.656233072E0,8.293522835E0
1.048790585E2,5.264209956E-2,3.929014683E0,7.819744587E0
1.048890585E2,-3.445664644E-1,4.211368084E0,8.207381248E0
1.048990585E2,4.594219327E-1,4.048655987E0,9.269794464E0
1.049090585E2,1.363908887E0,3.876372576E0,9.633503914E0
1.049190585E2,1.105484009E0,4.063013077E0,9.513862610E0
1.049290585E2,5.359922647E-1,4.168296814E0,9.523433685E0
1.049390585E2,6.317051649E-1,4.015156269E0,9.705288887E0
1.049490585E2,1.158126116E0,3.986442566E0,9.901499748E0
1.049590585E2,1.483550072E0,3.957728624E0,9.853643417E0
1.049690585E2,1.311266780E0,3.723232031E0,9.355937004E0
1.049790585E2,1.048056364E0,3.550948858E0,8.891729355E0
1.049890585E2,5.455635786E-1,3.483949661E0,8.126026154E0
1.049990585E2,1.483550072E-1,3.613162279E0,7.427321434E0
1.050090585E2,8.135596663E-2,3.675375462E0,7.068397999E0
1.050190585E2,2.679961324E-1,3.857230186E0,6.991827965E0
1.050290585E2,3.780659735E-1,4.086941242E0,7.307680130E0
1.050390585E2,7.130611539E-1,3.991228104E0,8.082955360E0
1.050490585E2,1.115055323E0,3.842873096E0,8.666803360E0
1.050590585E2,1.550549030E0,3.747160196E0,8.953942299E0
1.050690585E2,1.081555843E0,3.929014683E0,9.207581520E0
1.050790585E2,7.369893789E-1,3.957728624E0,9.614361763E0
1.050890585E2,8.805587292E-1,3.866801500E0,1.007378292E1
1.050990585E2,1.153340459E0,3.885943890E0,1.019820976E1
1.051090585E2,1.311266780E0,3.790230989E0,9.934999466E0
1.051190585E2,1.229910851E0,3.723232031E0,9.729216576E0
1.051290585E2,1.134197950E0,3.704089403E0,9.317651749E0
1.051390585E2,1.024128079E0,3.785445452E0,8.920442581E0
1.051490585E2,8.614161611E-1,3.885943890E0,8.709874153E0
1.051590585E2,8.709874153E-1,3.914657831E0,8.566305161E0
1.051690585E2,1.052842021E0,3.996013880E0,8.422736168E0
1.051790585E2,9.714859724E-1,4.082155228E0,8.149953842E0
1.051890585E2,8.566305041E-1,4.115654945E0,7.982456207E0
1.051990585E2,1.138983607E0,3.885943890E0,7.958528042E0
1.052090585E2,1.421336651E0,3.661018610E0,7.743174076E0
1.052190585E2,1.272981644E0,3.617947817E0,7.408178806E0
1.052290585E2,5.503492355E-1,3.579662561E0,6.857829571E0
1.052390585E2,6.699903309E-2,3.747160196E0,6.695117950E0
1.052490585E2,-1.196411327E-1,3.905086517E0,7.068397999E0
1.052590585E2,2.105683982E-1,3.895515203E0,7.901100159E0
1.052690585E2,1.115055323E0,3.780659676E0,8.863015175E0
1.052790585E2,2.048256159E0,3.598805189E0,9.494720459E0
1.052890585E2,1.885544300E0,3.684946775E0,9.394221306E0
1.052990585E2,1.019342422E0,3.972085476E0,1.048534870E1
1.053090585E2,9.044869542E-1,3.833301783E0,1.093998528E1
1.053190585E2,1.220339537E0,3.742374659E0,1.090170002E1
1.053290585E2,1.469193101E0,3.795016766E0,1.079162979E1
1.053390585E2,1.540977836E0,3.637090445E0,1.041356373E1
1.053490585E2,1.402194023E0,3.440878868E0,9.820143700E0
1.053590585E2,1.325623751E0,3.354737282E0,8.843872070E0
1.053690585E2,3.541377485E-1,3.684946775E0,7.666603565E0
1.053790585E2,1.674975902E-1,3.866801500E0,7.470392227E0
1.053890585E2,6.699903607E-1,4.005585194E0,8.035098076E0
1.053990585E2,1.368694544E0,3.986442566E0,8.599804878E0
1.054090585E2,1.765903115E0,3.838087559E0,9.020941734E0
1.054190585E2,1.852044702E0,3.550948858E0,9.073583603E0
1.054290585E2,1.689332843E0,3.383451223E0,8.662017822E0
1.054390585E2,1.411765337E0,3.072384357E0,8.260024071E0
1.054490585E2,1.182054400E0,3.105883837E0,8.384450912E0
1.054590585E2,4.785645306E-1,3.268595695E0,8.551948547E0
1.054690585E2,4.642075896E-1,3.340380430E0,8.796015739E0
1.054790585E2,9.475577474E-1,3.330809116E0,9.284152031E0
1.054890585E2,1.272981644E0,3.359523058E0,9.245866776E0
1.054990585E2,9.954141974E-1,3.546163082E0,8.958727837E0
1.055090585E2,7.082754970E-1,3.737588882E0,8.839086533E0
1.055190585E2,6.891329288E-1,3.814159393E0,9.217152596E0
1.055290585E2,1.540977836E0,3.637090445E0,9.868000984E0
1.055390585E2,2.378465652E0,3.330809116E0,1.002114105E1
1.055490585E2,1.923829436E0,3.244667530E0,9.193224907E0
1.055590585E2,1.564906001E0,2.991028309E0,8.111668587E0
1.055690585E2,1.105484009E0,3.072384357E0,7.417750359E0
1.055790585E2,2.297109663E-1,3.670589924E0,6.728617191E0
1.055890585E2,1.339980662E-1,3.866801500E0,7.001399040E0
1.055990585E2,4.450650215E-1,4.077369690E0,8.738588333E0
1.056090585E2,1.947757602E0,3.617947817E0,9.801001549E0
1.056190585E2,2.785245657E0,3.316452265E0,1.019820976E1
1.056290585E2,2.411965132E0,3.407379389E0,9.643074989E0
1.056390585E2,1.665404558E0,3.321237803E0,9.188439369E0
1.056490585E2,8.183453679E-1,3.574877024E0,9.834501266E0
1.056590585E2,1.100698471E0,3.445664644E0,1.053320503E1
1.056690585E2,1.694118381E0,3.058027267E0,1.042313576E1
1.056790585E2,1.684547186E0,2.991028309E0,9.533005714E0
1.056890585E2,1.349551916E0,2.957528830E0,7.231110096E0
1.056990585E2,1.962114573E-1,3.483949661E0,7.379465103E0
