"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.483264360E2,-3.204860259E-3,3.053147346E-3,-3.066197410E-2
1.483364620E2,6.620157510E-4,8.124679327E-3,-2.656914294E-2
1.483464880E2,2.391738817E-3,-9.763773531E-3,-1.907873526E-2
1.483565140E2,7.503693923E-3,-2.351770923E-2,-1.163151581E-2
1.483665400E2,9.741015732E-3,-3.079399839E-2,-4.803436808E-3
1.483765670E2,9.829596616E-3,-3.314597905E-2,5.154425278E-3
1.483865930E2,8.241818286E-3,-1.976812258E-2,1.262539066E-2
1.483966190E2,4.844883457E-3,-7.473187987E-3,2.227718011E-2
1.484066450E2,9.207140654E-3,-1.661901549E-2,2.895372361E-2
1.484166710E2,1.176261529E-2,-3.553801030E-2,3.023871221E-2
1.484266980E2,1.981095411E-2,-4.862957448E-2,3.582789004E-2
1.484367240E2,1.965560764E-2,-4.373513535E-2,4.054220766E-2
1.484467500E2,2.140317298E-2,-3.945650160E-2,4.556519911E-2
1.484567760E2,1.637049951E-2,-2.021252364E-2,4.831653461E-2
1.484668020E2,1.433557831E-2,-9.339900687E-3,5.479201302E-2
1.484768290E2,1.709550619E-2,-1.930954680E-2,4.946807027E-2
1.484868550E2,1.591679081E-2,-3.370739520E-2,5.061483011E-2
1.484968810E2,1.857843623E-2,-5.173081160E-2,4.244586825E-2
1.485069070E2,1.646015793E-2,-4.546572268E-2,3.819359839E-2
1.485169330E2,1.247387379E-2,-3.605261073E-2,3.694717959E-2
1.485269600E2,8.147034794E-3,-1.465997100E-2,3.489042073E-2
1.485369860E2,8.821040392E-4,-3.838114906E-3,3.011378646E-2
1.485470120E2,2.900836989E-4,1.182526629E-2,2.548974007E-2
1.485570380E2,9.337440133E-5,8.815629408E-4,1.717958786E-2
1.485670640E2,-8.616349660E-4,-4.001076799E-3,1.210307144E-2
1.485770910E2,1.813656650E-3,-1.420055889E-2,2.898732200E-3
1.485871170E2,-1.145115122E-3,-7.952250540E-3,-3.953315318E-3
1.485971430E2,-1.816043630E-3,5.447773263E-3,-1.233377960E-2
1.486071690E2,-2.378769685E-3,1.693212241E-2,-1.377455052E-2
1.486171950E2,-3.321700264E-3,1.946335286E-2,-2.364796773E-2
1.486272220E2,-4.236496054E-3,2.078428119E-2,-2.528181672E-2
1.486372479E2,-7.875996642E-3,1.189284958E-2,-3.023655899E-2
1.486472739E2,-8.697048761E-3,1.201562025E-2,-3.603506088E-2
1.486572999E2,-1.276031975E-2,1.493745577E-2,-3.703189269E-2
1.486673259E2,-1.517900266E-2,2.930920571E-2,-4.304451123E-2
1.486773529E2,-1.156818680E-2,2.910747938E-2,-4.132973775E-2
1.486873789E2,-1.010451280E-2,3.061402775E-2,-4.162641615E-2
1.486974049E2,-3.788126167E-3,2.368020453E-2,-3.881568834E-2
1.487074309E2,-1.622976270E-3,2.070412040E-2,-3.269148245E-2
1.487174579E2,-3.565493971E-4,2.023556828E-2,-3.137722984E-2
1.487274839E2,-2.800798509E-3,1.101197489E-2,-2.670897357E-2
1.487375099E2,-3.186109476E-3,5.187948234E-3,-1.875741594E-2
1.487475359E2,-2.606339287E-3,-1.619563624E-2,-1.224092767E-2
1.487575619E2,-3.772384487E-3,-2.144806087E-2,-2.295835409E-3
1.487675889E2,2.199754119E-3,-1.813295670E-2,2.585206181E-3
1.487776149E2,5.229526199E-3,7.437111810E-3,1.094784401E-2
1.487876409E2,8.422922343E-3,1.903917268E-2,1.919485442E-2
1.487976669E2,2.402408980E-3,1.956637949E-2,2.605887130E-2
1.488076929E2,6.798766553E-4,1.752160117E-2,2.481357753E-2
1.488177199E2,-1.600073185E-3,2.652416006E-3,2.572974935E-2
1.488277459E2,2.324627712E-3,-4.676337354E-3,2.339495532E-2
1.488377719E2,1.349927858E-3,-9.469800629E-3,2.350490168E-2
1.488477979E2,2.264190465E-3,-6.715161726E-4,2.347134426E-2
1.488578239E2,1.341589727E-3,1.711834222E-2,2.287903987E-2
1.488678509E2,-2.416595817E-4,3.453461453E-2,1.793967560E-2
1.488778769E2,-2.409833949E-3,4.362301901E-2,1.125621982E-2
1.488879029E2,-5.326527636E-3,3.992335498E-2,2.159394091E-3
1.488979289E2,-6.188875996E-3,1.825591736E-2,-3.268350149E-3
1.489079549E2,-1.004246995E-2,2.342997119E-3,-7.244449109E-3
1.489179819E2,-9.229865856E-3,6.934639066E-3,-1.416622661E-2
1.489280079E2,-9.430933744E-3,2.109147049E-2,-1.661660150E-2
1.489380339E2,-1.161246933E-2,3.454690427E-2,-1.684041321E-2
1.489480599E2,-1.201780140E-2,3.787425905E-2,-1.833817549E-2
1.489580859E2,-1.054892130E-2,3.360643983E-2,-2.000043914E-2
1.489681129E2,-1.433726773E-2,3.971067071E-2,-2.461143583E-2
1.489781389E2,-1.235082000E-2,2.857827023E-2,-2.805009857E-2
1.489881649E2,-1.165227313E-2,1.931473240E-2,-3.002776019E-2
1.489981909E2,-1.069404371E-2,1.848695800E-2,-2.667970210E-2
1.490082179E2,-6.091568153E-3,3.426249139E-3,-2.343410999E-2
1.490182439E2,-5.467428826E-3,2.379360609E-3,-2.030005120E-2
1.490282699E2,-2.065240871E-3,1.073902380E-2,-2.053307742E-2
1.490382959E2,-2.522207797E-5,1.924733818E-2,-1.406781934E-2
1.490483219E2,-1.830312423E-3,1.910698973E-2,-1.223103702E-2
1.490583489E2,-5.575913936E-3,1.694349200E-2,-8.977874182E-3
1.490683749E2,-2.583319321E-3,6.866358221E-3,-5.574353971E-3
1.490784009E2,6.273258477E-4,8.979861625E-3,-1.808985602E-3
1.490884269E2,2.496864647E-3,5.512958393E-3,7.247459143E-4
1.490984529E2,1.203887723E-2,-4.023518413E-4,3.965827171E-3
1.491084799E2,9.470524266E-3,-2.817573026E-3,1.100509521E-2
1.491185059E2,8.371604607E-3,-3.528125584E-3,1.554208063E-2
1.491285319E2,4.440779798E-3,-8.762569167E-3,1.792214811E-2
1.491385579E2,1.529559493E-3,-1.745337620E-3,2.043444291E-2
1.491485839E2,4.693395458E-3,1.401808113E-4,1.997664385E-2
1.491586109E2,6.327636540E-3,-1.302844007E-2,1.885822602E-2
1.491686369E2,7.387042046E-3,-7.963106968E-3,1.993121393E-2
1.491786629E2,9.276030585E-3,-9.360220283E-3,1.854235493E-2
1.491886889E2,7.325265557E-3,-5.926873069E-3,1.752343029E-2
1.491987149E2,5.442480557E-3,-5.645953119E-3,1.540520322E-2
1.492087419E2,-1.162425615E-3,4.172322340E-3,1.017555315E-2
1.492187679E2,-4.125442356E-3,-7.310468704E-3,7.052952424E-3
1.492287939E2,-3.248995636E-3,-1.150361635E-2,1.752463053E-3
1.492388199E2,3.416175954E-3,-1.929049566E-2,-5.309411790E-3
1.492488459E2,4.346151836E-3,-2.417260222E-2,-7.902530953E-3
1.492588729E2,2.472105436E-3,-1.960572787E-2,-1.031141356E-2
1.492688989E2,1.859578304E-3,-1.968935132E-2,-1.085736230E-2
1.492789249E2,4.682701081E-3,-2.228263579E-2,-1.188825816E-2
1.492889509E2,4.760465585E-3,-1.173332240E-2,-1.375406794E-2
1.492989769E2,7.052821107E-3,-2.123697847E-2,-1.158730686E-2
1.493090039E2,8.914636448E-3,-3.638477251E-2,-9.466632269E-3
1.493190299E2,1.021078415E-2,-5.473964661E-2,-7.143789437E-3
1.493290559E2,9.248318151E-3,-4.577411711E-2,-2.536787186E-3
1.493390819E2,1.407095790E-2,-2.530446649E-2,-1.277674222E-3
1.493491089E2,1.373726316E-2,-1.472985186E-2,8.373888209E-3
1.493591349E2,1.287963986E-2,2.142926678E-4,1.421099715E-2
1.493691609E2,1.727199182E-2,-9.776555933E-3,1.585416682E-2
1.493791869E2,1.519781444E-2,-2.092002332E-2,1.803374663E-2
1.493892129E2,1.093569305E-2,-3.094788827E-2,2.396407351E-2
1.493992399E2,9.810797870E-3,-3.478822485E-2,2.002838813E-2
1.494092659E2,5.641352385E-3,-2.611697279E-2,2.222150192E-2
1.494192919E2,1.508479938E-3,-1.068563480E-2,2.371767350E-2
1.494293179E2,4.077364691E-3,9.668107145E-3,2.433712408E-2
1.494393439E2,2.975426614E-3,1.609904319E-2,1.779802702E-2
1.494493709E2,1.516014338E-3,2.274842374E-2,1.184772514E-2
1.494593969E2,-3.760498948E-3,2.493246272E-2,4.942926578E-3
1.494694229E2,-5.490222014E-3,1.911585405E-2,-3.226852510E-3
1.494794489E2,-8.873312734E-3,2.159106173E-2,-1.160225552E-2
1.494894749E2,-7.425085641E-3,2.944925055E-2,-1.920637861E-2
1.494995019E2,-5.357420072E-3,3.695259988E-2,-2.837587893E-2
1.495095279E2,-8.939106017E-3,4.510959610E-2,-3.170536458E-2
1.495195539E2,-8.975582197E-3,4.126717150E-2,-3.478852287E-2
1.495295799E2,-1.706626639E-2,3.876300156E-2,-4.195215926E-2
1.495396059E2,-1.307632960E-2,4.207480326E-2,-4.492262006E-2
1.495496329E2,-1.620527729E-2,3.981724009E-2,-4.500730708E-2
1.495596589E2,-1.629590802E-2,2.857011557E-2,-4.507523775E-2
1.495696849E2,-1.436112076E-2,1.814703643E-2,-4.061763734E-2
1.495797109E2,-1.120111253E-2,8.658703417E-3,-3.688093275E-2
1.495897369E2,-5.047612824E-3,-2.444014419E-3,-3.092503920E-2
1.495997639E2,-4.202407785E-3,-2.987892367E-3,-2.414278314E-2
1.496097899E2,-3.399464302E-3,-2.256588079E-3,-2.039598301E-2
1.496198159E2,-2.098784782E-3,-2.267221455E-3,-1.052042563E-2
1.496298419E2,1.202736050E-3,-9.330989793E-3,-6.963508204E-3
1.496398684E2,5.353457294E-3,-1.720282063E-2,4.301911220E-3
1.496498944E2,7.008878514E-3,-3.182490915E-2,9.312914684E-3
1.496599204E2,9.470541030E-3,-2.934508957E-2,1.799318753E-2
1.496699464E2,6.950125098E-3,-3.288869187E-2,2.711850964E-2
1.496799724E2,8.062003180E-3,-3.100612015E-2,3.182056546E-2
1.496899994E2,6.987418048E-3,-1.850630715E-2,3.905664384E-2
1.497000254E2,1.131999865E-2,-7.102107629E-3,4.184823111E-2
1.497100514E2,1.394560933E-2,-4.314843100E-3,4.725924134E-2
1.497200774E2,1.321557257E-2,-1.000877749E-2,4.867518321E-2
1.497301034E2,1.185443159E-2,-2.018338442E-2,5.101929978E-2
1.497401304E2,5.635773763E-3,-1.569910906E-2,4.803149775E-2
1.497501564E2,4.428562708E-3,1.933679916E-3,4.158611596E-2
1.497601824E2,5.266037770E-3,1.505716145E-2,3.750215843E-2
1.497702084E2,6.571519189E-3,2.574016713E-2,3.421102464E-2
1.497802344E2,1.781969331E-3,2.008776180E-2,2.804268897E-2
1.497902614E2,-5.581504665E-4,1.614069194E-2,1.832934096E-2
1.498002874E2,-1.012824941E-3,3.935345449E-3,7.085702382E-3
1.498103134E2,-2.614982892E-3,1.324115321E-3,-4.326208495E-3
1.498203394E2,-7.026324980E-3,5.204280838E-3,-1.067813113E-2
1.498303654E2,-5.194868892E-3,1.386088505E-2,-1.673229411E-2
1.498403924E2,-7.472781930E-3,2.664419822E-2,-2.138877660E-2
1.498504184E2,-9.991067462E-3,1.982996799E-2,-2.995616570E-2
1.498604444E2,-1.262809150E-2,2.164789662E-2,-3.423729166E-2
1.498704704E2,-1.512799971E-2,6.712355651E-3,-4.239029065E-2
1.498804964E2,-1.336279698E-2,6.953339092E-3,-3.954729810E-2
1.498905234E2,-1.617163420E-2,1.515134890E-2,-4.367440194E-2
1.499005494E2,-1.175734866E-2,2.092204988E-2,-4.220488295E-2
1.499105754E2,-7.696560584E-3,1.581597328E-2,-4.016303644E-2
1.499206014E2,-7.463091519E-3,2.030875534E-3,-3.909617290E-2
1.499306274E2,-4.086469300E-3,-1.175551023E-2,-3.676617146E-2
1.499406544E2,-4.643173423E-3,-2.308580652E-2,-2.989704162E-2
1.499506804E2,-5.885804072E-3,-2.142745629E-2,-1.883214153E-2
1.499607064E2,1.322319731E-4,-2.079464868E-2,-1.060137898E-2
1.499707324E2,6.273137406E-4,-1.532558165E-2,-2.361292485E-3
1.499807594E2,3.183079883E-3,-8.291594684E-3,6.035338156E-3
1.499907854E2,6.166352890E-3,-8.038595319E-3,1.617931947E-2
1.500008114E2,1.030934695E-2,-1.527804788E-2,2.214292809E-2
1.500108374E2,1.407798473E-2,-2.979493886E-2,3.090712614E-2
1.500208634E2,1.634732634E-2,-4.494462162E-2,3.727294877E-2
1.500308904E2,1.330093667E-2,-4.457284510E-2,4.167835042E-2
1.500409164E2,1.814151369E-2,-4.661712795E-2,4.931119084E-2
1.500509424E2,1.827999763E-2,-4.114832729E-2,5.281724408E-2
1.500609684E2,1.464601979E-2,-2.449281514E-2,5.252803862E-2
1.500709944E2,1.322415844E-2,-6.541778333E-3,5.566657335E-2
1.500810214E2,1.419896632E-2,-4.317198880E-3,5.356214195E-2
1.500910474E2,8.813522756E-3,5.695487373E-3,4.587545991E-2
1.501010734E2,9.150970727E-3,3.226951696E-3,3.825103492E-2
1.501110994E2,4.370329902E-3,-6.048046052E-4,3.014996648E-2
1.501211254E2,-2.508091740E-3,-2.007866278E-4,2.086673863E-2
1.501311524E2,-3.839405719E-3,5.949516781E-3,9.775470942E-3
1.501411784E2,-6.208828650E-3,1.920302212E-2,-1.328824786E-3
1.501512044E2,-4.934771918E-3,3.122745827E-2,-1.385233924E-2
1.501612304E2,-1.014641859E-2,4.288890958E-2,-2.168731205E-2
1.501712564E2,-1.493691280E-2,3.832638264E-2,-3.247071803E-2
1.501812834E2,-1.929507405E-2,3.446787223E-2,-4.331194982E-2
1.501913094E2,-2.341045626E-2,2.877935767E-2,-4.986599088E-2
1.502013354E2,-2.375142276E-2,2.016477287E-2,-5.536410213E-2
1.502113614E2,-2.082940191E-2,2.263565175E-2,-5.547249317E-2
1.502213874E2,-1.433856972E-2,5.699238740E-3,-6.091066077E-2
1.502314144E2,-1.309460774E-2,8.585573174E-3,-6.387104094E-2
1.502414404E2,-1.112211496E-2,6.866110489E-3,-6.448696554E-2
1.502514664E2,-1.064221375E-2,3.463655710E-3,-6.133831292E-2
1.502614924E2,-5.074309185E-3,1.100751758E-2,-5.426104739E-2
1.502715194E2,-6.888987031E-3,7.259117439E-3,-4.913233221E-2
1.502815454E2,-2.050761133E-3,-3.092883155E-3,-4.068870842E-2
1.502915714E2,1.810023561E-3,-1.283445954E-2,-2.903524786E-2
1.503015974E2,3.860660829E-3,-2.917789109E-2,-1.916798018E-2
1.503116234E2,-5.039935932E-4,-1.704585925E-2,-9.834665805E-3
1.503216504E2,6.510196254E-4,-2.595413476E-2,8.198422147E-4
1.503316764E2,-2.683524508E-3,-9.928029031E-3,1.828272082E-2
1.503417024E2,5.178680643E-3,-1.466490701E-2,2.555389889E-2
1.503517284E2,2.732567489E-3,-1.253464445E-2,3.773413226E-2
1.503617544E2,4.366411828E-3,-1.048626564E-2,4.342398793E-2
1.503717814E2,1.072790474E-2,-2.394215390E-2,5.205289274E-2
1.503818074E2,9.745734744E-3,-2.434309945E-2,5.624922737E-2
1.503918334E2,1.216921117E-2,-3.211233765E-2,6.146928668E-2
1.504018594E2,1.219598763E-2,-1.759834215E-2,6.464520097E-2
1.504118854E2,1.193979010E-2,-2.279363573E-2,6.418819726E-2
1.504219124E2,1.626406796E-2,-2.873473987E-2,6.108344719E-2
1.504319384E2,1.644276641E-2,-4.480878264E-2,5.709882826E-2
1.504419644E2,1.745789312E-2,-5.073133856E-2,4.718622565E-2
1.504519904E2,1.149427705E-2,-4.749692976E-2,3.969182447E-2
1.504620164E2,1.400785800E-2,-4.127334803E-2,3.297399729E-2
1.504720434E2,1.307628397E-2,-2.150257304E-2,2.545323037E-2
1.504820694E2,1.113234088E-2,-1.513456926E-2,2.304816246E-2
1.504920954E2,1.167216338E-2,-1.447730139E-2,1.658094302E-2
1.505021214E2,1.081187651E-2,-2.142167650E-2,1.212786604E-2
1.505121474E2,8.028872311E-3,-3.011130542E-2,5.154910963E-3
1.505221744E2,1.116806641E-3,-2.249335498E-2,-5.716595333E-4
1.505322004E2,2.303244546E-3,-5.366833415E-3,-1.797246281E-3
1.505422264E2,-8.718534373E-4,5.450458266E-3,-6.319588050E-3
1.505522524E2,-6.167549640E-3,1.294539217E-2,-1.141821034E-2
1.505622784E2,-4.345504567E-3,1.491449308E-2,-1.735199615E-2
1.505723054E2,-9.281408042E-3,2.515088394E-2,-2.140532620E-2
1.505823314E2,-1.168137044E-2,3.299915791E-2,-2.926588431E-2
1.505923574E2,-1.667373255E-2,3.731667250E-2,-3.364225850E-2
1.506023834E2,-2.138184384E-2,4.389738292E-2,-3.676322103E-2
1.506124104E2,-1.749416254E-2,4.040917754E-2,-4.329195991E-2
1.506224364E2,-1.893491670E-2,4.737250507E-2,-4.492664710E-2
1.506324626E2,-1.557134371E-2,3.960939497E-2,-4.652987048E-2
1.506424886E2,-1.826432720E-2,4.277308658E-2,-4.924231395E-2
1.506525146E2,-1.645604149E-2,4.051871970E-2,-4.999385774E-2
1.506625416E2,-1.774917729E-2,4.045816883E-2,-5.142265186E-2
1.506725676E2,-1.603037305E-2,3.997693583E-2,-4.884524643E-2
1.506825936E2,-9.849988855E-3,2.459520660E-2,-4.600974917E-2
1.506926196E2,-6.574034691E-3,1.190231554E-2,-4.150953889E-2
1.507026456E2,-4.331824370E-3,-1.990697812E-3,-3.759310767E-2
1.507126726E2,2.464158460E-4,-1.435974985E-2,-2.833356522E-2
1.507226986E2,1.872366294E-3,-1.748412848E-2,-2.137233131E-2
1.507327246E2,4.817822017E-3,-4.233837128E-3,-1.301879343E-2
1.507427506E2,4.816142842E-3,6.812631153E-3,-2.741671400E-3
1.507527766E2,8.728593588E-3,-1.669805497E-4,6.005747244E-3
1.507628036E2,8.612986654E-3,-9.562028572E-3,1.463125460E-2
1.507728296E2,8.987426758E-3,-1.684364304E-2,2.597205900E-2
1.507828556E2,1.173356827E-2,-1.319044083E-2,2.950986288E-2
1.507928816E2,9.375871159E-3,-1.043087337E-2,3.943972662E-2
1.508029076E2,1.016180217E-2,-5.512627773E-3,4.372706264E-2
1.508129346E2,8.815309033E-3,3.880874254E-3,4.867761210E-2
1.508229606E2,6.763691083E-3,9.618979879E-3,4.873914644E-2
1.508329866E2,3.502383828E-3,2.056164294E-2,4.543416202E-2
1.508430126E2,7.119222544E-3,1.655651256E-2,4.483468458E-2
1.508530396E2,5.407609046E-3,1.494317036E-2,3.934244812E-2
1.508630656E2,6.727874279E-6,1.224217564E-2,3.508882970E-2
1.508730916E2,2.610499971E-3,-2.552749589E-3,2.784369886E-2
1.508831176E2,4.874411970E-4,-1.827994362E-3,1.845549420E-2
1.508931436E2,3.958288580E-4,-5.714078899E-3,9.369852953E-3
1.509031706E2,-8.579925634E-4,8.615732193E-3,1.175581943E-3
1.509131966E2,8.275220171E-4,1.448294334E-2,-7.548667025E-3
1.509232226E2,-2.700224984E-3,2.457502671E-2,-1.351831947E-2
1.509332486E2,-1.412320416E-3,2.601632662E-2,-1.882307231E-2
1.509432746E2,-8.251578547E-4,1.900572330E-2,-2.830265462E-2
1.509533016E2,-5.595145747E-3,9.493445046E-3,-3.358609974E-2
1.509633276E2,-4.045976792E-3,-5.205916241E-4,-3.468920290E-2
1.509733536E2,-5.800201092E-3,-4.759279080E-3,-3.955426440E-2
1.509833796E2,-8.180001751E-3,-3.301730845E-3,-3.973509371E-2
1.509934056E2,-7.880662568E-3,1.172675379E-2,-3.718005493E-2
1.510034326E2,-8.989620022E-3,1.851065829E-2,-3.509262949E-2
1.510134586E2,-5.308598746E-3,2.949193865E-2,-3.171254694E-2
1.510234846E2,-2.956756856E-3,3.029260784E-2,-2.797747217E-2
1.510335106E2,-4.664375447E-3,1.753500104E-2,-1.965988800E-2
1.510435366E2,-2.797121182E-3,-7.831519470E-4,-1.498849131E-2
1.510535636E2,-2.487422898E-4,-1.323156618E-2,-6.773970090E-3
1.510635896E2,2.713289112E-3,-1.309645269E-2,-4.070941359E-4
1.510736156E2,4.840356298E-3,-1.274225209E-2,9.141935967E-3
1.510836416E2,9.848440066E-3,-1.666989923E-2,1.661021821E-2
1.510936676E2,1.296939887E-2,-2.568017319E-2,2.363537252E-2
1.511036946E2,9.885805659E-3,-2.702048421E-2,2.920246124E-2
1.511137206E2,1.229862962E-2,-2.741063759E-2,3.307949007E-2
1.511237466E2,1.189685706E-2,-2.032393962E-2,3.692773357E-2
1.511337726E2,1.290219929E-2,-1.579949446E-2,3.777648136E-2
1.511437986E2,1.244079228E-2,-1.211821008E-2,3.784859553E-2
1.511538256E2,1.584537700E-2,-2.874539047E-2,4.020043463E-2
1.511638516E2,1.077753026E-2,-2.764310502E-2,3.548563272E-2
1.511738776E2,1.036953274E-2,-2.416501567E-2,3.239316866E-2
1.511839036E2,5.701639690E-3,-6.935263984E-3,2.865540981E-2
1.511939306E2,2.296788618E-3,1.340835728E-2,2.682315558E-2
1.512039566E2,2.764339559E-3,1.748936065E-2,1.691435464E-2
1.512139826E2,-4.040569067E-3,2.042656206E-2,9.964568540E-3
1.512240086E2,-7.148735225E-3,7.569868118E-3,-9.948911611E-4
1.512340346E2,-1.113974862E-2,7.258012891E-3,-1.271679439E-2
1.512440616E2,-1.092307083E-2,5.585130304E-3,-2.091343701E-2
1.512540876E2,-1.203973405E-2,1.948203892E-2,-2.784244902E-2
1.512641136E2,-1.176332682E-2,2.360881120E-2,-3.508643433E-2
1.512741396E2,-1.321554929E-2,3.820080310E-2,-3.693493456E-2
1.512841656E2,-1.285048574E-2,3.823263943E-2,-4.149648547E-2
1.512941926E2,-1.942982525E-2,3.035900369E-2,-4.432822391E-2
1.513042186E2,-1.384856086E-2,1.004246995E-3,-4.593195021E-2
1.513142446E2,-1.158460788E-2,-1.695398055E-2,-4.624087736E-2
1.513242706E2,-9.253436700E-3,-2.249787748E-2,-4.656289890E-2
1.513342966E2,-9.174074046E-3,-1.513610221E-2,-4.256123304E-2
1.513443236E2,-3.939648159E-3,6.358041428E-3,-3.880959749E-2
1.513543496E2,2.072171308E-3,5.347105674E-3,-2.944858372E-2
1.513643756E2,-1.245582011E-3,-9.932434186E-4,-2.108948678E-2
1.513744016E2,3.440782428E-3,-2.326499298E-2,-1.491521485E-2
1.513844276E2,4.439014010E-3,-2.698549256E-2,-6.140336394E-3
1.513944546E2,2.587052062E-3,-3.446364775E-2,7.756265113E-4
1.514044806E2,4.505965859E-3,-3.480639309E-2,1.162823010E-2
1.514145066E2,1.039661188E-2,-2.458731085E-2,2.481513657E-2
1.514245326E2,1.456817053E-2,-3.361991793E-2,3.631604090E-2
1.514345596E2,1.898688637E-2,-2.219149470E-2,4.268738627E-2
1.514445856E2,1.811169088E-2,-2.175186761E-2,4.856815934E-2
1.514546116E2,1.772739738E-2,-1.795499772E-2,5.810307339E-2
1.514646376E2,1.388057321E-2,-2.039458603E-2,5.924525112E-2
1.514746636E2,1.177081652E-2,-1.516973041E-2,6.666695327E-2
1.514846906E2,9.949535131E-3,-2.435087040E-2,6.450960040E-2
1.514947166E2,1.009787433E-2,-2.591814101E-2,6.224644557E-2
1.515047426E2,8.209448308E-3,-2.357446775E-2,5.704843625E-2
1.515147686E2,7.230469957E-3,-1.523717679E-2,4.879822955E-2
1.515247946E2,2.072717063E-3,2.902694978E-3,4.238642752E-2
1.515348216E2,1.126304269E-4,5.364521407E-3,2.955957502E-2
1.515448476E2,-4.042527638E-3,2.083918452E-2,1.896846481E-2
1.515548736E2,-2.609746996E-3,1.069786679E-2,8.052167483E-3
1.515648996E2,-7.689193822E-3,1.533949096E-2,-4.529138096E-3
1.515749256E2,-7.269213442E-3,4.955559038E-3,-1.636395976E-2
1.515849526E2,-9.506539442E-3,1.373827551E-2,-3.026405349E-2
1.515949786E2,-1.028418262E-2,3.779727221E-2,-3.587852791E-2
1.516050046E2,-1.552712545E-2,2.459234186E-2,-4.565504566E-2
1.516150306E2,-1.886672899E-2,4.065546393E-2,-4.893712327E-2
1.516250566E2,-1.689700037E-2,2.000196837E-2,-5.766768381E-2
1.516350838E2,-1.735959016E-2,2.734776400E-2,-6.437379122E-2
1.516451098E2,-1.990182325E-2,2.620508708E-2,-6.582500041E-2
1.516551358E2,-1.693532988E-2,1.667257026E-2,-6.818243116E-2
1.516651618E2,-1.946329512E-2,2.637642995E-2,-6.509847194E-2
1.516751878E2,-1.535829902E-2,1.214076858E-2,-6.329151988E-2
1.516852148E2,-1.161335688E-2,2.583885938E-2,-5.619820207E-2
1.516952408E2,-5.588754080E-3,1.255394798E-2,-5.036880821E-2
1.517052668E2,-3.986171447E-3,1.447781362E-2,-4.286876693E-2
1.517152928E2,1.638326794E-4,6.002835929E-3,-3.173862025E-2
1.517253198E2,6.810477003E-3,-4.107401241E-3,-2.195074223E-2
1.517353458E2,8.946331218E-3,-1.372034755E-2,-8.549449034E-3
1.517453718E2,1.488554291E-2,-2.918063104E-2,4.622797482E-3
1.517553978E2,1.343465224E-2,-3.412558883E-2,1.764725335E-2
1.517654238E2,1.716466993E-2,-3.387004882E-2,2.779603750E-2
1.517754508E2,1.907575503E-2,-3.568818793E-2,4.617424309E-2
1.517854768E2,2.242423221E-2,-2.807695791E-2,5.460928008E-2
1.517955028E2,2.179652825E-2,-1.949572191E-2,6.220008805E-2
1.518055288E2,1.980814151E-2,-2.229278907E-2,6.605549902E-2
1.518155548E2,1.706694998E-2,-1.757047325E-2,7.229422033E-2
1.518255818E2,2.157353051E-2,-2.172056586E-2,7.185165584E-2
1.518356078E2,1.947815530E-2,-1.534762233E-2,6.996906549E-2
1.518456338E2,2.071094140E-2,-1.377211418E-2,6.601611525E-2
1.518556598E2,1.910106093E-2,-2.631312702E-3,6.584806740E-2
1.518656858E2,1.234370563E-2,-5.057435948E-3,5.646422505E-2
1.518757128E2,8.250161074E-3,8.392859250E-3,4.835410044E-2
1.518857388E2,2.935471013E-3,1.022066921E-2,3.525134176E-2
1.518957648E2,-1.904558390E-3,1.076634973E-2,2.467939071E-2
1.519057908E2,-3.131181002E-3,1.706639118E-2,7.900603116E-3
1.519158168E2,-2.496017143E-3,2.303080633E-2,-7.004843093E-3
1.519258438E2,-3.327004611E-3,2.809688076E-2,-1.889321022E-2
1.519358698E2,-1.004695892E-2,2.667688206E-2,-2.907766961E-2
1.519458958E2,-1.190533862E-2,2.764233202E-2,-4.097448289E-2
1.519559218E2,-1.564787887E-2,3.207356483E-2,-4.906649888E-2
1.519659488E2,-1.175069436E-2,2.741657943E-2,-5.846240371E-2
1.519759748E2,-1.839155331E-2,2.115308866E-2,-6.344517320E-2
1.519860008E2,-1.809318922E-2,1.964817941E-2,-6.876803935E-2
1.519960268E2,-1.761115715E-2,2.652099729E-2,-7.128100097E-2
1.520060528E2,-1.424100902E-2,4.167193174E-2,-7.128181309E-2
1.520160798E2,-1.187878475E-2,4.531619698E-2,-7.121577114E-2
1.520261058E2,-1.063136011E-2,2.379066683E-2,-6.879415363E-2
1.520361318E2,-1.005425304E-2,9.749948978E-3,-5.967416242E-2
1.520461578E2,-6.842940114E-3,-8.000208065E-3,-5.806557462E-2
1.520561838E2,-6.476488896E-3,2.837792039E-3,-4.258541763E-2
1.520662108E2,2.032564953E-4,6.854495965E-3,-3.920720890E-2
1.520762368E2,3.158300184E-3,1.268122625E-2,-2.395342290E-2
1.520862628E2,5.686901510E-3,6.145343184E-3,-8.191817440E-3
1.520962888E2,6.406221539E-3,-6.502008531E-3,7.674763445E-3
1.521063148E2,6.345673464E-3,-6.711500697E-3,1.545866393E-2
1.521163418E2,6.059649400E-3,-9.476927109E-3,2.659120969E-2
1.521263678E2,4.851910286E-3,4.417708144E-3,3.486484289E-2
1.521363938E2,8.390453644E-3,2.907961607E-3,4.285086319E-2
1.521464198E2,7.588136941E-3,7.749491371E-3,5.317779258E-2
