Time (s),Linear Accelerometer_X,Linear Accelerometer_Y,Linear Accelerometer_Z,pca1,pca2
10.253958515,0.4587095844611588,0.5055308251408747,0.0548189230337587,0.48214516947523994,0.610757141230516
10.750267144489795,0.2938245166108908,0.696943063267286,0.0488966176241985,0.3281785802894756,0.8108160182358879
11.2465770012,0.057614951903553,1.1496148836661175,0.1188458859401631,0.11843025425859678,1.2782878466483059
11.74790093,-0.5136681563833171,1.0527424617114156,0.1929560423929018,-0.45656183973381836,1.2164607862365737
12.249225241,-0.6605717326052475,1.133303308281347,-0.0011243080593369,-0.6007745504604948,1.2981590333028679
12.7505506202,-0.1529758526036888,1.4140881292854957,0.2207152838765052,-0.07593626574131189,1.5576821796377118
13.2518778282,0.0359857865899645,1.16096885061728,-0.1145273329631921,0.0949985662343429,1.2824701728865329
13.753205479999998,-0.1709224290942428,-0.5462587254359177,0.2397295312213984,-0.20337435225180392,-0.3965997230294646
14.249520645306122,-0.0183243453093884,-0.5493082296079037,-0.0769497996948114,-0.05455070419747665,-0.41958653458844214
14.74583658,0.5250617841810883,0.3486239375757611,-0.1036841993870336,0.5379277110177983,0.4447825156486772
15.24716666,0.4699759867613399,0.117937438911597,0.1684354617716884,0.4729034039218739,0.22746599842337578
15.74849764,0.3282816380161917,0.0659092041077993,0.1645074734193262,0.3284854559835047,0.18339286387097156
16.24982928,0.378292331068349,0.2280178477593279,-0.1362828223615242,0.38430071098657703,0.3315427177951697
16.75116144,-0.0327840752767653,0.4537260540556418,-0.0372582941528227,-0.012425713130286491,0.5834473065230079
17.2524941112,-0.0963318033342993,-0.8487013819358026,0.181285577607238,-0.14645215274333065,-0.7046631956072187
17.75382742,-0.5878960039626251,-1.0485807870212085,0.0554190681816102,-0.6497393918443227,-0.8809244494728441
18.250149727346937,-0.8199461951299377,-0.6223360976099115,-0.1247380802179565,-0.8594647084719776,-0.44901919690770337
18.74647157,-0.4827360098623591,-0.4840716961646616,-0.1371174407982873,-0.515194517957024,-0.3304976378534216
19.247804707,-0.1289436509724493,-0.7443312229073418,0.2426234931317912,-0.17251934563647361,-0.596490803629772
19.74913966,-0.1236098706367301,-0.7854881494427368,-0.0509955327404122,-0.1726093926155065,-0.6483800082121822
20.2504757322,-0.0199943850097739,-0.7617538605470225,-0.0002518687840726,-0.06729598675706296,-0.6287152751923368
20.75181214,-0.1827688243114236,-0.6708270885314793,-0.1423109825249595,-0.22622231318810232,-0.5339159114198642
21.2531488702,-0.3195349656663012,-0.6408140952929915,0.0569560284865498,-0.3589748178860338,-0.4891255812519097
