Time (s),Gyroscope_X,Gyroscope_Y,Gyroscope_Z,pca1,pca2,temp_Gyroscope_X_mean,temp_Gyroscope_X_max,temp_Gyroscope_X_min,temp_Gyroscope_X_std,temp_Gyroscope_X_median,temp_Gyroscope_X_sum,temp_Gyroscope_X_skew,temp_Gyroscope_X_kurt,temp_Gyroscope_X_exp_avg,Gyroscope_X_lag1,Gyroscope_X_lag2,temp_Gyroscope_Y_mean,temp_Gyroscope_Y_max,temp_Gyroscope_Y_min,temp_Gyroscope_Y_std,temp_Gyroscope_Y_median,temp_Gyroscope_Y_sum,temp_Gyroscope_Y_skew,temp_Gyroscope_Y_kurt,temp_Gyroscope_Y_exp_avg,Gyroscope_Y_lag1,Gyroscope_Y_lag2,temp_Gyroscope_Z_mean,temp_Gyroscope_Z_max,temp_Gyroscope_Z_min,temp_Gyroscope_Z_std,temp_Gyroscope_Z_median,temp_Gyroscope_Z_sum,temp_Gyroscope_Z_skew,temp_Gyroscope_Z_kurt,temp_Gyroscope_Z_exp_avg,Gyroscope_Z_lag1,Gyroscope_Z_lag2
10.253958515,0.0096228084506105,0.0084458034324014,-0.1662549040420963,-0.16333472902736734,0.008977016127927713,,,,,,,,,0.0096228084506105,,,,,,,,,,,0.0084458034324014,,,,,,,,,,,-0.1662549040420963,,
10.750267144489795,-0.0123343585767443,-0.0149089925945815,-0.1870648709274398,-0.18296962715618634,-0.015305813679446804,,,,,,,,,0.005630596263818718,0.0096228084506105,,,,,,,,,,0.0041994768820408715,0.0084458034324014,,,,,,,,,,-0.17003853438488603,-0.1662549040420963,
11.2465770012,-0.004501653600368,-0.0328240722189748,-0.1396521009517104,-0.13488008877808358,-0.008690242642054464,,,,,,,,,0.0037883690157847682,-0.0123343585767443,0.0096228084506105,,,,,,,,,-0.002532077499961978,-0.0149089925945815,0.0084458034324014,,,,,,,,,-0.16451372830612682,-0.1870648709274398,-0.1662549040420963
11.74790093,0.0158437619210352,-0.0260303986641293,-0.007765321616969,-0.003548223764803496,0.013615256668306722,,,,,,,,,0.00598025863492121,-0.004501653600368,-0.0123343585767443,,,,,,,,,-0.006804499529810581,-0.0328240722189748,-0.0149089925945815,,,,,,,,,-0.1360140179990072,-0.1396521009517104,-0.1870648709274398
12.249225241,0.0237790718567773,0.0086135092896957,0.1200598581476542,0.12260491454071971,0.026149101719212763,,,,,,,,,0.009216406493440498,0.0158437619210352,-0.004501653600368,,,,,,,,,-0.004001225198991257,-0.0260303986641293,-0.0328240722189748,,,,,,,,,-0.08945513142688694,-0.007765321616969,-0.1396521009517104
12.7505506202,-0.003510689942257,0.0208525638929709,0.1165120647781055,0.11871300661560501,9.850211400810633e-05,,,,,,,,,0.0069023889596773165,0.0237790718567773,0.0158437619210352,,,,,,,,,0.0005176455450018628,0.0086135092896957,-0.0260303986641293,,,,,,,,,-0.05200655029870649,0.1200598581476542,-0.007765321616969
13.2518778282,-0.0196677527552474,0.0372240979205208,0.0261276535968412,0.027814946561298917,-0.015409244510829203,,,,,,,,,0.002071454102418277,-0.003510689942257,0.0237790718567773,,,,,,,,,0.007191545976914397,0.0208525638929709,0.0086135092896957,,,,,,,,,-0.037800331408606905,0.1165120647781055,0.1200598581476542
13.753205479999998,-0.0107853983518018,0.0190248653463217,0.0128716394204158,0.015299016748061313,-0.008424776539725962,,,,,,,,,-0.00026615543471264643,-0.0196677527552474,-0.003510689942257,,,,,,,,,0.009343058589533906,0.0372240979205208,0.0208525638929709,,,,,,,,,-0.028587245803330046,0.0261276535968412,0.1165120647781055
14.249520645306122,0.0105629473589692,-0.0008477653782089,0.0029202012655116,0.0060739610969788894,0.010847013477160898,,,,,,,,,0.0017027723459567801,-0.0107853983518018,-0.0196677527552474,,,,,,,,,0.007490181504489759,0.0190248653463217,0.0372240979205208,,,,,,,,,-0.022858619063540656,0.0128716394204158,0.0261276535968412
14.74583658,0.0002379962267701,0.0055479317563464,-0.0405481822751096,-0.03756061011766978,0.0007065238304537073,0.0009246732587743802,0.0237790718567773,-0.0196677527552474,0.013743771647838715,-0.00163634685774345,0.009246732587743802,0.20839441955046267,-0.8679013838060848,0.0014364494151955654,0.0105629473589692,-0.0107853983518018,0.00250975427823624,0.0372240979205208,-0.0328240722189748,0.021791235612380812,0.006996867594373899,0.0250975427823624,-0.2645388213970665,-0.5093595307579832,0.007137045186645511,-0.0008477653782089,0.0190248653463217,-0.026279396260479683,0.1200598581476542,-0.1870648709274398,0.10841348251405078,-0.0024225601757286996,-0.2627939626047968,-0.22658513788019521,-1.0174863119234756,-0.026074903283825918,0.0029202012655116,0.0128716394204158
15.24716666,0.0080045216386362,0.0055823190801145,-0.0790650649982651,-0.07609376767036688,0.00802907154302505,0.0007628445775769502,0.0237790718567773,-0.0196677527552474,0.013639102870534535,-0.00163634685774345,0.007628445775769502,0.2411275809111342,-0.7640398919865165,0.0026306443649120443,0.0002379962267701,0.0105629473589692,0.0022234058430075504,0.0372240979205208,-0.0328240722189748,0.021723273659235057,0.00556512541823045,0.022234058430075504,-0.2200360052273421,-0.482614712009896,0.006854367712730781,0.0055479317563464,-0.0008477653782089,-0.01756041235609656,0.1200598581476542,-0.1870648709274398,0.09900298870884007,-0.0024225601757286996,-0.1756041235609656,-0.25725268661172895,-0.3663642524587897,-0.035709478140996675,-0.0405481822751096,0.0029202012655116
15.74849764,0.0085522666630932,-0.0210153290911931,-0.0530024251608332,-0.048910324240594556,0.006345432043127852,0.0028515071015607005,0.0237790718567773,-0.0196677527552474,0.012994611697789865,0.00412125893270315,0.028515071015607005,-0.157582415120125,-0.3440051844526946,0.0037073029645813453,0.0080045216386362,0.0002379962267701,0.00161277219334639,0.0372240979205208,-0.0328240722189748,0.022335563462889525,0.00556512541823045,0.0161277219334639,-0.19362950258840156,-0.7503176717143093,0.0017871501120173467,0.0055823190801145,0.0055479317563464,-0.0041541677794359,0.1200598581476542,-0.1396521009517104,0.08092618503518355,-0.0024225601757286996,-0.041541677794358994,0.16604840808679353,-0.130910850309123,-0.03885365032642149,-0.0790650649982651,-0.0405481822751096
16.24982928,-0.0156795579322275,-0.0056399899719931,-0.0382292950372874,-0.034654680590221976,-0.016169263883968568,0.0017337166683747505,0.0237790718567773,-0.0196677527552474,0.014128679434398333,0.00412125893270315,0.017337166683747504,-0.11902764040685337,-0.9835871553139448,0.00018241916516155464,0.0085522666630932,0.0080045216386362,0.0043311804180445595,0.0372240979205208,-0.0260303986641293,0.01909829960444526,0.00556512541823045,0.0433118041804456,-0.04086275932982401,-0.13106103048980192,0.00043676100583362907,-0.0210153290911931,0.0055823190801145,0.005988112812006402,0.1200598581476542,-0.0790650649982651,0.06725919405707381,-0.0024225601757286996,0.05988112812006401,0.836493583133303,-0.16188472907675738,-0.03874013118294257,-0.0530024251608332,-0.0790650649982651
16.75116144,-0.0112038425309573,-0.0024216264250518,-0.0212886424840654,-0.01789905017855135,-0.01122901113397463,-0.0009710437768244999,0.0237790718567773,-0.0196677527552474,0.013710117972524544,-0.00163634685774345,-0.009710437768245,0.3520974097508695,-0.6518259855930408,-0.0018878102341327826,-0.0156795579322275,0.0085522666630932,0.00669205764195231,0.0372240979205208,-0.0210153290911931,0.01616148691338556,0.00556512541823045,0.0669205764195231,0.2911713137319498,0.6353770663552071,-8.294579978190348e-05,-0.0056399899719931,-0.0210153290911931,0.004635780725296762,0.1200598581476542,-0.0790650649982651,0.06770095113973759,-0.0091842206092769,0.04635780725296762,0.8872239237632753,-0.15778014683655936,-0.03556713323769217,-0.0382292950372874,-0.0530024251608332
17.2524941112,-0.0033229307737427,0.0214548038561683,0.0050647841502124,0.0073450225988206125,-0.0008504135347746839,-0.0036812440398764994,0.0105629473589692,-0.0196677527552474,0.01059988106482545,-0.00341681035799985,-0.036812440398764995,-0.02567643824483189,-1.3269690867425747,-0.0021487412413345856,-0.0112038425309573,-0.0156795579322275,0.00797618709859957,0.0372240979205208,-0.0210153290911931,0.016827555932656793,0.00556512541823045,0.0797618709859957,0.06473477232747428,-0.07722065769920608,0.003833008683118134,-0.0024216264250518,-0.0056399899719931,-0.006863726674447418,0.1165120647781055,-0.0790650649982651,0.05437099794497752,-0.0091842206092769,-0.06863726674447418,1.1903182691839798,2.330556007799974,-0.028179511894436793,-0.0212886424840654,-0.0382292950372874
17.75382742,0.0156632630112895,-0.0032672331715659,0.0300181685318275,0.03321667012013573,0.01598616848194874,-0.00176384874452185,0.0156632630112895,-0.0196677527552474,0.012241251408713268,-0.0015424672734863,-0.0176384874452185,-0.06128179433120712,-1.5147556833296858,0.0010898049864152483,-0.0033229307737427,-0.0112038425309573,0.00556420739214589,0.0372240979205208,-0.0210153290911931,0.016502311982728477,0.00235008318906875,0.0556420739214589,0.5111683624229482,0.45182579686459895,0.0025420556186301273,0.0214548038561683,-0.0024216264250518,-0.01551311629907522,0.0300181685318275,-0.0790650649982651,0.036509386352418356,-0.0091842206092769,-0.1551311629907522,-0.3782438612900562,-0.9984905477053699,-0.017598115453297827,0.0050647841502124,-0.0212886424840654
