Time (s),X,Y,Z,pca1,pca2,pca3,temp_X_mean,temp_X_std,temp_X_median,temp_X_sum,temp_X_skew,temp_X_kurt,X_lag1,X_lag2,temp_Y_mean,temp_Y_std,temp_Y_median,temp_Y_sum,temp_Y_skew,temp_Y_kurt,Y_lag1,Y_lag2,temp_Z_mean,temp_Z_std,temp_Z_median,temp_Z_sum,temp_Z_skew,temp_Z_kurt,Z_lag1,Z_lag2
10.24581862,-0.0421617222291614,-0.0543310114559537,-0.0430444007136019,-0.04432973551823932,-0.06471696033592102,-0.02768466190071997,,,,,,,,,,,,,,,,,,,,,,,,
10.747117201199998,0.1869283017976775,-0.0251844737198425,-0.6345784532996334,0.25850860348613136,-0.5721895446980398,0.20470469174823758,,,,,,,-0.0421617222291614,,,,,,,,-0.0543310114559537,,,,,,,,-0.0430444007136019,
11.24841566,0.0262038151450805,0.1975438473229576,-0.1343193659100879,0.22771213050109124,-0.03577206458651476,0.012331917160486101,,,,,,,0.1869283017976775,-0.0421617222291614,,,,,,,-0.0251844737198425,-0.0543310114559537,,,,,,,-0.6345784532996334,-0.0430444007136019
11.7497146664,1.2664712547857195,0.0979237483607975,-0.793140015133931,0.5435592188848101,-0.595847485427125,1.2648447009369408,,,,,,,0.0262038151450805,0.1869283017976775,,,,,,,0.1975438473229576,-0.0251844737198425,,,,,,,-0.1343193659100879,-0.6345784532996334
12.25101374,-0.7727704636479418,2.0704054158764738,0.4665845653861371,1.5719986807965518,1.253516711393382,-1.0063358454647071,,,,,,,1.2664712547857195,0.0262038151450805,,,,,,,0.0979237483607975,0.1975438473229576,,,,,,,-0.793140015133931,-0.1343193659100879
12.75231278,2.271192541488805,0.5717355048258436,2.60420664323737,-0.39136975606241925,2.735743376327,2.160577307994414,,,,,,,-0.7727704636479418,1.2664712547857195,,,,,,,2.0704054158764738,0.0979237483607975,,,,,,,0.4665845653861371,-0.793140015133931
13.253611780000002,0.6103517089415166,0.3489180142750965,0.1828844997298477,0.2849326971801558,0.35135663031395353,0.5705598033841786,,,,,,,2.271192541488805,-0.7727704636479418,,,,,,,0.5717355048258436,2.0704054158764738,,,,,,,2.60420664323737,0.4665845653861371
13.749898017755102,-0.224103658966191,-0.5356517494628767,-0.031426586727634,-0.4993150296580853,-0.27022318732777345,-0.15283683952865484,,,,,,,0.6103517089415166,2.271192541488805,,,,,,,0.3489180142750965,0.5717355048258436,,,,,,,0.1828844997298477,2.60420664323737
14.2461843756,-0.3774131572452248,-0.0587027845463288,-0.0929170103943853,-0.05988464317702415,-0.1324653975203034,-0.35944980229894774,,,,,,,-0.224103658966191,0.6103517089415166,,,,,,,-0.5356517494628767,0.3489180142750965,,,,,,,-0.031426586727634,0.1828844997298477
14.7474835056,-0.0527888151551093,0.071539067838797,0.1465866834227723,-0.013844831788050058,0.15937234774931655,-0.055448175419379554,0.2891909804915171,0.8899756804931181,-0.007978953542040448,2.891909804915171,1.3846770037801417,1.8963817003786718,-0.3774131572452248,-0.224103658966191,0.2684195579314964,0.6962118662150121,0.08473140809979725,2.6841955793149643,2.16198120179441,5.881691906142661,-0.0587027845463288,-0.5356517494628767,0.16708365595968538,0.9331330096396327,-0.03723549372061795,1.6708365595968537,2.2289728373255113,6.186762748252759,-0.0929170103943853,-0.031426586727634
