Time (s),Gyroscope_X,Gyroscope_Y,Gyroscope_Z,pca1,pca2,temp_Gyroscope_X_mean,temp_Gyroscope_X_max,temp_Gyroscope_X_min,temp_Gyroscope_X_std,temp_Gyroscope_X_median,temp_Gyroscope_X_sum,temp_Gyroscope_X_skew,temp_Gyroscope_X_kurt,temp_Gyroscope_X_exp_avg,Gyroscope_X_lag1,Gyroscope_X_lag2,temp_Gyroscope_Y_mean,temp_Gyroscope_Y_max,temp_Gyroscope_Y_min,temp_Gyroscope_Y_std,temp_Gyroscope_Y_median,temp_Gyroscope_Y_sum,temp_Gyroscope_Y_skew,temp_Gyroscope_Y_kurt,temp_Gyroscope_Y_exp_avg,Gyroscope_Y_lag1,Gyroscope_Y_lag2,temp_Gyroscope_Z_mean,temp_Gyroscope_Z_max,temp_Gyroscope_Z_min,temp_Gyroscope_Z_std,temp_Gyroscope_Z_median,temp_Gyroscope_Z_sum,temp_Gyroscope_Z_skew,temp_Gyroscope_Z_kurt,temp_Gyroscope_Z_exp_avg,Gyroscope_Z_lag1,Gyroscope_Z_lag2,Gyroscope_X_fft,temp_Gyroscope_X_highest_freq,temp_Gyroscope_X_power_spectrum_entropy,temp_Gyroscope_X_spectral_energy,Gyroscope_Y_fft,temp_Gyroscope_Y_highest_freq,temp_Gyroscope_Y_power_spectrum_entropy,temp_Gyroscope_Y_spectral_energy,Gyroscope_Z_fft,temp_Gyroscope_Z_highest_freq,temp_Gyroscope_Z_power_spectrum_entropy,temp_Gyroscope_Z_spectral_energy
10.24689584,-0.0423930528003485,0.1812580080926469,-0.2025690370196068,-0.13904378647704052,0.2357710506378587,,,,,,,,,-0.0423930528003485,,,,,,,,,,,0.1812580080926469,,,,,,,,,,,-0.2025690370196068,,,3.927485115587234,,,,0.08812081302214952,,,,0.16310584336473943,,,
10.74689584,0.0081026526539921,-0.232110079229463,0.3649438601470405,0.24978475998192687,-0.3499564726864395,,,,,,,,,-0.03321201544501385,-0.0423930528003485,,,,,,,,,,0.10610017403408144,0.1812580080926469,,,,,,,,,,-0.09938487389839819,-0.2025690370196068,,2.1940910664594115,,,,0.5807461213948347,,,,2.0672710720926664,,,
11.24689584,-0.3629722505023307,0.3993925708605583,0.1686657223950137,0.0633955417600611,0.22180178009254112,,,,,,,,,-0.09316842181907145,0.0081026526539921,-0.0423930528003485,,,,,,,,,0.15942606436616813,-0.232110079229463,0.1812580080926469,,,,,,,,,-0.05064840184505056,0.3649438601470405,-0.2025690370196068,1.2980890179952052,,,,1.564208292514873,,,,3.4080200200442565,,,
11.74689584,0.2846863812256728,-0.1449998802375312,-0.0998856626881018,0.02605366494960966,-0.033660674905261874,,,,,,,,,-0.024467548538208858,-0.3629722505023307,0.0081026526539921,,,,,,,,,0.10407589262004097,0.3993925708605583,-0.232110079229463,,,,,,,,,-0.059600631089241685,0.1686657223950137,0.3649438601470405,0.6565023071273415,,,,1.427734288402472,,,,5.508581876542354,,,
12.24689584,-0.2945776153575667,0.1113722275408525,-0.347872100032837,-0.4033116906338665,0.18130134791060873,,,,,,,,,-0.0735784697780921,0.2846863812256728,-0.3629722505023307,,,,,,,,,0.10540249896927942,-0.1449998802375312,0.3993925708605583,,,,,,,,,-0.11201362544262264,-0.0998856626881018,0.1686657223950137,0.5680905036273827,,,,1.2803889307710605,,,,9.758392465525777,,,
12.74689584,0.4698007226509408,-0.0859363154572669,0.4442069589893432,0.5838107894305031,-0.15992758827836914,,,,,,,,,0.025217747027186613,-0.2945776153575667,0.2846863812256728,,,,,,,,,0.07061362361899826,0.1113722275408525,-0.1449998802375312,,,,,,,,,-0.010882610091356118,-0.347872100032837,-0.0998856626881018,2.4238503506597517,,,,1.473079504858672,,,,9.186395959170694,,,
13.24689584,-0.2985942785588711,-0.0522381135929648,-0.1702307170888587,-0.3002808708886198,-0.03661846668396977,,,,,,,,,-0.033657166715732975,0.4698007226509408,-0.2945776153575667,,,,,,,,,0.04827694412591406,-0.0859363154572669,0.1113722275408525,,,,,,,,,-0.039854993181811134,0.4442069589893432,-0.347872100032837,1.7680052741858265,,,,0.9235074275701849,,,,5.796348162279159,,,
13.74689584,0.2997432945499714,0.0838037645862423,0.3090826906029709,0.43039907094466373,0.012621951516454297,,,,,,,,,0.026961098968940552,-0.2985942785588711,0.4698007226509408,,,,,,,,,0.054736366027791916,-0.0522381135929648,-0.0859363154572669,,,,,,,,,0.023588222051785603,-0.1702307170888587,0.4442069589893432,0.8985619166612249,,,,1.4188670475825078,,,,0.9778391622898595,,,
14.24689584,-0.1671845102738399,0.0899776454408927,-0.4022785262185012,-0.3900325991660652,0.2085571630591142,,,,,,,,,-0.008338102711564991,0.2997432945499714,-0.2985942785588711,,,,,,,,,0.06114387137562842,0.0838037645862423,-0.0522381135929648,,,,,,,,,-0.05384209581553927,0.3090826906029709,-0.1702307170888587,0.2622401452959734,,,,0.6484203466558943,,,,4.025676108093074,,,
14.74689584,0.1294307076238418,0.1229511710108805,-0.2312442540582104,-0.09169683277081943,0.22840678558750224,0.002604205121146197,0.4698007226509408,-0.3629722505023307,0.2878630924961653,-0.017145200073178202,0.02604205121146197,0.2636535101486438,-1.2639541374620953,0.016710771894872606,-0.1671845102738399,0.2997432945499714,0.04734709990148473,0.3993925708605583,-0.232110079229463,0.1818439955928977,0.08689070501356749,0.4734709990148473,0.33622843088279425,0.37493123134271605,0.07238156221840153,0.0899776454408927,0.0838037645862423,-0.016718106497174753,0.4442069589893432,-0.4022785262185012,0.3105543254049443,-0.13505818988848026,-0.16718106497174753,0.3726281015877296,-1.5976546108670422,-0.0860970336778431,-0.4022785262185012,0.3090826906029709,3.017419341548813,3.927485115587234,1.7218575273243601,41.65982820586508,0.7945231140369581,1.564208292514873,2.024910066896197,12.557328749720103,2.5218651278884874,9.758392465525777,1.6832792104721321,282.99507547533824
15.24689584,0.0513212278598288,-0.1422599527029822,-0.0740797646555017,-0.06868801357135844,-0.08704715262233184,0.011975633187163926,0.4698007226509408,-0.3629722505023307,0.28776085724032974,0.02971194025691045,0.11975633187163927,0.14296641228881604,-1.3013008488961166,0.023003582070319186,0.1294307076238418,-0.1671845102738399,0.014995303821921824,0.3993925708605583,-0.232110079229463,0.18413686472830873,0.015782825496638748,0.14995303821921824,0.7851532485653179,0.8300042410723988,0.03335583223269539,0.1229511710108805,0.0899776454408927,-0.003869179260764244,0.4442069589893432,-0.4022785262185012,0.30461172797674996,-0.08698271367180174,-0.03869179260764244,0.2671975603988469,-1.4991595738207206,-0.08391207567378103,-0.2312442540582104,-0.4022785262185012,1.6964447901548136,3.017419341548813,1.8433595001935903,29.11261379874922,0.4963457765009503,1.564208292514873,2.077180340143044,12.79592260188275,3.0012641718079407,9.758392465525777,1.7682527800231735,291.9760585881765
