Time (s),X,Y,Z,pca1,pca2,pca3,temp_X_mean,temp_X_std,temp_X_median,temp_X_sum,temp_X_skew,temp_X_kurt,X_lag1,X_lag2,temp_Y_mean,temp_Y_std,temp_Y_median,temp_Y_sum,temp_Y_skew,temp_Y_kurt,Y_lag1,Y_lag2,temp_Z_mean,temp_Z_std,temp_Z_median,temp_Z_sum,temp_Z_skew,temp_Z_kurt,Z_lag1,Z_lag2,X_fft,X_dominant_freq,X_spectral_energy,X_spectral_entropy,Y_fft,Y_dominant_freq,Y_spectral_energy,Y_spectral_entropy,Z_fft,Z_dominant_freq,Z_spectral_energy,Z_spectral_entropy
10.251415280000002,0.0109382096873431,0.0068229333069206,0.0393837335525054,0.03465435193743699,-0.0044357446964661176,0.01699193072070179,,,,,,,,,,,,,,,,,,,,,,,,,0.7299647129845495,452,37303.75682682467,-11366.446552186735,1.953483883980326,925,55580.58935000178,-15832.183411074317,5.11603046508707,16,77945.76581871664,-20126.777319246823
10.751415280000002,0.0118862903843683,0.0119149602791153,0.0277538613604468,0.026805523770197855,0.004481832356941114,0.012414350705568634,,,,,,,0.0109382096873431,,,,,,,,0.0068229333069206,,,,,,,,0.0393837335525054,,1.61673833591767,452,37303.75682682467,-11366.446552186735,1.0761248684125313,925,55580.58935000178,-15832.183411074317,5.662073252404889,16,77945.76581871664,-20126.777319246823
11.251415280000002,-0.021669506417091,0.0168072136855371,0.0253604801706055,0.02881788762341919,-0.007665154232537435,-0.019272476595545544,,,,,,,0.0118862903843683,0.0109382096873431,,,,,,,0.0119149602791153,0.0068229333069206,,,,,,,0.0277538613604468,0.0393837335525054,2.49384301015411,452,37303.75682682467,-11366.446552186735,0.392581408489632,925,55580.58935000178,-15832.183411074317,3.359170397288349,16,77945.76581871664,-20126.777319246823
11.751415280000002,0.0037819558546349,0.0110997098954702,0.0575031705965195,0.05298419708070284,-0.011742994998850094,0.014087166403117682,,,,,,,-0.021669506417091,0.0118862903843683,,,,,,,0.0168072136855371,0.0119149602791153,,,,,,,0.0253604801706055,0.0277538613604468,0.04616685185108041,452,37303.75682682467,-11366.446552186735,2.4766239064193982,925,55580.58935000178,-15832.183411074317,8.627593224474134,16,77945.76581871664,-20126.777319246823
12.251215279999998,-0.0008002135349371,0.005411394786337,0.0297790865526913,0.026173711981009165,-0.007703100578906604,0.004767553591440035,,,,,,,0.0037819558546349,-0.021669506417091,,,,,,,0.0110997098954702,0.0168072136855371,,,,,,,0.0575031705965195,0.0253604801706055,1.6012229392420243,452,37303.75682682467,-11366.446552186735,1.0025209651543523,925,55580.58935000178,-15832.183411074317,5.752662434523413,16,77945.76581871664,-20126.777319246823
12.751415280000002,-0.0166038961088944,-0.0044222395877006,0.0271077847775671,0.020001411205621468,-0.022209003674008753,-0.0054830112519279415,,,,,,,-0.0008002135349371,0.0037819558546349,,,,,,,0.005411394786337,0.0110997098954702,,,,,,,0.0297790865526913,0.0575031705965195,1.02795172479826,452,37303.75682682467,-11366.446552186735,2.5702839634587678,925,55580.58935000178,-15832.183411074317,11.920772266182523,16,77945.76581871664,-20126.777319246823
13.251415280000002,-0.0025922766081649,0.0078448112892056,0.0288839519178798,0.026638593429837203,-0.0063753968608449675,0.0019470288131620838,,,,,,,-0.0166038961088944,-0.0008002135349371,,,,,,,-0.0044222395877006,0.005411394786337,,,,,,,0.0271077847775671,0.0297790865526913,4.57443282527114,452,37303.75682682467,-11366.446552186735,0.8110333634468863,925,55580.58935000178,-15832.183411074317,4.630660185886187,16,77945.76581871664,-20126.777319246823
13.751415280000002,-0.0061496639267241,-0.0018994843490582,0.0312549355615096,0.02428418783574838,-0.01661371061961703,0.003638646717404842,,,,,,,-0.0025922766081649,-0.0166038961088944,,,,,,,0.0078448112892056,-0.0044222395877006,,,,,,,0.0288839519178798,0.0271077847775671,1.6459976520272168,452,37303.75682682467,-11366.446552186735,3.8872661810525018,925,55580.58935000178,-15832.183411074317,13.186718858936532,16,77945.76581871664,-20126.777319246823
14.251415280000002,-0.0305558867944981,-0.0099711972342937,0.0115452282907595,0.004440607537696973,-0.027478945876073628,-0.019544705241456274,,,,,,,-0.0061496639267241,-0.0025922766081649,,,,,,,-0.0018994843490582,0.0078448112892056,,,,,,,0.0312549355615096,0.0288839519178798,1.7106371060284986,452,37303.75682682467,-11366.446552186735,2.2893542840277634,925,55580.58935000178,-15832.183411074317,7.450231548352729,16,77945.76581871664,-20126.777319246823
14.751215279999998,-0.0226846844873829,-0.044015613161935,0.0245217529351079,-0.000746689856695181,-0.054869884484130854,0.005197903783683468,-0.0074449671951346205,0.014755973417786894,-0.0043709702674445,-0.0744496719513462,-0.18451218061723673,-1.3035208267920102,-0.0305558867944981,-0.0061496639267241,-4.075110904016993e-05,0.01746417145102155,0.006117164046628799,-0.0004075110904016993,-2.014503879523994,4.747703381993392,-0.0099711972342937,-0.0018994843490582,0.03030939857155924,0.011794140656810543,0.0283189066391633,0.3030939857155924,1.175351326247148,3.325117511239322,0.0115452282907595,0.0312549355615096,1.6200488413032825,452,37303.75682682467,-11366.446552186735,4.343503225227005,925,55580.58935000178,-15832.183411074317,11.154480230077205,16,77945.76581871664,-20126.777319246823
