Time (s),X,Y,Z,pca1,pca2,pca3,temp_X_mean,temp_X_max,temp_X_min,temp_X_std,temp_X_median,temp_X_sum,temp_X_skew,temp_X_kurt,X_lag1,X_lag2,temp_Y_mean,temp_Y_max,temp_Y_min,temp_Y_std,temp_Y_median,temp_Y_sum,temp_Y_skew,temp_Y_kurt,Y_lag1,Y_lag2,temp_Z_mean,temp_Z_max,temp_Z_min,temp_Z_std,temp_Z_median,temp_Z_sum,temp_Z_skew,temp_Z_kurt,Z_lag1,Z_lag2,X_fft,X_highest_freq,X_power_spectrum_entropy,Y_fft,Y_highest_freq,Y_power_spectrum_entropy,Z_fft,Z_highest_freq,Z_power_spectrum_entropy
10.24829429,0.0406958427399899,-0.041919978045696,-0.0035431718589391,-0.02886519335414807,0.034000769123032695,-0.023856580813467358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3748687590543138,77,-592651.4132251104,25.173422150363024,116,-1524052.9506772538,9.59899898934362,116,-519371.0708288265
10.74829429,0.0005882828081748,-0.0045732012766107,-0.0470040918618969,0.0244381793549684,-0.01014625547010898,-0.03395808286183064,,,,,,,,,0.0406958427399899,,,,,,,,,,-0.041919978045696,,,,,,,,,,-0.0035431718589391,,1.1160917734707376,77,-592651.4132251104,4.347530314589563,116,-1524052.9506772538,1.8200199523896181,116,-519371.0708288265
11.24829429,-0.0601171417865133,-0.0202814350279201,0.0958710730028196,-0.04711292032749329,-0.029171670185339185,0.10338704317863352,,,,,,,,,0.0005882828081748,0.0406958427399899,,,,,,,,,-0.0045732012766107,-0.041919978045696,,,,,,,,,-0.0470040918618969,-0.0035431718589391,5.84490030927461,77,-592651.4132251104,24.470983880247157,116,-1524052.9506772538,5.515374670361102,116,-519371.0708288265
11.74829429,0.0733264701904987,-0.1633105723538709,0.0453572142178577,-0.16060332334579538,0.05881740801361807,-0.03871866455847766,,,,,,,,,-0.0601171417865133,0.0005882828081748,,,,,,,,,-0.0202814350279201,-0.0045732012766107,,,,,,,,,0.0958710730028196,-0.0470040918618969,5.854707552168227,77,-592651.4132251104,9.1160528972372,116,-1524052.9506772538,18.566208710562115,116,-519371.0708288265
12.24829429,0.048545477701594,-0.2894505184679873,0.1009935374848293,-0.29756953027287325,0.030583019320594696,-0.030727324482216732,,,,,,,,,0.0733264701904987,-0.0601171417865133,,,,,,,,,-0.1633105723538709,-0.0202814350279201,,,,,,,,,0.0453572142178577,0.0958710730028196,5.632320244421639,77,-592651.4132251104,31.427189908634613,116,-1524052.9506772538,13.700171455795836,116,-519371.0708288265
12.74829429,0.0009667335021126,-0.1766896272283536,0.0152672904839647,-0.15791394466403536,-0.020297211866798188,-0.046065655557643914,,,,,,,,,0.048545477701594,0.0733264701904987,,,,,,,,,-0.2894505184679873,-0.1633105723538709,,,,,,,,,0.1009935374848293,0.0453572142178577,6.3319520761921835,77,-592651.4132251104,11.999964028744813,116,-1524052.9506772538,1.247311578289407,116,-519371.0708288265
13.24829429,0.0300679732909148,-0.3804904834522741,0.0116918358481091,-0.3427096954795498,-0.027380451541834553,-0.1365908632455459,,,,,,,,,0.0009667335021126,0.048545477701594,,,,,,,,,-0.1766896272283536,-0.2894505184679873,,,,,,,,,0.0152672904839647,0.1009935374848293,2.832064932363441,77,-592651.4132251104,12.657368567055867,116,-1524052.9506772538,1.0738585998123433,116,-519371.0708288265
13.731098045454546,0.117998415879993,-0.265212684463202,0.1115216824253464,-0.2821756660738908,0.10314528079372959,-0.03517391977212867,,,,,,,,,0.0300679732909148,0.0009667335021126,,,,,,,,,-0.3804904834522741,-0.1766896272283536,,,,,,,,,0.0116918358481091,0.0152672904839647,5.222301964354525,77,-592651.4132251104,14.024426097253333,116,-1524052.9506772538,4.81081169641594,116,-519371.0708288265
14.2482942308,-0.0075487995394872,-0.2013642594016727,0.0078057422893364,-0.17697716946423908,-0.03452973625942031,-0.059144462344283395,,,,,,,,,0.117998415879993,0.0300679732909148,,,,,,,,,-0.265212684463202,-0.3804904834522741,,,,,,,,,0.1115216824253464,0.0116918358481091,4.380063810051607,77,-592651.4132251104,14.626277059798308,116,-1524052.9506772538,3.695577709987618,116,-519371.0708288265
14.74829421,0.1331870829310717,-0.3095500556421741,0.0841760779572144,-0.3116497941739658,0.10236702942724021,-0.08072554181930618,0.0377710337718349,0.1331870829310717,-0.0601171417865133,0.05903099027850997,0.03538190801545235,0.377710337718349,0.20155712116619595,-0.28238184615954254,-0.0075487995394872,0.117998415879993,-0.18528428153597615,-0.0045732012766107,-0.3804904834522741,0.12997334489871443,-0.18902694331501316,-1.8528428153597614,0.1486033935680615,-1.2193255687171825,-0.2013642594016727,-0.265212684463202,0.042213718998864155,0.1115216824253464,-0.0470040918618969,0.05354500566356043,0.030312252350911197,0.4221371899886416,-0.11785965478531427,-1.2343489128350495,0.0078057422893364,0.1115216824253464,10.396802809683129,77,-592651.4132251104,15.613768033572635,116,-1524052.9506772538,5.097603675255917,116,-519371.0708288265
