Time (s),X,Y,Z,pca1,pca2
10.254697,-0.1618051368119239,2.019660612663012,9.44855241832439,-1.5812607411044257,0.010983856598559938
10.754697,-0.1577830290365662,2.045190514481317,9.429621035863516,-1.5521838866030189,0.018874972440178217
11.254697,-0.2838432965358908,2.023766054245405,9.547593724052495,-1.5876360215118477,-0.10332478011240831
11.754697,-0.1915190172975898,1.8689885729298497,9.502060605684536,-1.7339551648717053,-0.04416290536304235
12.254697,-0.2133647023955664,1.5662990484078447,9.635609035260462,-2.0550097291777814,-0.11661214506154205
12.754697,-0.1923024254604256,1.4593058145510611,9.59054046521472,-2.1448736375039013,-0.11828858775762507
13.254497,-0.1866215248988355,1.1733234303087974,9.641488573215804,-2.429423685992894,-0.16442820170160105
13.754697,-0.1029258402230679,1.21217575817928,9.672448613738531,-2.4164481597007494,-0.07354482195957346
14.254697,-0.2107377846028441,1.0771969450163872,9.656653796746214,-2.5201447529662206,-0.2055556071241309
14.754697,0.152082711837683,0.672043981298627,9.756086785261717,-2.990555909878868,0.07832556069730034
15.254697,0.1357069440808518,0.7321549621561252,9.65833607681718,-2.901436384533635,0.06907634399824536
15.754697,0.260622494032688,0.3634586654292829,9.730481568934078,-3.2897973598903407,0.1252323520306381
16.254497,0.3237362671896581,0.9620786190168928,9.676835059326834,-2.7229393692543886,0.29785043170731496
16.754697,0.2553628013071095,2.257085241875744,9.430174268584082,-1.422428067417198,0.46420782212750433
17.254697,-0.1361798393481323,2.15690829857592,9.359829631211172,-1.4296262102942352,0.057940362191411965
17.754697,0.0158906217670375,1.9377763756249653,9.549606852266912,-1.7185779261441785,0.17449938590387704
18.254497,0.0128758013669145,1.8763486132731444,9.503984147557684,-1.7615853891720317,0.15779868886607862
18.754697,0.0257095807094508,1.8677305597817684,9.48687443647091,-1.7665240788396048,0.16795941082136778
19.254697,0.0381978365736112,1.8774020569764396,9.487542693194468,-1.759742174207467,0.18206872872308422
19.754697,0.0447716010351065,1.8962673047823844,9.495893490949738,-1.7457295384293934,0.19247362584096828
20.254697,0.0411275740093212,1.9006176935670729,9.497196828076689,-1.7414499700928148,0.18978289552698102
20.754697,0.0292184750977505,1.912507949052356,9.473676035557515,-1.7210942108470786,0.17925447618027357
21.254697,0.0389322095486774,1.9024420461965617,9.49361254325894,-1.7382731804175326,0.18780756810843702
21.754697,0.0422747627911076,1.8752869748182968,9.486478142021662,-1.762072927125474,0.18561794459452496
22.254697,0.0457465784502237,1.852778393925733,9.489616384738316,-1.7847026507906771,0.18491260919273456
22.754697,0.0522106433241022,1.848508343979358,9.493588318746244,-1.7909987212234235,0.1906304038273292
