Time (s),Linear Accelerometer_X,Linear Accelerometer_Y,Linear Accelerometer_Z,pca1,pca2,temp_Linear Accelerometer_X_mean,temp_Linear Accelerometer_X_max,temp_Linear Accelerometer_X_min,temp_Linear Accelerometer_X_std,temp_Linear Accelerometer_X_median,temp_Linear Accelerometer_X_sum,temp_Linear Accelerometer_X_skew,temp_Linear Accelerometer_X_kurt,temp_Linear Accelerometer_X_exp_avg,Linear Accelerometer_X_lag1,Linear Accelerometer_X_lag2,temp_Linear Accelerometer_Y_mean,temp_Linear Accelerometer_Y_max,temp_Linear Accelerometer_Y_min,temp_Linear Accelerometer_Y_std,temp_Linear Accelerometer_Y_median,temp_Linear Accelerometer_Y_sum,temp_Linear Accelerometer_Y_skew,temp_Linear Accelerometer_Y_kurt,temp_Linear Accelerometer_Y_exp_avg,Linear Accelerometer_Y_lag1,Linear Accelerometer_Y_lag2,temp_Linear Accelerometer_Z_mean,temp_Linear Accelerometer_Z_max,temp_Linear Accelerometer_Z_min,temp_Linear Accelerometer_Z_std,temp_Linear Accelerometer_Z_median,temp_Linear Accelerometer_Z_sum,temp_Linear Accelerometer_Z_skew,temp_Linear Accelerometer_Z_kurt,temp_Linear Accelerometer_Z_exp_avg,Linear Accelerometer_Z_lag1,Linear Accelerometer_Z_lag2
10.24923949,0.1141608096440666,0.1970272674126789,0.3545078163479532,0.06865551651385766,0.23389520309600947,,,,,,,,,0.1141608096440666,,,,,,,,,,,0.1970272674126789,,,,,,,,,,,0.3545078163479532,,
10.74923949,0.2448216502945033,0.0502865781768967,0.0400609373838777,0.23467955200619894,0.011743808589321662,,,,,,,,,0.13791732612596416,0.1141608096440666,,,,,,,,,,0.17034714209708213,0.1970272674126789,,,,,,,,,,0.2973356565363031,0.3545078163479532,
11.24923949,-0.1116248355370555,0.0787798593839577,-0.2520730589106055,-0.06813749488742941,-0.3313519160359766,,,,,,,,,0.09254602400541512,0.2448216502945033,0.1141608096440666,,,,,,,,,0.1536985452401504,0.0502865781768967,0.1970272674126789,,,,,,,,,0.19744316281868335,0.0400609373838777,0.3545078163479532
11.74923949,-0.118103000381978,0.0029773833733876,-0.0992352956870927,-0.10456886254158956,-0.16581986664821277,,,,,,,,,0.05424620138952546,-0.1116248355370555,0.2448216502945033,,,,,,,,,0.12629469762801168,0.0787798593839577,0.0502865781768967,,,,,,,,,0.14350162490854224,-0.2520730589106055,0.0400609373838777
12.24923949,0.2190705270759691,0.1553670857185427,9.026228269579216e-05,0.22407119330447525,-0.06392087615249269,,,,,,,,,0.08421426060524248,-0.118103000381978,-0.1116248355370555,,,,,,,,,0.13158058637174458,0.0029773833733876,0.0787798593839577,,,,,,,,,0.11742683170384288,-0.0992352956870927,-0.2520730589106055
12.74923949,0.1297485830293288,-0.0913069941860129,0.1838561635209784,0.08745914805384611,0.17120440765021713,,,,,,,,,0.0924932283187127,0.2190705270759691,-0.118103000381978,,,,,,,,,0.09105557172487957,0.1553670857185427,0.0029773833733876,,,,,,,,,0.12950489203423116,9.026228269579216e-05,-0.0992352956870927
13.24923949,0.318441456446731,-0.0002619051376504,0.0159118578276187,0.3068508068119919,0.01848702041482577,,,,,,,,,0.13357472434198875,0.1297485830293288,0.2190705270759691,,,,,,,,,0.07445239411351048,-0.0913069941860129,0.1553670857185427,,,,,,,,,0.10885161308757434,0.1838561635209784,9.026228269579216e-05
13.74923949,-0.335604787690874,0.0906366066641099,0.1335906005752954,-0.3480595803895664,-0.015611490373039487,,,,,,,,,0.04826935851783188,0.318441456446731,0.1297485830293288,,,,,,,,,0.07739497821361946,-0.0002619051376504,-0.0913069941860129,,,,,,,,,0.11334961081261452,0.0159118578276187,0.1838561635209784
14.24923949,-0.3662909017968007,0.0030920149976985,0.0173869048726133,-0.367130423982526,-0.10070772689557664,,,,,,,,,-0.02710523426664678,-0.335604787690874,0.318441456446731,,,,,,,,,0.06388534853799746,0.0906366066641099,-0.0002619051376504,,,,,,,,,0.09590184609625066,0.1335906005752954,0.0159118578276187
14.74923949,-1.2433509850777316,0.0320858526958036,0.0469400731511877,-1.2327592625099366,-0.23564622039787175,-0.11487314839938409,0.318441456446731,-1.2433509850777316,0.46264615389888014,0.0012679870535055454,-1.148731483993841,-1.783955169547296,3.7538776045758757,-0.24824082532320763,-0.3662909017968007,-0.335604787690874,0.05186837490994123,0.1970272674126789,-0.0913069941860129,0.08326020526103063,0.04118621543635015,0.5186837490994123,0.22325670295335784,0.20530312889429275,0.05810362202123494,0.0030920149976985,0.0906366066641099,0.0441036261364522,0.3545078163479532,-0.2520730589106055,0.1618044947984034,0.028723921128245497,0.44103626136452195,0.14101906823219418,1.3448197246930798,0.08699970556078467,0.0173869048726133,0.1335906005752954
