Time (s),Gyroscope_X,Gyroscope_Y,Gyroscope_Z,pca1,pca2
10.25409669,-0.0100154166445809,-0.0749300761582476,0.0737748160475111,-0.07791518721773488,-0.01675788268771331
10.75429669,-0.0226177890239389,0.0195234160809433,-0.0139086288248213,0.0005686385097992023,0.018677145072157248
11.25429669,0.0104877792266081,-0.0231289941464789,0.0391361909767356,-0.019723010740261754,-0.0036076114523594023
11.75349669,-0.2236760112881428,-0.074308671028351,0.123490973496356,-0.2444226768796646,0.10560026877252852
12.25409669,0.3061967065054429,-0.0337123771828522,-0.1579624600506115,0.2451184051352014,-0.24079825651849848
12.75429669,0.0739494300998432,0.0552711645444755,-0.001951937472647,0.0877160593612867,0.006704219448021537
13.25429669,0.03391828419878,-0.0071815890752163,0.0109926925640837,0.015828636606547295,-0.01569357435346294
13.75429669,0.051646308399543,-0.0782681855028794,0.0176514049880039,-0.018657557798775894,-0.0741570140750159
14.25429669,0.0938330937259519,0.052794258780397,-0.0198709328809247,0.1058828928085416,-0.012773355883864843
14.75429669,-0.0221854107939263,-0.0727605012934751,-0.1008886955016223,-0.029964485185825684,-0.09193802892436097
15.25409669,0.0216778109054098,0.1097001308899002,0.0150077842427213,0.07976775169558936,0.07970420745242154
15.75429669,-0.0710403757430998,-0.0813896086263151,0.0924275940877692,-0.131074149818047,0.015301558929703156
16.25429669,-0.0122506718045919,-0.0992180373762861,0.0317287975304715,-0.08156096784754206,-0.05382630756963139
16.75429669,0.05893085700412,0.1456122555397806,-0.070259747626223,0.15576865420799996,0.0493036299326628
17.25429669,-0.1169962034427434,-0.0250539647066031,0.0049364706376964,-0.10034322303932063,0.0375384667254865
17.754096689999997,-0.0116619367845567,0.0187301964273733,-0.0056591356988775,0.005213180883004662,0.01692623540854847
18.25409669,0.0010702528820512,0.0554930621256921,-0.0328299915004966,0.04604254532520673,0.025875570938453437
18.75429669,-0.0232342226396047,0.017541784306701,-0.0130135944015043,-0.0014027755571181372,0.01789380441154546
19.25429669,0.0718834031515779,0.0172099318818874,-0.0984678966709444,0.09269704893548074,-0.06649851453722837
19.75429669,-0.0333950526930872,-0.0035523147951932,0.000587961314384,-0.026222195535337584,0.01313574308181519
