"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717599063389240E9,"2024-06-05 16:51:03.389 UTC+02:00"
"PAUSE",5.662979367499938E2,1.717599629682327E9,"2024-06-05 17:00:29.682 UTC+02:00"
