Time (s),X,Y,Z,pca1,pca2,pca3,temp_X_mean,temp_X_max,temp_X_min,temp_X_std,temp_X_median,temp_X_sum,temp_X_skew,temp_X_kurt,X_lag1,X_lag2,temp_Y_mean,temp_Y_max,temp_Y_min,temp_Y_std,temp_Y_median,temp_Y_sum,temp_Y_skew,temp_Y_kurt,Y_lag1,Y_lag2,temp_Z_mean,temp_Z_max,temp_Z_min,temp_Z_std,temp_Z_median,temp_Z_sum,temp_Z_skew,temp_Z_kurt,Z_lag1,Z_lag2,X_fft,X_highest_freq,X_power_spectrum_entropy,X_spectral_energy,Y_fft,Y_highest_freq,Y_power_spectrum_entropy,Y_spectral_energy,Z_fft,Z_highest_freq,Z_power_spectrum_entropy,Z_spectral_energy
10.25381459,-0.0189890686778147,0.0932247243355558,0.3496786828333967,0.3020041590994798,-0.19583205765439962,-0.023671630517192482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9650212744981304,,,,0.15640216415670494,,,,1.559225577747511,,,
10.75381459,-0.0772018428210736,-0.0770907867459641,0.2146676272633012,0.0825823724552898,-0.21302859882841732,-0.07038826601341269,,,,,,,,,-0.0189890686778147,,,,,,,,,,0.0932247243355558,,,,,,,,,,0.3496786828333967,,0.2718324580380438,,,,1.4332842017068061,,,,0.5069487088182973,,,
11.25381459,0.0180672781718127,0.0237064850629104,0.1339802453006091,0.11671197361685334,-0.06056983157653106,-0.03380625350110699,,,,,,,,,-0.0772018428210736,-0.0189890686778147,,,,,,,,,-0.0770907867459641,0.0932247243355558,,,,,,,,,0.2146676272633012,0.3496786828333967,0.6590039050734501,,,,0.16351529538992476,,,,3.55231270144418,,,
11.75381459,0.0364687413754548,-0.036217082696559,0.021425748243225,0.005635700626779509,0.0009656573410794461,-0.05556419024163075,,,,,,,,,0.0180672781718127,-0.0772018428210736,,,,,,,,,0.0237064850629104,-0.0770907867459641,,,,,,,,,0.1339802453006091,0.2146676272633012,0.4620577722783486,,,,1.1683282892160907,,,,2.3203973620737615,,,
12.25361459,-0.003353685838044,0.0151809084842579,8.267950300458762e-05,0.006998118929386242,0.004660231172476307,0.012755643850824389,,,,,,,,,0.0364687413754548,0.0180672781718127,,,,,,,,,-0.036217082696559,0.0237064850629104,,,,,,,,,0.021425748243225,0.1339802453006091,0.23098428761034556,,,,0.9218463322905311,,,,6.1514966622217795,,,
12.75361459,-0.0060008671139685,-0.0343116157878878,-0.0710501235463165,-0.07502688962666826,0.029454030018424403,-0.00041852433376671693,,,,,,,,,-0.003353685838044,0.0364687413754548,,,,,,,,,0.0151809084842579,-0.036217082696559,,,,,,,,,8.267950300458762e-05,0.021425748243225,0.2728943347086478,,,,3.0175221906566314,,,,6.302919523988132,,,
13.25381459,-0.0340468728983641,-0.0585514952762627,-0.1138846387343602,-0.13021511888551202,0.02788457861102707,0.012259884991426821,,,,,,,,,-0.0060008671139685,-0.003353685838044,,,,,,,,,-0.0343116157878878,0.0151809084842579,,,,,,,,,-0.0710501235463165,8.267950300458762e-05,1.3421708952423064,,,,1.3026745693407977,,,,5.010009493713851,,,
13.752232609999998,-0.0443440090070576,-0.0972438600714737,-0.1140745520476073,-0.15691215783992235,0.007078202753189428,-0.009130042714909166,,,,,,,,,-0.0340468728983641,-0.0060008671139685,,,,,,,,,-0.0585514952762627,-0.0343116157878878,,,,,,,,,-0.1138846387343602,-0.0710501235463165,1.3260923564054519,,,,3.480122466490608,,,,7.622592748974516,,,
14.25065063,-0.0607970761912688,0.1587972301494863,0.0864527595925076,0.13539811195044352,-0.03816456342841259,0.12705638942220993,,,,,,,,,-0.0443440090070576,-0.0340468728983641,,,,,,,,,-0.0972438600714737,-0.0585514952762627,,,,,,,,,-0.1140745520476073,-0.1138846387343602,0.625340493768744,,,,2.2926067178345875,,,,4.368463363729047,,,
14.75065063,-0.1126364042694982,-0.2504511902182946,-0.1816422227052737,-0.3206322516497147,-0.05300163150668513,-0.05696174535782239,-0.030283380726982202,0.0364687413754548,-0.1126364042694982,0.045169256707630445,-0.0265179707880894,-0.302833807269822,-0.3726855348867949,-0.25186993911813005,-0.0607970761912688,-0.0443440090070576,-0.02629566827642315,0.1587972301494863,-0.2504511902182946,0.11146880146808469,-0.0352643492422234,-0.2629566827642315,-0.355104856792338,1.2372308048989251,0.1587972301494863,-0.0972438600714737,0.03256362057024865,0.3496786828333967,-0.1816422227052737,0.16588552423683103,0.010754213873114794,0.32563620570248647,0.6650328781676715,-0.16849385224337304,0.0864527595925076,-0.1140745520476073,0.6944410909419816,1.3421708952423064,1.8214077287652906,6.214010348028946,0.11766434752814713,3.480122466490608,1.5905796545619997,32.503838191206384,3.0427432833855432,7.622592748974516,1.912336099221796,209.80493074628416
