Time (s),X,Y,Z,pca1,pca2,pca3
10.24976408,0.1144045724499161,0.085369408775921,0.0217429954715447,0.05142578827560709,0.08081375980915231,0.24038838358913045
10.74976408,0.1320754609603371,0.0227836934097824,-0.0256126508199323,0.1051960534006069,0.05173215148363168,0.18809299230164928
11.24976408,0.0727661740947083,0.0460927420995884,-0.0464870173576361,0.06392371177059332,0.0009987140357321268,0.20290361615006008
11.74976408,0.0726058737647777,0.0002714930649058,0.0372759892196499,0.02737491359522531,0.07003320976288581,0.14800117921148287
12.24976408,0.0297693803749577,-0.1010725738948808,0.0203652287697751,0.023868760846093528,0.031898412768702936,0.04347843984826552
12.7497629932,-0.054090645880251,-0.1066527794064767,0.0064394717054952,-0.03484395037858939,-0.026965355814314772,0.024892324177119826
13.24976161,0.072819509723995,-0.0677427409231728,0.0094811981535009,0.05744131805910355,0.04723126686363084,0.08495663306867485
13.74976161,-0.230524836315259,-0.0096446289106713,0.023058181467254,-0.20698299018101185,-0.11294052378246178,0.0864732286846698
14.24976161,0.0639969902752612,-0.0212166877944004,-0.0328741808012626,0.06374778731123744,0.0072895033455119065,0.13396043463754104
14.74976161,-0.2021501619888498,0.007851268506071,0.0718572614127419,-0.21478724487522885,-0.05664787146832993,0.10268463445903528
15.24976161,-0.067207696275425,-0.005732962871257,0.0015872776362646,-0.0643359697862058,-0.038397246780260366,0.12174242912316996
15.74976161,-0.0586584853607986,-0.1427167796028943,-0.0221001124808127,-0.015057930289965497,-0.05308872050328743,-0.007697066114723927
16.24976161,-0.0553501608590341,-0.0598195437337151,0.0304957374478644,-0.059157369030607004,-0.007835291040492676,0.06751321762424019
16.74976161,-0.1108599821635665,-0.0785935707153004,-0.0844393103434629,-0.03645290893737464,-0.13402876146584597,0.05324489343948051
17.24976161,-0.1438899489229299,-0.0103300939940111,-0.0167621987514651,-0.11503243045845642,-0.09685656602403998,0.10591897696442093
17.74976161,0.023503727790826,-0.0210252198671658,-0.0127217519622675,0.019947513696871706,0.0010428624956510466,0.12455953765316591
18.24976161,-0.153951271879838,0.0269854191676211,0.0545948183879988,-0.17050680052969397,-0.04366698490242561,0.1319759215763182
18.74976161,0.0693938373663426,-0.0318193453496876,0.032062425038341,0.0345307265818202,0.06392246074177103,0.11671582438928424
19.24976161,0.0354084294616199,-0.023967760738439,0.0178317305370078,0.013311255426249939,0.032979693138083396,0.1200991916839124
19.74976161,-0.0300775071675316,0.007762413743011,0.0300029218387699,-0.05297824126963646,0.006022917514132229,0.1380542645684933
20.24976161,-0.0334111659191402,0.0138868501968381,-0.0326731126725161,-0.022387393199289986,-0.04757840263161618,0.15101596960984567
20.74976161,0.0961516347674018,-0.0397283583732933,0.0547748291136086,0.04525623885178992,0.09778090070148368,0.11097518525385776
21.24976161,-0.1623769217921954,0.3394460275055089,-0.1040304845851081,-0.1566267767609921,-0.17937201749654125,0.45486305224499135
21.74976161,0.0527502105546433,0.1665061574736021,-0.0201564887662858,0.00749085402362553,0.011396369494812554,0.3138114493352623
22.24976161,0.0492860097285022,0.057739961090775,0.096388607314628,-0.03634158164485623,0.10562576916553335,0.1928801324461911
22.74976161,-0.0582193502278796,0.0002110977789881,-0.089591733703941,-0.008045182506592339,-0.10855678801905665,0.1401467865220173
23.24976161,-0.0379575300360584,0.1093588245774136,-0.0429962049425989,-0.040786319154545926,-0.05868188990277473,0.24471936147448276
23.74976161,0.0095595028282718,0.1412103152111186,0.0053451074658196,-0.03598118623294126,0.008044311857552824,0.27839120504493375
24.24976161,-0.0182345233121764,0.0871686233929501,-0.058221649141051,-0.01173825509634247,-0.0600992930369455,0.2283664682533066
24.74976161,-0.0100935771581799,0.0614866574131185,0.0348043399313676,-0.051017944819208336,0.021264441261712754,0.1934849295827438
25.24976161,0.0101027378357016,0.0056232857905776,-0.096026019832918,0.049415674225983544,-0.07527067803741508,0.15828195567696407
25.74976161,0.0189622871894468,0.0074724816809944,0.0004719825830926,0.002907325672463627,0.009359002026901837,0.15000147395736418
26.24976161,0.006516074444099,-0.0266293896151862,-0.0539744960323313,0.03022040455090796,-0.042592354807218735,0.12106504161857569
26.74976161,-0.0522344695354602,-0.0092564779310447,0.0148339424261299,-0.05882367693662931,-0.019007529904956248,0.11934653420183905
