Time (s),Linear Accelerometer_X,Linear Accelerometer_Y,Linear Accelerometer_Z,pca1,pca2
10.24976408,0.1144045724499161,0.085369408775921,0.0217429954715447,0.05142578827560709,0.08081375980915231
10.74976408,0.1320754609603371,0.0227836934097824,-0.0256126508199323,0.1051960534006069,0.05173215148363168
11.24976408,0.0727661740947083,0.0460927420995884,-0.0464870173576361,0.06392371177059332,0.0009987140357321268
11.74976408,0.0726058737647777,0.0002714930649058,0.0372759892196499,0.02737491359522531,0.07003320976288581
12.24976408,0.0297693803749577,-0.1010725738948808,0.0203652287697751,0.023868760846093528,0.031898412768702936
12.7497629932,-0.054090645880251,-0.1066527794064767,0.0064394717054952,-0.03484395037858939,-0.026965355814314772
13.24976161,0.072819509723995,-0.0677427409231728,0.0094811981535009,0.05744131805910355,0.04723126686363084
13.74976161,-0.230524836315259,-0.0096446289106713,0.023058181467254,-0.20698299018101185,-0.11294052378246178
14.24976161,0.0639969902752612,-0.0212166877944004,-0.0328741808012626,0.06374778731123744,0.0072895033455119065
14.74976161,-0.2021501619888498,0.007851268506071,0.0718572614127419,-0.21478724487522885,-0.05664787146832993
15.24976161,-0.067207696275425,-0.005732962871257,0.0015872776362646,-0.0643359697862058,-0.038397246780260366
15.74976161,-0.0586584853607986,-0.1427167796028943,-0.0221001124808127,-0.015057930289965497,-0.05308872050328743
16.24976161,-0.0553501608590341,-0.0598195437337151,0.0304957374478644,-0.059157369030607004,-0.007835291040492676
16.74976161,-0.1108599821635665,-0.0785935707153004,-0.0844393103434629,-0.03645290893737464,-0.13402876146584597
17.24976161,-0.1438899489229299,-0.0103300939940111,-0.0167621987514651,-0.11503243045845642,-0.09685656602403998
17.74976161,0.023503727790826,-0.0210252198671658,-0.0127217519622675,0.019947513696871706,0.0010428624956510466
18.24976161,-0.153951271879838,0.0269854191676211,0.0545948183879988,-0.17050680052969397,-0.04366698490242561
18.74976161,0.0693938373663426,-0.0318193453496876,0.032062425038341,0.0345307265818202,0.06392246074177103
19.24976161,0.0354084294616199,-0.023967760738439,0.0178317305370078,0.013311255426249939,0.032979693138083396
19.74976161,-0.0300775071675316,0.007762413743011,0.0300029218387699,-0.05297824126963646,0.006022917514132229
20.24976161,-0.0334111659191402,0.0138868501968381,-0.0326731126725161,-0.022387393199289986,-0.04757840263161618
20.74976161,0.0961516347674018,-0.0397283583732933,0.0547748291136086,0.04525623885178992,0.09778090070148368
21.24976161,-0.1623769217921954,0.3394460275055089,-0.1040304845851081,-0.1566267767609921,-0.17937201749654125
21.74976161,0.0527502105546433,0.1665061574736021,-0.0201564887662858,0.00749085402362553,0.011396369494812554
22.24976161,0.0492860097285022,0.057739961090775,0.096388607314628,-0.03634158164485623,0.10562576916553335
22.74976161,-0.0582193502278796,0.0002110977789881,-0.089591733703941,-0.008045182506592339,-0.10855678801905665
23.24976161,-0.0379575300360584,0.1093588245774136,-0.0429962049425989,-0.040786319154545926,-0.05868188990277473
23.74976161,0.0095595028282718,0.1412103152111186,0.0053451074658196,-0.03598118623294126,0.008044311857552824
24.24976161,-0.0182345233121764,0.0871686233929501,-0.058221649141051,-0.01173825509634247,-0.0600992930369455
24.74976161,-0.0100935771581799,0.0614866574131185,0.0348043399313676,-0.051017944819208336,0.021264441261712754
25.24976161,0.0101027378357016,0.0056232857905776,-0.096026019832918,0.049415674225983544,-0.07527067803741508
25.74976161,0.0189622871894468,0.0074724816809944,0.0004719825830926,0.002907325672463627,0.009359002026901837
26.24976161,0.006516074444099,-0.0266293896151862,-0.0539744960323313,0.03022040455090796,-0.042592354807218735
26.74976161,-0.0522344695354602,-0.0092564779310447,0.0148339424261299,-0.05882367693662931,-0.019007529904956248
27.24976161,0.0082119428873618,0.0120696952601062,0.0064110776324633,-0.010018934344033394,0.00818575609331771
27.74976161,0.0370443610732492,0.0271153263848167,0.0027754769958366,0.012006785374347111,0.0214710807538387
28.24976161,-0.0949995345140113,0.0489809346638448,-0.0143654158140386,-0.08964180314526933,-0.06727045457301323
28.74976161,0.0781617937669175,0.0135521450518778,0.0927992864992766,-0.0016302282013427542,0.118984384667342
29.24976161,-0.064308678046139,-0.0178442234781802,-0.0013553997939843,-0.05778352064459273,-0.039185516843473184
29.74976161,0.0653996653997333,0.0111122864069368,0.0215679825999217,0.02791530067890029,0.05299893378649652
30.24976161,-0.0045992455040393,-0.022390366013698,-0.0044577780298659,-0.006972170123439654,-0.008013744241809288
30.74976161,-0.0208783237148306,-0.0011048701057535,0.0299957377255789,-0.04366200866785079,0.011215353075068333
31.24976161,0.0550290076411694,-0.0239776034280538,0.0166712023584307,0.029768185923893232,0.043106087697664316
31.74976161,-0.0748579524258395,-0.0437214314169455,-0.0095769820322791,-0.05621132800583556,-0.05192436850283978
32.24976161,0.0634519040038126,0.0066755375861547,-0.0108717188018255,0.04519707966028973,0.025131860926926756
32.74976161,-0.0760438556095754,-0.0116062588750948,0.0571584141320963,-0.10086863600428149,0.002466500270570277
33.24976161,0.1109903116324959,-0.0116305921657893,-0.0544805144961626,0.11149708213493739,0.016006701791852467
33.74976161,-0.1342263702091931,-0.0127580007311283,0.1154005473269755,-0.1796593894688793,0.01765676929506176
34.24976161,0.1510020058257426,0.1510391610166835,-0.1875972670292555,0.18239679948681423,-0.07126010856706351
34.74976161,-0.1578256308186252,0.2750818657280406,-0.1110163262360965,-0.13532896225710966,-0.18255374266274374
35.24976161,-0.0767431307671398,-0.0254646911840431,-0.1038857591368274,-0.009592477498321294,-0.1308112727989401
