Time (s),Gyroscope_X,Gyroscope_Y,Gyroscope_Z,pca1,pca2,temp_Gyroscope_X_mean,temp_Gyroscope_X_max,temp_Gyroscope_X_min,temp_Gyroscope_X_std,temp_Gyroscope_X_median,temp_Gyroscope_X_sum,temp_Gyroscope_X_skew,temp_Gyroscope_X_kurt,temp_Gyroscope_X_exp_avg,Gyroscope_X_lag1,Gyroscope_X_lag2,temp_Gyroscope_Y_mean,temp_Gyroscope_Y_max,temp_Gyroscope_Y_min,temp_Gyroscope_Y_std,temp_Gyroscope_Y_median,temp_Gyroscope_Y_sum,temp_Gyroscope_Y_skew,temp_Gyroscope_Y_kurt,temp_Gyroscope_Y_exp_avg,Gyroscope_Y_lag1,Gyroscope_Y_lag2,temp_Gyroscope_Z_mean,temp_Gyroscope_Z_max,temp_Gyroscope_Z_min,temp_Gyroscope_Z_std,temp_Gyroscope_Z_median,temp_Gyroscope_Z_sum,temp_Gyroscope_Z_skew,temp_Gyroscope_Z_kurt,temp_Gyroscope_Z_exp_avg,Gyroscope_Z_lag1,Gyroscope_Z_lag2,Gyroscope_X_fft,temp_Gyroscope_X_highest_freq,temp_Gyroscope_X_power_spectrum_entropy,temp_Gyroscope_X_spectral_energy,Gyroscope_Y_fft,temp_Gyroscope_Y_highest_freq,temp_Gyroscope_Y_power_spectrum_entropy,temp_Gyroscope_Y_spectral_energy,Gyroscope_Z_fft,temp_Gyroscope_Z_highest_freq,temp_Gyroscope_Z_power_spectrum_entropy,temp_Gyroscope_Z_spectral_energy
10.25058054,-0.0112882193107239,0.0106071201648281,0.0184697040349371,0.012595981981516555,0.010090402570537012,,,,,,,,,-0.0112882193107239,,,,,,,,,,,0.0106071201648281,,,,,,,,,,,0.0184697040349371,,,15.408449530438528,,,,0.00010626920049650046,,,,9.197613059425827,,,
10.75058054,0.0158431179228721,-3.658780952646809e-05,0.0248196365970947,0.026063433268493676,0.0019551032855746877,,,,,,,,,-0.006355248904615536,-0.0112882193107239,,,,,,,,,,0.00867190053312727,0.0106071201648281,,,,,,,,,,0.019624237228056663,0.0184697040349371,,5.141148144821545,,,,0.4924877460335681,,,,4.027233160175162,,,
11.25058054,-0.0052255262263053,0.0279751680222172,0.0357301033752792,0.030458651682336794,0.02790014832030364,,,,,,,,,-0.006149844781286402,0.0158431179228721,-0.0112882193107239,,,,,,,,,0.01218158553114362,-3.658780952646809e-05,0.0106071201648281,,,,,,,,,0.022552576527551667,0.0248196365970947,0.0184697040349371,2.6550793600876466,,,,2.116129614408818,,,,9.597749479109789,,,
11.75058054,-0.0044051536123808,-0.0076227274467575,0.054147232259109,0.0492195248153684,-0.007515981077790655,,,,,,,,,-0.005832628205121747,-0.0052255262263053,0.0158431179228721,,,,,,,,,0.008580801353343416,0.0279751680222172,-3.658780952646809e-05,,,,,,,,,0.02829705938783482,0.0357301033752792,0.0248196365970947,1.0385184384549375,,,,1.7862052441713983,,,,16.252899773118248,,,
12.25058054,-0.0174663733392421,-0.0056109428193186,0.0583301586510777,0.04978922604448938,-0.006715292162870904,,,,,,,,,-0.007947854593143629,-0.0044051536123808,-0.0052255262263053,,,,,,,,,0.006000484231041231,-0.0076227274467575,0.0279751680222172,,,,,,,,,0.03375762289024262,0.054147232259109,0.0357301033752792,3.1291535818583727,,,,0.5162446362130348,,,,10.546085040055516,,,
12.75058054,-0.0073585130853872,-0.0050835053157086,0.0451603709534881,0.039719620156096924,-0.005236622174954654,,,,,,,,,-0.00784070159173337,-0.0174663733392421,-0.0044051536123808,,,,,,,,,0.003985213404359442,-0.0056109428193186,-0.0076227274467575,,,,,,,,,0.035830849810832704,0.0583301586510777,0.054147232259109,2.1617576951575246,,,,2.1572421315849506,,,,9.674967830294483,,,
13.25058054,0.0015456264747218,0.0057063628767687,0.0653517853329201,0.06129820895443786,0.006275324867075651,,,,,,,,,-0.00613409648874152,-0.0073585130853872,-0.0174663733392421,,,,,,,,,0.0042981496720702166,-0.0050835053157086,-0.0056109428193186,,,,,,,,,0.04119829263303041,0.0451603709534881,0.0583301586510777,1.2378111609552842,,,,0.4668786629087891,,,,7.570167751528504,,,
13.75058054,0.0069224394118267,-0.0090784992486507,-0.0025904613173271,-0.002522348642729119,-0.00780120897598524,,,,,,,,,-0.0037601808704563885,0.0015456264747218,-0.0073585130853872,,,,,,,,,0.001866031686484595,0.0057063628767687,-0.0050835053157086,,,,,,,,,0.03323670100569268,0.0653517853329201,0.0451603709534881,1.8365158958311179,,,,3.4841379366822354,,,,13.905298066252927,,,
14.25058054,0.0003139176824357,0.0022177316209353,0.0415761041524167,0.038112392942704375,0.0027431245373400817,,,,,,,,,-0.003019435679021463,0.0069224394118267,0.0015456264747218,,,,,,,,,0.0019299771291119959,-0.0090784992486507,0.0057063628767687,,,,,,,,,0.03475295612327887,-0.0025904613173271,0.0653517853329201,2.821267144577888,,,,1.7932588822726188,,,,5.461911575522788,,,
14.75058054,-0.0192282218664287,-0.0039956294989883,0.0182151518855223,0.010588656972006567,-0.005175977069764809,-0.00403469059486117,0.0158431179228721,-0.0192282218664287,0.010758493301016862,-0.00481533991934305,-0.040346905948611705,0.34298671459909025,-0.09383703701272442,-0.005966487713095506,0.0003139176824357,0.0069224394118267,0.001507849054579913,0.0279751680222172,-0.0090784992486507,0.011173789116027368,-0.002016108654257384,0.01507849054579913,1.6529729561688364,2.9802040508863508,0.0008525941058210328,0.0022177316209353,-0.0090784992486507,0.03592097859245178,0.0653517853329201,-0.0025904613173271,0.021193126217255467,0.03865310376384795,0.3592097859245178,-0.3732560539481466,-0.5234801651540987,0.03174608262550495,0.0415761041524167,-0.0025904613173271,1.5818137102984362,15.408449530438528,0.8983347411493192,301.8111366268661,1.1343564549983234,3.4841379366822354,1.6755710780764268,29.69101488282754,3.8457087572301067,16.252899773118248,2.00575378111004,957.1998592073159
15.25058054,-0.0232870115967041,-0.0093854570647397,0.0526751922825421,0.042890505083786466,-0.010992792440799362,-0.005234569823459189,0.0158431179228721,-0.0232870115967041,0.012226327178430113,-0.00481533991934305,-0.0523456982345919,0.08974134489611303,-0.5374709471738431,-0.009115673873751614,-0.0192282218664287,0.0003139176824357,-0.000491408668376867,0.0279751680222172,-0.0093854570647397,0.011153370880233923,-0.00453956740734845,-0.00491408668376867,2.1374448869695835,5.163230553858104,-0.0010088697433718275,-0.0039956294989883,0.0022177316209353,0.03934152741721228,0.0653517853329201,-0.0025904613173271,0.020820642907702164,0.043368237552952396,0.3934152741721228,-0.861728427989171,0.31097274215494203,0.035551375290420795,0.0182151518855223,0.0415761041524167,3.692829788870174,5.141148144821545,1.9331152854116527,78.02781154436174,0.8849345682047232,3.4841379366822354,1.751965400352594,30.47412406153808,15.604396648846894,16.252899773118248,1.9885362989369622,1116.1009679909396
15.75058054,-0.0135174871591653,-0.0460401683728844,0.0230536285346992,0.01767058210743777,-0.046534014379552714,-0.00817063033166293,0.0069224394118267,-0.0232870115967041,0.009907802605613027,-0.00629201965584625,-0.0817063033166293,-0.10232690164101527,-1.1295949104987126,-0.009916003562008648,-0.0232870115967041,-0.0192282218664287,-0.005091766724712661,0.0279751680222172,-0.0460401683728844,0.0182038727383575,-0.0053472240675136,-0.050917667247126604,-0.7140347655735817,3.6588491199636346,-0.009196378585101386,-0.0093854570647397,-0.0039956294989883,0.03916492661097273,0.0653517853329201,-0.0025904613173271,0.020964496438763497,0.043368237552952396,0.39164926610972733,-0.8314931748945021,0.16905459305176201,0.033279057698471406,0.0526751922825421,0.0182151518855223,3.5849733660510648,3.692829788870174,2.0649275044659,64.44844133265522,0.49586284881078013,3.4841379366822354,1.752301928245658,30.477459846375595,4.952475610093211,16.252899773118248,2.003503647978502,1124.4093757330934
16.25058054,-0.0597016099593764,-0.0739812778155946,0.0289604440580817,0.01187856750894313,-0.07859056268549823,-0.01361823870497004,0.0069224394118267,-0.0597016099593764,0.018954579703295688,-0.010438000122276251,-0.1361823870497004,-1.6952109283412782,3.772169971396046,-0.01896793199789369,-0.0135174871591653,-0.0232870115967041,-0.015287411308493842,0.0057063628767687,-0.0739812778155946,0.02493382290977459,-0.00661683513303805,-0.15287411308493842,-1.902733791274576,3.053799506278414,-0.02097545117246379,-0.0460401683728844,-0.0093854570647397,0.03848796067925298,0.0653517853329201,-0.0025904613173271,0.02119575854626227,0.043368237552952396,0.3848796067925298,-0.6996643822138868,-0.16541933441193635,0.03249385521840055,0.0230536285346992,0.0526751922825421,2.5362648561341445,3.692829788870174,2.063108228025587,63.83163434475295,2.2110546590670688,3.4841379366822354,1.7540000299590333,30.88821800677978,14.166585265680466,16.252899773118248,2.0128258505073626,1232.9847187591358
