Time (s),Linear Accelerometer_X,Linear Accelerometer_Y,Linear Accelerometer_Z,pca1,pca2,temp_Linear Accelerometer_X_mean,temp_Linear Accelerometer_X_max,temp_Linear Accelerometer_X_min,temp_Linear Accelerometer_X_std,temp_Linear Accelerometer_X_median,temp_Linear Accelerometer_X_sum,temp_Linear Accelerometer_X_skew,temp_Linear Accelerometer_X_kurt,temp_Linear Accelerometer_X_exp_avg,Linear Accelerometer_X_lag1,Linear Accelerometer_X_lag2,temp_Linear Accelerometer_Y_mean,temp_Linear Accelerometer_Y_max,temp_Linear Accelerometer_Y_min,temp_Linear Accelerometer_Y_std,temp_Linear Accelerometer_Y_median,temp_Linear Accelerometer_Y_sum,temp_Linear Accelerometer_Y_skew,temp_Linear Accelerometer_Y_kurt,temp_Linear Accelerometer_Y_exp_avg,Linear Accelerometer_Y_lag1,Linear Accelerometer_Y_lag2,temp_Linear Accelerometer_Z_mean,temp_Linear Accelerometer_Z_max,temp_Linear Accelerometer_Z_min,temp_Linear Accelerometer_Z_std,temp_Linear Accelerometer_Z_median,temp_Linear Accelerometer_Z_sum,temp_Linear Accelerometer_Z_skew,temp_Linear Accelerometer_Z_kurt,temp_Linear Accelerometer_Z_exp_avg,Linear Accelerometer_Z_lag1,Linear Accelerometer_Z_lag2,Linear Accelerometer_X_fft,temp_Linear Accelerometer_X_highest_freq,temp_Linear Accelerometer_X_power_spectrum_entropy,temp_Linear Accelerometer_X_spectral_energy,Linear Accelerometer_Y_fft,temp_Linear Accelerometer_Y_highest_freq,temp_Linear Accelerometer_Y_power_spectrum_entropy,temp_Linear Accelerometer_Y_spectral_energy,Linear Accelerometer_Z_fft,temp_Linear Accelerometer_Z_highest_freq,temp_Linear Accelerometer_Z_power_spectrum_entropy,temp_Linear Accelerometer_Z_spectral_energy
10.251303190000002,-0.3954827644543437,0.1268345239789888,0.0048558094328423,-0.26721528332715805,0.1600670576865959,,,,,,,,,-0.3954827644543437,,,,,,,,,,,0.1268345239789888,,,,,,,,,,,0.0048558094328423,,,45.67576345147329,,,,9.12268425677381,,,,21.317420095609044,,,
10.7526054628,0.7061715751326132,0.0711007100817931,-0.0091877583134624,0.670472479271512,0.053290679529858415,,,,,,,,,-0.19518197543853336,-0.3954827644543437,,,,,,,,,,0.11670110327040775,0.1268345239789888,,,,,,,,,,0.0023024334789687175,0.0048558094328423,,5.775108553431384,,,,3.3078435497402094,,,,3.2401287225772966,,,
11.25390774,-1.268947170496643,0.1620350375287236,-0.4266963885381181,-0.7724390436137223,0.329346352312394,,,,,,,,,-0.3904120109036442,0.7061715751326132,-0.3954827644543437,,,,,,,,,0.12494363677191972,0.0711007100817931,0.1268345239789888,,,,,,,,,-0.07569735234231979,-0.0091877583134624,0.0048558094328423,15.512077070033126,,,,12.83768021159711,,,,15.369022649779277,,,
11.75019642734694,0.274007751575644,-0.1221951150594447,-0.0064097475901002,0.31974579680696247,-0.11428501797840679,,,,,,,,,-0.26960841772559174,-1.268947170496643,0.7061715751326132,,,,,,,,,0.08000931825712618,0.1620350375287236,0.0711007100817931,,,,,,,,,-0.0630996060237344,-0.4266963885381181,-0.0091877583134624,18.927201268658337,,,,9.495510939042322,,,,26.405121899234405,,,
12.2464851,-0.2110275927626156,0.2455431428088563,0.0317910618025793,-0.13524448934682504,0.26100342017151834,,,,,,,,,-0.2589573586414142,0.274007751575644,-1.268947170496643,,,,,,,,,0.11010637726653164,-0.1221951150594447,0.1620350375287236,,,,,,,,,-0.045846757328041,-0.0064097475901002,-0.4266963885381181,16.584136733856866,,,,14.933364870070395,,,,21.878770906087293,,,
12.7477869152,-0.0110858063135355,-0.2454904256222421,-0.062361176996872,0.11908029152229993,-0.20852261133511754,,,,,,,,,-0.213889803672709,-0.2110275927626156,0.274007751575644,,,,,,,,,0.045452413104936404,0.2455431428088563,-0.1221951150594447,,,,,,,,,-0.04884937908601027,0.0317910618025793,-0.0064097475901002,7.936194764781906,,,,18.428501029855045,,,,12.570834740691394,,,
13.24908864,-0.0998390352023549,0.0144755689584638,-0.1154950415187368,0.05407815209182747,0.06092390443198677,,,,,,,,,-0.19315330031446276,-0.0110858063135355,-0.2110275927626156,,,,,,,,,0.03982025962375957,-0.2454904256222421,0.2455431428088563,,,,,,,,,-0.06096677225559691,-0.062361176996872,0.0317910618025793,9.602532337632267,,,,12.843870806511488,,,,13.48529391864248,,,
13.7503905176,-0.0734114675294475,-0.0553292726780988,0.0274904911210062,0.0046333634971032905,-0.038713055352885564,,,,,,,,,-0.17138205798991452,-0.0998390352023549,-0.0110858063135355,,,,,,,,,0.02252034465978532,0.0144755689584638,-0.2454904256222421,,,,,,,,,-0.04488363345985088,-0.1154950415187368,-0.062361176996872,13.12066511528014,,,,11.181753829173605,,,,1.2490092069664596,,,
14.25169231,-0.0176149522844323,0.0336403282765102,-0.0114428885239068,0.06596202781909982,0.05355057637114252,,,,,,,,,-0.14342440240709955,-0.0734114675294475,-0.0998390352023549,,,,,,,,,0.024542159862826207,-0.0553292726780988,0.0144755689584638,,,,,,,,,-0.03880349801695195,0.0274904911210062,-0.1154950415187368,21.980036298619712,,,,8.585463889501414,,,,16.134541657385583,,,
14.75299399,-0.1376264174567175,0.0649290682934099,-0.106718353312619,0.013932448158750665,0.11022291458387781,-0.1234855879791833,0.7061715751326132,-1.268947170496643,0.5019040534033903,-0.0866252513659012,-1.234855879791833,-0.9745000901932104,3.3172675954637065,-0.1423702233252119,-0.0176149522844323,-0.0734114675294475,0.029554356656696014,0.2455431428088563,-0.2454904256222421,0.1425053672146835,0.04928469828496005,0.2955435665669601,-0.5508862725473291,0.36210027417469043,0.03188523412293233,0.0336403282765102,-0.0553292726780988,-0.06741739924373875,0.0317910618025793,-0.4266963885381181,0.13633373911586166,-0.0103153234186846,-0.6741739924373875,-2.3973335253557297,6.343814325085916,-0.05115165352525505,-0.0114428885239068,0.0274904911210062,26.53810656161469,45.67576345147329,1.7144096242685176,4508.26108304848,2.389457627616755,18.428501029855045,2.0045594046184974,1281.1673286997775,4.646866336870734,26.405121899234405,1.8746971062592328,2500.404633151145
