Time (s),Accelerometer_X,Accelerometer_Y,Accelerometer_Z,pca1,pca2
10.24629019,-8.73708875955641,-1.3545962670855405,4.875587324348309,8.215818581258475,-7.8232064869366
10.7475924428,-8.249252231180355,-1.6795165959071636,3.028019548338569,6.758945037812907,-8.622324939529491
11.2488947,-8.240927973384537,-6.2309072461867,1.5088432947382318,2.7590865577993617,-9.714183874535495
11.7501964096,-7.953175034208618,-4.795413577139376,1.0566118429766644,3.3795116774333906,-9.73323184966025
12.2514981,-5.84230399220322,-7.67110528115355,1.118109345715793,0.41746273382989507,-8.14687095988756
12.7527999328,2.379748591324406,-9.422096701832452,1.4351239791528838,-4.490809204562822,-1.631025177142161
13.254101659999998,3.48725461916028,-8.951337538513565,1.551129348743653,-4.619671985767555,-0.6855133568360712
13.750390535714285,3.656545021773481,-8.99637050476895,1.523290607093558,-4.7456186295067155,-0.5733359356817194
14.24667927,3.708341265495467,-8.886861626748761,1.6513596764879932,-4.624185407143919,-0.44897682591644505
14.747980975,3.277098548624537,-9.002157096857973,1.4273713844162697,-4.623522452584714,-0.9280292739296621
15.24928258,3.28614841115552,-9.060391798922137,1.579553797017932,-4.585879684451195,-0.8266596276065461
15.7505843272,3.0438040513130624,-9.173741347210957,1.907577597345032,-4.37333951245496,-0.810623903535356
16.25188606,3.1120441374226653,-9.053215172236374,1.6298617720518862,-4.471882715822979,-0.9295253463720559
16.7531877152,3.167282843303335,-9.13328559067218,1.575878915630566,-4.582884748506826,-0.9232766270402704
17.249476134285715,3.07716136500952,-9.161509913624814,1.5359738578178157,-4.58188275792045,-1.0191538453738898
17.7457650084,3.214649665679151,-9.081995334331872,1.4878559211986218,-4.617076394907505,-0.94062716890812
18.24706658,3.22161973415771,-9.108596022824011,1.4866092783176563,-4.639565979610783,-0.9368258655078909
18.7483679014,3.189979124972696,-9.112835214703331,1.4204705457942757,-4.663515755053689,-1.0032440530829332
19.24966889,3.1983317900787243,-9.08979241928444,1.6280971174643373,-4.538840195464916,-0.8649145703488559
19.7509707334,3.635181214545152,-8.948417682140704,1.500098602731294,-4.7147347088879155,-0.6030742787188497
20.2522724,3.5649862461125434,-8.98058061157521,1.4804678074331858,-4.714843223335503,-0.6708288713752792
20.7535730624,3.4818810542707617,-9.017701072307563,1.260234462724208,-4.821074506261395,-0.8754553180802951
21.24986083591837,3.340646126476258,-9.100179813547111,1.1994403321425435,-4.845219090071311,-1.0257741013540644
21.7461496734,3.520116785891789,-9.001018956136786,1.4304689736294245,-4.735126907127464,-0.7377922357885662
22.24745131,3.4852825644419325,-9.004400878750069,1.4729428320141664,-4.6981115297952165,-0.7380476909428948
22.7487518618,3.472521111587749,-9.022611080073196,1.4542556043084869,-4.714943087782089,-0.7602923274723086
23.250052420000003,3.4267506560766274,-9.03179387900325,1.3513530468087651,-4.755632170608788,-0.8610299646530004
23.7513533784,3.494279413553059,-9.018148719120456,1.3898752984743092,-4.756940678003582,-0.7839710416701884
24.25265418,3.5063647659133874,-9.011547110614297,1.4284405880880495,-4.737109539401214,-0.7500467988896742
24.7539547698,3.55061837647797,-8.98554509253014,1.329861713518979,-4.793188314308507,-0.7772473532273647
25.25024225,3.4541559168381224,-9.044989194893482,1.3469396845546289,-4.780086512455171,-0.8429913061732388
25.7465301576,3.493083728272923,-9.040294232745907,1.220748305791871,-4.863483462949521,-0.8924091495300543
26.24783038,3.4682062273458967,-9.05310789514712,1.2464913977278331,-4.846784477605537,-0.8958080931924086
26.7491310864,3.5127522926862618,-9.01758903605248,1.2233829374475542,-4.855461545530149,-0.8748176369131033
27.25043154,3.440397868760332,-9.062044576284922,1.2461638424656365,-4.840137641663686,-0.917828017954569
27.7517318586,3.4588335449722463,-9.044439531395632,1.1872406365345012,-4.868456646711117,-0.9402328905930211
28.25303213,3.503925913829186,-9.025439255775469,1.3001074807968296,-4.815205293921979,-0.8334270203427385
