Time (s),X,Y,Z,pca1,pca2,pca3,temp_X_mean,temp_X_max,temp_X_min,temp_X_std,temp_X_median,temp_X_sum,temp_X_skew,temp_X_kurt,X_lag1,X_lag2,temp_Y_mean,temp_Y_max,temp_Y_min,temp_Y_std,temp_Y_median,temp_Y_sum,temp_Y_skew,temp_Y_kurt,Y_lag1,Y_lag2,temp_Z_mean,temp_Z_max,temp_Z_min,temp_Z_std,temp_Z_median,temp_Z_sum,temp_Z_skew,temp_Z_kurt,Z_lag1,Z_lag2,X_fft,X_highest_freq,X_power_spectrum_entropy,X_spectral_energy,Y_fft,Y_highest_freq,Y_power_spectrum_entropy,Y_spectral_energy,Z_fft,Z_highest_freq,Z_power_spectrum_entropy,Z_spectral_energy
10.25019954755102,0.531149643781402,0.3903156698891786,9.867014502423014,0.8151775755585724,0.7854210162254743,0.010795391756229122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.54379087301928,,,,998.0627109697675,,,,17836.505340752734,,,
10.746508080000002,0.390356678339865,0.6529902259327828,9.856738263972092,0.7332051737680232,1.0713757998809723,-0.01009885712839953,,,,,,,,,0.531149643781402,,,,,,,,,,0.3903156698891786,,,,,,,,,,9.867014502423014,,44.09926398578314,,,,28.012796095135762,,,,4.085592276319099,,,
11.2478312686,0.3172101469724232,1.13726563556307,9.927272756529751,0.7656132052242153,1.562626822582853,0.03960380130681962,,,,,,,,,0.390356678339865,0.531149643781402,,,,,,,,,0.6529902259327828,0.3903156698891786,,,,,,,,,9.856738263972092,9.867014502423014,168.4471372197334,,,,45.99912399006489,,,,7.033801818533895,,,
11.74915507,-0.1792728901031523,1.1425066591378803,9.994995014364957,0.2826615156322522,1.6761664491306205,0.11014171566398367,,,,,,,,,0.3172101469724232,0.390356678339865,,,,,,,,,1.13726563556307,0.6529902259327828,,,,,,,,,9.927272756529751,9.856738263972092,83.19533572958031,,,,7.147713664417739,,,,6.246890280697753,,,
12.2504792676,-0.2639400312566819,1.363347453104479,9.798164872586934,0.24376937965174664,1.9016030954254677,-0.09564216623513744,,,,,,,,,-0.1792728901031523,0.3172101469724232,,,,,,,,,1.1425066591378803,1.13726563556307,,,,,,,,,9.994995014364957,9.927272756529751,35.40472128821859,,,,138.17955911315016,,,,7.544856210645877,,,
12.7518049202,0.1728828292960739,1.6807528555364102,10.021105150834591,0.7413987633082562,2.1277906409521,0.11043296431168947,,,,,,,,,-0.2639400312566819,-0.1792728901031523,,,,,,,,,1.363347453104479,1.1425066591378803,,,,,,,,,9.798164872586934,9.994995014364957,109.50404756166775,,,,43.950802291390275,,,,3.4869488559821145,,,
13.253132064,0.1994229367985596,1.4256505875017205,9.69160252710087,0.7080965931369538,1.8594362795165875,-0.20773432764415034,,,,,,,,,0.1728828292960739,-0.2639400312566819,,,,,,,,,1.6807528555364102,1.363347453104479,,,,,,,,,10.021105150834591,9.798164872586934,12.942772575750668,,,,120.67680266943282,,,,8.013827082742424,,,
13.74944648122449,-0.1562275489922236,-0.3692000681101957,10.059365644873994,-0.014694494589082327,0.19815921095653405,0.2405483953870693,,,,,,,,,0.1994229367985596,0.1728828292960739,,,,,,,,,1.4256505875017205,1.6807528555364102,,,,,,,,,9.69160252710087,10.021105150834591,52.61995592309457,,,,94.97379608014339,,,,4.977325139935458,,,
14.2457616608,-0.0133135225458624,-0.3159151134712363,9.724283645486052,0.13108198531478205,0.20587517384329168,-0.09743582537386608,,,,,,,,,-0.1562275489922236,0.1994229367985596,,,,,,,,,-0.3692000681101957,1.4256505875017205,,,,,,,,,10.059365644873994,9.69160252710087,152.41735315699967,,,,80.04907886023008,,,,7.903196463364384,,,
14.74709088,0.5329025946600948,0.5908063802822684,9.704934488663463,0.8569429882953731,0.9740493382652098,-0.1599223140460797,0.1531170836950498,0.5329025946600948,-0.2639400312566819,0.29452460876579306,0.18615288304731675,1.5311708369504982,-0.09130928152423493,-1.5109952170014915,-0.0133135225458624,-0.1562275489922236,0.7698520285366357,1.6807528555364102,-0.3692000681101957,0.7111809393170355,0.8951279307479263,7.6985202853663575,-0.5682232818541497,-0.8155535380171318,-0.3159151134712363,-0.3692000681101957,9.864547686683572,10.059365644873994,9.69160252710087,0.13455662534991872,9.861876383197554,98.64547686683572,0.08016941646494505,-1.4787249020624245,9.724283645486052,10.059365644873994,144.1991821472874,178.54379087301928,1.8564282774579122,129323.99178859008,70.52367037253894,998.0627109697675,0.3127940909980912,1055070.5203242083,4.008995501954941,17836.505340752734,1.804367663427992e-05,318141264.57218814
