"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.295198405E0,1.645364285E0,5.580250025E-1,-5.604684353E-1
2.305198405E0,1.787695765E0,6.777544618E-1,-5.543597937E-1
2.315198405E0,1.710115910E0,6.844739914E-1,-5.213730931E-1
2.325198405E0,1.452331066E0,6.337721944E-1,-4.792234302E-1
2.335198405E0,1.452331066E0,6.337721944E-1,-4.792234302E-1
2.335198405E0,6.185005903E-1,4.059196413E-1,-3.839285076E-1
2.355198405E0,-8.521563560E-2,2.962694131E-2,-2.678641975E-1
2.365198405E0,-2.587012351E-1,-1.615737379E-1,-2.348775119E-1
2.375198405E0,-3.039052188E-1,-3.063486814E-1,-2.251036763E-1
2.385198405E0,-2.379318327E-1,-3.918697536E-1,-2.086103261E-1
2.395198405E0,-7.788526267E-2,-4.334085584E-1,-1.701258421E-1
2.405198405E0,3.191768527E-1,-3.393353820E-1,-1.744018942E-1
2.415198405E0,4.981602132E-1,-2.067777216E-1,-1.786779463E-1
2.425198405E0,6.362156868E-1,-2.901607752E-2,-1.676823795E-1
2.435198405E0,7.119628787E-1,1.744018942E-1,-1.463021189E-1
2.445198405E0,7.223476171E-1,3.484983444E-1,-1.340848207E-1
2.455198405E0,6.771436334E-1,4.468475878E-1,-1.182023361E-1
2.465198405E0,6.032289863E-1,5.201513767E-1,-1.010981202E-1
2.475198405E0,4.676169753E-1,5.213730931E-1,-1.310304999E-1
2.485198405E0,4.676169753E-1,5.213730931E-1,-1.310304999E-1
2.495198405E0,4.676169753E-1,5.213730931E-1,-1.310304999E-1
2.505198405E0,4.676169753E-1,5.213730931E-1,-1.310304999E-1
2.515198405E0,4.248564541E-1,-1.627954692E-1,-2.947422564E-1
2.525198405E0,4.401280880E-1,-2.593120933E-1,-3.240637779E-1
2.535198405E0,4.505127668E-1,-2.843575478E-1,-3.735437989E-1
2.545198405E0,4.505127668E-1,-2.843575478E-1,-3.735437989E-1
2.555198405E0,4.505127668E-1,-2.843575478E-1,-3.735437989E-1
2.565198405E0,4.505127668E-1,-2.843575478E-1,-3.735437989E-1
2.575198405E0,4.028653204E-1,-5.500837564E-1,-4.205803871E-1
2.585198405E0,3.484983444E-1,-7.180715203E-1,-3.723220825E-1
2.595198405E0,3.118464649E-1,-8.897245526E-1,-3.051269650E-1
2.605198405E0,2.764163017E-1,-1.000291109E0,-2.226602137E-1
2.615198405E0,2.764163017E-1,-1.000291109E0,-2.226602137E-1
2.625198405E0,2.764163017E-1,-1.000291109E0,-2.226602137E-1
2.635198405E0,9.254601598E-2,-2.971857190E-1,-7.422006875E-2
2.645198405E0,7.666353136E-2,-6.811141968E-2,-9.315688163E-2
2.655198405E0,6.078104675E-2,1.359174103E-1,-1.304196268E-1
2.665198405E0,4.123337194E-2,2.733619809E-1,-1.872300506E-1
2.675198405E0,2.107483521E-2,3.283398151E-1,-2.434296161E-1
2.685198405E0,2.107483521E-2,3.283398151E-1,-2.434296161E-1
2.695198405E0,-7.116574794E-2,1.230892539E-1,-2.367101014E-1
2.705198405E0,-1.273653060E-1,1.527161920E-3,-2.281579971E-1
2.715198405E0,-1.676823795E-1,-1.560759544E-1,-2.287688553E-1
2.725198405E0,-1.878409237E-1,-3.527744114E-1,-2.348775119E-1
2.735198405E0,-2.232710719E-1,-5.244274139E-1,-2.367101014E-1
2.745198405E0,-2.959639728E-1,-6.404917240E-1,-2.220493406E-1
2.755198405E0,-4.963276386E-1,-6.765327454E-1,-1.609628648E-1
2.765198405E0,-5.934551358E-1,-4.993819594E-1,-1.359174103E-1
2.775198405E0,-6.637045741E-1,-1.701258421E-1,-1.261435747E-1
2.785198405E0,-6.899717450E-1,2.196058929E-1,-1.261435747E-1
2.795198405E0,-6.013963819E-1,5.195404887E-1,-1.554650813E-1
2.805198405E0,-3.631591201E-1,6.527090073E-1,-1.762344837E-1
