"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.962090500E-2,0.000000000E0,0.000000000E0,0.000000000E0
3.962090500E-2,-4.828941822E-2,2.580257654E-1,3.336658478E-1
4.962090500E-2,-5.670654774E-1,1.436908841E-1,4.841394424E-1
5.962090500E-2,-1.206124544E0,-7.114985585E-2,2.143936157E-1
6.962090500E-2,-1.373914003E0,6.325596571E-2,-3.231954575E-1
7.962090500E-2,-1.349859715E0,4.767264128E-1,-9.425916672E-1
8.962090500E-2,-1.648491621E0,7.833744884E-1,-1.647175789E0
9.962090500E-2,-1.854863167E0,7.267143726E-1,-1.712414742E0
1.096209050E-1,-1.668691516E0,4.496199489E-1,-1.406819344E0
1.196209050E-1,-8.440272212E-1,1.523282528E-1,-1.639723778E0
1.296209050E-1,-6.870102882E-2,-2.199783921E-1,-1.972737312E0
1.396209050E-1,4.082257748E-1,-4.210728407E-1,-2.633513451E0
1.496209050E-1,7.672237158E-1,-5.084717274E-1,-3.066308022E0
1.596209050E-1,1.054432511E0,-4.992462397E-1,-3.025381088E0
1.696209050E-1,1.393856525E0,-3.732932806E-1,-2.589597702E0
1.796209050E-1,1.486765504E0,-2.040038109E-1,-2.323527336E0
1.896209050E-1,1.313103676E0,-1.522920728E-1,-2.022844315E0
1.996209050E-1,1.142755508E0,-3.167653084E-2,-1.799116611E0
2.096209050E-1,9.394737482E-1,1.049541831E-1,-1.715095520E0
2.196209050E-1,1.230758429E0,9.117615223E-2,-1.609064579E0
2.296209050E-1,1.584702253E0,-8.329427242E-2,-1.507812500E0
2.396209050E-1,1.612282515E0,-6.342816353E-2,-1.313515663E0
2.496209050E-1,1.669285417E0,-1.631657481E-1,-1.107341766E0
2.596209050E-1,1.631733656E0,-2.524536848E-1,-1.068077087E0
2.696209050E-1,1.675800443E0,-2.671719193E-1,-1.089672089E0
2.796209050E-1,1.492636204E0,-2.396323085E-1,-1.289294243E0
2.896209050E-1,1.246019125E0,-9.451711178E-2,-1.734548092E0
2.996209050E-1,1.035437226E0,3.067055941E-1,-2.257935524E0
3.096209050E-1,9.574783444E-1,6.540386677E-1,-2.463207245E0
3.196209050E-1,8.046475649E-1,7.247821093E-1,-2.089895248E0
3.296209050E-1,7.528073192E-1,3.337883949E-1,-1.435062408E0
3.396209050E-1,7.466840744E-1,4.341334105E-1,-8.527979851E-1
3.496209050E-1,7.173166871E-1,5.076589584E-1,-1.480379105E-1
3.596209050E-1,4.758192599E-1,3.296223879E-1,9.016561508E-1
3.696209050E-1,5.714776516E-1,6.405478716E-1,1.498742104E0
3.796209050E-1,9.680661559E-1,8.371614218E-1,2.588695526E0
3.896209050E-1,5.891391039E-1,1.186875463E0,3.175121307E0
3.996209050E-1,-6.194960698E-2,1.861258030E0,3.341526031E0
4.096209050E-1,-3.312915266E-1,2.098661423E0,3.437133789E0
4.196209050E-1,-6.721207500E-1,1.980268121E0,3.347127914E0
4.296209050E-1,-1.026346564E0,1.774969339E0,3.008848190E0
4.396209050E-1,-8.509110808E-1,1.584959626E0,2.724486351E0
4.496209050E-1,-4.776805043E-1,1.220326543E0,2.433296204E0
4.596209050E-1,-2.884381413E-1,6.656464338E-1,1.930165291E0
4.696209050E-1,-1.383902580E-1,1.394057274E-1,1.354026794E0
4.796209050E-1,1.658313870E-1,-1.881735325E-1,1.026127815E0
4.896209050E-1,2.616806626E-1,-1.419236660E-1,9.822893143E-1
4.996209050E-1,3.999471068E-1,3.931336403E-1,1.024654388E0
5.096209050E-1,5.884431601E-1,4.050264359E-1,9.177722931E-1
5.196209050E-1,8.243346810E-1,-2.768718004E-1,9.330072403E-1
5.296209050E-1,7.294996977E-1,-6.637424231E-1,1.068849564E0
5.396209050E-1,3.720754981E-1,-1.045732379E0,5.935659409E-1
5.496209050E-1,5.284778476E-1,-1.331723571E0,-2.522850037E-2
5.596209050E-1,1.344506264E0,-1.245617390E0,-3.795814514E-2
5.696209050E-1,1.689259529E0,-1.295552373E0,8.191614151E-1
5.796209050E-1,1.349574089E0,-1.449861765E0,1.816653252E0
5.896209050E-1,1.294913769E0,-1.351747513E0,2.709593773E0
5.996209050E-1,1.361483455E0,-1.078227878E0,3.569975853E0
6.096209050E-1,1.751950145E0,-7.534095049E-1,3.910782814E0
6.196209050E-1,1.388678670E0,-4.046027660E-1,3.719367027E0
6.296209050E-1,7.594947815E-1,-3.999311924E-1,3.267033577E0
6.396209050E-1,3.916891813E-1,-5.409550071E-1,2.078951836E0
6.496209050E-1,-3.278937191E-2,-5.776473284E-1,2.079477310E-1
6.596209050E-1,-6.832602620E-1,-5.757787228E-1,-1.731815338E0
6.696209050E-1,-1.156645775E0,-4.596186280E-1,-3.348941326E0
6.796209050E-1,-1.555805445E0,6.722366810E-2,-4.354282379E0
6.896209050E-1,-1.416671276E0,1.380264759E-1,-4.630761147E0
6.996209050E-1,-9.703322649E-1,-3.541485071E-1,-4.374959946E0
7.096209050E-1,-4.307333231E-1,-1.024745226E0,-3.636284828E0
7.196209050E-1,2.729150951E-1,-1.374717474E0,-2.604492188E0
7.296209050E-1,1.018149376E0,-1.417424679E0,-1.475331306E0
7.396209050E-1,1.291266441E0,-1.378284454E0,-4.684247971E-1
7.496209050E-1,1.315012097E0,-1.315256238E0,1.301774979E-1
7.596209050E-1,1.334355116E0,-1.233350515E0,3.112888336E-1
7.696209050E-1,1.064555526E0,-9.870252609E-1,-5.388832092E-2
7.796209050E-1,8.545871377E-1,-7.139176130E-1,-7.591781616E-1
7.896209050E-1,7.423588037E-1,-4.532994032E-1,-1.511577606E0
7.996209050E-1,4.993284941E-1,-1.508219242E-1,-2.160851479E0
8.096209050E-1,2.405798435E-2,4.134211540E-1,-2.628867626E0
8.196209050E-1,-1.982971430E-1,6.862953901E-1,-2.851449966E0
8.296209050E-1,-5.628886819E-1,9.161096811E-1,-2.849895477E0
8.396209050E-1,-4.087402821E-1,9.614796638E-1,-2.696036339E0
8.496209050E-1,-2.273617983E-1,1.069581985E0,-2.622113228E0
8.596209050E-1,-1.923010349E-1,1.197712779E0,-2.841534138E0
8.696209050E-1,2.660464644E-1,1.140975356E0,-2.826061249E0
8.796209050E-1,2.839297652E-1,1.097151875E0,-2.641905308E0
8.896209050E-1,1.209601164E-1,1.089378476E0,-2.281365395E0
8.996209050E-1,1.310632825E-1,1.067209363E0,-1.718844414E0
9.096209050E-1,2.213736773E-1,9.645358324E-1,-1.122042656E0
9.196209050E-1,2.597801089E-1,9.280768633E-1,-5.769281387E-1
9.296209050E-1,5.142509937E-2,1.014047146E0,-2.238216400E-1
9.396209050E-1,-8.114570379E-2,1.068586707E0,5.384445190E-3
9.496209050E-1,1.157206893E-1,1.037021160E0,1.355514526E-1
9.596209050E-1,4.263459444E-1,1.023226976E0,2.317972183E-1
9.696209050E-1,4.801082015E-1,1.106390595E0,5.351371765E-1
9.796209050E-1,4.640320241E-1,1.048972487E0,9.486589432E-1
9.896209050E-1,1.340103149E-1,8.928329945E-1,1.310469627E0
9.996209050E-1,-8.103334904E-2,7.941346169E-1,1.607130051E0
1.009620905E0,-2.553244233E-1,6.860307455E-1,1.843405724E0
1.019620905E0,-3.300165534E-1,6.413580179E-1,1.951691628E0
1.029620905E0,-3.774695396E-1,6.073988676E-1,1.841702461E0
1.039620905E0,-2.327145338E-1,5.097198486E-1,1.715429306E0
1.049620905E0,2.685181201E-1,8.513524532E-1,1.447693825E0
1.059620905E0,4.760489762E-1,1.689957738E0,7.977752686E-1
1.069620905E0,-1.851437092E-1,1.610963821E0,5.127220154E-1
1.079620905E0,-1.361987233E0,1.152793169E-1,9.092588425E-1
1.089620905E0,-1.720643282E0,-1.432260871E0,1.906205177E0
1.099620905E0,-1.613195896E0,-1.921465278E0,2.934646606E0
1.109620905E0,-1.566920996E0,-1.808204055E0,3.636306763E0
1.119620905E0,-1.869157314E0,-1.590185523E0,3.955826759E0
1.129620905E0,-2.049663305E0,-1.793890595E0,3.894407272E0
1.139620905E0,-1.159824967E0,-1.780277491E0,3.862268448E0
1.149620905E0,-8.388207108E-2,-1.518614650E0,3.989829063E0
1.159620905E0,9.970672131E-1,-9.532921314E-1,4.046360016E0
1.169620905E0,1.479020238E0,-6.320452690E-1,3.452117920E0
1.179620905E0,1.268620133E0,-2.417339087E-1,2.265674591E0
1.189620905E0,4.998628497E-1,-2.671388388E-1,9.060125351E-1
1.199620905E0,-2.519286871E-1,-5.137441158E-1,5.179405212E-3
1.209620905E0,-7.925659418E-1,-7.121301889E-1,-1.095745087E0
1.219620905E0,-9.157114625E-1,-8.718974590E-1,-2.031603813E0
1.229620905E0,-1.672727913E-1,-7.374455333E-1,-2.428239346E0
1.239620905E0,4.111611843E-1,-4.450111389E-1,-2.373657227E0
1.249620905E0,4.550405145E-1,-3.671044111E-1,-2.269488811E0
1.259620905E0,2.562521100E-1,-5.729877949E-2,-2.304517269E0
1.269620905E0,2.671321630E-1,4.829156399E-1,-2.402779579E0
1.279620905E0,1.709968150E-1,6.991307735E-1,-2.427971840E0
1.289620905E0,-6.778892875E-2,6.657991409E-1,-2.402331352E0
1.299620905E0,-3.015416861E-2,3.617132902E-1,-2.423085213E0
1.309620905E0,2.657391727E-1,1.743276119E-1,-2.590844154E0
1.319620905E0,4.710120261E-1,1.116850376E-1,-2.642465591E0
1.329620905E0,7.009642720E-1,1.566157341E-1,-2.510501862E0
1.339620905E0,6.727892756E-1,3.030438423E-1,-2.242799759E0
1.349620905E0,4.215770364E-1,2.219415903E-1,-2.023638725E0
1.359620905E0,3.763735294E-1,1.865785122E-1,-1.991384983E0
1.369620905E0,2.500935197E-1,1.921148300E-1,-2.047665596E0
1.379620905E0,1.550985575E-1,9.997320175E-2,-2.196995258E0
1.389620905E0,-9.917256236E-2,1.321767569E-1,-2.214475632E0
1.399620905E0,1.213916838E-1,1.264781952E-1,-2.452327728E0
1.409620905E0,7.863608003E-2,2.337623835E-1,-2.659721851E0
1.419620905E0,-2.848792076E-2,4.052004814E-1,-2.608325958E0
1.429620905E0,5.114069581E-2,3.365943432E-1,-2.005758762E0
1.439620905E0,2.329852879E-1,4.502488375E-1,-9.921445847E-1
1.449620905E0,2.589474618E-1,8.030461073E-1,-7.468509674E-2
1.459620905E0,-2.687087655E-2,1.273581147E0,7.832422256E-1
1.469620905E0,-1.385369003E-1,1.638895035E0,1.352872849E0
1.479620905E0,1.322233677E-1,1.667544961E0,1.550796509E0
1.489620905E0,3.696482182E-1,1.574206114E0,1.573297501E0
1.499620905E0,5.665487051E-1,1.479159474E0,1.933566093E0
1.509620905E0,4.426476359E-1,1.375423789E0,2.410670280E0
1.519620905E0,-2.503541112E-2,1.513731599E0,2.840675354E0
1.529620905E0,-1.423100233E-1,1.691877007E0,3.204509735E0
1.539620905E0,7.574260235E-4,1.702927351E0,3.390838623E0
1.549620905E0,8.076101542E-2,1.522438765E0,3.236155510E0
1.559620905E0,1.902924478E-1,1.146041751E0,2.842524529E0
1.569620905E0,1.094186008E-1,9.442888498E-1,2.224665642E0
1.579620905E0,-2.385777235E-2,8.284064531E-1,1.558845520E0
1.589620905E0,-2.985984087E-3,8.649028540E-1,9.688501358E-1
1.599620905E0,2.207648754E-1,1.031989336E0,5.672140121E-1
1.609620905E0,5.474733710E-1,8.680953979E-1,6.058807373E-1
1.619620905E0,8.899176121E-1,2.937763929E-1,1.220444679E0
1.629620905E0,8.215261102E-1,-1.113210917E-1,2.022874832E0
1.639620905E0,3.101531267E-1,-2.814254761E-1,2.780240059E0
1.649620905E0,-1.281479001E-2,-5.645326376E-1,3.523999214E0
1.659620905E0,2.919200063E-2,-8.981077671E-1,4.284362793E0
1.669620905E0,3.546620309E-1,-8.194465637E-1,4.882420540E0
1.679620905E0,1.660354435E-1,-4.804966450E-1,4.924514771E0
1.689620905E0,1.151075363E-1,-3.524839878E-2,4.622460365E0
1.699620905E0,5.793732405E-2,3.671768904E-1,4.124945641E0
1.709620905E0,-4.335448742E-1,6.484180689E-1,3.105457306E0
1.719620905E0,-8.823072910E-1,6.319928169E-1,1.558067322E0
1.729620905E0,-9.482176304E-1,3.587815762E-1,1.570272446E-1
1.739620905E0,-5.535067320E-1,2.093409300E-1,-7.764062881E-1
1.749620905E0,-8.176237345E-2,-8.974635601E-2,-1.287932396E0
1.759620905E0,5.995713472E-1,-6.827503443E-1,-1.532259941E0
1.769620905E0,1.702828765E0,-1.426908374E0,-1.620843887E0
1.779620905E0,2.312507629E0,-1.966818213E0,-1.690132141E0
