"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.652853092E0,1.978864312E0,2.187039852E0,1.060020447E1
2.662853092E0,1.933400750E0,1.933400750E0,1.064088249E1
2.672853092E0,1.131805062E0,1.849651933E0,1.063848972E1
2.682853092E0,6.771687865E-1,1.780260086E0,1.062891865E1
2.692853092E0,9.116654396E-1,1.978864312E0,1.057866859E1
2.702853092E0,1.363908887E0,2.423929453E0,1.045663452E1
2.712853092E0,1.847259045E0,2.335394859E0,1.055474091E1
2.722853092E0,2.306680918E0,1.718046665E0,1.076770210E1
2.732853092E0,2.232503414E0,1.251446247E0,1.066959572E1
2.742853092E0,1.663011789E0,5.790630579E-1,1.071984577E1
2.752853092E0,1.423729420E0,1.818545163E-1,1.093519974E1
2.762853092E0,1.485942841E0,-1.459621787E-1,1.142094231E1
2.772853092E0,1.962114573E0,-1.531406492E-1,1.206939697E1
2.782853092E0,2.450250387E0,-2.871387079E-2,1.274417305E1
2.792853092E0,2.651247501E0,1.387837082E-1,1.369412422E1
2.802853092E0,2.091326952E0,1.818545163E-1,1.433540058E1
2.812853092E0,1.744367719E0,-4.307080805E-2,1.377548027E1
2.822853092E0,1.655833244E0,2.273181528E-1,1.301456261E1
2.832853092E0,1.459621787E0,5.910272002E-1,1.194497108E1
2.842853092E0,1.124626637E0,1.069591761E0,1.066481018E1
2.852853092E0,8.901300430E-1,1.378265858E0,9.499505997E0
2.862853092E0,3.900300860E-1,1.548156261E0,8.267202377E0
2.872853092E0,2.392822653E-1,1.631905079E0,7.097112179E0
2.882853092E0,2.392822653E-1,1.631905079E0,7.097112179E0
2.892853092E0,2.392822653E-1,1.631905079E0,7.097112179E0
2.902853092E0,2.392822653E-1,1.631905079E0,7.097112179E0
2.912853092E0,2.392822653E-1,1.631905079E0,7.097112179E0
2.922853092E0,1.325623751E0,-2.919243574E-1,5.266602516E0
2.932853092E0,1.296909928E0,-2.201396823E-1,6.154339790E0
2.942853092E0,1.320838094E0,-1.339980662E-1,7.259823799E0
2.952853092E0,1.320838094E0,-1.339980662E-1,7.259823799E0
2.962853092E0,1.320838094E0,-1.339980662E-1,7.259823799E0
2.972853092E0,5.479564071E-1,8.781659007E-1,9.085547447E0
2.982853092E0,4.785645306E-1,9.547362328E-1,8.855836868E0
2.992853092E0,5.288137794E-1,9.810572863E-1,8.362915039E0
3.002853092E0,6.269195080E-1,1.105484009E0,7.740781307E0
3.012853092E0,5.359922647E-1,1.251446247E0,7.142575741E0
3.022853092E0,5.359922647E-1,1.251446247E0,7.142575741E0
3.032853092E0,1.986042857E-1,2.175075769E0,6.396014690E0
3.042853092E0,1.674975902E-1,2.426322222E0,6.451049805E0
3.052853092E0,1.459621787E-1,2.746960402E0,6.664011002E0
3.062853092E0,1.124626622E-1,3.005385160E0,6.972685337E0
3.072853092E0,7.896314561E-2,3.113062143E0,7.365108013E0
3.082853092E0,6.939185411E-2,3.184846878E0,7.759923935E0
3.092853092E0,-1.483550072E-1,2.969492912E0,8.748159409E0
3.102853092E0,-2.991028428E-1,2.825923443E0,9.099904060E0
3.112853092E0,-5.886343718E-1,2.880958557E0,9.157332420E0
3.122853092E0,-4.235295951E-1,2.847458839E0,9.245866776E0
3.132853092E0,5.264209956E-2,2.797209740E0,9.372686386E0
3.142853092E0,3.517449200E-1,2.773281336E0,9.667003632E0
3.152853092E0,5.551348329E-1,2.737389088E0,1.012642574E1
3.162853092E0,5.982056856E-1,2.715853691E0,1.113141060E1
3.172853092E0,6.652047038E-1,2.586641312E0,1.161954689E1
3.182853092E0,7.441678643E-1,2.385644197E0,1.197846985E1
3.192853092E0,6.867401004E-1,2.206182480E0,1.206700420E1
3.202853092E0,6.173482537E-1,2.036292076E0,1.194497108E1
3.212853092E0,6.388836503E-1,1.868794441E0,1.167218876E1
3.222853092E0,6.101697683E-1,1.708475351E0,1.144247818E1
3.232853092E0,8.087740541E-1,1.404586911E0,1.137547874E1
3.242853092E0,1.076770186E0,1.940579176E0,1.146401310E1
3.252853092E0,9.236295223E-1,2.696711063E0,1.147837067E1
