Time (s),X,Y,Z,temp_X_mean,temp_X_std,temp_X_median,temp_X_sum,temp_X_skew,temp_X_kurt,X_lag1,X_lag2,temp_Y_mean,temp_Y_std,temp_Y_median,temp_Y_sum,temp_Y_skew,temp_Y_kurt,Y_lag1,Y_lag2,temp_Z_mean,temp_Z_std,temp_Z_median,temp_Z_sum,temp_Z_skew,temp_Z_kurt,Z_lag1,Z_lag2
10.24589303,0.1415169433310707,-0.0038107569969959,0.1967178399669787,,,,,,,,,,,,,,,,,,,,,,,,
10.74589303,-0.273027185152453,-0.0856540598788549,-0.2144611159553885,,,,,,,0.1415169433310707,,,,,,,,-0.0038107569969959,,,,,,,,0.1967178399669787,
11.24589303,0.5562654193628644,0.0930160712289727,0.1399370672927291,,,,,,,-0.273027185152453,0.1415169433310707,,,,,,,-0.0856540598788549,-0.0038107569969959,,,,,,,-0.2144611159553885,0.1967178399669787
11.74589303,-0.3105620118170487,-0.0030670117902404,-0.2583402703887142,,,,,,,0.5562654193628644,-0.273027185152453,,,,,,,0.0930160712289727,-0.0856540598788549,,,,,,,0.1399370672927291,-0.2144611159553885
12.24589303,0.0405790596759862,0.0253826617804238,0.1988410323116279,,,,,,,-0.3105620118170487,0.5562654193628644,,,,,,,-0.0030670117902404,0.0930160712289727,,,,,,,-0.2583402703887142,0.1399370672927291
12.74589303,-0.0997311645193747,0.008425616226902,-0.1351428147368365,,,,,,,0.0405790596759862,-0.3105620118170487,,,,,,,0.0253826617804238,-0.0030670117902404,,,,,,,0.1988410323116279,-0.2583402703887142
13.24589303,0.2450380945730818,-0.1114225303376152,0.3974027991333742,,,,,,,-0.0997311645193747,0.0405790596759862,,,,,,,0.008425616226902,0.0253826617804238,,,,,,,-0.1351428147368365,0.1988410323116279
13.74589303,0.0035071996584572,0.1501682283618641,-0.4046004851583325,,,,,,,0.2450380945730818,-0.0997311645193747,,,,,,,-0.1114225303376152,0.008425616226902,,,,,,,0.3974027991333742,-0.1351428147368365
14.24589303,0.302196246927402,-0.0395816410659852,0.0878452592638902,,,,,,,0.0035071996584572,0.2450380945730818,,,,,,,0.1501682283618641,-0.1114225303376152,,,,,,,-0.4046004851583325,0.3974027991333742
14.74589303,-0.1991265782468261,-0.0093773093756643,0.0159447503800591,0.040665602379315983,0.2761917321554874,0.0220431296672217,0.40665602379315985,0.48595653087162555,-0.3711021731040641,0.302196246927402,0.0035071996584572,0.0024079268152806697,0.07694871498456439,-0.00343888439361815,0.0240792681528067,0.5329590122042668,0.4885707481366625,-0.0395816410659852,0.1501682283618641,0.0024144062109387405,0.2490778909512632,0.05189500482197465,0.024144062109387406,-0.16352543736196767,-0.8063968257490737,0.0878452592638902,-0.4046004851583325
15.24589303,-0.8288454994395466,-0.2439003943746517,0.3921741636154973,-0.056370641897745745,0.3856099198211042,-0.04811198243045875,-0.5637064189774574,-0.450514742048713,0.8788286394106046,-0.1991265782468261,0.302196246927402,-0.02160103692248491,0.10962296814354894,-0.0062221605829523505,-0.2160103692248491,-0.5551859553226115,1.060660295579528,-0.0093773093756643,-0.0395816410659852,0.0219600385757906,0.2725795884841745,0.05189500482197465,0.219600385757906,-0.038438342888450244,-1.0634008125500765,0.0159447503800591,0.0878452592638902
15.74589303,0.639197111055102,-0.1630552294236406,-0.198227751178741,0.034851787723009765,0.43357867630705527,0.0220431296672217,0.34851787723009764,-0.5280719609800013,0.5297266244275788,-0.8288454994395466,-0.1991265782468261,-0.029341153876963476,0.11712394243470299,-0.0062221605829523505,-0.29341153876963477,-0.428936546214172,0.01978515971250821,-0.2439003943746517,-0.0093773093756643,0.023583375053455348,0.27105924665154957,0.05189500482197465,0.2358337505345535,-0.043837386674860014,-1.0193362259735959,0.3921741636154973,0.0159447503800591
16.24589303,-0.2683306545206161,-0.0867579389007577,-0.1166411574713197,-0.047607819665338294,0.40055042219039677,-0.04811198243045875,-0.4760781966533829,-0.25225225584064953,0.960552281828484,0.639197111055102,-0.8288454994395466,-0.04731855488993651,0.10982596749102645,-0.024479475220824748,-0.47318554889936515,-0.11223247073110006,0.5463432215781024,-0.1630552294236406,-0.2439003943746517,-0.0020744474229495297,0.2709652573136603,-0.0503482035456303,-0.020744474229495297,0.2821399675109466,-0.944415280777437,-0.198227751178741,0.3921741636154973
16.74589303,0.3277636324162365,-0.1312033029470096,-0.0227262608568298,0.01622474475799023,0.4048289931853577,0.0220431296672217,0.16224744757990228,-0.6922903984571132,1.2542807200353405,-0.2683306545206161,0.639197111055102,-0.060132184005613445,0.1115508101453788,-0.06316978998337144,-0.6013218400561344,0.258023043614871,0.34590358541452254,-0.0867579389007577,-0.1630552294236406,0.02148695353023891,0.2560387265127726,-0.00339075523838535,0.21486953530238911,0.12743517187019468,-0.47349435616182234,-0.1166411574713197,-0.198227751178741
17.24589303,0.0402895242909856,0.0856659638666961,-0.1217756578235749,0.01619579121949017,0.40482706816711067,0.0218983619747214,0.1619579121949017,-0.6920331372845038,1.2540758104634588,0.3277636324162365,-0.2683306545206161,-0.054103853796986213,0.11812100792499791,-0.06316978998337144,-0.5410385379698621,0.23423243154411763,-0.27192425539783976,-0.1312033029470096,-0.0867579389007577,-0.010574715483281368,0.2513944809835143,-0.06968370916407475,-0.10574715483281368,0.5412969498789755,0.030795771293673977,-0.0227262608568298,-0.1166411574713197
17.74589303,0.1334977656602165,-0.2041699604440639,0.0346804746798157,0.03951868423744929,0.4041239794420281,0.08689364497560105,0.39518684237449286,-0.9056641248939789,1.5824359859278008,0.0402895242909856,0.3277636324162365,-0.07536341146408279,0.12457187413952124,-0.09909023461918645,-0.753634114640828,0.5862084802472032,-0.3217055844814506,0.0856659638666961,-0.1312033029470096,0.006407613458383854,0.24775424461953335,-0.00339075523838535,0.06407613458383854,0.32651740907508675,0.08354037991732761,-0.1217756578235749,-0.0227262608568298
18.24589303,0.1215153350228299,0.0652697014523337,0.0656485946057021,0.027166408282424104,0.39899946426351796,0.08090242965690775,0.27166408282424104,-0.8426506355426896,1.702321437709148,0.1334977656602165,0.0402895242909856,-0.05769418828508791,0.13124140791213268,-0.06316978998337144,-0.5769418828508791,0.16681583808213427,-1.147202992212939,-0.2041699604440639,0.0856659638666961,-0.02676780699438335,0.208717157082939,-0.00339075523838535,-0.26767806994383353,0.23786500843621378,1.6938693398709626,0.0346804746798157,-0.1217756578235749
18.74589303,-0.123222394944404,-0.0915411411535279,0.0185108402389342,0.014493448822137983,0.4018369137558771,0.08090242965690775,0.14493448822137983,-0.7138687751913975,1.384516582824105,0.1215153350228299,0.1334977656602165,-0.0818651252366271,0.10909488957877383,-0.0891495400271428,-0.818651252366271,0.17154255316816677,-0.872963643738692,0.0652697014523337,-0.2041699604440639,0.01554332554534332,0.16105760487265683,0.017227795309496648,0.1554332554534332,1.303602472504526,3.090912004886785,0.0656485946057021,0.0346804746798157
19.24589303,-0.0987840564985726,-0.0470646900867334,0.1030303900626228,-0.02560458152045948,0.38976296502021734,-0.0292472661037935,-0.2560458152045948,-0.45425151748718234,1.6454314536896786,-0.123222394944404,0.1215153350228299,-0.08261343013870193,0.10879789215717169,-0.0891495400271428,-0.8261343013870193,0.1951361941844106,-0.8297746595525847,-0.0915411411535279,0.0652697014523337,0.01706183862521658,0.16188450162745446,0.017227795309496648,0.1706183862521658,1.2580995663767611,2.874975638217282,0.0185108402389342,0.0656485946057021
19.74589303,-0.1516961726730908,-0.0681318856515804,-0.1026504218508527,-0.020861540963085946,0.38769987845502474,-0.0292472661037935,-0.20861540963085945,-0.4997469161930856,1.8041886252381067,-0.0987840564985726,-0.123222394944404,-0.08848888776629354,0.10595271889100662,-0.0891495400271428,-0.8848888776629354,0.37395689768267104,-0.3930095264343712,-0.0470646900867334,-0.0915411411535279,0.0052023214021254,0.1662603790374265,-0.0021077103089478,0.052023214021254,1.377502876493009,2.761201484438016,0.1030303900626228,0.0185108402389342
20.24589303,0.4327754952102243,0.2063719524127663,0.0921549367338523,0.10530055850189113,0.28801629811234936,0.08090242965690775,1.0530055850189113,0.6307189661050031,-0.42121747017633787,-0.1516961726730908,-0.0987840564985726,-0.043461653087551746,0.12629307530073164,-0.07744491227616905,-0.43461653087551744,0.8472726734427068,0.1679881249238215,-0.0681318856515804,-0.0470646900867334,-0.0247996012860391,0.10413400540551852,-0.0021077103089478,-0.247996012860391,-0.3265012185795336,-1.2989885678524697,-0.1026504218508527,0.1030303900626228
20.74589303,-0.1852204896939563,-0.1833766118867494,0.057910141256877,0.022858798426985308,0.23045149028692988,-0.0292472661037935,0.22858798426985308,0.6310708641323854,-0.6412354246658768,0.4327754952102243,-0.1516961726730908,-0.045493791333862624,0.12857412222642045,-0.07744491227616905,-0.4549379133386262,0.7950417346216676,0.07527030417176965,0.2063719524127663,-0.0681318856515804,0.0008141879575227003,0.0867934560246611,0.02659565745937495,0.008141879575227003,-0.47800846443346073,-1.4949198490167153,0.0921549367338523,-0.1026504218508527
21.24589303,0.2736491410952999,-0.0949947311153063,-0.349137964558127,0.07705677798857691,0.217741256479995,0.08090242965690775,0.7705677798857691,0.3377236036666818,-1.2801253791996048,-0.1852204896939563,0.4327754952102243,-0.046317470555317486,0.12889382919755468,-0.07983651340255415,-0.46317470555317486,0.8097946753982977,0.06613544113662684,-0.1833766118867494,0.2063719524127663,-0.022435492751158033,0.1378659616472604,0.02659565745937495,-0.22435492751158032,-1.6658739898297685,2.9505630766715325,0.057910141256877,0.0921549367338523
21.74589303,-0.2909326593009331,0.0342196920034194,0.0615961177484417,0.015187148816859947,0.22631960732128936,-0.0292472661037935,0.15187148816859947,0.5684369290441552,-0.4375710958195716,0.2736491410952999,-0.1852204896939563,-0.02977517106027458,0.1273955895509123,-0.0575982878691569,-0.2977517106027458,0.4249033652797307,-0.27724586412164903,-0.0949947311153063,-0.1833766118867494,-0.014003254890630881,0.140401571331827,0.04629530796834635,-0.1400325489063088,-1.7729800970847034,3.092827658404077,-0.349137964558127,0.057910141256877
22.24589303,0.0079882900598415,-0.2964645033802031,0.2724721904951771,0.011957025393745538,0.2261519742862793,-0.04539788321936555,0.11957025393745538,0.6230727048347701,-0.37248844703962547,-0.2909326593009331,0.2736491410952999,-0.0679882177849645,0.145013754548169,-0.07983651340255415,-0.679882177849645,0.36772208547882795,0.26932017995549273,0.0342196920034194,-0.0949947311153063,0.02542152994124432,0.16066651607070212,0.05975312950265935,0.2542152994124432,-1.2946231492404054,3.4359211147919066,0.0615961177484417,-0.349137964558127
22.74589303,-0.0584887849226463,0.056393483572752,-0.2863635388456335,-0.007241629664540744,0.22281208234453687,-0.07863642071060944,-0.07241629664540744,0.9485892174159931,0.2797575281422614,0.0079882900598415,-0.2909326593009331,-0.041931873383282914,0.14118424165945168,-0.0575982878691569,-0.41931873383282914,-0.08274014810925541,0.4246237300195353,-0.2964645033802031,0.0342196920034194,-0.006682871411300598,0.18830850564237753,0.05975312950265935,-0.06682871411300598,-0.7883128030428267,0.23208619225567567,0.2724721904951771,0.0615961177484417
