Time (s),X,Y,Z,temp_X_mean,temp_X_std,temp_X_median,temp_X_sum,temp_X_skew,temp_X_kurt,X_lag1,X_lag2,temp_Y_mean,temp_Y_std,temp_Y_median,temp_Y_sum,temp_Y_skew,temp_Y_kurt,Y_lag1,Y_lag2,temp_Z_mean,temp_Z_std,temp_Z_median,temp_Z_sum,temp_Z_skew,temp_Z_kurt,Z_lag1,Z_lag2,pca1,pca2,pca3,X_fft,X_dominant_freq,X_spectral_energy,X_spectral_entropy,Y_fft,Y_dominant_freq,Y_spectral_energy,Y_spectral_entropy,Z_fft,Z_dominant_freq,Z_spectral_energy,Z_spectral_entropy
10.24788892,0.2168913112144968,-0.1778461971815683,-0.1491198562572114,,,,,,,,,,,,,,,,,,,,,,,,,-0.24469386063996484,-0.144757416633897,0.13790236723653834,2.438188173835304,258,18851.435241792966,-5554.660908342117,1.5046816476690024,422,24531.645686649746,-6586.4796862810035,2.2196807641438854,422,22895.273975476743,-6400.504877409615
10.74768892,0.3321641390793735,-0.1339591391298702,-0.0771053292600547,,,,,,,0.2168913112144968,,,,,,,,-0.1778461971815683,,,,,,,,-0.1491198562572114,,-0.2750787642537278,-0.043506789620722505,0.2339495377770815,1.5485916090714533,258,18851.435241792966,-5554.660908342117,1.0767118381458574,422,24531.645686649746,-6586.4796862810035,0.35494022645462153,422,22895.273975476743,-6400.504877409615
11.24788892,0.11001432698126,-0.2998484595408267,0.0993983887518809,,,,,,,0.3321641390793735,0.2168913112144968,,,,,,,-0.1339591391298702,-0.1778461971815683,,,,,,,-0.0771053292600547,-0.1491198562572114,-0.318575817084326,0.04228547505985058,-0.08032909946971528,2.8798296614591807,258,18851.435241792966,-5554.660908342117,2.312621559572168,422,24531.645686649746,-6586.4796862810035,3.135686557144652,422,22895.273975476743,-6400.504877409615
11.74788892,-0.0108966928771794,0.2437750504146321,-0.0264641499565508,,,,,,,0.11001432698126,0.3321641390793735,,,,,,,-0.2998484595408267,-0.1339591391298702,,,,,,,0.0993983887518809,-0.0771053292600547,0.21823769359534326,0.027870325416024647,0.11360602412100326,1.3295336175218737,258,18851.435241792966,-5554.660908342117,2.8827201792594583,422,24531.645686649746,-6586.4796862810035,5.193522225450849,422,22895.273975476743,-6400.504877409615
12.24788892,-0.3917068853242656,-0.1116691973152309,0.0660426634768704,,,,,,,-0.0108966928771794,0.11001432698126,,,,,,,0.2437750504146321,-0.2998484595408267,,,,,,,-0.0264641499565508,0.0993983887518809,0.10553628898698157,-0.04189733543805914,-0.3985906113088802,1.0561837779937884,258,18851.435241792966,-5554.660908342117,3.2115667137294635,422,24531.645686649746,-6586.4796862810035,6.657616806794699,422,22895.273975476743,-6400.504877409615
12.74768892,0.0191508426827995,0.2664838755692038,-0.082555118305676,,,,,,,-0.3917068853242656,-0.0108966928771794,,,,,,,-0.1116691973152309,0.2437750504146321,,,,,,,0.0660426634768704,-0.0264641499565508,0.2277384122564605,-0.014343590149874894,0.165494978061019,2.901745827924613,258,18851.435241792966,-5554.660908342117,4.4703832412414535,422,24531.645686649746,-6586.4796862810035,7.12513258113561,422,22895.273975476743,-6400.504877409615
13.24788892,0.0553437817103226,-0.0694108068696925,-0.0264213801260541,,,,,,,0.0191508426827995,-0.3917068853242656,,,,,,,0.2664838755692038,-0.1116691973152309,,,,,,,-0.082555118305676,0.0660426634768704,-0.08162587203681304,-0.033481756303816626,0.01984597089595034,1.0702576284328107,258,18851.435241792966,-5554.660908342117,1.0572207764322499,422,24531.645686649746,-6586.4796862810035,4.969966543455921,422,22895.273975476743,-6400.504877409615
13.74768892,0.0305840334024514,0.0197001961940322,0.0001473390020251,,,,,,,0.0553437817103226,0.0191508426827995,,,,,,,-0.0694108068696925,0.2664838755692038,,,,,,,-0.0264213801260541,-0.082555118305676,0.003976840415359793,0.008139149035879568,0.03397355734706495,4.960600697237433,258,18851.435241792966,-5554.660908342117,5.208511253227163,422,24531.645686649746,-6586.4796862810035,5.060345123165435,422,22895.273975476743,-6400.504877409615
14.24788892,-0.0655168738696358,-0.0245782405451596,0.0995745070418557,,,,,,,0.0305840334024514,0.0553437817103226,,,,,,,0.0197001961940322,-0.0694108068696925,,,,,,,0.0001473390020251,-0.0264213801260541,0.006023233182246774,0.07373134634590785,-0.09554556097795912,2.028471659884921,258,18851.435241792966,-5554.660908342117,3.7128874286158156,422,24531.645686649746,-6586.4796862810035,2.511461484463068,422,22895.273975476743,-6400.504877409615
14.74788892,-0.0033623754968235,-0.075042764376724,-0.1390670979664082,0.029266560750279946,0.18948308421588522,0.02486743804262545,0.29266560750279946,-0.8292153533127757,2.634664727887511,-0.0655168738696358,0.0305840334024514,-0.036239568278120415,0.17660431648605843,-0.07222678562320825,-0.36239568278120415,0.6873486415125314,0.1286839709374336,-0.0245782405451596,0.0197001961940322,-0.023557003359932306,0.09088629181591229,-0.026442765041302448,-0.23557003359932308,0.10702933814705766,-1.2362033979950293,0.0995745070418557,0.0001473390020251,-0.04399604954906611,-0.1534163597910672,0.0006919391256810992,2.2663160323532208,258,18851.435241792966,-5554.660908342117,3.4599005129793277,422,24531.645686649746,-6586.4796862810035,2.7875827045639205,422,22895.273975476743,-6400.504877409615
