Time (s),X,Y,Z,pca1,pca2
10.24788892,0.2168913112144968,-0.1778461971815683,-0.1491198562572114,-0.24469386063996484,-0.144757416633897
10.74768892,0.3321641390793735,-0.1339591391298702,-0.0771053292600547,-0.2750787642537278,-0.043506789620722505
11.24788892,0.11001432698126,-0.2998484595408267,0.0993983887518809,-0.318575817084326,0.04228547505985058
11.74788892,-0.0108966928771794,0.2437750504146321,-0.0264641499565508,0.21823769359534326,0.027870325416024647
12.24788892,-0.3917068853242656,-0.1116691973152309,0.0660426634768704,0.10553628898698157,-0.04189733543805914
12.74768892,0.0191508426827995,0.2664838755692038,-0.082555118305676,0.2277384122564605,-0.014343590149874894
13.24788892,0.0553437817103226,-0.0694108068696925,-0.0264213801260541,-0.08162587203681304,-0.033481756303816626
13.74768892,0.0305840334024514,0.0197001961940322,0.0001473390020251,0.003976840415359793,0.008139149035879568
14.24788892,-0.0655168738696358,-0.0245782405451596,0.0995745070418557,0.006023233182246774,0.07373134634590785
14.74788892,-0.0033623754968235,-0.075042764376724,-0.1390670979664082,-0.04399604954906611,-0.1534163597910672
15.24788892,-0.2015762461196101,0.0877519526928708,0.1367771824412665,0.16811495501783694,0.10945790948118704
15.74788892,-0.0046716933150951,-0.201440381632627,0.028525243141799,-0.16804150235852983,-0.024052182823043264
16.24768892,0.068798787162835,0.2290418736815523,-0.04187721658832,0.16589209782297112,0.02511430294324847
16.74788892,0.0795780296219471,-0.1510904969425745,0.0200415317441017,-0.16833763373843508,-0.003910645583119813
17.24788892,-0.1027175018157388,0.1997071148317927,0.0034614842657858,0.22554298674315074,0.028167961745167377
17.74768892,0.1245379460767176,-0.1365010895526735,0.1768751715056273,-0.19586880504887488,0.1575593684728959
18.24788892,0.0425198744991344,0.0645296593673211,-0.1004623268730697,0.04633022896093769,-0.0747218268412531
18.74788892,-0.04727998479439,-0.044992929399467,0.0586347624268841,-0.016462769816177884,0.03344231315307527
19.24768892,-0.0792324863826639,0.0184027691911085,0.0059925309262901,0.05942309771343424,-0.007836305010158704
19.74788892,-0.0562439006005168,0.0234947496238409,0.141012899622928,0.037574193426267555,0.1263670767060197
20.252692841568628,0.0756728639099914,0.0215801118865177,-0.1549852781000665,-0.001586469470662705,-0.13039829066306266
20.752684838367347,-0.0387868120556649,0.0601526259692583,-0.0957207472977541,0.08444343464128248,-0.08696521747153832
21.24788892,0.2285373845449547,-0.2243612750341233,0.3504196808221756,-0.3426991273121445,0.32208257676922714
21.74788892,-0.1812351451086767,0.1677929675732993,-0.1690574708983538,0.2575103160579664,-0.15882900696011626
22.24788892,-0.0030714137406855,-0.0191525068697683,0.0416135094905171,-0.0157877190088961,0.03190644937541882
22.74788892,-0.0629639715007727,0.1234899941502258,0.0102767854412628,0.13955117521810922,0.024285701935387805
23.24768892,0.1222989870291117,-0.1541499455937002,0.092671567278954,-0.2008039721217289,0.07277531154015435
23.74768892,-0.0193600817126201,0.0945952420854267,-0.1062929588380869,0.1046286042766484,-0.08511455794332663
24.24788892,-0.0436938374979017,-0.0914466264511895,-0.1783205938576302,-0.03277551652109926,-0.2024739784190986
24.74788892,-0.0023099963959427,0.0725779715253501,0.1954189049056633,0.045371252173889424,0.20022381812460968
25.24788892,0.1748771315299043,0.242884357648517,0.3427199475372709,0.08196522807518447,0.4150770240180672
25.74788892,-0.1342028247263388,-0.1336700064376495,-0.2703538932001911,-0.011765588698662652,-0.31760206171867195
26.24788892,-0.0071035889987922,-0.0094834427952041,-0.074300036339031,0.006692965710975237,-0.0769429687345247
26.74788892,0.0185878645710676,-0.0613915858672684,0.1302935900129779,-0.07217818479903189,0.11051873772889344
27.24788892,0.0967580418996259,0.0626388143344875,-0.1326669653060895,0.019883092887664326,-0.0953445992173969
27.74788892,0.0668560207565132,-0.0108718349951385,0.0612899407513507,-0.0472378118877948,0.066122739604119
28.24788892,-0.0912477898811977,0.012243491986582,-0.1472078157158095,0.07656764211275206,-0.1574798962960447
28.74788892,0.0974944979447467,-0.0200951338952605,0.0116761566135258,-0.06578371230001771,0.022624559181194773
29.24788892,-0.0205081016625908,-0.0053814236778016,-0.0357758821692277,0.013095025530751859,-0.04188428103593932
29.74788892,-0.0704070546867571,0.013838884539685,-0.0104777420070425,0.052694067010892,-0.022892423224980644
30.24768892,0.0532087825012664,-0.0622619263866565,0.09985644974025,-0.08773552871861412,0.08802753614918975
30.74788892,0.1733568182402731,0.0407727949735813,0.0183955910384147,-0.054400264462200885,0.058111153820819744
31.24788892,-0.097941564669733,0.1245620982475959,0.0640828472238161,0.1530078054546454,0.06900515356721788
31.74768892,-0.2205178348503823,-0.1090131669186327,-0.1707796119451632,0.04358453725861974,-0.23364541329494565
32.24788892,0.094356124471236,0.0788530724552161,-0.1569628948312655,0.037427393540023945,-0.1150995155182617
