"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.422967958E0,-6.604416046E0,-7.552095337E0,4.398752747E0
1.432993958E0,-7.188651123E0,-7.075935516E0,3.623065796E0
1.443019958E0,-7.753276978E0,-6.682254181E0,2.661914520E0
1.453045958E0,-7.747888184E0,-6.510261841E0,1.966161346E0
1.463071958E0,-7.663164368E0,-6.514303436E0,1.772464142E0
1.473097958E0,-7.754773865E0,-6.476282501E0,1.819915466E0
1.483123958E0,-7.926616516E0,-6.032754822E0,1.805994415E0
1.493149958E0,-8.224646759E0,-5.346731415E0,1.705852661E0
1.503175958E0,-8.698860626E0,-4.899162140E0,1.631756744E0
1.513201958E0,-9.351204071E0,-4.680766296E0,1.922901306E0
1.523227958E0,-9.664203186E0,-4.506528625E0,2.637066193E0
1.533253958E0,-9.513915710E0,-4.501888275E0,3.738625488E0
1.543279958E0,-9.502539368E0,-4.349355469E0,3.903283081E0
1.553305958E0,-1.002151016E1,-3.825744324E0,3.614533539E0
1.563331958E0,-1.068043991E1,-3.079396362E0,3.041525116E0
1.573357958E0,-1.169517975E1,-2.379601593E0,2.481539612E0
1.583383958E0,-1.202494400E1,-2.055675201E0,2.545307007E0
1.593409958E0,-1.168784500E1,-2.075733490E0,2.532284088E0
1.603435958E0,-1.102472397E1,-2.579136658E0,2.725382538E0
1.613461958E0,-1.006626709E1,-3.582051086E0,3.517235870E0
1.623487958E0,-8.844657440E0,-4.577331390E0,4.831802216E0
1.633512958E0,-7.801925812E0,-5.051096191E0,5.350922699E0
1.643538958E0,-6.951394501E0,-5.829327850E0,5.367238770E0
1.653564958E0,-5.830675049E0,-6.663842468E0,5.244643707E0
1.663590958E0,-5.103187866E0,-6.960076447E0,4.504133606E0
1.673616958E0,-4.929848328E0,-7.738008728E0,3.162772980E0
1.683642958E0,-4.914430389E0,-8.359965363E0,1.489253082E0
1.693668958E0,-4.839586029E0,-8.604407043E0,1.996847534E-1
1.703694958E0,-4.913831635E0,-9.123677216E0,-2.511776733E-1
1.713720958E0,-5.190755768E0,-9.397906952E0,4.405339050E-1
1.723746958E0,-5.595963135E0,-9.143585815E0,1.253343658E0
1.733772958E0,-5.613626404E0,-8.759484558E0,1.678908691E0
1.743798958E0,-4.866529999E0,-9.225615234E0,1.876647491E0
1.753824958E0,-4.705015869E0,-8.809779968E0,1.418001251E0
1.763850958E0,-4.390070801E0,-8.127199402E0,1.129401398E0
1.773876958E0,-4.150119781E0,-8.238867188E0,5.002597046E-1
1.783902958E0,-3.803291016E0,-8.108488312E0,-1.317260742E-1
1.793928958E0,-4.047583008E0,-7.457492065E0,4.854405212E-1
1.803954958E0,-4.319567413E0,-6.381230164E0,2.164798279E0
1.813980958E0,-4.574487305E0,-5.806275787E0,3.234922943E0
1.824006958E0,-4.793481903E0,-5.357359314E0,3.600313110E0
1.834032958E0,-4.761747894E0,-4.641547852E0,3.723806305E0
1.844058958E0,-4.742887115E0,-4.286935272E0,3.938459930E0
1.854084958E0,-5.053341522E0,-4.433031464E0,4.392765198E0
1.864110958E0,-5.517226868E0,-4.665797424E0,4.912933502E0
1.874136958E0,-6.057603149E0,-4.869823151E0,5.505401459E0
1.884161958E0,-6.789131927E0,-5.023852844E0,6.010301514E0
1.894188000E0,-7.582033081E0,-5.274581451E0,6.490652618E0
1.904214000E0,-8.233777771E0,-5.560337219E0,7.034022675E0
1.914240000E0,-8.625812531E0,-5.786367188E0,7.752378845E0
1.924266000E0,-8.851243744E0,-6.017486572E0,8.142018585E0
1.934292000E0,-9.236243134E0,-6.196214905E0,8.168363800E0
1.944318000E0,-9.631271667E0,-6.213578796E0,8.081095276E0
1.954344000E0,-9.851463776E0,-6.087690582E0,7.815098419E0
1.964370000E0,-1.002959335E1,-5.860912170E0,7.541018372E0
1.974396000E0,-1.021760239E1,-5.628295898E0,7.164850616E0
1.984422000E0,-1.038764877E1,-5.392536163E0,6.685996399E0
1.994448000E0,-1.053389465E1,-5.146747284E0,6.171516266E0
2.004474000E0,-1.042581940E1,-4.912035370E0,5.664969635E0
2.014500000E0,-1.009066635E1,-4.878355408E0,5.214107208E0
2.024526000E0,-9.592352600E0,-4.889432373E0,4.811294861E0
2.034552000E0,-8.949888611E0,-5.146896973E0,4.305646362E0
2.044578000E0,-8.342900848E0,-5.445675659E0,3.883224792E0
2.054604000E0,-7.843389587E0,-5.699996796E0,3.709585876E0
2.064630000E0,-7.326664124E0,-5.970484314E0,3.665128326E0
2.074656000E0,-6.656807098E0,-6.208190002E0,3.689527588E0
2.084682000E0,-6.114185486E0,-6.512357483E0,3.669020233E0
2.094708000E0,-5.763614502E0,-6.788084106E0,3.590733032E0
2.104734000E0,-5.460045776E0,-6.842121735E0,3.628005524E0
2.114760000E0,-5.202730865E0,-6.818321228E0,3.793261871E0
2.124786000E0,-5.054988098E0,-6.907685394E0,3.786825256E0
2.134812000E0,-4.985532532E0,-6.954837341E0,3.654949493E0
2.144837000E0,-4.978796539E0,-6.839876404E0,3.453468475E0
2.154863000E0,-5.095703430E0,-6.545438690E0,3.260819092E0
2.164889000E0,-5.262606354E0,-6.452182617E0,2.943479004E0
2.174915000E0,-5.393583984E0,-6.533313904E0,2.706521759E0
2.184941000E0,-5.438041534E0,-6.687942352E0,2.839894409E0
2.194967000E0,-5.327720947E0,-6.793023834E0,3.205733643E0
2.204993000E0,-5.402565308E0,-6.758296051E0,3.611090698E0
2.215019000E0,-5.700146484E0,-6.759194183E0,4.052522736E0
2.225045000E0,-5.938450928E0,-6.902446289E0,4.451892242E0
2.235071000E0,-5.933660889E0,-6.902745667E0,4.509821777E0
2.245097000E0,-6.209986267E0,-6.767726440E0,4.730612640E0
2.255123000E0,-6.686146088E0,-6.645281067E0,5.275329895E0
2.265149000E0,-6.602769470E0,-6.516249390E0,5.464386749E0
2.275175000E0,-6.479126587E0,-6.595285034E0,5.510640564E0
2.285201000E0,-7.094496918E0,-6.243666229E0,5.284161530E0
2.295227000E0,-7.522307281E0,-5.691015472E0,5.063969421E0
2.305253000E0,-7.467670898E0,-5.519322510E0,4.708608398E0
2.315279000E0,-7.363038483E0,-5.604794769E0,4.524640961E0
2.325305000E0,-7.401807861E0,-5.549709320E0,4.630770264E0
2.335331000E0,-7.421117706E0,-5.547913055E0,4.800367584E0
2.345357000E0,-7.331154785E0,-5.711672516E0,4.975054321E0
2.355383000E0,-7.191944275E0,-5.680088196E0,5.366340637E0
2.365409000E0,-7.081473999E0,-5.440586243E0,5.563031616E0
2.375435000E0,-7.207062836E0,-5.298531647E0,5.587730255E0
2.385461000E0,-6.804250488E0,-5.403164062E0,5.364544373E0
2.395486000E0,-6.144871674E0,-5.445525970E0,5.328768768E0
2.405512000E0,-5.845793610E0,-5.175936584E0,5.964347076E0
2.415538000E0,-5.771248627E0,-4.554728394E0,6.939569092E0
2.425564000E0,-6.035898285E0,-4.060755615E0,7.663763123E0
2.435590000E0,-5.979465637E0,-3.706891479E0,8.031398621E0
2.445616000E0,-5.770350494E0,-3.422632599E0,8.072563019E0
2.455642000E0,-5.406157837E0,-3.115171967E0,8.171956329E0
2.465668000E0,-5.039570160E0,-2.845881958E0,8.212072906E0
2.475694000E0,-4.930147705E0,-2.665507050E0,8.539741516E0
2.485720000E0,-4.467908936E0,-2.475252686E0,8.788224792E0
2.495746000E0,-4.205953674E0,-2.402953033E0,8.815917206E0
2.505772000E0,-3.959566040E0,-2.552791443E0,8.601413269E0
2.515798000E0,-3.394790497E0,-2.827919312E0,8.193511505E0
2.525824000E0,-2.732268219E0,-3.027154999E0,7.967032471E0
2.535850000E0,-2.299368439E0,-3.051404572E0,7.595804443E0
2.545876000E0,-2.235002289E0,-2.959645386E0,7.206913147E0
2.555902000E0,-2.163750458E0,-2.758912811E0,7.009473724E0
2.565928000E0,-1.748364258E0,-2.476300507E0,7.088060303E0
2.575954000E0,-1.372944946E0,-2.002685394E0,7.017556915E0
2.585980000E0,-1.287772064E0,-1.769769745E0,7.207212524E0
2.596006000E0,-1.187929688E0,-1.701362000E0,7.835755463E0
2.606032000E0,-6.965016174E-1,-1.808389435E0,8.162825317E0
2.616058000E0,-5.912704468E-2,-1.921254730E0,8.051007843E0
2.626084000E0,2.188449097E-1,-1.844913483E0,7.982001343E0
2.636110000E0,2.115101624E-1,-1.472637634E0,8.110733643E0
2.646135000E0,2.305206299E-2,-9.810598755E-1,8.294401703E0
2.656161000E0,-2.570155334E-1,-7.400610352E-1,8.555758209E0
2.666187000E0,-5.176235962E-1,-8.720864868E-1,8.907227325E0
2.676213000E0,-7.244934082E-1,-1.134191437E0,9.199719086E0
2.686239000E0,-7.794291687E-1,-1.451082458E0,9.238039398E0
2.696265000E0,-8.657995605E-1,-1.775906982E0,9.268725586E0
2.706291000E0,-1.149609375E0,-1.980232086E0,9.184001770E0
2.716317000E0,-1.650916901E0,-2.157014465E0,9.087751923E0
2.726343000E0,-2.119143219E0,-2.223326569E0,9.076225891E0
2.736369000E0,-2.514022064E0,-2.373763733E0,9.292376404E0
2.746395000E0,-2.553390198E0,-2.851719818E0,9.770182800E0
2.756421000E0,-1.951342163E0,-3.178490295E0,1.038540344E1
2.766447000E0,-1.248703308E0,-3.168311462E0,1.073178314E1
2.776473000E0,-7.262896729E-1,-3.078348541E0,1.102442459E1
2.786499000E0,-2.691403198E-1,-3.029100952E0,1.146151566E1
2.796525000E0,5.538482666E-2,-3.000809784E0,1.193872330E1
2.806551000E0,2.537223816E-1,-2.900967407E0,1.219603821E1
2.816577000E0,2.869532776E-1,-2.891986084E0,1.231114883E1
2.826603000E0,2.659968567E-1,-2.968177643E0,1.201760925E1
2.836629000E0,2.644999695E-1,-2.776127014E0,1.117306549E1
2.846655000E0,5.957611084E-1,-1.996997223E0,1.037687119E1
2.856681000E0,6.870712280E-1,-2.089504852E0,1.032702484E1
2.866707000E0,1.004710693E0,-2.578088837E0,1.030756531E1
2.876733000E0,1.775906982E0,-2.450853424E0,1.011790970E1
2.886758375E0,2.145787811E0,-2.298470306E0,9.828112335E0
2.896784375E0,2.107467499E0,-2.041454773E0,9.652228088E0
2.906810375E0,1.782942352E0,-1.662442932E0,9.424102478E0
2.916836375E0,1.257385254E0,-1.528321838E0,8.863069153E0
2.926862375E0,6.734495544E-1,-1.722617798E0,8.423583069E0
2.936888375E0,4.643344116E-1,-1.901495819E0,7.993227997E0
2.946914375E0,7.969427490E-1,-1.808090057E0,7.864645386E0
2.956940375E0,1.333576813E0,-1.615141296E0,8.161328430E0
2.966966375E0,1.664239197E0,-1.541344757E0,8.467591553E0
2.976992375E0,1.843416595E0,-1.825753326E0,8.682544556E0
2.987018375E0,2.143841858E0,-2.106569366E0,9.135502625E0
2.997044375E0,2.674188995E0,-2.547552338E0,1.070753357E1
3.007070375E0,3.518583069E0,-3.414250031E0,1.110316086E1
3.017096375E0,4.752766571E0,-3.307222595E0,1.042581940E1
3.027122375E0,5.025649109E0,-1.523681488E0,9.853409729E0
3.037148375E0,4.093687134E0,-1.200353851E0,8.980874176E0
3.047174375E0,3.125799866E0,-7.592211914E-1,7.967780914E0
3.057200375E0,3.000959473E0,4.101470947E-2,8.441396027E0
3.067226375E0,2.659669189E0,-3.610491943E-1,1.110480743E1
3.077252375E0,3.120560760E0,-1.948348389E0,1.344833405E1
3.087278375E0,4.665198669E0,-3.589685211E0,1.298370026E1
3.097304375E0,6.142626343E0,-4.277355194E0,1.108100693E1
3.107330375E0,7.440128174E0,-4.258045349E0,9.602980499E0
3.117356375E0,8.237220612E0,-4.355642395E0,7.992180176E0
3.127381375E0,8.196205902E0,-4.666845245E0,6.533613281E0
3.137407375E0,7.856113129E0,-4.616100769E0,6.043831787E0
3.147433375E0,7.505991211E0,-4.839586029E0,6.133645020E0
3.157459375E0,6.839577026E0,-5.120402069E0,6.985074463E0
3.167485375E0,6.330635376E0,-4.684957581E0,7.070546722E0
3.177511375E0,6.192472687E0,-3.588936768E0,6.335126038E0
3.187537375E0,6.382128296E0,-2.353555756E0,6.048023071E0
3.197563375E0,6.209836578E0,-1.697320404E0,6.105802917E0
3.207589375E0,6.415508881E0,-1.439107361E0,6.921456757E0
3.217615375E0,6.891519012E0,-1.363514557E0,7.648045807E0
3.227641375E0,7.449259186E0,-1.756896515E0,8.082143097E0
3.237667375E0,7.995173950E0,-2.309247894E0,8.049810333E0
3.247693375E0,8.133636017E0,-3.079695740E0,7.324718170E0
3.257719375E0,8.453071747E0,-3.675007782E0,6.086642761E0
3.267745375E0,8.893455963E0,-3.228785706E0,4.359234924E0
3.277771375E0,8.934470673E0,-2.918031921E0,4.050127716E0
3.287797375E0,8.733438721E0,-3.271297302E0,4.148772583E0
3.297823375E0,8.433462524E0,-3.235970764E0,4.265978851E0
3.307849375E0,8.264913025E0,-3.155138855E0,4.350852356E0
3.317875375E0,8.436755676E0,-3.325484619E0,3.756288757E0
3.327901375E0,8.809031525E0,-3.752995605E0,2.913541260E0
3.337927375E0,9.250613251E0,-4.480482788E0,1.962868195E0
3.347953375E0,9.285939789E0,-5.491779785E0,9.467811584E-1
3.357979375E0,9.741592255E0,-6.124064941E0,2.219883728E-1
3.368005375E0,9.902357941E0,-5.571563873E0,-9.939331055E-2
3.378030375E0,8.187673645E0,-4.544848938E0,5.186714172E-1
3.388056375E0,6.002517700E0,-3.475023651E0,1.478774872E0
3.398082375E0,4.460125122E0,-2.931354218E0,1.974094849E0
3.408108375E0,4.043391724E0,-2.248174896E0,1.769919434E0
3.418134375E0,4.212390289E0,-2.224374390E0,1.683549042E0
3.428160375E0,5.074148254E0,-2.386337585E0,2.223176880E0
3.438186375E0,5.710475006E0,-2.278861084E0,3.783681793E0
3.448212375E0,6.181096344E0,-2.169588318E0,5.922583923E0
3.458238375E0,6.167175293E0,-1.579216003E0,7.475903778E0
3.468264375E0,5.754633179E0,-9.163943481E-1,7.779173126E0
3.478290375E0,5.814658356E0,-4.860392761E-1,7.268584900E0
3.488316375E0,6.710545349E0,-8.668473816E-1,7.279512177E0
3.498342375E0,7.401209106E0,-1.409169617E0,7.333400116E0
3.508368375E0,7.718100128E0,-1.826202393E0,7.186106415E0
3.518394375E0,8.352331238E0,-2.178419952E0,7.253915405E0
3.528420375E0,8.267158356E0,-2.555336151E0,7.266189880E0
3.538446375E0,7.940836945E0,-2.612517242E0,6.988068237E0
3.548472375E0,8.183482361E0,-2.586770782E0,6.641389160E0
3.558498375E0,8.301586761E0,-2.881956940E0,6.197262726E0
3.568524375E0,8.611741791E0,-3.538341980E0,5.573659515E0
3.578550375E0,9.619745636E0,-4.331392822E0,5.154531097E0
3.588576375E0,1.019125717E1,-4.533322906E0,4.746629333E0
3.598602375E0,9.711654510E0,-4.411027222E0,4.453239441E0
3.608628375E0,8.919352112E0,-3.991000671E0,4.743036804E0
3.618654375E0,8.577313385E0,-3.625760193E0,5.555397491E0
3.628680375E0,8.299042053E0,-2.961890717E0,6.377487946E0
3.638706375E0,8.254285126E0,-2.562072144E0,7.351063385E0
3.648731375E0,8.001161499E0,-2.681673431E0,6.996750183E0
3.658757375E0,6.876550140E0,-2.442171478E0,7.416327667E0
3.668783375E0,7.105723572E0,-2.331850891E0,8.413853302E0
3.678809375E0,9.453591156E0,-2.682571564E0,7.118447113E0
3.688835375E0,9.296118622E0,-4.623884583E0,5.286406860E0
3.698861375E0,9.200916595E0,-4.571493530E0,3.145259399E0
3.708887375E0,8.247249756E0,-4.364474030E0,1.426533508E0
3.718913375E0,6.734345856E0,-4.198169861E0,-5.209167480E-1
3.728939375E0,5.194947052E0,-3.885919189E0,-4.153263245E0
3.738965375E0,4.478237457E0,-4.553081818E0,-5.564827881E0
3.748991375E0,7.006330261E0,-5.889353027E0,-5.550308075E0
3.759017375E0,9.683812408E0,-6.154601440E0,-4.508175201E0
3.769043375E0,9.666747894E0,-5.551954651E0,-2.145488434E0
3.779069375E0,8.938212891E0,-4.394262085E0,-2.574645996E-1
3.789095375E0,8.551866302E0,-2.960393829E0,1.343156891E0
3.799121375E0,6.908583527E0,-1.716630249E0,2.331252136E0
3.809147375E0,4.528083801E0,-7.981402588E-1,3.747008057E0
3.819173375E0,2.154769135E0,-2.330952759E0,5.334007874E0
3.829199375E0,1.484313354E0,-3.717070312E0,5.266348572E0
3.839225375E0,1.829944611E0,-4.224066010E0,2.708617401E0
3.849251375E0,2.801723785E0,-4.363875275E0,-2.764750671E-1
3.859277375E0,4.553081818E0,-4.902305603E0,1.762734375E0
3.869303375E0,5.563480682E0,-5.717660065E0,4.275109863E0
3.879329375E0,7.077133026E0,-6.642137604E0,6.084098053E0
3.889355375E0,1.057820251E1,-7.825127563E0,6.329437866E0
3.899381375E0,1.321017929E1,-8.413703613E0,5.642965393E0
3.909407375E0,1.409723465E1,-9.460776215E0,3.758085022E0
3.919433375E0,1.311767166E1,-8.613088989E0,4.332290955E0
3.929459375E0,1.160731247E1,-6.700815582E0,4.135300598E0
3.939484375E0,1.041010208E1,-6.390510864E0,5.609285431E0
3.949510375E0,9.211993561E0,-7.496411133E0,5.848787384E0
3.959536375E0,1.038510406E1,-7.329508209E0,7.852969666E0
3.969562375E0,1.002869522E1,-6.987020416E0,6.938970337E0
3.979588375E0,9.076225891E0,-6.741530914E0,6.224655762E0
3.989614375E0,8.103099518E0,-7.307204590E0,5.398523712E0
3.999640375E0,7.212002563E0,-7.660919037E0,4.744384003E0
4.009666375E0,6.787485352E0,-7.575446777E0,4.122427368E0
4.019692375E0,6.508764954E0,-7.433841248E0,3.160827026E0
4.029718375E0,5.085823975E0,-8.734037476E0,3.393143921E0
4.039744375E0,5.636977844E0,-8.320746918E0,2.873274994E0
4.049770375E0,5.645360413E0,-7.569309540E0,2.706072693E0
4.059796375E0,4.783752136E0,-7.379653931E0,3.010090485E0
4.069822375E0,4.390370178E0,-7.149732056E0,2.030377808E0
4.079848375E0,3.962859192E0,-6.680008850E0,1.053060150E0
4.089874375E0,4.545747070E0,-6.486012268E0,1.465901642E0
4.099900375E0,4.773722992E0,-6.395300903E0,1.813628540E0
