"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.117176958E0,2.730937719E0,-1.331663609E0,-2.563365698E0
1.127202958E0,2.216979504E0,-1.507591248E0,-1.902078986E0
1.137228958E0,1.694287658E0,-1.694020271E0,-1.374897718E0
1.147253958E0,9.795464873E-1,-1.938458204E0,-8.896641135E-1
1.157279958E0,5.282328129E-1,-1.862465143E0,-3.959345520E-1
1.167305958E0,5.578246713E-1,-1.560795426E0,8.276184648E-2
1.177331958E0,6.242289543E-1,-1.249668479E0,5.784917474E-1
1.187357958E0,6.656388640E-1,-9.106438756E-1,1.032870770E0
1.197383958E0,5.581954718E-1,-6.276193857E-1,1.346665144E0
1.207409958E0,2.534184158E-1,-4.496524632E-1,1.497693896E0
1.217435958E0,-6.057146937E-2,-3.360694349E-1,1.556971908E0
1.227461958E0,-3.217753768E-1,-2.009266615E-1,1.522290468E0
1.237487958E0,-5.037342906E-1,-1.134555880E-2,1.402105808E0
1.247513958E0,-5.738120079E-1,2.952197492E-1,1.273297310E0
1.257539958E0,-6.315591931E-1,6.910001040E-1,1.170078278E0
1.267565958E0,-6.848149300E-1,1.055459142E0,1.076337457E0
1.277591958E0,-7.113679647E-1,1.365547419E0,9.137151837E-1
1.287617958E0,-7.025606632E-1,1.516539335E0,7.549238205E-1
1.297643958E0,-7.012844682E-1,1.548079371E0,6.937262416E-1
1.307669958E0,-6.157231331E-1,1.696695924E0,5.503247380E-1
1.317695958E0,-5.559858084E-1,1.805269003E0,4.225689173E-1
1.327721958E0,-5.356757641E-1,1.967977166E0,3.379233181E-1
1.337747958E0,-5.016394854E-1,2.030616045E0,2.249320596E-1
1.347773958E0,-4.556382298E-1,2.109623194E0,2.027789056E-1
1.357799958E0,-4.323318303E-1,2.071634293E0,2.853331566E-1
1.367825958E0,-4.176174700E-1,1.904923797E0,4.086260796E-1
1.377851958E0,-3.734864891E-1,1.579653621E0,4.893528819E-1
1.387876958E0,-3.935267329E-1,9.947450757E-1,5.321866274E-1
1.397902958E0,-4.151904881E-1,3.706692159E-1,4.399968088E-1
1.407928958E0,-3.223420680E-1,-1.911214441E-1,2.226414084E-1
1.417954958E0,-2.121774852E-1,-6.862425208E-1,3.001176938E-2
1.427980958E0,-1.703537107E-1,-1.044553876E0,-3.000090830E-2
1.438006958E0,-2.313222438E-1,-1.238404036E0,-2.811113000E-2
1.448032958E0,-3.083629608E-1,-1.369883895E0,-6.292494386E-2
1.458058958E0,-3.140147328E-1,-1.424410701E0,-1.055363193E-1
1.468084958E0,-2.785542905E-1,-1.265405536E0,-1.240602359E-1
1.478110958E0,-2.258404791E-1,-9.004416466E-1,-1.312243938E-1
1.488136958E0,-1.933896244E-1,-4.982780516E-1,-1.256117821E-1
1.498162958E0,-1.837260723E-1,-1.275066286E-1,-9.138616920E-2
1.508188958E0,-1.872429401E-1,2.079707682E-1,-2.034095302E-2
1.518214958E0,-1.604853570E-1,3.847681582E-1,6.175364926E-2
1.528240958E0,-4.437599704E-2,4.353962541E-1,1.230588034E-1
1.538266958E0,8.599744737E-2,3.583898842E-1,1.837549061E-1
1.548292958E0,1.540681869E-1,2.692332864E-1,3.245371878E-1
1.558318958E0,1.234311983E-1,1.470016390E-1,5.409507155E-1
1.568344958E0,4.900468141E-2,4.502510652E-2,8.453249931E-1
1.578370958E0,1.017818972E-2,-6.611073017E-2,1.176205754E0
1.588396958E0,-5.287349224E-2,-2.205273509E-1,1.462184548E0
1.598422958E0,-1.551660299E-1,-3.483875990E-1,1.677819133E0
1.608448958E0,-2.252418548E-1,-3.922914565E-1,1.807708859E0
1.618474958E0,-1.820456535E-1,-3.176630139E-1,1.839206100E0
1.628500958E0,-6.448470056E-2,-2.940523326E-1,1.757893801E0
1.638525958E0,6.810716540E-2,-3.780758679E-1,1.556020379E0
1.648551958E0,1.967181563E-1,-5.953108072E-1,1.224455237E0
1.658577958E0,2.426145524E-1,-9.354833364E-1,8.748124838E-1
1.668603958E0,1.659812927E-1,-1.294373870E0,5.813417435E-1
1.678629958E0,-2.444218658E-2,-1.499686003E0,2.928433418E-1
1.688655958E0,-2.742305100E-1,-1.548805952E0,-8.267918602E-3
1.698681958E0,-4.251270890E-1,-1.520390511E0,-3.141567409E-1
1.708707958E0,-2.468819618E-1,-1.546897411E0,-5.437988043E-1
1.718733958E0,2.126661837E-1,-1.715498924E0,-6.389381289E-1
1.728759958E0,6.897285581E-1,-1.831691265E0,-7.375450730E-1
1.738785958E0,1.074277043E0,-1.867516875E0,-9.664400220E-1
1.748811958E0,1.249934554E0,-1.869702697E0,-1.214798331E0
1.758837958E0,1.139631152E0,-1.766142488E0,-1.417252064E0
1.768863958E0,6.455180049E-1,-1.518213391E0,-1.470471263E0
1.778889958E0,-8.608854562E-2,-1.285334826E0,-1.468946815E0
1.788915958E0,-6.064900160E-1,-1.237368226E0,-1.473931789E0
1.798941958E0,-8.021082282E-1,-1.342953444E0,-1.492708921E0
1.808967958E0,-8.796832561E-1,-1.421759248E0,-1.474092603E0
1.818993958E0,-9.581905603E-1,-1.332275987E0,-1.416885734E0
1.829019958E0,-1.097836733E0,-1.012645006E0,-1.363704443E0
1.839045958E0,-1.275159121E0,-6.058380604E-1,-1.356781840E0
1.849071958E0,-1.429649115E0,-2.645449638E-1,-1.370430946E0
1.859097958E0,-1.540923357E0,-1.793970913E-2,-1.413153887E0
1.869123958E0,-1.620130897E0,2.557535172E-1,-1.462198496E0
1.879148958E0,-1.675369620E0,5.541338325E-1,-1.494277596E0
1.889175000E0,-1.697284222E0,8.381912112E-1,-1.504431009E0
1.899201000E0,-1.670230985E0,1.033585787E0,-1.494787455E0
1.909227000E0,-1.589717150E0,1.131572962E0,-1.488670230E0
1.919253000E0,-1.454766989E0,1.083443165E0,-1.476348281E0
1.929279000E0,-1.300126672E0,9.255893230E-1,-1.439623594E0
1.939305000E0,-1.143775463E0,7.156677842E-1,-1.350745916E0
1.949331000E0,-9.985007048E-1,4.368571639E-1,-1.207199097E0
1.959357000E0,-8.486845493E-1,1.646253616E-1,-1.032668829E0
1.969383000E0,-6.936604381E-1,-2.347400039E-2,-8.341432214E-1
1.979409000E0,-5.463000536E-1,-1.540937871E-1,-5.786401033E-1
1.989435000E0,-4.146431684E-1,-2.387633324E-1,-2.622838914E-1
1.999461000E0,-3.130869567E-1,-3.093679845E-1,6.538052857E-2
2.009487000E0,-2.413856685E-1,-4.084302187E-1,3.842375278E-1
2.019513000E0,-2.186374813E-1,-6.047618985E-1,6.909630895E-1
2.029539000E0,-2.454137653E-1,-8.735293150E-1,9.488229156E-1
2.039565000E0,-3.024674654E-1,-1.158628345E0,1.157725334E0
2.049591000E0,-3.517265916E-1,-1.377014518E0,1.317671657E0
2.059617000E0,-3.775480688E-1,-1.521447301E0,1.461766243E0
2.069643000E0,-3.682964742E-1,-1.568288803E0,1.508748174E0
2.079669000E0,-3.361966014E-1,-1.523824930E0,1.453785062E0
2.089695000E0,-2.838949859E-1,-1.420858622E0,1.390130997E0
2.099721000E0,-2.252263427E-1,-1.236875772E0,1.341930747E0
2.109747000E0,-1.433069259E-1,-1.020282507E0,1.277140617E0
2.119773000E0,-8.032395691E-2,-8.230919242E-1,1.190673590E0
2.129799000E0,-3.960076720E-2,-6.540545225E-1,1.095994830E0
2.139824000E0,-2.617071196E-2,-5.417689681E-1,1.001182556E0
2.149850000E0,-4.091230407E-2,-5.617993474E-1,9.372053742E-1
2.159876000E0,-1.083613858E-1,-7.190366387E-1,9.001861215E-1
2.169902000E0,-2.252684981E-1,-9.033320546E-1,8.402712941E-1
2.179928000E0,-3.616090417E-1,-1.035978556E0,7.446653843E-1
2.189954000E0,-4.597645700E-1,-1.169318914E0,6.577670574E-1
2.199980000E0,-4.978110194E-1,-1.313032389E0,6.212396622E-1
2.210006000E0,-4.643893242E-1,-1.435887933E0,6.372791529E-1
2.220032000E0,-3.831176460E-1,-1.567163348E0,6.876145005E-1
2.230058000E0,-2.915199697E-1,-1.764433026E0,7.440382242E-1
2.240084000E0,-1.877701133E-1,-1.867480040E0,8.214254379E-1
2.250110000E0,-1.075691916E-2,-1.888866067E0,9.236352444E-1
2.260136000E0,1.888949275E-1,-1.932128310E0,1.001120448E0
2.270162000E0,3.719159663E-1,-1.933700800E0,1.124732375E0
2.280188000E0,5.571670532E-1,-1.764951229E0,1.289872050E0
2.290214000E0,6.966279745E-1,-1.547178149E0,1.485145926E0
2.300240000E0,7.323942184E-1,-1.379281878E0,1.729808688E0
2.310266000E0,7.307518125E-1,-1.295674801E0,1.994147420E0
2.320292000E0,7.653756142E-1,-1.287755370E0,2.256831169E0
2.330318000E0,8.175208569E-1,-1.333247662E0,2.502705812E0
2.340344000E0,8.630739450E-1,-1.463125706E0,2.731133223E0
2.350370000E0,8.584246039E-1,-1.622024655E0,2.866145611E0
2.360396000E0,7.619699836E-1,-1.974489927E0,2.926117182E0
2.370422000E0,5.683499575E-1,-2.379509687E0,2.886608839E0
2.380448000E0,2.991952002E-1,-2.778027534E0,2.669376135E0
2.390473000E0,-2.055659145E-2,-3.142443657E0,2.342644691E0
2.400499000E0,-2.898029685E-1,-3.412427425E0,2.016089916E0
2.410525000E0,-3.842418492E-1,-3.680829048E0,1.806116462E0
2.420551000E0,-3.102616370E-1,-3.885707617E0,1.748783946E0
2.430577000E0,-1.427894831E-1,-4.001321793E0,1.791079521E0
2.440603000E0,1.139955595E-2,-4.021966457E0,1.919179440E0
2.450629000E0,1.544042230E-1,-4.004186630E0,2.067399263E0
2.460655000E0,2.966924012E-1,-3.928601980E0,2.234900475E0
2.470681000E0,4.845051765E-1,-3.785454988E0,2.415958166E0
2.480707000E0,7.338028550E-1,-3.692626476E0,2.534518719E0
2.490733000E0,9.820141196E-1,-3.678016186E0,2.598392248E0
2.500759000E0,1.128780961E0,-3.684234381E0,2.580713511E0
2.510785000E0,1.128151059E0,-3.719740391E0,2.510842800E0
2.520811000E0,1.017334700E0,-3.613947868E0,2.358707428E0
2.530837000E0,8.730203509E-1,-3.485686064E0,2.123383999E0
2.540863000E0,6.891815662E-1,-3.346974611E0,1.849635124E0
2.550889000E0,4.094401002E-1,-3.211001873E0,1.538368344E0
2.560915000E0,3.718291968E-2,-2.943152189E0,1.230803251E0
2.570941000E0,-3.284885883E-1,-2.836409807E0,9.683567286E-1
2.580967000E0,-5.463377833E-1,-2.891148567E0,7.690843940E-1
2.590993000E0,-5.937177539E-1,-2.812325239E0,6.369487047E-1
2.601019000E0,-5.776383877E-1,-2.638298273E0,5.185517669E-1
2.611045000E0,-6.007727981E-1,-2.377551079E0,3.975834250E-1
2.621071000E0,-6.477006674E-1,-2.054738760E0,2.801646590E-1
2.631096000E0,-6.852868795E-1,-1.766891360E0,1.741023213E-1
2.641122000E0,-6.990892291E-1,-1.412771821E0,8.176226914E-2
2.651148000E0,-6.631806493E-1,-9.869818687E-1,3.623257577E-2
2.661174000E0,-5.597341657E-1,-5.846227407E-1,5.489867181E-2
2.671200000E0,-4.512853920E-1,-2.478293329E-1,1.111617014E-1
2.681226000E0,-3.718110919E-1,-3.836664185E-2,1.556178629E-1
2.691252000E0,-3.259737194E-1,2.478466369E-2,1.625111699E-1
2.701278000E0,-3.260107636E-1,-6.573526189E-3,1.400849521E-1
2.711304000E0,-3.353628218E-1,-1.176874489E-1,1.232821569E-1
2.721330000E0,-3.722699881E-1,-2.720709145E-1,1.254414469E-1
2.731356000E0,-4.282324314E-1,-4.860281348E-1,1.813308895E-1
2.741382000E0,-4.870401025E-1,-8.161240220E-1,2.893995345E-1
2.751408000E0,-5.127401352E-1,-1.169934750E0,3.899787068E-1
2.761434000E0,-5.113808513E-1,-1.473907113E0,4.370870888E-1
2.771460000E0,-4.437741041E-1,-1.691391110E0,4.136929214E-1
2.781486000E0,-2.905784547E-1,-1.813993454E0,3.372990787E-1
2.791512000E0,-4.599758983E-2,-1.839529634E0,2.453012317E-1
2.801538000E0,2.640137970E-1,-1.781209826E0,1.546946317E-1
2.811564000E0,5.932706594E-1,-1.685291409E0,9.896374494E-2
2.821590000E0,8.676010370E-1,-1.617185593E0,1.045691669E-1
2.831616000E0,9.905899763E-1,-1.527073979E0,2.323725522E-1
2.841642000E0,9.722059369E-1,-1.569046497E0,6.195407510E-1
2.851668000E0,1.016831398E0,-1.625684023E0,9.187089801E-1
2.861694000E0,1.078602433E0,-1.507801533E0,1.036311388E0
2.871720000E0,1.088747144E0,-1.148129106E0,1.037199855E0
2.881745000E0,1.046686292E0,-7.150412202E-1,9.990268350E-1
2.891771375E0,1.016325951E0,-3.101733625E-1,9.842951298E-1
2.901797375E0,9.885942340E-1,-5.792380497E-2,1.027655840E0
2.911823375E0,8.791065812E-1,-7.485986222E-3,1.174435377E0
2.921849375E0,6.536929011E-1,-6.809207797E-2,1.344539404E0
2.931875375E0,3.336039484E-1,-3.152404130E-1,1.479173422E0
2.941901375E0,2.823348157E-3,-6.395626068E-1,1.547728777E0
2.951927375E0,-2.633914053E-1,-8.656405807E-1,1.531849265E0
2.961953375E0,-4.392330050E-1,-9.618473053E-1,1.484511256E0
2.971979375E0,-5.575203300E-1,-9.269601107E-1,1.425391197E0
2.982005375E0,-6.644451618E-1,-9.365810156E-1,1.345705152E0
2.992031375E0,-6.845248938E-1,-1.315225720E0,1.276585340E0
3.002057375E0,-6.042808890E-1,-2.154563665E0,1.267580867E0
3.012083375E0,-6.325475574E-1,-3.104611397E0,1.218349457E0
3.022109375E0,-7.751294971E-1,-4.083383560E0,1.008300781E0
3.032135375E0,-1.053380728E0,-4.381798267E0,5.638460517E-1
3.042161375E0,-1.432889342E0,-4.377355099E0,6.981447339E-1
3.052187375E0,-1.447927117E0,-4.455199718E0,1.244107008E0
3.062213375E0,-1.163743615E0,-3.573032618E0,1.508382082E0
3.072239375E0,-3.215261102E-1,-2.961275101E0,1.835927129E0
3.082265375E0,5.990591645E-1,-2.780298471E0,1.881327391E0
3.092291375E0,1.170617342E0,-2.515846252E0,1.525225520E0
3.102317375E0,1.515174150E0,-2.174729586E0,1.071652532E0
3.112343375E0,1.609690189E0,-1.885099888E0,5.928680301E-1
3.122369375E0,1.490080118E0,-1.600114226E0,2.541304529E-1
3.132394375E0,1.267376781E0,-1.128107667E0,-1.458884683E-2
3.142420375E0,1.032902956E0,-7.496490479E-1,-2.344301343E-1
3.152446375E0,9.062311649E-1,-7.583727241E-1,-4.189197421E-1
3.162472375E0,7.171893120E-1,-1.205507159E0,-5.675638318E-1
3.172498375E0,4.253202975E-1,-1.792793989E0,-6.290669441E-1
3.182524375E0,1.928204596E-1,-2.169376850E0,-6.347395182E-1
3.192550375E0,4.114637896E-2,-2.202788353E0,-5.419410467E-1
3.202576375E0,2.554398403E-2,-1.847977757E0,-4.335322976E-1
3.212602375E0,1.817092150E-1,-1.365777850E0,-3.946783841E-1
3.222628375E0,4.349308312E-1,-1.045504689E0,-4.649245739E-1
3.232654375E0,6.340846419E-1,-9.498436451E-1,-6.595215201E-1
3.242680375E0,6.619514227E-1,-1.136279225E0,-8.640831709E-1
3.252706375E0,5.173945427E-1,-1.217832685E0,-1.047367692E0
3.262732375E0,2.669191360E-1,-1.011883736E0,-1.156821966E0
3.272758375E0,-8.946968615E-2,-8.538132310E-1,-1.227416635E0
3.282784375E0,-4.708524644E-1,-9.742296934E-1,-1.323527217E0
3.292810375E0,-7.879244089E-1,-1.038316011E0,-1.353534818E0
3.302836375E0,-1.042083740E0,-1.115463018E0,-1.282312036E0
3.312862375E0,-1.312734723E0,-1.317576766E0,-1.180726886E0
3.322888375E0,-1.675801396E0,-1.592452526E0,-1.103715777E0
3.332914375E0,-2.102038622E0,-1.910276771E0,-1.141195655E0
3.342940375E0,-2.657061577E0,-2.225785732E0,-1.292290092E0
3.352966375E0,-3.305638075E0,-2.192901611E0,-1.615592957E0
3.362992375E0,-3.848689318E0,-1.758921027E0,-1.982061028E0
3.373018375E0,-4.140091419E0,-1.151837111E0,-2.141596556E0
3.383043375E0,-4.230742931E0,-7.550643086E-1,-2.015892744E0
3.393069375E0,-4.307117939E0,-8.716160655E-1,-1.593304873E0
3.403095375E0,-4.536809444E0,-1.266081810E0,-9.980872273E-1
3.413121375E0,-4.792438984E0,-1.731397629E0,-4.376550317E-1
3.423147375E0,-4.923472404E0,-1.827058673E0,-1.075282544E-1
3.433173375E0,-4.764384270E0,-1.200376272E0,-9.982649237E-2
3.443199375E0,-4.317589283E0,-4.599054456E-1,-2.936188877E-1
3.453225375E0,-3.770163536E0,-4.931961000E-2,-3.603000343E-1
3.463251375E0,-3.279028893E0,-1.990206838E-1,-1.987479031E-1
3.473277375E0,-2.965084791E0,-6.650756598E-1,8.725560457E-2
3.483303375E0,-2.672215223E0,-1.070549726E0,2.903535664E-1
3.493329375E0,-2.330360651E0,-1.199530125E0,3.568182290E-1
3.503355375E0,-1.938373208E0,-1.057595372E0,3.631853163E-1
3.513381375E0,-1.531604767E0,-8.418050408E-1,2.805950046E-1
3.523407375E0,-1.150447845E0,-7.091247439E-1,2.057625949E-1
3.533433375E0,-8.370318413E-1,-6.391226649E-1,1.779074967E-1
3.543459375E0,-5.853287578E-1,-5.299607515E-1,1.316009760E-1
3.553485375E0,-3.498147726E-1,-1.843482852E-1,8.238320053E-2
3.563511375E0,-1.442656070E-1,2.104568332E-1,3.184785694E-2
3.573537375E0,8.102503605E-3,4.462904632E-1,-9.206106514E-2
3.583563375E0,8.675790578E-2,5.426454544E-1,-2.653968930E-1
3.593589375E0,1.403254718E-1,6.110555530E-1,-3.901567161E-1
3.603615375E0,2.680189908E-1,6.961954832E-1,-4.478394687E-1
3.613641375E0,5.152205825E-1,7.070533633E-1,-4.766153097E-1
3.623667375E0,8.293079138E-1,7.972564697E-1,-5.113556981E-1
3.633693375E0,1.260092497E0,8.626838923E-1,-5.860723853E-1
3.643719375E0,1.548822880E0,4.998319447E-1,-5.240063071E-1
3.653744375E0,1.823237658E0,6.152589619E-2,-3.015614152E-1
3.663770375E0,2.152649164E0,-5.519987941E-1,-6.600030512E-2
3.673796375E0,2.265145779E0,-1.344602466E0,-6.830099970E-2
3.683822375E0,2.178933620E0,-2.163312435E0,-1.313617229E-1
3.693848375E0,1.940022230E0,-2.832145929E0,-2.160681635E-1
3.703874375E0,1.765843749E0,-3.247572422E0,-1.770491302E-1
3.713900375E0,1.435342550E0,-3.371007204E0,8.211255074E-2
3.723926375E0,7.046563029E-1,-3.031329870E0,4.621834457E-1
3.733952375E0,1.271070838E-1,-2.295513391E0,8.283932805E-1
3.743978375E0,-2.398871481E-1,-1.424566865E0,9.224606156E-1
3.754004375E0,-4.829838872E-1,-4.306903183E-1,7.905834317E-1
3.764030375E0,-4.656986296E-1,6.771673560E-1,7.285493612E-1
3.774056375E0,-2.851607800E-1,1.888367295E0,7.471310496E-1
3.784082375E0,-3.646547347E-2,2.832278490E0,7.680845261E-1
3.794108375E0,1.009967849E-1,3.385080576E0,8.097519279E-1
3.804134375E0,1.962410212E-1,3.471799374E0,1.000485420E0
3.814160375E0,4.016311467E-1,3.250396490E0,1.483665466E0
3.824186375E0,5.313271284E-1,2.900753736E0,2.062133551E0
3.834212375E0,1.604188532E-1,2.435470819E0,2.591230154E0
3.844238375E0,-7.024067640E-1,2.271282673E0,2.968123674E0
3.854264375E0,-1.223442793E0,2.371900558E0,3.152055502E0
3.864290375E0,-1.272244215E0,2.565408707E0,3.261388779E0
3.874316375E0,-9.871247411E-1,2.547884703E0,3.200021029E0
3.884342375E0,-6.769834161E-1,1.911056042E0,2.727742434E0
3.894368375E0,-6.385056376E-1,9.267427921E-1,2.035297394E0
