Time (s),Gyroscope_X,Gyroscope_Y,Gyroscope_Z
10.250580540000001,-0.01128821931072399,0.010607120164828104,0.01846970403493719
10.750580540000001,0.01584311792287211,-3.658780952646809e-05,0.024819636597094723
11.250580540000001,-0.005225526226305313,0.027975168022217212,0.03573010337527923
11.750580540000001,-0.004405153612380888,-0.007622727446757546,0.054147232259109036
12.250580540000001,-0.017466373339242166,-0.005610942819318696,0.05833015865107778
12.750580540000001,-0.007358513085387257,-0.005083505315708667,0.045160370953488134
13.250580540000001,0.0015456264747218155,0.005706362876768797,0.0653517853329201
13.750580540000001,0.006922439411826754,-0.009078499248650725,-0.0025904613173271885
14.250580540000001,0.0003139176824357154,0.002217731620935328,0.04157610415241674
14.750580540000001,-0.01922822186642874,-0.0039956294989883945,0.018215151885522318
15.250580540000001,-0.02328701159670418,-0.009385457064739713,0.052675192282542166
15.750580540000001,-0.013517487159165344,-0.04604016837288442,0.02305362853469925
16.25058054,-0.05970160995937645,-0.07398127781559462,0.028960444058081746
16.750380540000002,0.05830088668022412,0.010823764278424764,0.014361385304588394
17.250380540000002,0.035044480979037985,0.012738867458281435,-0.00108420822803562
17.750380540000002,-0.014891044514545372,-0.014396402306966476,-0.00781987433468149
18.25058054,-0.0024648720215219105,-0.005461645507899633,-0.006337408872692686
18.75058054,-0.016442533014221165,-0.020828812063597463,-0.009392360797537963
19.25058054,0.005757287988881524,0.0029725869016436913,0.014338541280673299
19.750380540000002,-0.0013175238467005536,0.003276300097176467,0.013178224340228473
20.25058054,0.015986841095047416,0.007925431770537976,-0.02195806519400451
20.75058054,-0.0037921590946798558,0.016099969265844075,0.01442826182473501
21.25058054,0.048744151402355884,-0.0089202512061366,-0.04811184220867633
21.75058054,-0.026712377827889048,-0.0008168845722243992,0.003436223944248834
22.25058054,-0.045203227853811596,0.04053937624152849,0.024349888013234625
22.75058054,-0.017481046416864758,0.009419915565727674,0.01688186812800066
23.250380540000002,0.048915025802360165,-0.0003561061195534476,-0.03842113557134957
23.75058054,0.03773522104231897,-0.01563484505494319,-0.011210312595432486
24.25058054,-0.002548593911158428,0.036697339996200534,-0.01052524408792954
24.75058054,-0.005186860901988298,0.006379288945940107,-0.0013988744236215927
25.25058054,0.02078481469860222,0.0005436576977287735,-0.004270425143009102
25.75058054,-0.004573062018592205,0.017690676797263563,0.010501398092313381
26.25058054,0.0002343964148470115,0.006029596854725351,0.004415641366298962
26.75058054,0.02285512952791037,0.0862450366135269,0.07583996398945898
27.25058054,-0.0022143822161763155,-0.007728136392668062,0.015345771465345971
27.75058054,0.0081271276734766,-0.010455947265160581,-0.012701977427554093
28.25058054,0.009575814671113545,-0.017010115463279595,-0.029100556482292622
28.75058054,0.008083225573235698,0.04682168593795031,0.008323842134964628
29.25058054,-0.0077135760567695975,-0.047694300490196045,-0.022398391245823296
29.75058054,0.002695726800740014,-0.0059181367970988575,0.027281647626636315
30.25058054,-0.000630316985876703,-0.00047640726196611827,0.010160187576678083
30.75058054,-0.00592073016833283,-0.009180152399878894,-0.0013527650305673643
31.25058054,-0.009249183268772805,0.02747510238767487,0.04303743776572835
31.75058054,-0.00661321273644193,-0.013431950154035201,-0.012402652004123015
32.25058054,0.0026565366719982753,0.01018547768143535,0.028928374236089648
32.75058054,-0.010833857218295924,-0.003971266692177511,0.004194878641260546
33.25058054,0.015317563058420755,0.012436718799511423,0.050847448746742324
33.75058054,0.004680059175216422,0.009110887479018703,0.03294312327723917
34.25058054,0.06027401087854398,0.11032924840767792,0.08576652887217164
34.75058054,-0.07809887114350236,-0.05919907678317148,-0.02510555879896213
