"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.560893034E0,-7.033016086E-1,4.703905582E-1,-3.568592072E-1
2.570893034E0,-6.467036009E-1,4.433640242E-1,-1.045570374E0
2.580893034E0,1.227978617E-1,1.079400778E-1,-1.697709084E0
2.590893034E0,9.390308261E-1,-3.034769297E-1,-1.737030983E0
2.600893034E0,1.305622935E0,-5.142083168E-1,-8.591775894E-1
2.610893034E0,1.080538511E0,-4.747837782E-1,4.404535294E-1
2.620893034E0,1.415373087E-1,-3.780145645E-1,1.188065529E0
2.630893034E0,-7.738611698E-1,-4.229851961E-1,1.253425598E0
2.640893034E0,-1.114176989E0,-7.497742176E-1,7.670831680E-1
2.650893034E0,-8.309443593E-1,-1.099259138E0,1.026382446E-1
2.660893034E0,-6.436975002E-1,-9.541426897E-1,-4.008388519E-1
2.670893034E0,-4.632085562E-1,-5.912815332E-1,-8.552522659E-1
2.680893034E0,7.584786415E-2,-4.008871317E-1,-1.038474083E0
2.690893034E0,7.123787999E-1,-3.312103748E-1,-6.345663071E-1
2.700893034E0,9.662491083E-1,-2.116695642E-1,-4.234123230E-2
2.710893034E0,7.664393783E-1,-3.436779976E-2,2.578563690E-1
2.720893034E0,3.106888831E-1,1.247372627E-1,4.451780319E-1
2.730893034E0,-3.721127659E-2,1.554681063E-1,5.101623535E-1
2.740893034E0,5.311291665E-3,-9.947526455E-2,3.311281204E-1
2.750893034E0,2.632037699E-1,-4.865533113E-1,1.185636520E-1
2.760893034E0,4.060653150E-1,-7.138032317E-1,1.459569931E-1
2.770893034E0,2.361756116E-1,-6.424796581E-1,3.194837570E-1
2.780893034E0,-6.313715875E-2,-3.044663668E-1,3.661489487E-1
2.790893034E0,-3.755528331E-1,3.734016418E-2,7.337951660E-2
2.800893034E0,-4.743860364E-1,2.195593119E-1,-4.641122818E-1
2.810893034E0,-4.563729763E-1,3.780722618E-1,-6.730880737E-1
2.820893034E0,-5.876169354E-2,3.960117102E-1,-5.382814407E-1
2.830893034E0,6.252253056E-1,3.197338581E-1,-2.692728043E-1
2.840893034E0,9.725342989E-1,3.431429863E-1,2.674264908E-1
2.850893034E0,9.653508663E-1,4.424736500E-1,8.512086868E-1
2.860893034E0,5.691626668E-1,5.020670891E-1,1.154330254E0
2.870893034E0,8.878163993E-2,4.008831978E-1,1.403214455E0
2.880893034E0,-8.304616809E-2,4.847645760E-2,1.642184258E0
2.890893034E0,-1.281718314E-1,-3.345941305E-1,1.765565872E0
2.900893034E0,-2.175081372E-1,-5.734398365E-1,1.898746490E0
2.910893034E0,-4.068610668E-1,-7.117245197E-1,1.958205223E0
2.920893034E0,-5.563563108E-1,-6.740630269E-1,1.889755249E0
2.930893034E0,-9.496909380E-1,-1.607228518E-1,1.630866051E0
2.940893034E0,-8.179749250E-1,3.720028400E-1,1.192732811E0
2.950893034E0,-4.846377373E-1,7.245612144E-1,6.698589325E-1
2.960893034E0,-7.821434736E-2,9.368844032E-1,-1.116895676E-1
2.970893034E0,7.731975317E-1,6.753293276E-1,-8.266277313E-1
2.980893034E0,1.194569945E0,5.776544809E-1,-5.938138962E-1
2.990893034E0,1.207792759E0,4.988318682E-1,-9.424018860E-2
3.000893034E0,1.002017379E0,3.276448250E-1,1.081085205E-1
3.010893034E0,5.119568110E-1,2.677561045E-1,-9.329795837E-2
3.020893034E0,-2.183943540E-1,4.384571314E-1,-4.629030228E-1
3.030893034E0,-7.577906847E-1,5.347809792E-1,-9.100646973E-1
3.040893034E0,-7.147922516E-1,4.483983517E-1,-1.263708115E0
3.050893034E0,-1.583267748E-1,2.071652412E-1,-1.330230713E0
3.060893034E0,3.337355852E-1,2.515232563E-2,-1.103488922E0
3.070893034E0,5.059875250E-1,-7.493007183E-2,-7.583990097E-1
3.080893034E0,4.568758905E-1,-1.259528399E-1,-3.814382553E-1
3.090893034E0,-1.595747471E-2,-8.415853977E-2,1.135711670E-1
3.100893034E0,-6.456307173E-1,1.406061649E-2,5.456838608E-1
3.110893034E0,-1.079715490E0,1.951038837E-2,5.832109451E-1
3.120893034E0,-1.095453143E0,-9.974765778E-2,2.026834488E-1
3.130893034E0,-8.323842883E-1,-1.907538176E-1,-4.021654129E-1
3.140893034E0,-6.749475002E-1,-2.332878113E-2,-9.607095718E-1
3.150893034E0,-4.335420430E-1,1.264940500E-1,-1.404598236E0
3.160893034E0,-5.047304183E-2,1.270222664E-1,-1.620595455E0
3.170893034E0,3.679801822E-1,4.713606834E-2,-1.409162521E0
3.180893034E0,4.474782944E-1,7.620346546E-2,-8.847846985E-1
3.190893034E0,3.771869242E-1,9.980952740E-2,-4.267263412E-1
3.200893034E0,3.632017970E-1,-4.464221001E-2,-3.051719666E-1
3.210893034E0,4.065383077E-1,-2.712544203E-1,-5.870733261E-1
3.220893034E0,3.657620549E-1,-5.476893187E-1,-1.101397514E0
3.230893034E0,3.609336615E-1,-8.215726018E-1,-1.414812088E0
3.240893034E0,3.930251002E-1,-1.048066497E0,-1.362511635E0
3.250893034E0,3.423157334E-1,-1.085622072E0,-9.786624908E-1
3.260893034E0,1.420328617E-1,-9.352310896E-1,-4.008293152E-1
3.270893034E0,-1.993842125E-1,-6.722366810E-1,2.385902405E-2
3.280893034E0,-5.539035201E-1,-4.396069050E-1,1.847410202E-1
3.290893034E0,-8.593543172E-1,-2.919826508E-1,1.559858322E-1
3.300893034E0,-9.318981767E-1,-3.970407248E-1,3.924942017E-2
3.310893034E0,-6.932820678E-1,-5.899475813E-1,-1.791534424E-1
3.320893034E0,-4.506386518E-1,-6.092672348E-1,-4.230279922E-1
3.330893034E0,-3.273015618E-1,-3.968076706E-1,-4.531803131E-1
3.340893034E0,-4.276775122E-1,-9.464645386E-2,-1.087284088E-1
3.350893034E0,2.320849895E-2,-2.301046848E-1,2.005109787E-1
3.360893034E0,2.758768797E-1,-3.484396935E-1,5.863142014E-1
3.370893034E0,5.508148670E-2,-2.176128626E-1,8.008165359E-1
3.380893034E0,-3.659168482E-1,-1.153707504E-1,8.539876938E-1
3.390893034E0,-7.173008919E-1,-7.953333855E-2,7.657594681E-1
3.400893034E0,-8.746442795E-1,-9.308958054E-2,5.133199692E-1
3.410893034E0,-6.644680500E-1,-7.693481445E-2,2.299318314E-1
3.420893034E0,-3.275632858E-1,2.245950699E-2,-1.898670197E-2
3.430893034E0,-2.101569176E-1,7.549095154E-2,-1.048374176E-1
3.440893034E0,8.518016338E-2,2.164273262E-1,-8.777618408E-2
3.450893034E0,3.421456814E-1,2.984213829E-1,-5.168724060E-2
3.460893034E0,5.150805116E-1,3.749773502E-1,3.191947937E-3
3.470893034E0,7.559270859E-1,2.685093880E-1,2.553367615E-2
3.480893034E0,8.775342703E-1,1.678524017E-1,8.254432678E-2
3.490893034E0,7.982311249E-1,1.405279636E-1,2.261037827E-1
3.500893034E0,6.752227545E-1,1.049590111E-2,3.833370209E-1
3.510893034E0,4.966228008E-1,-1.633204222E-1,4.533939362E-1
3.520893034E0,2.655245066E-1,-2.767897844E-1,4.518861771E-1
3.530893034E0,7.026481628E-2,-2.943575382E-1,3.464469910E-1
3.540893034E0,-4.981315136E-2,-2.798751593E-1,3.148565292E-1
3.550893034E0,3.646552563E-2,-3.264429569E-1,3.187179565E-1
3.560893034E0,7.000160217E-2,-2.791587114E-1,1.987743378E-1
3.570893034E0,3.159701824E-2,-1.365950108E-1,-2.566337585E-3
3.580893034E0,-3.509402275E-3,3.401851654E-2,-2.828950882E-1
3.590893034E0,-3.420126438E-2,1.768684387E-1,-5.107574463E-1
3.600893034E0,7.337462902E-2,2.367818356E-1,-6.315355301E-1
3.610893034E0,2.022293806E-1,3.489441872E-1,-7.160367966E-1
3.620893034E0,1.690721512E-1,5.694112778E-1,-7.059993744E-1
3.630893034E0,1.145956516E-1,7.924580574E-1,-6.391296387E-1
3.640893034E0,2.224558592E-1,8.122990131E-1,-5.506563187E-1
3.650893034E0,5.562472343E-1,6.086931229E-1,-2.538366318E-1
3.660893034E0,7.301694155E-1,4.231257439E-1,2.813901901E-1
3.670893034E0,5.114669800E-1,3.729798794E-1,1.097420692E0
3.680893034E0,2.779186964E-1,1.556746960E-1,1.824251175E0
3.690893034E0,8.583867550E-2,-1.831796169E-1,2.198369026E0
3.700893034E0,-2.453936338E-1,-4.125151634E-1,2.222205162E0
3.710893034E0,-7.925411463E-1,-2.347683907E-1,1.827594757E0
3.720893034E0,-1.125667930E0,-2.214848995E-2,1.239377975E0
3.730893034E0,-8.292127848E-1,4.600286484E-4,5.072364807E-1
3.740893034E0,-8.850800991E-2,-2.015509605E-1,-7.207202911E-2
3.750893034E0,7.312842607E-1,-4.096342325E-1,-3.722867966E-1
3.760893034E0,1.080089569E0,-2.485483885E-1,-4.893846512E-1
3.770893034E0,1.084708691E0,-3.403329849E-2,-5.145826340E-1
3.780893034E0,8.871454597E-1,4.293942451E-2,-5.827779770E-1
3.790893034E0,5.555614233E-1,1.060373783E-1,-9.846277237E-1
3.800893034E0,2.879050970E-1,8.188247681E-3,-1.462104321E0
3.810893034E0,2.907873988E-1,-2.865999937E-1,-1.709313393E0
