"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.794795014E2,2.531236267E0,-7.205715637E0,7.494315491E0
1.794895274E2,2.057321777E0,-7.378606110E0,7.863298187E0
1.794995534E2,1.037193146E0,-7.859855347E0,7.772437134E0
1.795095794E2,-3.891906738E-3,-8.586743774E0,7.811655579E0
1.795196054E2,-5.096900940E-1,-9.372908936E0,7.973020020E0
1.795296314E2,-4.942721558E-1,-1.003318588E1,8.307424622E0
1.795396574E2,-1.667532349E-1,-1.063777863E1,8.588540039E0
1.795496834E2,3.644920349E-1,-1.107187592E1,8.620723114E0
1.795597094E2,-4.516108704E-1,-1.129356491E1,8.607400818E0
1.795697354E2,-9.497749329E-1,-1.122725281E1,7.196434937E0
1.795797614E2,-5.551954651E-1,-1.072280182E1,6.170468445E0
1.795897874E2,-5.641767883E-1,-9.791588287E0,5.749992828E0
1.795998124E2,-7.872129822E-1,-8.579858093E0,6.063590698E0
1.796098384E2,-8.223898315E-1,-7.492818604E0,6.551426239E0
1.796198644E2,-8.036787415E-1,-6.799610138E0,7.234006805E0
1.796298904E2,-4.667294312E-1,-6.379882965E0,7.894283752E0
1.796399164E2,1.866618347E-1,-5.974525909E0,8.332572327E0
1.796499424E2,4.436773682E-1,-5.506898346E0,8.552914124E0
1.796599684E2,4.813989258E-1,-4.881947937E0,8.268804932E0
1.796699944E2,8.074209595E-1,-4.367617493E0,7.185807037E0
1.796800204E2,7.954458618E-1,-4.521497498E0,6.579268341E0
1.796900464E2,9.029223633E-1,-5.358856201E0,6.617289276E0
1.797000724E2,9.800120544E-1,-6.444398804E0,6.569987640E0
1.797100984E2,7.749385071E-1,-7.391778717E0,6.473737793E0
1.797201244E2,5.996530151E-1,-8.008945312E0,6.158493347E0
1.797301504E2,4.302053833E-1,-8.019423523E0,5.725294189E0
1.797401764E2,-4.490661621E-3,-6.626120911E0,5.569767609E0
1.797502024E2,-6.215075684E-1,-5.108876038E0,5.929319916E0
1.797602284E2,-8.689430237E-1,-4.694537659E0,6.220165100E0
1.797702544E2,-6.469546509E-1,-4.950505371E0,6.124514008E0
1.797802804E2,-3.198847961E-1,-5.599705353E0,6.004164276E0
