"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.841471813E1,9.487045556E-2,-3.597824872E-1,3.364501595E-1
9.842474413E1,-2.354663797E-3,-5.058300495E-1,3.324417174E-1
9.843477013E1,-8.393979818E-2,-6.409811974E-1,3.357389867E-1
9.844479613E1,-6.562186778E-2,-7.194250822E-1,3.389210999E-1
9.845482213E1,2.067174390E-2,-6.683791876E-1,2.622873187E-1
9.846484813E1,1.382609159E-1,-6.219785810E-1,1.958619654E-1
9.847487413E1,2.129473984E-1,-5.506359935E-1,1.599031687E-1
9.848490013E1,1.773106903E-1,-4.982931912E-1,1.778336465E-1
9.849492613E1,5.861466378E-2,-5.003944039E-1,2.303458452E-1
9.850495213E1,-9.353650361E-2,-4.294452667E-1,2.744700313E-1
9.851497713E1,-2.386295050E-1,-2.966792285E-1,2.971633673E-1
9.852500313E1,-3.157280385E-1,-1.571444869E-1,3.583265841E-1
9.853502913E1,-2.577816546E-1,-4.357690737E-2,3.581729233E-1
9.854505513E1,-8.870063722E-2,-1.507828757E-2,2.517092824E-1
9.855508113E1,6.629586965E-2,-8.719535917E-2,1.126675010E-1
9.856510713E1,1.605700403E-1,-1.540951282E-1,6.484945863E-2
9.857513313E1,1.732813120E-1,-1.814790815E-1,1.432563812E-1
9.858515913E1,4.657544196E-2,-8.728151023E-2,2.681987584E-1
9.859518513E1,-5.333278328E-2,-5.728686228E-2,2.624790967E-1
9.860521113E1,-5.676880479E-2,-1.977085918E-1,1.113552302E-1
9.861523713E1,-2.989538014E-2,-3.176536560E-1,6.130804773E-3
9.862526313E1,-1.210146770E-2,-3.694942296E-1,-1.440775953E-2
9.863528913E1,-2.903597802E-2,-3.427536786E-1,5.252813175E-2
9.864531513E1,-2.951055020E-2,-3.080913126E-1,1.138394251E-1
9.865534013E1,-2.244118974E-2,-3.339857459E-1,1.453787088E-1
9.866536613E1,-1.688332856E-2,-3.962378800E-1,1.509770155E-1
9.867539213E1,-2.313962579E-2,-5.008007884E-1,1.531192660E-1
9.868541813E1,-4.673879221E-2,-5.656515360E-1,1.694971025E-1
9.869544413E1,-4.830339924E-2,-5.600594282E-1,1.717322916E-1
9.870547013E1,-9.281090647E-2,-6.037917733E-1,1.566133648E-1
9.871549613E1,-1.862705499E-1,-6.520245671E-1,1.931692511E-1
9.872552213E1,-2.071723640E-1,-7.814933658E-1,2.582662106E-1
9.873554813E1,-1.811787337E-1,-6.321746111E-1,2.503299415E-1
9.874557413E1,-8.036635816E-2,-6.074167490E-1,1.935165823E-1
9.875560013E1,-2.147986088E-3,-5.369201899E-1,1.579165161E-1
9.876562613E1,1.647008583E-3,-4.430163801E-1,1.453808993E-1
9.877565213E1,-6.164807454E-2,-3.407344818E-1,1.661684662E-1
9.878567813E1,-1.166235805E-1,-2.323229015E-1,1.648137867E-1
9.879570313E1,-1.195349544E-1,-1.746627986E-1,8.626331389E-2
9.880572838E1,-1.149520352E-1,-2.018204927E-1,3.912381828E-2
9.881575438E1,-1.577096283E-1,-2.486114204E-1,5.861921981E-2
9.882578038E1,-2.338536978E-1,-2.773718536E-1,8.744144440E-2
9.883580638E1,-2.835959494E-1,-2.710545659E-1,1.225767955E-1
9.884583238E1,-2.399067134E-1,-2.564269900E-1,1.515412778E-1
9.885585838E1,-9.853173792E-2,-2.954361737E-1,1.445467621E-1
9.886588438E1,7.837571949E-2,-3.324063122E-1,9.780785441E-2
9.887591038E1,1.924410313E-1,-3.855430484E-1,7.433474809E-2
9.888593638E1,2.037429810E-1,-4.408264458E-1,5.761115626E-2
9.889596238E1,1.058795378E-1,-4.595189095E-1,8.186402917E-2
9.890598838E1,-1.839963347E-2,-4.761722684E-1,9.964161366E-2
9.891601438E1,-1.052823290E-1,-4.801244140E-1,1.253749430E-1
9.892604038E1,-1.182692647E-1,-5.034799576E-1,1.381041855E-1
9.893606538E1,-7.457611710E-2,-5.533218384E-1,9.850857407E-2
9.894609138E1,-2.669353038E-2,-6.250400543E-1,9.213230014E-2
9.895611738E1,2.176028863E-2,-6.523624659E-1,8.385759592E-2
9.896614338E1,3.947451338E-2,-6.104512811E-1,7.867697626E-2
9.897616938E1,3.464141116E-2,-5.547028184E-1,8.524433523E-2
9.898619538E1,5.432424694E-2,-5.196925402E-1,7.898540050E-2
9.899622138E1,7.781571895E-2,-5.158895254E-1,6.155447289E-2
9.900624738E1,8.126514405E-2,-5.308949947E-1,1.509931125E-2
9.901627338E1,6.893470883E-2,-5.245345235E-1,-3.734632209E-2
9.902629938E1,3.718798235E-2,-4.589319825E-1,-2.174872719E-2
9.903632538E1,-4.090202600E-2,-4.119817913E-1,3.624959290E-2
9.904635138E1,-1.445149630E-1,-3.796579242E-1,9.788872302E-2
9.905637738E1,-1.787461787E-1,-3.384332657E-1,1.130482405E-1
9.906640338E1,-1.173759177E-1,-3.006496429E-1,6.752663851E-2
9.907642838E1,-4.231994972E-4,-2.350762188E-1,3.896503150E-2
9.908645438E1,1.110308617E-1,-2.009766400E-1,2.758082934E-2
9.909648038E1,1.766948253E-1,-2.584908009E-1,-1.583748497E-2
9.910650638E1,1.545302570E-1,-3.186115026E-1,-3.787666932E-2
9.911653238E1,6.676872075E-2,-3.689796031E-1,-3.381055593E-2
9.912655838E1,8.430099115E-4,-3.761440814E-1,-3.025312722E-2
9.913658438E1,-2.828664519E-2,-3.628599644E-1,7.079597097E-3
9.914661038E1,1.504644752E-5,-4.092527926E-1,8.416733472E-4
9.915663638E1,6.220757961E-2,-4.865103066E-1,-2.566024102E-2
9.916666238E1,1.130490005E-1,-5.798176527E-1,-6.981869042E-2
9.917668838E1,1.447416842E-1,-6.395196319E-1,-9.527371824E-2
9.918671438E1,1.410111189E-1,-6.462879777E-1,-6.118177995E-2
9.919674038E1,1.082973853E-1,-6.040052176E-1,-8.191803470E-3
9.920676638E1,7.589843124E-2,-5.466088057E-1,3.489267826E-2
9.921679138E1,3.763998672E-2,-5.103392005E-1,2.743449621E-2
9.922681738E1,-1.596313342E-2,-4.991783798E-1,-1.016916428E-2
9.923684338E1,-7.378701866E-2,-5.116124749E-1,-4.144426063E-2
9.924686938E1,-8.665423840E-2,-5.160740018E-1,-6.500197202E-2
9.925689538E1,-4.473634809E-2,-5.555646420E-1,-1.277641505E-1
9.926692138E1,-2.496020496E-2,-5.265146494E-1,-1.426335275E-1
9.927694738E1,-3.579447791E-2,-4.811500907E-1,-1.008591875E-1
9.928697338E1,-2.788602374E-2,-4.122914076E-1,-5.138001963E-2
9.929699938E1,8.332394063E-4,-3.018354774E-1,-4.087091982E-2
9.930702538E1,5.092114210E-2,-2.254278958E-1,-1.140955836E-1
9.931705138E1,8.936253935E-2,-2.592242062E-1,-2.331575304E-1
9.932707738E1,1.016586423E-1,-2.611659765E-1,-2.421146631E-1
9.933710338E1,4.751710594E-2,-1.333710253E-1,-7.016555220E-2
9.934712938E1,-8.343828470E-2,9.883121587E-3,7.250799239E-2
9.935715538E1,-2.284167856E-1,7.419580221E-2,1.091831848E-1
9.936718038E1,-3.067049086E-1,4.879656434E-2,5.611409992E-2
9.937720638E1,-2.515380681E-1,5.312686414E-2,-5.856859498E-3
9.938723238E1,-1.455371380E-1,1.290676445E-1,-1.259595342E-2
9.939725838E1,-6.802423298E-2,1.874076575E-1,-2.851260267E-2
9.940728438E1,-2.916686237E-2,1.764989495E-1,-4.947699606E-2
9.941731038E1,3.374301828E-3,1.073289439E-1,-1.022025272E-1
9.942733638E1,3.168520331E-2,6.322206557E-2,-1.456431746E-1
9.943736238E1,3.579818830E-2,3.372436017E-2,-1.621736735E-1
9.944738838E1,6.545004994E-2,-1.336299255E-2,-1.951746047E-1
9.945741438E1,8.336620033E-2,-8.910649270E-2,-2.438380122E-1
9.946744038E1,1.036783531E-1,-1.599542499E-1,-2.777634561E-1
9.947746638E1,1.209809110E-1,-1.690582633E-1,-2.918068469E-1
9.948749238E1,1.413874477E-1,-1.510528624E-1,-2.738507986E-1
9.949751838E1,1.267200857E-1,-1.590798795E-1,-2.221135646E-1
9.950754338E1,9.209685773E-2,-1.755615771E-1,-1.493811607E-1
9.951756938E1,2.434124239E-2,-1.217627898E-1,-9.171201289E-2
9.952759538E1,-3.426706791E-2,-7.910627872E-2,-5.925839022E-2
9.953762138E1,-6.241055578E-2,-5.654796585E-2,-8.254187554E-2
9.954764738E1,-5.534540117E-2,-5.223675445E-2,-1.296454966E-1
9.955767338E1,-5.349157378E-2,-5.336300656E-2,-1.345649064E-1
9.956769938E1,-1.565089822E-2,-3.671292216E-2,-1.318274736E-1
9.957772538E1,5.379582196E-2,-5.361123942E-3,-1.553687453E-1
9.958775138E1,8.361243457E-2,5.375297740E-2,-1.521920562E-1
9.959777738E1,1.058197320E-1,1.600676924E-1,-1.267482191E-1
9.960780338E1,1.414262950E-1,3.172550201E-1,-1.031032652E-1
9.961782938E1,1.876963228E-1,4.283865988E-1,-1.434008777E-1
9.962785538E1,2.471832633E-1,2.715272903E-1,-2.459125668E-1
9.963788138E1,2.750977278E-1,5.509272218E-2,-3.125514984E-1
9.964790738E1,1.739722341E-1,4.548696429E-2,-1.695937365E-1
9.965793238E1,-7.833617926E-2,1.588468254E-1,3.849501908E-2
9.966795838E1,-3.156236112E-1,3.259269297E-1,1.306513250E-1
9.967798438E1,-4.027353525E-1,2.979575992E-1,8.233573288E-2
9.968801038E1,-3.257296979E-1,2.033213824E-1,6.611239165E-3
9.969803638E1,-1.381994784E-1,1.164258942E-1,-4.690897837E-2
9.970806238E1,5.876426771E-2,1.884496771E-2,-7.797092944E-2
9.971808838E1,1.646784544E-1,-4.406475648E-2,-6.835558265E-2
9.972811438E1,1.944645792E-1,-7.004016638E-2,-4.058733955E-2
9.973814038E1,2.041219920E-1,-8.013940603E-2,-2.645101398E-2
9.974816638E1,2.272361815E-1,-1.307829171E-1,-2.767544426E-2
9.975819238E1,2.322991192E-1,-1.758262813E-1,-2.192914113E-2
9.976821838E1,2.041659951E-1,-2.381795496E-1,-1.754955947E-2
9.977824438E1,1.150497198E-1,-2.566730678E-1,2.249239758E-2
9.978827038E1,1.531726215E-2,-2.116704434E-1,1.100392863E-1
9.979829538E1,-3.846101463E-2,-1.951591074E-1,1.834852695E-1
9.980832138E1,-2.260668576E-2,-1.602677554E-1,1.694678664E-1
9.981834738E1,7.581602782E-2,-1.672969013E-1,7.899335027E-2
9.982837338E1,1.556908786E-1,-1.874378622E-1,1.165745407E-2
9.983839938E1,1.266805232E-1,-2.017904371E-1,3.141251951E-2
9.984842538E1,-1.778053865E-2,-1.936759502E-1,8.919022977E-2
9.985845138E1,-1.804568022E-1,-1.674374193E-1,1.225228831E-1
9.986847738E1,-2.430455834E-1,-1.591510475E-1,1.379321665E-1
9.987850338E1,-1.320737898E-1,-1.609550714E-1,8.790176362E-2
9.988852938E1,2.382352389E-2,-1.068669334E-1,2.376292273E-2
9.989855538E1,1.200318187E-1,-2.621629462E-2,2.541887574E-2
9.990858138E1,1.461508125E-1,4.640286788E-3,6.383028626E-2
9.991860738E1,1.277102977E-1,2.211514860E-2,8.505167812E-2
9.992863338E1,7.595142722E-2,2.008151636E-2,6.080789864E-2
9.993865838E1,1.040783618E-2,-2.211866714E-2,1.296234597E-2
9.994868438E1,-3.927989677E-2,-4.529220983E-2,-2.524066530E-2
9.995871038E1,-9.065466374E-2,-3.143631294E-2,-2.207469940E-2
9.996873638E1,-1.355424970E-1,1.924381964E-2,2.429239452E-2
9.997876238E1,-1.661177278E-1,6.932824850E-3,3.527580202E-2
9.998878838E1,-1.772552431E-1,-2.570692077E-2,9.874397889E-3
9.999881438E1,-1.863470078E-1,-5.024155974E-2,4.618846253E-2
1.000088404E2,-1.847555935E-1,-5.296792090E-2,8.472405374E-2
1.000188664E2,-1.731404811E-1,-5.030103028E-2,1.142129749E-1
1.000288924E2,-1.511218101E-1,-4.075910896E-2,1.116348132E-1
1.000389184E2,-1.229596883E-1,-8.130546659E-2,7.681265473E-2
1.000489444E2,-9.141986072E-2,-4.670586064E-2,7.942479104E-2
1.000589704E2,-5.718226731E-2,-1.590201557E-1,4.047872871E-2
1.000689964E2,-1.857935786E-1,2.206575312E-2,1.128321886E-1
1.000790224E2,-2.791933119E-1,1.275613904E-2,1.760513783E-1
1.000890474E2,-3.670330942E-1,7.763025165E-2,1.810885966E-1
1.000990734E2,-3.300149143E-1,1.071711034E-1,1.126653329E-1
1.001090994E2,-1.895567477E-1,1.027764007E-1,2.120127343E-2
1.001191254E2,-4.628001526E-2,6.867808849E-2,-3.363747522E-2
1.001291514E2,4.518082738E-2,3.088289872E-2,-5.907620862E-2
1.001391774E2,1.013122965E-2,5.326940678E-3,-1.252814755E-2
1.001492034E2,-1.305117011E-1,5.270524323E-2,1.035232544E-1
1.001592294E2,-2.522898018E-1,1.315305382E-1,1.949357241E-1
1.001692554E2,-2.991550267E-1,2.008748204E-1,2.122673243E-1
1.001792814E2,-2.936971486E-1,2.826101780E-1,1.848668605E-1
1.001893074E2,-2.339407355E-1,3.474155366E-1,1.494984031E-1
1.001993334E2,-1.479573846E-1,3.450804651E-1,1.081815884E-1
1.002093594E2,-7.386361808E-2,2.555032670E-1,5.717014894E-2
1.002193854E2,-5.094499141E-2,1.312811971E-1,1.440910250E-2
1.002294114E2,-2.724296972E-2,8.019164205E-2,-3.647559136E-2
1.002394364E2,3.416845948E-2,8.187662065E-2,-6.959280372E-2
1.002494624E2,1.272627562E-1,1.280644387E-1,-1.326269470E-2
1.002594884E2,1.992543936E-1,7.554637641E-2,1.724301651E-2
1.002695144E2,2.950665355E-1,-7.385766506E-2,-1.495014224E-2
1.002795404E2,3.301880360E-1,-1.968967766E-1,-4.673070833E-2
1.002895664E2,3.010217845E-1,-1.096831337E-1,-1.467937976E-2
1.002995924E2,2.132820934E-1,1.175665259E-1,8.742195368E-2
1.003096184E2,1.003971174E-1,1.740250587E-1,1.712394655E-1
1.003196444E2,-2.280301414E-4,1.843309551E-1,1.744309962E-1
1.003296704E2,-9.293626249E-2,4.515713081E-2,1.015083864E-1
1.003396964E2,-1.484666318E-1,-1.245032772E-1,4.664273933E-2
1.003497224E2,-1.333598495E-1,-2.409014851E-1,2.984712273E-2
1.003597484E2,-1.137640402E-1,-3.778028488E-1,6.534306705E-2
1.003697744E2,-5.526753142E-2,-4.270266891E-1,-3.030737489E-2
1.003798004E2,1.513663381E-1,-4.959567487E-1,-1.755812168E-1
1.003898254E2,4.051044881E-1,-4.964653552E-1,-1.571111828E-1
1.003998514E2,5.199862719E-1,-1.819087267E-1,1.494905502E-1
1.004098774E2,5.134730935E-1,6.824341416E-2,2.799926102E-1
1.004199034E2,4.093386829E-1,1.739234924E-1,2.003470361E-1
1.004299294E2,2.161498517E-1,8.495905250E-2,1.174324080E-1
1.004399554E2,1.773236692E-2,3.734652698E-2,9.158802778E-2
1.004499814E2,-1.147273704E-1,-4.044543207E-2,4.332527891E-2
1.004600074E2,-7.764311880E-2,-1.331689805E-1,-1.963265054E-2
1.004700334E2,3.968112171E-2,-1.948436201E-1,1.321228454E-3
1.004800594E2,1.435928792E-1,-8.867882937E-2,-3.890608624E-2
1.004900854E2,1.931515783E-1,1.117483228E-1,-9.102492034E-2
1.005001114E2,3.238560855E-1,1.216329113E-1,-1.761864275E-1
1.005101374E2,5.870084763E-1,-3.122856021E-1,-2.211754024E-1
1.005201634E2,5.100551248E-1,-5.679396987E-1,-1.696634106E-2
1.005301884E2,2.181358784E-1,-5.510722399E-1,2.243755758E-1
1.005402144E2,-1.274974197E-1,-2.281277627E-1,2.913873792E-1
1.005502404E2,-5.219683647E-1,4.967944697E-2,3.207771480E-1
1.005602664E2,-8.151859045E-1,1.776866913E-1,4.180437624E-1
1.005702924E2,-9.379802942E-1,1.277039796E-1,5.056213737E-1
1.005803184E2,-7.199747562E-1,6.113214791E-2,5.283796787E-1
1.005903444E2,-1.505143791E-1,-4.233476520E-2,3.003180623E-1
1.006003704E2,6.401072741E-1,-4.231169820E-1,-1.829857677E-1
1.006103964E2,1.164376378E0,-8.322588801E-1,-4.613347054E-1
1.006204224E2,1.210593462E0,-8.279330730E-1,-4.299195409E-1
1.006304484E2,9.234416485E-1,-6.197893023E-1,-1.240324974E-1
1.006404744E2,4.074017406E-1,-2.805324793E-1,2.362601757E-1
1.006505004E2,-1.524255425E-1,-7.979767397E-3,4.041632414E-1
1.006605264E2,-4.434307516E-1,1.753082871E-1,3.761132360E-1
1.006705524E2,-4.658097923E-1,1.337758601E-1,2.144574821E-1
1.006805774E2,-3.048677742E-1,-7.542236894E-2,6.731462665E-3
1.006906034E2,-1.103522331E-1,-1.651116014E-1,-6.961543858E-2
1.007006294E2,4.113182798E-2,-1.727333069E-1,2.586055780E-3
1.007106554E2,4.490788281E-2,-2.921022289E-2,1.087448671E-1
1.007206814E2,-7.104774565E-2,1.938154101E-1,1.994625181E-1
1.007307074E2,-2.353695631E-1,3.021079302E-1,2.315084636E-1
1.007407334E2,-2.920988798E-1,2.640764117E-1,1.697047502E-1
1.007507594E2,-2.364861518E-1,2.055306435E-1,1.024469882E-1
1.007607854E2,-1.424203813E-1,1.374783665E-1,5.908566713E-2
1.007708114E2,-6.140437350E-2,8.027561754E-2,5.097248405E-2
1.007808374E2,-4.091241211E-2,6.354217976E-2,6.907718629E-2
1.007908634E2,-2.542704344E-2,4.593890160E-2,7.794463634E-2
1.008008894E2,7.801483385E-3,2.160346881E-2,6.820279360E-2
1.008109156E2,2.948473021E-2,-6.973933429E-3,6.863712519E-2
1.008209416E2,9.809297509E-3,-1.059716381E-2,7.768548280E-2
1.008309666E2,-3.148859367E-2,-3.481555358E-2,1.032315791E-1
1.008409926E2,-7.104106247E-2,-5.503214151E-2,1.185141280E-1
1.008510186E2,-8.236504346E-2,-8.728413284E-2,1.105861440E-1
1.008610446E2,-7.588264346E-2,-1.299631447E-1,7.698637247E-2
1.008710706E2,-3.303356096E-2,-1.413987279E-1,5.672150850E-2
1.008810966E2,7.660605013E-3,-1.291660219E-1,1.243633591E-2
1.008911226E2,3.563670442E-2,-1.407911181E-1,-3.261829168E-2
1.009011486E2,4.239420593E-2,-1.194251105E-1,-2.336167730E-2
1.009111746E2,1.818758994E-2,-7.916095108E-2,2.472040802E-2
1.009212006E2,-4.878238961E-2,-1.070999354E-2,5.858143792E-2
1.009312266E2,-1.200650930E-1,4.987101257E-2,9.303966910E-2
1.009412526E2,-1.529130489E-1,8.044756204E-2,7.107525319E-2
1.009512786E2,-1.370080709E-1,8.741217852E-2,2.499188855E-2
1.009613046E2,-7.901560515E-2,1.084335744E-1,-3.299403237E-3
1.009713296E2,-1.166504435E-2,1.352069974E-1,-1.398667879E-2
1.009813556E2,3.760742769E-2,1.483409107E-1,-1.004546694E-2
1.009913816E2,5.149329081E-2,1.310200989E-1,-1.748852665E-3
1.010014076E2,2.840768173E-2,9.412974119E-2,-1.629264094E-2
1.010114336E2,-6.050789263E-3,7.017105073E-2,-2.357859910E-2
1.010214596E2,-2.407000214E-2,7.809688151E-2,-7.709620986E-3
1.010314856E2,-2.470594272E-2,7.142672688E-2,1.150959171E-2
1.010415116E2,-2.426731959E-2,6.224201620E-2,3.320636600E-2
1.010515376E2,-3.358919919E-2,4.236192256E-2,4.403132573E-2
1.010615636E2,-3.872084245E-2,1.889308356E-2,6.250487268E-2
1.010715896E2,-1.880955137E-2,-1.259946451E-2,4.358715937E-2
1.010816156E2,1.899828017E-2,-5.449684709E-2,2.758582123E-2
1.010916416E2,2.845677733E-2,-7.893835753E-2,4.626349732E-2
1.011016676E2,1.853397116E-3,-7.065965980E-2,7.606346905E-2
1.011116936E2,-4.198499396E-2,-7.973073423E-2,9.251213819E-2
1.011217186E2,-8.303762227E-2,-1.006810293E-1,1.081390381E-1
1.011317446E2,-1.150867045E-1,-1.094996482E-1,1.196685508E-1
1.011417706E2,-1.263771802E-1,-1.007018909E-1,1.081445217E-1
1.011517966E2,-1.094041467E-1,-1.035321206E-1,9.647073597E-2
1.011618226E2,-5.478777736E-2,-1.107753888E-1,9.086717665E-2
1.011718486E2,1.140331104E-2,-1.266643852E-1,6.413632631E-2
1.011818746E2,3.539759293E-2,-1.382374167E-1,5.509889126E-2
1.011919006E2,2.927899361E-2,-9.269962460E-2,5.900653452E-2
1.012019266E2,-3.682683222E-3,-9.801955521E-2,7.964310795E-2
1.012119526E2,-5.838265270E-2,-5.101973191E-2,8.359602839E-2
1.012219786E2,-9.532123059E-2,-5.955862626E-2,4.634905234E-2
1.012320046E2,-5.876449123E-2,-7.485968620E-2,4.741792567E-3
1.012420306E2,2.433305606E-2,-1.137397066E-1,-6.324098259E-2
1.012520566E2,1.035013199E-1,-1.015116274E-1,-7.118729502E-2
1.012620826E2,1.430500597E-1,-6.407663226E-2,-3.598589450E-2
1.012721076E2,1.061836556E-1,-5.683411378E-3,-2.671486931E-3
1.012821336E2,2.955093235E-2,1.089769602E-2,2.810453624E-2
1.012921596E2,-3.766033053E-2,-2.013292536E-2,3.373339027E-2
1.013021856E2,-7.338736206E-2,-2.652340010E-2,3.886633366E-2
1.013122116E2,-7.787109166E-2,-1.458475925E-2,5.353970081E-2
1.013222376E2,-5.340303108E-2,-3.767944872E-4,6.540168822E-2
1.013322636E2,-1.730006933E-2,-1.519413572E-2,5.443594977E-2
1.013422896E2,1.994051039E-2,-7.871774025E-3,2.087000012E-2
1.013523156E2,3.467846289E-2,-1.282294560E-2,7.245928049E-3
1.013623416E2,1.519211195E-2,-1.139229536E-2,-1.479625702E-2
1.013723676E2,7.643348537E-3,-3.019275144E-2,-1.649894193E-2
1.013823936E2,1.790024713E-2,-3.608419746E-2,-1.892534830E-2
1.013924196E2,1.763171703E-2,-1.979354769E-2,2.525600605E-2
1.014024456E2,-2.911474928E-2,2.778872848E-3,6.388435513E-2
1.014124716E2,-9.342154115E-2,1.359911729E-2,7.946010679E-2
1.014224966E2,-1.269438118E-1,3.276349232E-2,6.060439721E-2
1.014325226E2,-1.223374456E-1,7.550416887E-2,4.744390026E-2
1.014425486E2,-8.110718429E-2,1.145796627E-1,3.871246055E-2
1.014525746E2,2.664881200E-2,1.351865828E-1,4.087916575E-3
1.014626006E2,1.286649257E-1,1.019963995E-1,-4.813240841E-2
1.014726266E2,1.660294086E-1,6.863303483E-2,-7.727487385E-2
1.014826526E2,1.057692617E-1,7.066288590E-2,-4.929224029E-2
1.014926786E2,1.172441989E-5,8.637088537E-2,2.594056726E-2
1.015027046E2,-7.037695497E-2,1.009652764E-1,6.917006522E-2
1.015127306E2,-7.855790854E-2,1.013710424E-1,6.083822250E-2
1.015227566E2,-6.437630206E-2,1.077743471E-1,4.030445218E-2
1.015327826E2,-2.124037780E-2,9.061924368E-2,3.393355757E-2
1.015428086E2,3.715039231E-3,8.686019480E-2,3.495967388E-2
1.015528346E2,3.146485984E-2,7.266075909E-2,2.555966377E-2
1.015628606E2,5.762909353E-2,5.002494901E-2,1.458451152E-2
1.015728866E2,6.849967688E-2,2.578068525E-2,2.985835448E-2
1.015829116E2,4.829001054E-2,1.045392547E-2,3.558627889E-2
1.015929376E2,1.055029128E-2,1.998750865E-2,5.240245163E-2
1.016029636E2,-3.161766753E-2,1.379619259E-2,5.860948190E-2
1.016129896E2,-6.178250909E-2,-1.249247231E-3,5.463911220E-2
1.016230156E2,-6.035611778E-2,-1.637680084E-2,3.270452097E-2
1.016330416E2,-1.973800175E-2,-1.472559944E-2,2.599396929E-2
1.016430676E2,2.857973054E-2,-2.041411027E-2,4.657807201E-2
1.016530936E2,3.990884498E-2,-1.355309598E-2,6.327673048E-2
1.016631196E2,3.182029352E-2,-2.454582602E-2,8.157157898E-2
1.016731456E2,1.724247821E-3,-3.665000200E-3,1.046009660E-1
1.016831716E2,-3.667240962E-2,2.829772606E-2,1.400052905E-1
1.016931976E2,-5.842876807E-2,4.102581739E-2,1.602160037E-1
1.017032236E2,-5.717281997E-2,2.912441455E-2,1.394390762E-1
1.017132496E2,-4.189097136E-2,7.479926571E-3,1.028188244E-1
1.017232756E2,-3.381839767E-2,-5.096500739E-2,7.289847732E-2
1.017333006E2,-2.208647132E-2,-1.070086509E-1,6.574034691E-2
1.017433266E2,9.414995089E-3,-1.566675603E-1,5.651196465E-2
1.017533526E2,5.090171844E-2,-1.950354576E-1,5.078936368E-2
1.017633786E2,8.718995005E-2,-1.823638678E-1,7.866040617E-2
1.017734046E2,8.710259199E-2,-1.558378488E-1,1.088891625E-1
1.017834306E2,3.409902751E-2,-1.147551239E-1,1.451427788E-1
1.017934566E2,-2.574122325E-2,-8.503793180E-2,1.514932513E-1
1.018034826E2,-6.814967096E-2,-6.358723342E-2,1.080906540E-1
1.018135085E2,-4.932744056E-2,-8.384985477E-2,3.639219701E-2
1.018235345E2,1.637221314E-2,-1.014022157E-1,3.965283744E-3
1.018335605E2,8.731914312E-2,-1.187146232E-1,-1.607834920E-2
1.018435865E2,1.265147477E-1,-1.432442069E-1,-2.607186139E-2
1.018536125E2,1.059815660E-1,-1.935095042E-1,-2.614713646E-2
1.018636385E2,6.581310183E-2,-2.086061686E-1,-2.294001868E-3
1.018736645E2,9.169458412E-3,-1.874384731E-1,2.235280164E-2
1.018836895E2,-5.167445168E-2,-1.674655676E-1,6.742306799E-2
1.018937155E2,-9.578005224E-2,-1.599006802E-1,1.102690324E-1
1.019037415E2,-1.157878488E-1,-1.480789036E-1,1.395089477E-1
1.019137675E2,-1.261958033E-1,-1.350106895E-1,1.379129291E-1
1.019237935E2,-1.108024642E-1,-1.352615654E-1,1.081422493E-1
1.019338195E2,-6.222929433E-2,-1.350205392E-1,8.704587072E-2
1.019438455E2,-9.609226137E-3,-1.216887534E-1,3.622583300E-2
1.019538715E2,4.212279618E-2,-1.246429533E-1,-4.823251627E-3
1.019638975E2,7.560458779E-2,-1.358450055E-1,-4.473498464E-2
1.019739235E2,8.687295765E-2,-1.444467604E-1,-8.233801275E-2
1.019839495E2,5.875716358E-2,-1.469794214E-1,-1.088082343E-1
1.019939755E2,5.830883980E-3,-1.171897426E-1,-1.067043766E-1
1.020040015E2,-5.027126893E-2,-9.985656291E-2,-7.252643257E-2
1.020140275E2,-1.023455486E-1,-1.012870744E-1,-2.090909332E-2
1.020240535E2,-1.458714604E-1,-1.262222528E-1,1.272183843E-2
1.020340795E2,-1.798601300E-1,-1.354609728E-1,2.711586654E-2
1.020441045E2,-2.004596889E-1,-1.380937696E-1,3.019687720E-2
1.020541305E2,-2.016881108E-1,-1.124346182E-1,2.415331826E-2
1.020641565E2,-1.772584021E-1,-8.384531736E-2,1.116188616E-2
1.020741825E2,-1.249934360E-1,-7.389016449E-2,-4.308358766E-3
1.020842085E2,-6.624357402E-2,-9.355467558E-2,-3.370806202E-2
1.020942345E2,-3.863111138E-2,-1.289066672E-1,-3.869244456E-2
1.021042605E2,-3.267468512E-2,-1.735495031E-1,-5.699605681E-3
1.021142865E2,-2.970025316E-2,-2.324121743E-1,-4.898364656E-3
1.021243125E2,-1.006077230E-2,-2.524013221E-1,1.140231173E-2
1.021343385E2,1.992834732E-3,-2.006008923E-1,5.124872550E-2
1.021443645E2,-1.005956717E-2,-9.599164128E-2,9.594402462E-2
1.021543905E2,-3.375628963E-2,-6.319539249E-2,1.149961054E-1
1.021644165E2,-5.281546712E-2,-7.027673721E-2,1.071190089E-1
1.021744425E2,-2.326196432E-2,-8.446548879E-2,6.552740932E-2
1.021844685E2,6.644262373E-2,-1.241338030E-1,1.215047576E-2
1.021944935E2,1.555254310E-1,-1.795410514E-1,-4.431695864E-2
1.022045195E2,1.798392981E-1,-1.520215422E-1,-4.370230064E-2
1.022145455E2,1.304921508E-1,-1.113228425E-1,-1.151048392E-2
1.022245715E2,2.564162388E-2,-5.728011578E-2,4.571445659E-2
