Time_interval,Time,Acceleration_x,Acceleration_y,Acceleration_z
0,0.25540201008163266,-0.16544462111693875,-0.15212402888387755,0.2341108090539388
1,0.750580539,-0.14453060719096,-0.0413555435478,0.2671433866456
2,1.250580539,-0.1182756394528,0.13910612754128,0.036150978973188
3,1.750580539,-0.039034259749500005,0.04658454890216,-0.42318268478
4,2.250580539,0.1312504081899,0.08486133444524001,-0.9729365562939999
5,2.750580539,0.01242498946182,-0.0158458319686,0.5834247263110199
6,3.250380539,-0.1671570366043,0.10432348512586,0.8873055314699999
7,3.750580539,0.12285712391560001,-0.1669859995078,-0.10795202184260001
8,4.250580539,0.05250993574085999,-0.04638907051596,-0.07469654483388
9,4.750580539,0.05542987056319999,-0.10024291210434001,0.023176210018388002
10,5.250580539,0.033365434748579996,0.008148935530634,-0.03740935867286
11,5.750580539,-0.0159191360698,0.113523109880176,-0.05444026871754001
12,6.250580539,0.010665699390572,0.019010112036546,0.03753153229872
13,6.750580539,-0.017214169182568,-0.016065743717544,-0.0136589364708
14,7.250580539,-0.035124724863132,0.0007819067431119994,0.02193004578034
15,7.750580539,0.01780059877154,-0.02370155419646,-0.0703838407438
16,8.250580539,0.004129446096320001,0.015528182790966,-0.007061597102679999
17,8.750580539,-0.0216001784271,0.021868958934720004,-0.00122172946386
18,9.250580539,0.034098472002804,-0.00945618648968,-0.019620976611279997
19,9.750580539,-0.029138249877039998,0.041062330017728,-0.004043924515319999
20,10.250580540000001,-0.010115920575827999,0.01037248442406,0.018154901712559998
21,10.750580540000001,0.016090178222908,0.00163711757872,0.02624275097576
22,11.250580540000001,-0.007611374989299999,0.023591598156179998,0.0346971193228
23,11.750580540000001,-0.0007208189979399995,-0.005070177632640001,0.05448913794878
24,12.250580540000001,-0.020879358070052,-0.002260199743565999,0.059314969667839994
25,12.750580540000001,-0.006035344107439999,-0.007354812090494001,0.0448985612245
26,13.250580540000001,-0.0010873394223800004,0.003371973363106,0.06356658915032
27,13.750580540000001,0.011349868581459999,-0.0059498229484599985,-0.0010018183064199994
28,14.250580540000001,-0.003225365622647999,-0.0004031705063539995,0.04018268499682
29,14.750580540000001,-0.01833816089598,-0.0034574949182999996,0.019168936768336
30,15.250580540000001,-0.023347252191632,-0.00869871472318,0.053621710511084004
31,15.750580540000001,-0.0130480714172,-0.049577785954199996,0.020977096328852
32,16.25058054,-0.055881909320340005,-0.060524482130880006,0.028270822023272003
33,16.750380540000002,0.053633927704979996,0.001356120015719999,0.01668882557714
34,17.250380540000002,0.0380080070417,0.013512329165032,-0.001392771631028
35,17.750380540000002,-0.0168720852631,-0.01692095432396,-0.008564324530808
36,18.25058054,-0.00489913508834,-0.004679224028099999,-0.004520399284659999
37,18.75058054,-0.01491731826672,-0.022601996750880003,-0.0100426170262
38,19.25058054,0.0057176942841800004,0.005180133833053999,0.0137566747881
39,19.750380540000002,0.001233946449999999,0.0024434584645659993,0.01176525548
40,20.25058054,0.0107390040729,0.009602794393234,-0.020928227011440002
41,20.75058054,0.006536252504320002,0.014624102304172,0.01367115407306
42,21.25058054,0.04222297375898,-0.007550288332754,-0.04592481465066
43,21.75058054,-0.02847851610928,-0.0012828164829939998,0.0028710643153320005
44,22.25058054,-0.038802131098012,0.035711154058903995,0.01981645270114
45,22.75058054,-0.01635895607908,0.010396920229586,0.019816452967239998
46,23.250380540000002,0.04634020234886,-0.00273667383886,-0.03777587814972
47,23.75058054,0.03747044563702,-0.005607738169445999,-0.0107390022718
48,24.25058054,-0.0069760758756000005,0.03167944792988,-0.01098334838806
49,24.75058054,-0.00552221773502,0.004789179564000001,-0.0007086031657400002
50,25.25058054,0.016297872464,0.0035796676224,-0.0040561420525
51,25.75058054,0.0006597346156200001,0.016505566266565998,0.00831997862966
52,26.25058054,0.0026022840900200017,0.005033525758726001,0.00570547685798
53,26.75058054,0.0209037925262,0.08629075858980001,0.0760037955974
54,27.25058054,-0.003164279694612,-0.005925388364619999,0.015577051807419999
55,27.75058054,0.008124501548700001,-0.01150869250572,-0.0128892465775
56,28.25058054,0.00950505592364,-0.01727525598836,-0.029211553694472002
57,28.75058054,0.00850323790278,0.046523461253739996,0.009932661202108
58,29.25058054,-0.00540004406202,-0.045924814366088,-0.023127340177876002
59,29.75058054,0.00243124183954,-0.00546113101312,0.0267070081595
60,30.25058054,-0.0023701553177,-0.001795942371314,0.01006705152978
61,30.75058054,-0.00641408010324,-0.007953459044526,-0.0012828159613519996
62,31.25058054,-0.00949283856982,0.02634048902914,0.042565057883320004
63,31.75058054,-0.00586430192276,-0.011862994141498,-0.010262528406440001
64,32.25058054,0.002467893734032,0.008356629874619999,0.02726900374424
65,32.75058054,-0.00904079863752,-0.0015027275893000002,0.004764745373828001
66,33.25058054,0.012156209020499999,0.008820887719148,0.048930268939220006
67,33.75058054,0.00811228405172,0.012046253434566,0.036028804385440004
68,34.25058054,0.062283773521988,0.107426681534794,0.0860097595328
69,34.75058054,-0.07938798627972,-0.05816654511706,-0.02728122127818
70,35.25038054,-0.05119046919562,-0.021844525484034004,-0.013744457790812
71,35.75058054,0.026413792597972,-0.108990495675994,0.11048100404938
72,36.25058054,0.01128878128668,0.031117451600499998,0.0083688495178
73,36.75058054,-0.0027977613537399997,-0.08265000396538,-0.081391622709768
74,37.25058054,-0.07293725469342,-0.03231474699536,-0.03678627695448
75,37.75058054,0.0359921531979,0.05567421580851399,0.04415330574314
76,38.25058054,-0.043273660771060006,-0.045350601082960004,0.0042027493307
77,38.75058054,0.046987719248888,0.017678426446114,0.04338361665798
