Time (s),X,Y,Z,temp_X_mean,temp_X_std,temp_X_median,temp_X_sum,temp_X_skew,temp_X_kurt,X_lag1,X_lag2,temp_Y_mean,temp_Y_std,temp_Y_median,temp_Y_sum,temp_Y_skew,temp_Y_kurt,Y_lag1,Y_lag2,temp_Z_mean,temp_Z_std,temp_Z_median,temp_Z_sum,temp_Z_skew,temp_Z_kurt,Z_lag1,Z_lag2,pca1,pca2,pca3,X_fft,X_dominant_freq,X_spectral_energy,X_spectral_entropy,Y_fft,Y_dominant_freq,Y_spectral_energy,Y_spectral_entropy,Z_fft,Z_dominant_freq,Z_spectral_energy,Z_spectral_entropy
10.24529063,-0.5613961834784389,0.2666864278930583,0.2474337039032318,,,,,,,,,,,,,,,,,,,,,,,,,0.6537263997013761,-0.2718973053962145,0.06203717220314886,6.3700083038991515,283,91423.19457067217,-13120.986466215541,74.81719744915458,0,58973.388691558546,-9688.015464951302,9.611037783159484,283,98542.71888271497,-15174.401680589992
10.74529063,0.1580881041100482,-0.2215921480974512,-0.140169230498891,,,,,,,-0.5613961834784389,,,,,,,,0.2666864278930583,,,,,,,,0.2474337039032318,,-0.2508810940014495,0.01560129354510361,-0.01103457718497329,4.233007074334223,283,91423.19457067217,-13120.986466215541,12.478124549164745,0,58973.388691558546,-9688.015464951302,5.669913715951459,283,98542.71888271497,-15174.401680589992
11.24529063,-0.2572211692789794,0.4267352330435574,0.2607989340443443,,,,,,,0.1580881041100482,-0.5613961834784389,,,,,,,-0.2215921480974512,0.2666864278930583,,,,,,,-0.140169230498891,0.2474337039032318,0.5201457715497508,-0.14680384944624214,0.3532836858838766,1.6927378683549437,283,91423.19457067217,-13120.986466215541,4.901735191195413,0,58973.388691558546,-9688.015464951302,0.6373937398117717,283,98542.71888271497,-15174.401680589992
11.74529063,0.7028050496389561,-1.0907623936406956,-1.1324881721136482,,,,,,,-0.2572211692789794,0.1580881041100482,,,,,,,0.4267352330435574,-0.2215921480974512,,,,,,,0.2607989340443443,-0.140169230498891,-1.5784396802574432,-0.11338765867193612,-0.518794755453629,4.297268245504866,283,91423.19457067217,-13120.986466215541,7.832700781189458,0,58973.388691558546,-9688.015464951302,1.2218683940154822,283,98542.71888271497,-15174.401680589992
12.24529063,-0.0500960255801416,-0.0099448903556792,-0.2741872587038604,,,,,,,0.7028050496389561,-0.2572211692789794,,,,,,,-1.0907623936406956,0.4267352330435574,,,,,,,-1.1324881721136482,0.2607989340443443,-0.12731035906181626,-0.27634264487822924,0.0637653942907834,6.693757341611906,283,91423.19457067217,-13120.986466215541,10.4447092700811,0,58973.388691558546,-9688.015464951302,4.137544649961422,283,98542.71888271497,-15174.401680589992
12.74529063,-0.5962425287346603,-0.5195925506718521,-0.0374001621891489,,,,,,,-0.0500960255801416,0.7028050496389561,,,,,,,-0.0099448903556792,-1.0907623936406956,,,,,,,-0.2741872587038604,-1.1324881721136482,0.20600932550770487,-0.22782659952207182,-0.6437860532174522,8.618551965732621,283,91423.19457067217,-13120.986466215541,9.369139848670631,0,58973.388691558546,-9688.015464951302,2.8991965186843838,283,98542.71888271497,-15174.401680589992
13.24529063,0.0927666419359047,0.111716451510253,-0.069761769751796,,,,,,,-0.5962425287346603,-0.0500960255801416,,,,,,,-0.5195925506718521,-0.0099448903556792,,,,,,,-0.0374001621891489,-0.2741872587038604,-0.04189657883300916,-0.08583781344170585,0.24655871953565422,1.4248706059783394,283,91423.19457067217,-13120.986466215541,6.708186361047054,0,58973.388691558546,-9688.015464951302,1.4715232419295283,283,98542.71888271497,-15174.401680589992
13.74529063,0.354714827165916,-0.6461244207563678,0.6918950576527396,,,,,,,0.0927666419359047,-0.5962425287346603,,,,,,,0.111716451510253,-0.5195925506718521,,,,,,,-0.069761769751796,-0.0374001621891489,0.02017481016950987,0.8976827806980244,-0.2553328481613955,6.988900018369601,283,91423.19457067217,-13120.986466215541,10.286971758626215,0,58973.388691558546,-9688.015464951302,3.5621346961259017,283,98542.71888271497,-15174.401680589992
14.24529063,0.758239229527316,-0.3138158660738477,-0.3842733023796563,,,,,,,0.354714827165916,0.0927666419359047,,,,,,,-0.6461244207563678,0.111716451510253,,,,,,,0.6918950576527396,-0.069761769751796,-0.8400544792023333,0.20378315340377867,0.2028244773271841,5.951818367728197,283,91423.19457067217,-13120.986466215541,3.689084153072061,0,58973.388691558546,-9688.015464951302,0.8244026951814183,283,98542.71888271497,-15174.401680589992
14.74529063,0.2666565968608838,-0.0960431736181819,0.9474587491934008,0.08683145421668045,0.4670633635286826,0.12542737302297646,0.8683145421668046,-0.0989847375253147,-0.8444131420347841,0.758239229527316,0.354714827165916,-0.20927373307672065,0.4548348512318204,-0.15881766085781657,-2.0927373307672066,-0.5783139614822775,0.13256867029472477,-0.3138158660738477,-0.6461244207563678,0.010930654915671568,0.5807780753675231,-0.05358096597047245,0.10930654915671567,-0.2962772946790011,0.9019846475912345,-0.3842733023796563,0.6918950576527396,0.44460014314583385,0.8455679940580978,0.18376123805801364,2.317029124321541,283,91423.19457067217,-13120.986466215541,5.068808943781273,0,58973.388691558546,-9688.015464951302,0.7894591278985028,283,98542.71888271497,-15174.401680589992
15.24529063,0.875999256384786,-0.2800165631320251,-0.1177919430855855,0.23057099820300295,0.4665844992674152,0.212372350485466,2.3057099820300295,-0.25068426518256265,-0.5097628351716708,0.2666565968608838,0.758239229527316,-0.263944032179229,0.4230117852560937,-0.25080435561473813,-2.63944032179229,-0.42974101557335254,0.7416275292599873,-0.0960431736181819,-0.3138158660738477,-0.025591909783210166,0.5757145698253201,-0.09377685641869074,-0.25591909783210165,-0.07709495046193289,1.0049441288292809,0.9474587491934008,-0.3842733023796563,-0.7284337488423882,0.45743555649899065,0.2988630248691865,2.4734002708906857,283,91423.19457067217,-13120.986466215541,9.534172044188205,0,58973.388691558546,-9688.015464951302,1.0604160252947645,283,98542.71888271497,-15174.401680589992
15.74529063,-0.4166620995710567,0.3158414060064347,0.4825648283095129,0.17309597783489244,0.5098946501064474,0.17971161939839425,1.7309597783489243,-0.051050533183203,-1.2740356051108894,0.875999256384786,0.2666565968608838,-0.21020067676884047,0.4613897754404765,-0.1880298683751035,-2.1020067676884047,-0.4946937173106424,-0.0033312719515607675,-0.2800165631320251,-0.0960431736181819,0.03668149609763023,0.5952908654532798,-0.05358096597047245,0.3668149609763023,-0.37623191295006314,0.5696245193703342,-0.1177919430855855,0.9474587491934008,0.7323248957848605,-0.03187951646725736,0.1839574330028489,4.645060688218491,283,91423.19457067217,-13120.986466215541,6.821517937498401,0,58973.388691558546,-9688.015464951302,2.6742248407233515,283,98542.71888271497,-15174.401680589992
