"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.314792400E-2,-1.634063274E-1,7.217367291E-1,2.426660359E-1
2.189584100E-2,-1.237001196E-1,5.360338688E-1,2.457203567E-1
3.189584100E-2,0.000000000E0,0.000000000E0,0.000000000E0
4.189584100E-2,0.000000000E0,0.000000000E0,0.000000000E0
5.189584100E-2,0.000000000E0,0.000000000E0,0.000000000E0
6.189584100E-2,-1.664606482E-1,3.356702030E-1,3.098611534E-1
7.189584100E-2,-1.664606482E-1,3.356702030E-1,3.098611534E-1
7.189584100E-2,-1.237001196E-1,2.238819450E-1,2.787070572E-1
9.189584100E-2,-1.237001196E-1,2.238819450E-1,2.787070572E-1
1.018958410E-1,-1.237001196E-1,2.238819450E-1,2.787070572E-1
1.118958410E-1,-1.237001196E-1,2.238819450E-1,2.787070572E-1
1.218958410E-1,2.901607752E-2,4.492910504E-1,6.185005978E-2
1.318958410E-1,-6.200277433E-2,6.661480665E-1,8.261945844E-2
1.418958410E-1,-1.469129771E-1,7.938187718E-1,1.094975099E-1
1.518958410E-1,-2.134972364E-1,8.035926223E-1,1.449276656E-1
1.618958410E-1,-2.134972364E-1,8.035926223E-1,1.449276656E-1
1.718958410E-1,-2.134972364E-1,8.035926223E-1,1.449276656E-1
1.818958410E-1,-2.134972364E-1,8.035926223E-1,1.449276656E-1
1.918958410E-1,-2.733619809E-1,2.202167511E-1,4.686860144E-1
2.018958410E-1,-1.456912458E-1,2.229656465E-2,5.554288030E-1
2.118958410E-1,-3.695731983E-2,-8.826996386E-2,6.177369952E-1
2.218958410E-1,3.756818548E-2,-1.524107605E-1,6.501128674E-1
2.318958410E-1,3.756818548E-2,-1.524107605E-1,6.501128674E-1
2.418958410E-1,3.756818548E-2,-1.524107605E-1,6.501128674E-1
2.518958410E-1,1.670715213E-1,5.833758786E-2,7.221949100E-1
2.618958410E-1,1.572976857E-1,1.566868126E-1,6.684387922E-1
2.718958410E-1,1.475238502E-1,1.658497900E-1,5.975784659E-1
2.818958410E-1,9.804379940E-2,1.456912458E-1,5.535961986E-1
2.918958410E-1,2.138026757E-3,8.704823256E-2,5.175551772E-1
3.018958410E-1,2.138026757E-3,8.704823256E-2,5.175551772E-1
3.118958410E-1,-4.450149834E-1,-1.298087686E-1,4.271472096E-1
3.218958410E-1,-5.170970559E-1,-2.086103261E-1,4.204276800E-1
3.318958410E-1,-5.482511520E-1,-1.994473487E-1,4.240928590E-1
3.418958410E-1,-5.311469436E-1,-1.133154184E-1,4.662425518E-1
3.518958410E-1,-4.499019086E-1,9.468403645E-3,5.548179150E-1
3.618958410E-1,-2.965748608E-1,1.157588735E-1,6.818777919E-1
3.718958410E-1,9.132428467E-2,3.436114490E-1,9.182825089E-1
3.818958410E-1,2.800815105E-1,3.851502538E-1,9.622647166E-1
3.918958410E-1,4.431824088E-1,3.381136656E-1,9.585995674E-1
4.018958410E-1,5.470294356E-1,2.415970266E-1,9.133955836E-1
