"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.175997000E-3,-7.728816867E-1,2.108076811E0,9.171689034E0
1.392391400E-2,-1.131805062E0,2.218146563E0,1.031306553E1
2.392391400E-2,-1.730010748E0,2.557927370E0,1.088016415E1
3.392391400E-2,-1.718046665E0,2.742174864E0,1.100219822E1
4.392391400E-2,-1.526620865E0,2.639283419E0,1.152861977E1
5.392391400E-2,-1.490728498E0,2.366501570E0,1.200239849E1
6.392391400E-2,-1.127019525E0,2.074577332E0,1.244507027E1
7.392391400E-2,-1.028913736E0,1.895115495E0,1.243071365E1
8.392391400E-2,-4.618147612E-1,2.081755638E0,1.190429306E1
9.392391400E-2,-4.881358147E-1,2.450250387E0,1.116012478E1
1.039239140E-1,-4.522434771E-1,2.715853691E0,1.062413216E1
1.139239140E-1,-1.237089276E0,2.493321180E0,9.667003632E0
1.239239140E-1,-1.237089276E0,2.493321180E0,9.667003632E0
1.339239140E-1,-2.225325108E0,1.555334687E0,1.079402256E1
1.439239140E-1,-2.426322222E0,1.246660590E0,1.184925747E1
1.539239140E-1,-2.426322222E0,1.246660590E0,1.184925747E1
1.639239140E-1,-2.426322222E0,1.246660590E0,1.184925747E1
1.739239140E-1,-2.426322222E0,1.246660590E0,1.184925747E1
1.839239140E-1,-2.426322222E0,1.246660590E0,1.184925747E1
1.939239140E-1,-1.339980721E0,-1.088734269E0,1.366301727E1
2.039239140E-1,-1.155733347E0,-1.186840057E0,1.270828152E1
2.139239140E-1,-9.092726111E-1,-1.148554921E0,1.149751282E1
2.239239140E-1,-9.092726111E-1,-1.148554921E0,1.149751282E1
2.339239140E-1,-9.092726111E-1,-1.148554921E0,1.149751282E1
2.439239140E-1,-9.092726111E-1,-1.148554921E0,1.149751282E1
2.539239140E-1,-1.392622828E0,-6.460621208E-2,8.123632431E0
2.639239140E-1,-1.483550072E0,1.196411345E-2,8.305487633E0
2.739239140E-1,-2.155933142E0,1.914258152E-1,8.252845764E0
2.839239140E-1,-2.258824587E0,6.293123364E-1,8.099704742E0
2.939239140E-1,-2.258824587E0,6.293123364E-1,8.099704742E0
3.039239140E-1,-2.258824587E0,6.293123364E-1,8.099704742E0
3.139239140E-1,-2.258824587E0,6.293123364E-1,8.099704742E0
3.239239140E-1,-1.368694544E0,7.250252366E-1,8.772088051E0
3.339239140E-1,-1.349551916E0,7.776673436E-1,8.834300995E0
3.439239140E-1,-1.359123230E0,9.547362328E-1,9.174081802E0
3.539239140E-1,-1.469193101E0,1.036092162E0,9.748359680E0
3.639239140E-1,-1.414158225E0,1.148554921E0,9.889535904E0
3.739239140E-1,-1.007378340E0,9.547362328E-1,9.774680138E0
3.839239140E-1,-7.202396393E-1,6.987041831E-1,9.609575272E0
3.939239140E-1,-3.756731451E-1,3.924229145E-1,9.166903496E0
4.039239140E-1,-3.349951655E-2,1.938186288E-1,8.477770805E0
4.139239140E-1,2.608176768E-1,5.982056633E-2,7.786244869E0
4.239239140E-1,4.689932466E-1,2.392822644E-3,7.329215527E0
4.339239140E-1,3.158525825E-1,1.603191197E-1,6.927221775E0
4.439239140E-1,1.435693540E-2,2.991028428E-1,6.833901405E0
4.539239140E-1,-1.555334777E-1,4.666004181E-1,6.831508636E0
4.639239140E-1,-2.560320199E-1,4.546363056E-1,6.955935478E0
4.739239140E-1,-2.344966233E-1,3.421736360E-1,7.389036179E0
4.839239140E-1,-2.273181528E-1,2.871387303E-1,7.762316704E0
4.939239140E-1,-2.177468538E-1,4.139583111E-1,7.980063438E0
5.039239140E-1,-1.890329868E-1,8.327022791E-1,8.365307808E0
5.139239140E-1,-1.555334777E-1,1.028913736E0,8.671588898E0
5.239239140E-1,-5.742774159E-2,1.253839016E0,8.968298912E0
5.339239140E-1,4.785645287E-3,1.342373490E0,9.243474007E0
5.439239140E-1,-1.196411327E-1,1.493121386E0,9.442078590E0
5.539239140E-1,-3.541377485E-1,1.667797327E0,9.571290970E0
5.639239140E-1,-6.197410822E-1,1.873580098E0,9.717252731E0
5.739239140E-1,-7.537391186E-1,2.464607239E0,9.748359680E0
5.839239140E-1,-7.657032609E-1,2.670390129E0,9.659825325E0
5.939239140E-1,-6.939185858E-1,2.816352367E0,9.487542152E0
6.039239140E-1,-6.149554253E-1,2.907279491E0,9.332008362E0
6.139239140E-1,-4.211367965E-1,3.184846878E0,9.367900848E0
6.239239140E-1,-5.359922647E-1,3.409772158E0,9.664610863E0
6.339239140E-1,-7.322037220E-1,3.483949661E0,1.028913784E1
6.439239140E-1,-5.479564071E-1,2.373680115E0,1.211246777E1
6.539239140E-1,-1.196411345E-2,1.966900229E0,1.256949711E1
6.639239140E-1,3.613162339E-1,1.526620865E0,1.312463188E1
6.739239140E-1,6.723831892E-1,6.293123364E-1,1.339980698E1
6.839239140E-1,1.296909928E0,4.331009090E-1,1.386401463E1
6.939239140E-1,1.383051515E0,-1.268195957E-1,1.346201992E1
7.039239140E-1,1.375872970E0,-6.819544435E-1,1.240439224E1
7.139239140E-1,1.375872970E0,-6.819544435E-1,1.240439224E1
7.239239140E-1,1.375872970E0,-6.819544435E-1,1.240439224E1
7.339239140E-1,1.375872970E0,-6.819544435E-1,1.240439224E1
7.439239140E-1,1.375872970E0,-6.819544435E-1,1.240439224E1
7.539239140E-1,4.761717021E-1,2.404786825E0,1.040638542E1
7.639239140E-1,2.703889608E-1,1.789831281E0,1.091844940E1
7.739239140E-1,3.445664644E-1,1.234696507E0,1.176790142E1
7.839239140E-1,3.445664644E-1,1.234696507E0,1.176790142E1
7.939239140E-1,3.445664644E-1,1.234696507E0,1.176790142E1
8.039239140E-1,3.445664644E-1,1.234696507E0,1.176790142E1
8.139239140E-1,-9.355936646E-1,-8.614161611E-1,1.132283688E1
8.239239140E-1,-9.355936646E-1,-1.198804140E0,1.175354481E1
8.339239140E-1,-9.355936646E-1,-1.198804140E0,1.175354481E1
8.439239140E-1,-4.929214716E-1,-1.203589797E0,1.219861031E1
8.539239140E-1,-4.929214716E-1,-1.203589797E0,1.219861031E1
8.639239140E-1,-4.929214716E-1,-1.203589797E0,1.219861031E1
8.739239140E-1,-4.929214716E-1,-1.203589797E0,1.219861031E1
8.839239140E-1,-4.929214716E-1,-1.203589797E0,1.219861031E1
8.939239140E-1,7.872386575E-1,-7.154539824E-1,7.922635555E0
9.039239140E-1,4.187439680E-1,-6.939185858E-1,6.798008919E0
9.139239140E-1,2.273181528E-1,-4.235295951E-1,6.080162525E0
9.239239140E-1,2.273181528E-1,-4.235295951E-1,6.080162525E0
9.339239140E-1,2.273181528E-1,-4.235295951E-1,6.080162525E0
9.439239140E-1,-1.304088354E0,6.077769399E-1,6.372086525E0
9.539239140E-1,-1.304088354E0,6.077769399E-1,6.372086525E0
9.639239140E-1,-7.082754970E-1,3.948157430E-1,7.094718933E0
9.739239140E-1,-1.746760458E-1,1.004985496E-1,7.489534855E0
9.839239140E-1,3.421736360E-1,-1.914258152E-1,7.836493969E0
9.939239140E-1,3.421736360E-1,-1.914258152E-1,7.836493969E0
1.003923914E0,3.421736360E-1,-1.914258152E-1,7.836493969E0
