Time (s),X,Y,Z,pca1,pca2,pca3,temp_X_mean,temp_X_max,temp_X_min,temp_X_std,temp_X_median,temp_X_sum,temp_X_skew,temp_X_kurt,X_lag1,X_lag2,temp_Y_mean,temp_Y_max,temp_Y_min,temp_Y_std,temp_Y_median,temp_Y_sum,temp_Y_skew,temp_Y_kurt,Y_lag1,Y_lag2,temp_Z_mean,temp_Z_max,temp_Z_min,temp_Z_std,temp_Z_median,temp_Z_sum,temp_Z_skew,temp_Z_kurt,Z_lag1,Z_lag2,X_fft,X_highest_freq,X_power_spectrum_entropy,Y_fft,Y_highest_freq,Y_power_spectrum_entropy,Z_fft,Z_highest_freq,Z_power_spectrum_entropy
10.252581512173911,0.5953201386979198,-0.1306845255884925,-0.2281720087320946,-0.4618485275744621,0.32629423843888516,0.3234467190012797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2524541241536973,535,-2512926.4376016175,184.31921071379162,0,-3504025.960674084,39.034199988336866,535,-2755632.412003398
10.750095561777778,0.1278877057693781,-0.0201392247073677,0.0325273196007715,0.013788709006850218,0.14924744198912965,0.12071257353541778,,,,,,,,,0.5953201386979198,,,,,,,,,,-0.1306845255884925,,,,,,,,,,-0.2281720087320946,,0.6259001240619021,535,-2512926.4376016175,13.635775113111634,0,-3504025.960674084,14.967564853280598,535,-2755632.412003398
11.24760953,0.4912699733747114,-0.4080751641686104,0.0683202762836406,-0.391800689807258,-0.08361697650396963,0.37584685867415385,,,,,,,,,0.1278877057693781,0.5953201386979198,,,,,,,,,-0.0201392247073677,-0.1306845255884925,,,,,,,,,0.0325273196007715,-0.2281720087320946,6.199038263755219,535,-2512926.4376016175,5.588992071260066,0,-3504025.960674084,12.700881233866912,535,-2755632.412003398
11.750590603043475,-0.3497128745125999,0.1372288851442668,0.3056483975083147,0.5299590190705384,-2.6160001820318968e-06,-0.07614979127888513,,,,,,,,,0.4912699733747114,0.1278877057693781,,,,,,,,,-0.4080751641686104,-0.0201392247073677,,,,,,,,,0.0683202762836406,0.0325273196007715,2.2446318453416185,535,-2512926.4376016175,14.425560310233804,0,-3504025.960674084,9.275682656605909,535,-2755632.412003398
12.253571604565218,-0.6159937117604162,-0.1214032658375473,-0.5268804458741553,0.027009354471179234,0.17917142393386945,-0.8149587294785623,,,,,,,,,-0.3497128745125999,0.4912699733747114,,,,,,,,,0.1372288851442668,-0.4080751641686104,,,,,,,,,0.3056483975083147,0.0683202762836406,3.2813618809487086,535,-2512926.4376016175,22.41217125032825,0,-3504025.960674084,8.37097978687057,535,-2755632.412003398
12.75108535777778,0.3268551395755652,-0.5573480091242399,-0.3172625319110734,-0.6196773070049342,-0.034867080643368825,-0.003210415069266547,,,,,,,,,-0.6159937117604162,-0.3497128745125999,,,,,,,,,-0.1214032658375473,0.1372288851442668,,,,,,,,,-0.5268804458741553,0.3056483975083147,7.015185440773457,535,-2512926.4376016175,14.075274613324874,0,-3504025.960674084,13.969175089103521,535,-2755632.412003398
13.248599040434785,0.4916963450826817,0.0241931411056071,0.1832732368847064,-0.0689200419816365,0.19758230624751533,0.5052505036312612,,,,,,,,,0.3268551395755652,-0.6159937117604162,,,,,,,,,-0.5573480091242399,-0.1214032658375473,,,,,,,,,-0.3172625319110734,-0.5268804458741553,0.899666123103379,535,-2512926.4376016175,10.43328076238879,0,-3504025.960674084,18.187403236098394,535,-2755632.412003398
13.75157983652174,-0.7241361338908854,-0.0015524189564187,-0.2393209533432975,0.3279665021815653,0.08908031323158952,-0.714669858104759,,,,,,,,,0.4916963450826817,0.3268551395755652,,,,,,,,,0.0241931411056071,-0.5573480091242399,,,,,,,,,0.1832732368847064,-0.3172625319110734,9.543155046009158,535,-2512926.4376016175,8.075881446012241,0,-3504025.960674084,5.537895126431768,535,-2755632.412003398
14.249093369111112,-0.0623350771671415,-0.6373161382764359,-1.1291482023255008,-0.9379803117999757,0.24292863162424053,-0.8022942703039981,,,,,,,,,-0.7241361338908854,0.4916963450826817,,,,,,,,,-0.0015524189564187,0.0241931411056071,,,,,,,,,-0.2393209533432975,0.1832732368847064,6.794683270017399,535,-2512926.4376016175,15.809862528087933,0,-3504025.960674084,16.064557202354642,535,-2755632.412003398
14.746606784565218,-0.0471798565446323,-0.2843635482264199,1.6977224185465956,0.945779146082821,-1.0164440494328097,0.9243885244586113,0.02336716486245809,0.5953201386979198,-0.7241361338908854,0.46992658319111413,0.0403539246123729,0.2336716486245809,-0.4156823739828159,-1.1597773844996415,-0.0623350771671415,-0.7241361338908854,-0.19994602686356583,0.1372288851442668,-0.6373161382764359,0.261630520969188,-0.1260438957130199,-1.9994602686356584,-0.5809120810741669,-0.9416345637772575,-0.6373161382764359,-0.0015524189564187,-0.015329249336209294,1.6977224185465956,-1.1291482023255008,0.7284091055936092,-0.09782234456566155,-0.15329249336209294,1.2594325763340417,3.6028870750517137,-1.1291482023255008,-0.2393209533432975,5.269821741804198,535,-2512926.4376016175,12.898125567789517,0,-3504025.960674084,11.603492392615696,535,-2755632.412003398
15.249587260652174,0.2428476687551105,-0.2748475228263426,-1.0113585405178926,-0.8209151092924221,0.5469745205014226,-0.4386375010249788,-0.01188008213182284,0.4916963450826817,-0.7241361338908854,0.4341142636846333,0.0403539246123729,-0.11880082131822839,-0.5217505330431504,-0.9609351045575164,-0.0471798565446323,-0.0623350771671415,-0.21436232658735083,0.1372288851442668,-0.6373161382764359,0.26136172190297735,-0.19812539433194495,-2.1436232658735084,-0.38148282566917313,-1.0953814547147342,-0.2843635482264199,-0.6373161382764359,-0.09364790251478909,1.6977224185465956,-1.1291482023255008,0.7930708683698869,-0.10339681687126301,-0.9364790251478909,1.0750218175609487,2.4066247609605926,1.6977224185465956,-1.1291482023255008,8.541511480298702,535,-2512926.4376016175,10.617744888660212,0,-3504025.960674084,6.800612382841253,535,-2755632.412003398
15.752567629565217,-0.0150479576993234,-0.1413647322652854,0.3584714305404403,0.21460293758861715,-0.16271651124269398,0.18168739221695393,-0.02617364847869299,0.4916963450826817,-0.7241361338908854,0.4313452710766572,-0.031113907121977848,-0.2617364847869299,-0.41227342079839885,-0.9745707679725761,0.2428476687551105,-0.0471798565446323,-0.22648487734314263,0.1372288851442668,-0.6373161382764359,0.25406167671769575,-0.208106127545814,-2.264848773431426,-0.29499565019876633,-0.8945452047046665,-0.2748475228263426,-0.2843635482264199,-0.06105349142082221,1.6977224185465956,-1.1291482023255008,0.8054343458044836,-0.08550033852982845,-0.6105349142082221,0.8984575115123912,1.7755534480869934,-1.0113585405178926,1.6977224185465956,6.686037979702108,535,-2512926.4376016175,17.112652414689077,0,-3504025.960674084,7.95869389253819,535,-2755632.412003398
16.250080708444447,-0.0920710809609304,-0.3631816884357676,-0.0363738573314741,-0.1092380426751353,-0.14369878683349036,-0.14358706201588753,-0.08450775391225718,0.4916963450826817,-0.7241361338908854,0.3911655769286616,-0.054757466855886894,-0.8450775391225718,-0.3111330112387586,-0.5871009221517696,-0.0150479576993234,0.2428476687551105,-0.2219955297698583,0.1372288851442668,-0.6373161382764359,0.2508730231426652,-0.208106127545814,-2.2199552976985832,-0.3432978482425372,-0.7218770234112176,-0.1413647322652854,-0.2748475228263426,-0.07152290478233368,1.6977224185465956,-1.1291482023255008,0.8042453878582126,-0.1378474053373858,-0.7152290478233368,0.9506933624529329,1.8874409427508496,0.3584714305404403,-1.0113585405178926,5.087168841442454,535,-2512926.4376016175,4.873990976143596,0,-3504025.960674084,6.240861723451161,535,-2755632.412003398
