Time (s),X,Y,Z,pca1,pca2,temp_X_mean,temp_X_max,temp_X_min,temp_X_std,temp_X_median,temp_X_sum,temp_X_skew,temp_X_kurt,temp_X_exp_avg,X_lag1,X_lag2,temp_Y_mean,temp_Y_max,temp_Y_min,temp_Y_std,temp_Y_median,temp_Y_sum,temp_Y_skew,temp_Y_kurt,temp_Y_exp_avg,Y_lag1,Y_lag2,temp_Z_mean,temp_Z_max,temp_Z_min,temp_Z_std,temp_Z_median,temp_Z_sum,temp_Z_skew,temp_Z_kurt,temp_Z_exp_avg,Z_lag1,Z_lag2
10.246625,0.3397002765464287,0.2483264159599767,0.1936024391138461,0.40010280107153434,0.21999054499574228,,,,,,,,,0.3397002765464287,,,,,,,,,,,0.2483264159599767,,,,,,,,,,,0.1936024391138461,,
10.746625,-0.3008656599445055,0.2413522527202687,-0.0453955455468697,-0.2087598955864281,0.22127745061404716,,,,,,,,,0.2232337426389861,0.3397002765464287,,,,,,,,,,0.2470583862800298,0.2483264159599767,,,,,,,,,,0.150148260084625,0.1936024391138461,
11.246625,0.1237702058185774,-0.0073750274200747,0.0237440721741305,0.09778561096271027,-0.002195696422908652,,,,,,,,,0.2051494632170936,-0.3008656599445055,0.3397002765464287,,,,,,,,,0.20079776560728352,0.2413522527202687,0.2483264159599767,,,,,,,,,0.12716568046453508,-0.0453955455468697,0.1936024391138461
11.746625,-0.0857652026180771,-0.0968486707916545,-0.6022748795375068,-0.5082191090332474,0.04931752836592808,,,,,,,,,0.15225588761069891,0.1237702058185774,-0.3008656599445055,,,,,,,,,0.14668023171656752,-0.0073750274200747,0.2413522527202687,,,,,,,,,-0.005459875899472541,0.0237440721741305,-0.0453955455468697
12.246625,0.2235350566005061,0.1068569883573345,-0.0352501302299566,0.13768447779958742,0.13063649717272163,,,,,,,,,0.16521573651793658,-0.0857652026180771,0.1237702058185774,,,,,,,,,0.1394396420148888,-0.0968486707916545,-0.0073750274200747,,,,,,,,,-0.01087628577774237,-0.6022748795375068,0.0237440721741305
12.746625,0.002778285623519,-0.3007626223115552,0.0640784031904001,0.006938002847370435,-0.3051287008225626,,,,,,,,,0.13568165453713338,0.2235350566005061,-0.0857652026180771,,,,,,,,,0.05940286668280805,0.1068569883573345,-0.0968486707916545,,,,,,,,,0.0027518394891926264,-0.0352501302299566,-0.6022748795375068
13.246625,-0.0791343517939666,-0.0611424692863049,0.2226861341699683,0.09662738678454534,-0.11940880822847628,,,,,,,,,0.09662419884056973,0.002778285623519,0.2235350566005061,,,,,,,,,0.037485532870242054,-0.3007626223115552,0.1068569883573345,,,,,,,,,0.04273989306751548,0.0640784031904001,-0.0352501302299566
13.746625,-0.1279636990722981,-0.1022837422357672,0.0669717471337443,-0.05430204561059854,-0.12457252525774022,,,,,,,,,0.055790035583684665,-0.0791343517939666,0.002778285623519,,,,,,,,,0.012072937396422189,-0.0611424692863049,-0.3007626223115552,,,,,,,,,0.04714568471592072,0.2226861341699683,0.0640784031904001
14.246625,0.5814366665352844,-0.1508619101535533,0.1585088743867513,0.48771014859974976,-0.1376104761851367,,,,,,,,,0.15136215030215733,-0.1279636990722981,-0.0791343517939666,,,,,,,,,-0.017551580339936992,-0.1022837422357672,-0.0611424692863049,,,,,,,,,0.06739353738334446,0.0669717471337443,0.2226861341699683
14.746625,-0.6907007060823195,-0.715414098855048,0.8354739577487317,0.039326255026656626,-0.9513011431836748,-0.0013209128386851177,0.5814366665352844,-0.6907007060823195,0.3521871923075969,-0.0381780330852238,-0.013209128386851177,-0.3392815439819982,0.8516277581831824,-0.0017401872222930215,0.5814366665352844,-0.1279636990722981,-0.0838152884016378,0.2483264159599767,-0.715414098855048,0.28082310254642456,-0.0789955700389797,-0.8381528840163779,-1.1543475562424286,2.190845113423672,-0.14443567461541174,-0.1508619101535533,-0.1022837422357672,0.08821450726032391,0.8354739577487317,-0.6022748795375068,0.3508067240261914,0.0655250751620722,0.8821450726032392,0.28133280685914624,3.4449738887483647,0.20704452290432396,0.1585088743867513,0.0669717471337443
15.246625,0.0026480057127419,0.1505137801738993,-0.657293071398628,-0.45603876785886266,0.30883434514796426,-0.0350261399220538,0.5814366665352844,-0.6907007060823195,0.33144167296608074,-0.03824317304061235,-0.350261399220538,-0.17553531162621677,1.7995321205096053,-0.0009423339613775811,-0.6907007060823195,0.5814366665352844,-0.09359655198024554,0.2413522527202687,-0.715414098855048,0.2694417693729628,-0.0789955700389797,-0.9359655198024553,-1.3394975747653297,2.6657931838702456,-0.09080850101735519,-0.715414098855048,-0.1508619101535533,0.0031249562090765017,0.8354739577487317,-0.657293071398628,0.4189750503410328,0.043911237682265306,0.031249562090765015,0.1536984102616053,1.3800010803548244,0.04989223303105994,0.8354739577487317,0.1585088743867513
15.746625,-0.7512473756233254,0.0592385783029985,-0.2394138803287628,-0.6784076372974864,0.057457933526308375,-0.0800643114899358,0.5814366665352844,-0.7512473756233254,0.39590965331456046,-0.03824317304061235,-0.800643114899358,-0.454585543405933,0.4912778210473578,-0.1373614324453681,0.0026480057127419,-0.6907007060823195,-0.11180791942197255,0.1505137801738993,-0.715414098855048,0.2497200966377518,-0.0789955700389797,-1.1180791942197255,-1.711878648160594,3.631660556258396,-0.06352721386819996,0.1505137801738993,-0.715414098855048,-0.016276877269112804,0.8354739577487317,-0.657293071398628,0.4259065327809957,0.043911237682265306,-0.16276877269112805,0.2918317429953756,1.0986862845102519,-0.0027088784889078357,-0.657293071398628,0.8354739577487317
16.246624999999998,0.1641031668453077,-0.0344025483748421,-0.0849225486994843,0.0432482017176371,0.001750855449709161,-0.07603101538726277,0.5814366665352844,-0.7512473756233254,0.3984144484417894,-0.03824317304061235,-0.7603101538726277,-0.4706600876415645,0.4155170861349343,-0.08254968711979067,-0.7512473756233254,0.0026480057127419,-0.11451067151744929,0.1505137801738993,-0.715414098855048,0.24860800331916572,-0.0789955700389797,-1.145106715174493,-1.700287689872195,3.652917834359345,-0.058231820142134884,0.0592385783029985,0.1505137801738993,-0.027143539356474282,0.8354739577487317,-0.657293071398628,0.4261581709950144,0.014414136480221752,-0.27143539356474283,0.38626432405940136,1.140230023711238,-0.017656818527194466,-0.2394138803287628,-0.657293071398628
16.746624999999998,-0.0233285806419468,-0.1995219972405113,0.3205619618489701,0.18743720492142465,-0.27277722493227,-0.06978735318964972,0.5814366665352844,-0.7512473756233254,0.3987340541702282,-0.01034028746460245,-0.6978735318964973,-0.5279319986795356,0.4494294760046366,-0.07178221321472815,0.1641031668453077,-0.7512473756233254,-0.12477800416233498,0.1505137801738993,-0.715414098855048,0.24991426349055254,-0.08171310576103605,-1.2477800416233498,-1.5251220253715376,3.0763002682646987,-0.0839209432509306,-0.0344025483748421,0.0592385783029985,0.0651401447821734,0.8354739577487317,-0.657293071398628,0.3857830930401212,0.0655250751620722,0.651401447821734,0.16650275810567056,1.9540333170448239,0.043837505177562734,-0.0849225486994843,-0.2394138803287628
17.246624999999998,0.346879112168264,-0.0286384524358375,-0.2251163322155815,0.06697574140427505,0.056493365688359096,-0.05745294763287394,0.5814366665352844,-0.7512473756233254,0.4105485686871492,-0.01034028746460245,-0.5745294763287394,-0.5018176942439982,0.18035718436762796,0.0043380277639977,-0.0233285806419468,0.1641031668453077,-0.1383275482416522,0.1505137801738993,-0.715414098855048,0.2394127987999989,-0.08171310576103605,-1.3832754824165219,-1.6390563635855604,3.6591102278036516,-0.07386958128455003,-0.1995219972405113,-0.0344025483748421,0.04615352458361092,0.8354739577487317,-0.657293071398628,0.3958146383707232,0.0655250751620722,0.46153524583610916,0.2816930385817897,1.4599025406671342,-0.005063192530281674,0.3205619618489701,-0.0849225486994843
17.746624999999998,-0.0084406875535884,0.0922139512081719,0.363508130228558,0.26609782874349197,-0.0004548243360683812,-0.05857484495058467,0.5814366665352844,-0.7512473756233254,0.41038098273327817,-0.0158846340977676,-0.5857484495058467,-0.4923834690458112,0.1791383993403462,0.002014624978982045,0.346879112168264,-0.0233285806419468,-0.09902989088967948,0.1505137801738993,-0.715414098855048,0.24202561044699994,-0.047772508830573504,-0.9902989088967947,-2.0393467455736296,5.2238192088372255,-0.0436725753767824,-0.0286384524358375,-0.1995219972405113,0.0760964972874267,0.8354739577487317,-0.657293071398628,0.4084455464650901,0.11274031076024779,0.7609649728742671,0.04603722787194269,0.7700783543679373,0.06194977524405281,-0.2251163322155815,0.3205619618489701
18.246625,-0.0356424646064096,0.1483055436707817,-0.5206371459942016,-0.38366144399934976,0.2699036458816013,-0.05422565623182898,0.5814366665352844,-0.7512473756233254,0.4103693465409035,-0.0158846340977676,-0.5422565623182898,-0.5321286681722747,0.21377688613997897,-0.004832118581998255,-0.0084406875535884,0.346879112168264,-0.0780850895939708,0.1505137801738993,-0.715414098855048,0.25441437731702365,-0.031520500405339796,-0.780850895939708,-1.9380386068155628,4.610562247667097,-0.008767462822679838,0.0922139512081719,-0.0286384524358375,0.001764169271009719,0.8354739577487317,-0.657293071398628,0.44482199302940933,-0.00897540078287,0.01764169271009719,0.32848528207449107,0.011339457894631469,-0.04397511952653891,0.363508130228558,-0.2251163322155815
18.746625,0.1489027894534146,-0.0911535844744573,0.2223477413571316,0.24751226651877117,-0.13015194736793217,-0.026539007379257712,0.5814366665352844,-0.7512473756233254,0.41416386537769995,-0.0028963409204232496,-0.2653900737925771,-0.7515674562061619,0.32470098271308245,0.0231196828789859,-0.0356424646064096,-0.0084406875535884,-0.0769720738178398,0.1505137801738993,-0.715414098855048,0.2543210790403133,-0.031520500405339796,-0.769720738178398,-1.9564832016598412,4.6772812123247665,-0.02374675766845756,0.1483055436707817,0.0922139512081719,0.017301768693348447,0.8354739577487317,-0.657293071398628,0.45003584591172796,0.036793162843633494,0.17301768693348446,0.20360560689316892,-0.23253550590439534,0.004447218815946639,-0.5206371459942016,0.363508130228558
19.246625,-0.2073595997734021,-0.0453269310059301,-0.3911950877461478,-0.4318039247190358,0.03726353607042743,-0.10541863401012637,0.346879112168264,-0.7512473756233254,0.35662415292559024,-0.0158846340977676,-1.0541863401012637,-1.0390070812266512,0.2892567539971194,-0.018785641239630103,0.1489027894534146,-0.0356424646064096,-0.0664185759030775,0.1505137801738993,-0.715414098855048,0.2531009559588519,-0.031520500405339796,-0.6641857590307749,-2.137651124136092,5.390643308237112,-0.02767042554799802,-0.0911535844744573,0.1483055436707817,-0.03766862751994147,0.8354739577487317,-0.657293071398628,0.4642201529774356,-0.1550194404575329,-0.37668627519941467,0.5333208136863948,-0.3516562896334981,-0.06748774601352507,0.2223477413571316,-0.5206371459942016
