Time (s),Accelerometer_X,Accelerometer_Y,Accelerometer_Z,pca1,pca2,temp_Accelerometer_X_mean,temp_Accelerometer_X_max,temp_Accelerometer_X_min,temp_Accelerometer_X_std,temp_Accelerometer_X_median,temp_Accelerometer_X_sum,temp_Accelerometer_X_skew,temp_Accelerometer_X_kurt,temp_Accelerometer_X_exp_avg,Accelerometer_X_lag1,Accelerometer_X_lag2,temp_Accelerometer_Y_mean,temp_Accelerometer_Y_max,temp_Accelerometer_Y_min,temp_Accelerometer_Y_std,temp_Accelerometer_Y_median,temp_Accelerometer_Y_sum,temp_Accelerometer_Y_skew,temp_Accelerometer_Y_kurt,temp_Accelerometer_Y_exp_avg,Accelerometer_Y_lag1,Accelerometer_Y_lag2,temp_Accelerometer_Z_mean,temp_Accelerometer_Z_max,temp_Accelerometer_Z_min,temp_Accelerometer_Z_std,temp_Accelerometer_Z_median,temp_Accelerometer_Z_sum,temp_Accelerometer_Z_skew,temp_Accelerometer_Z_kurt,temp_Accelerometer_Z_exp_avg,Accelerometer_Z_lag1,Accelerometer_Z_lag2
10.25033184857143,0.0120646171508091,-0.550455008576387,9.800024085445443,0.1976888146585122,0.025059598259368297,,,,,,,,,0.0120646171508091,,,,,,,,,,,-0.550455008576387,,,,,,,,,,,9.800024085445443,,
10.7465565868,0.0205182289693853,-0.5450730393832073,9.797954009976356,0.20656298468991424,0.029507356733005717,,,,,,,,,0.013601637481459317,0.0120646171508091,,,,,,,,,,-0.5494764687230815,-0.550455008576387,,,,,,,,,,9.799647708087427,9.800024085445443,
11.2477947876,0.0356904164627935,-0.493657171362374,9.779238304328578,0.22606870150739755,0.07819735685500093,,,,,,,,,0.017617779114429168,0.0205182289693853,0.0120646171508091,,,,,,,,,-0.5393275055665893,-0.5450730393832073,-0.550455008576387,,,,,,,,,9.795936907404,9.797954009976356,9.800024085445443
11.7490341958,0.1320718171208106,-0.0615410542861324,9.886638425586758,0.3641782997277937,0.504528302166459,,,,,,,,,0.03842760420649852,0.0356904164627935,0.0205182289693853,,,,,,,,,-0.4524572416974153,-0.493657171362374,-0.5450730393832073,,,,,,,,,9.812428092528137,9.779238304328578,9.797954009976356
12.25027442,0.7205174788006756,0.6832805364560266,9.873849403944904,1.0187853165219303,1.1892062539428376,,,,,,,,,0.16244394504180346,0.1320718171208106,0.0356904164627935,,,,,,,,,-0.24595946385133494,-0.0615410542861324,-0.493657171362374,,,,,,,,,9.823595603694821,9.886638425586758,9.779238304328578
12.7515147652,1.2903216121683898,0.8139951423245414,9.936082659131149,1.5993605051051083,1.269138076571269,,,,,,,,,0.3675126117920919,0.7205174788006756,0.1320718171208106,,,,,,,,,-0.05324044454663013,0.6832805364560266,-0.0615410542861324,,,,,,,,,9.844047795592335,9.873849403944904,9.886638425586758
13.25275607,2.1106606601202644,0.6737196354793386,9.813971307121552,2.4006187093184406,1.046305960884765,,,,,,,,,0.6844486205790323,1.2903216121683898,0.7205174788006756,,,,,,,,,0.07893411545809145,0.8139951423245414,0.6832805364560266,,,,,,,,,9.8385793431431,9.936082659131149,9.873849403944904
13.75399866,2.7582746283862747,0.3257251960949442,9.744512646054806,3.011697575347608,0.635969885215954,,,,,,,,,1.0615078947258036,2.1106606601202644,1.2903216121683898,,,,,,,,,0.12380522102842831,0.6737196354793386,0.8139951423245414,,,,,,,,,9.821476307308865,9.813971307121552,9.936082659131149
14.250229897959183,3.100055433223833,-0.8926243980668319,9.666289983936595,3.2374504135067874,-0.6114666876138027,,,,,,,,,1.4321529017254453,2.7582746283862747,2.1106606601202644,,,,,,,,,-0.061000164261619014,0.3257251960949442,0.6737196354793386,,,,,,,,,9.79326061215027,9.744512646054806,9.813971307121552
14.7464621214,2.914273562277064,-0.461345680378428,9.777274444056776,3.094658537366054,-0.15935244967143056,1.30944484546803,3.100055433223833,0.0120646171508091,1.3005640666391431,1.0054195454845327,13.0944484546803,0.32842736615647977,-1.8982588469252515,1.7016293854621032,3.100055433223833,2.7582746283862747,-0.05079758416985099,0.8139951423245414,-0.8926243980668319,0.6254651318118375,-0.2614433673322802,-0.5079758416985098,0.27125825726405967,-1.7203447820767839,-0.13379025810103884,-0.8926243980668319,0.3257251960949442,9.807583526958291,9.936082659131149,9.666289983936595,0.07674448252166974,9.7989890477109,98.07583526958291,-0.06652651304237613,0.3598600934299948,9.79035403613327,9.666289983936595,9.744512646054806
15.24770775,2.494864365182598,0.2631510078043779,9.758138767425631,2.7439366684511493,0.5991599928312791,1.5577248202712088,3.100055433223833,0.0205182289693853,1.261779895619487,1.7004911361443271,15.577248202712088,-0.1226664616986954,-1.9658070162838857,1.8458539272294658,2.914273562277064,3.100055433223833,0.030563017468225505,0.8139951423245414,-0.8926243980668319,0.6058575540009864,0.10080497675912274,0.30563017468225506,-0.11126282951974102,-1.5690588547459343,-0.06161911884550851,-0.461345680378428,-0.8926243980668319,9.80339499515631,9.936082659131149,9.666289983936595,0.07832953287260486,9.788596157152467,98.0339499515631,0.10335841937937928,0.02654593891013692,9.78449671455006,9.777274444056776,9.666289983936595
15.748954974999998,2.8607474604845,0.1092758073207963,9.817755389086766,3.0950705417578095,0.41512063050707976,1.8417477434227205,3.100055433223833,0.0356904164627935,1.1952205855320903,2.302762512651431,18.417477434227205,-0.578644282179531,-1.488327587168919,2.0303800241849266,2.494864365182598,2.914273562277064,0.09599790213862587,0.8139951423245414,-0.8926243980668319,0.5711189770657001,0.18621340756258709,0.9599790213862587,-0.4219896270955132,-0.9073749541836145,-0.03054731408799854,0.2631510078043779,-0.461345680378428,9.805375133067352,9.936082659131149,9.666289983936595,0.07842692891617598,9.796604805725064,98.05375133067352,0.00916978944811738,-0.003829803101158039,9.790543746284007,9.758138767425631,9.777274444056776
16.2502031,3.165679494822395,-1.349452448234952,9.62313932353677,3.259580534109736,-1.074087411147742,2.15474665125868,3.165679494822395,0.1320718171208106,1.0733250146546474,2.6265694967844366,21.5474665125868,-1.0046631814348652,-0.37634511289979045,2.2367981097553753,2.8607474604845,2.494864365182598,0.010418374451368085,0.8139951423245414,-1.349452448234952,0.7152301127592926,0.18621340756258709,0.10418374451368084,-0.8323591388601201,-0.19928512460140624,-0.2703482475692628,0.1092758073207963,0.2631510078043779,9.78976523498817,9.936082659131149,9.62313932353677,0.09743779547960543,9.795622875589164,97.89765234988171,-0.294691525279016,-0.4509807842063062,9.760106578511781,9.817755389086766,9.758138767425631
16.751452192,3.731823565347195,-0.8215736230005966,9.727974558539168,3.8741681912862185,-0.5966822229744733,2.514721826081319,3.731823565347195,0.7205174788006756,0.910944328531966,2.8095110444353875,25.14721826081319,-0.9698281218769621,0.4694671650531106,2.5086209198629787,3.165679494822395,2.8607474604845,-0.06558488242007834,0.8139951423245414,-1.349452448234952,0.7625435945037463,0.18621340756258709,-0.6558488242007834,-0.4919782462352141,-1.2512870276018664,-0.37057104310223254,-1.349452448234952,0.1092758073207963,9.773898848283412,9.936082659131149,9.62313932353677,0.09271423614763488,9.767706605741203,97.73898848283412,0.10709449311565852,-0.04484542158788228,9.754264393062215,9.62313932353677,9.817755389086766
17.2527020774,2.968281232678016,0.2060196762191143,9.766919474908356,3.210097937916868,0.4985003222546049,2.739498201469053,3.731823565347195,1.2903216121683898,0.6624599638509068,2.887510511380782,27.39498201469053,-1.0444300183239412,1.9999222153554723,2.5921955221929855,3.731823565347195,3.165679494822395,-0.11331096844376957,0.8139951423245414,-1.349452448234952,0.7244497091265544,0.1576477417699553,-1.1331096844376958,-0.4723875277502936,-1.040422255399063,-0.26573636686198765,-0.8215736230005966,-1.349452448234952,9.763205855379757,9.936082659131149,9.62313932353677,0.08581541130903267,9.762529121166994,97.63205855379758,0.38548861342563845,1.2285040929278364,9.75656531703424,9.727974558539168,9.62313932353677
17.7539537834,2.1767717354972764,0.6004473439258835,9.983191995337185,2.4629424427822384,0.9763544776396801,2.828143213801942,3.731823565347195,2.1106606601202644,0.48162315140933176,2.887510511380782,28.28143213801942,0.1453216574687955,0.2977639794268967,2.5166639246119473,2.968281232678016,3.731823565347195,-0.13466574828363537,0.6737196354793386,-1.349452448234952,0.696693816749301,0.1576477417699553,-1.3466574828363536,-0.5942953904040836,-1.052599089328464,-0.10824841944601106,0.2060196762191143,-0.8215736230005966,9.76791678900036,9.983191995337185,9.62313932353677,0.09693305072490921,9.762529121166994,97.6791678900036,0.920633680885355,2.3534479459445685,9.797770167634775,9.766919474908356,9.727974558539168
18.250194209183675,1.6250946095141912,0.5702047934271817,10.23089669746788,1.9157793352730725,1.0112475783284287,2.7795866087413343,3.731823565347195,1.6250946095141912,0.5770244583928551,2.887510511380782,27.795866087413344,-0.5908378320664864,1.1174888235241707,2.3545604127759914,2.1767717354972764,2.968281232678016,-0.14501723248885107,0.6004473439258835,-1.349452448234952,0.684001664090565,0.1576477417699553,-1.4501723248885106,-0.6485185994040762,-1.0458357372343923,0.015106710167296714,0.6004473439258835,0.2060196762191143,9.809609328034993,10.23089669746788,9.62313932353677,0.17619775689050615,9.762529121166994,98.09609328034993,1.764789177196269,3.385361098377195,9.876520445786248,9.983191995337185,9.766919474908356
18.7464351336,0.7806058329514609,0.7891999311984599,9.611660361960968,1.083305157311231,1.2748055346083207,2.581819729197853,3.731823565347195,0.7806058329514609,0.8564116082870485,2.887510511380782,25.81819729197853,-1.063868203836966,1.0847235155873725,2.068386852807895,1.6250946095141912,2.1767717354972764,-0.09866975897849949,0.7891999311984599,-1.349452448234952,0.7333641569400131,0.1576477417699553,-0.9866975897849949,-0.513146142208951,-1.1525513812888488,0.15585093217296275,0.5702047934271817,0.6004473439258835,9.796324099625611,10.23089669746788,9.611660361960968,0.18636645144722103,9.762529121166994,97.9632409962561,1.5987039730786872,2.7634107030046544,9.828364066908923,10.23089669746788,9.983191995337185
19.2476896764,0.7424180745977575,0.760186600907426,9.75717168476963,1.045440021641646,1.2573488551440066,2.346055993335246,3.731823565347195,0.7424180745977575,1.0088471085473212,2.677805912833549,23.460559933352457,-0.6173809356639974,-0.6828585021771703,1.8273016204060515,0.7806058329514609,1.6250946095141912,0.06661134091892632,0.7891999311984599,-1.349452448234952,0.7206863039502012,0.23458534201174608,0.6661134091892631,-0.9967107354075305,0.007289932439484963,0.2657301446701379,0.7891999311984599,0.5702047934271817,9.805412269708913,10.23089669746788,9.611660361960968,0.1814724282751345,9.762529121166994,98.05412269708914,1.593295578022882,2.972970175897516,9.815419997429052,9.611660361960968,10.23089669746788
19.748945602000003,0.8056223710031601,0.7257909312028227,10.032758033199556,1.1105512421953128,1.232028746650893,2.135190874207855,3.731823565347195,0.7424180745977575,1.0936877449116578,2.3358180503399373,21.351908742078553,-0.15915360947907242,-1.4830618970812144,1.641541756878253,0.7424180745977575,0.7806058329514609,0.18532500207705138,0.7891999311984599,-1.349452448234952,0.7218301216557985,0.4166779006157798,1.8532500207705138,-1.4547734079108567,1.2526454271563898,0.34937756040335327,0.760186600907426,0.7891999311984599,9.830960628623192,10.23089669746788,9.611660361960968,0.19458141755780645,9.762529121166994,98.30960628623193,1.0189114793321006,0.5546838813022309,9.854936003932778,9.75717168476963,9.611660361960968
