"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.674623660E0,-5.812378526E-1,-5.102248192E-1,6.902772188E-2
1.684623660E0,-5.604684353E-1,-5.426006317E-1,7.147117704E-2
1.694623660E0,-5.335903764E-1,-5.816959739E-1,3.665188700E-2
1.704623660E0,-4.407389462E-1,-4.961749315E-1,2.138026804E-2
1.714623660E0,-3.857611120E-1,-3.819431961E-1,4.825831577E-2
1.724623660E0,-3.387245238E-1,-2.793179154E-1,6.047561392E-2
1.734623660E0,-3.100138903E-1,-2.506072819E-1,3.420842811E-2
1.744623660E0,-3.045161068E-1,-3.049742281E-1,-2.138026804E-2
1.754623660E0,-2.800815105E-1,-3.941605091E-1,-5.619955808E-2
1.764623660E0,-2.593120933E-1,-4.051560760E-1,-1.154534444E-1
1.774623660E0,-1.634063274E-1,-3.025307953E-1,-2.186895907E-1
1.784623660E0,-1.634063274E-1,-3.025307953E-1,-2.186895907E-1
1.794623660E0,-1.634063274E-1,-3.025307953E-1,-2.186895907E-1
1.804623660E0,-1.634063274E-1,-3.025307953E-1,-2.186895907E-1
1.814623660E0,1.627954692E-1,-2.947422490E-2,-1.557705253E-1
1.824623660E0,1.780670881E-1,-7.635809598E-4,-1.331685185E-1
1.834623660E0,1.548542231E-1,4.123337101E-3,-1.123991162E-1
1.844623660E0,1.548542231E-1,4.123337101E-3,-1.123991162E-1
1.854623660E0,1.548542231E-1,4.123337101E-3,-1.123991162E-1
1.864623660E0,1.548542231E-1,4.123337101E-3,-1.123991162E-1
1.874623660E0,-1.456912458E-1,-2.921460867E-1,-2.199113220E-1
1.884623660E0,-1.792888194E-1,-2.762635946E-1,-2.596175373E-1
1.894623660E0,-1.896735132E-1,-2.005163580E-1,-2.883281708E-1
1.904623660E0,-1.768453568E-1,-1.033888608E-1,-2.981020212E-1
1.914623660E0,-1.768453568E-1,-1.033888608E-1,-2.981020212E-1
1.924623660E0,-1.768453568E-1,-1.033888608E-1,-2.981020212E-1
1.934623660E0,-1.151480079E-1,5.971203372E-2,-2.871064544E-1
1.944623660E0,-9.132428467E-2,4.810560122E-2,-2.706131041E-1
1.954623660E0,-5.894844979E-2,2.183841541E-2,-2.461785078E-1
1.964623660E0,-2.596175298E-2,1.328630932E-2,-2.095266134E-1
1.974623660E0,1.130099874E-2,3.405570984E-2,-1.582139730E-1
1.984623660E0,9.682206810E-2,1.379027218E-1,-4.764745384E-2
1.994623660E0,1.328630894E-1,2.124282271E-1,-4.886918236E-3
2.004623660E0,1.572976857E-1,3.046688139E-1,2.504545636E-2
2.014623660E0,1.572976857E-1,3.706422150E-1,4.642572254E-2
2.024623660E0,1.304196268E-1,3.547597229E-1,6.475166976E-2
2.034623660E0,7.605266571E-2,2.588539422E-1,8.307760954E-2
2.044623660E0,3.054323897E-4,1.171333194E-1,1.032361463E-1
2.054623660E0,-1.389717311E-1,-1.601992846E-1,1.343902498E-1
2.064623660E0,-1.798996776E-1,-2.634354234E-1,1.270598769E-1
2.074623660E0,-2.092211843E-1,-3.123046160E-1,8.246674389E-2
2.084623660E0,-2.269362658E-1,-3.208567202E-1,1.466075517E-2
2.094623660E0,-2.183841616E-1,-2.878700197E-1,-4.214967042E-2
2.104623660E0,-1.805105358E-1,-2.035706937E-1,-6.536252797E-2
2.114623660E0,-1.249218509E-1,-7.101303339E-2,-5.681042373E-2
2.124623660E0,1.374445762E-2,1.879936308E-1,1.954767294E-2
2.134623660E0,6.505709887E-2,2.674060464E-1,7.330377400E-2
2.144623660E0,7.483093441E-2,2.900080681E-1,1.209512278E-1
2.154623660E0,4.367683083E-2,2.637408674E-1,1.374445707E-1
2.164623660E0,-1.985310577E-2,1.800523996E-1,1.160643101E-1
2.174623660E0,-9.193515033E-2,3.955349326E-2,6.475166976E-2
2.184623660E0,-1.707367003E-1,-1.290451884E-1,-9.773836471E-3
2.194623660E0,-2.770271897E-1,-4.375318885E-1,-2.290742993E-1
2.204623660E0,-2.538143098E-1,-4.735729098E-1,-3.219257295E-1
2.214623660E0,-1.805105358E-1,-3.788888752E-1,-3.591884971E-1
2.224623660E0,-8.399390429E-2,-1.718057245E-1,-3.549124300E-1
2.234623660E0,1.191186346E-2,7.864884287E-2,-3.304778337E-1
2.244623660E0,1.017089859E-1,2.808450758E-1,-2.846629918E-1
2.254623660E0,1.878409237E-1,3.895790279E-1,-2.021962404E-1
2.264623660E0,1.878409237E-1,3.895790279E-1,-2.021962404E-1
2.274623660E0,1.878409237E-1,3.895790279E-1,-2.021962404E-1
2.284623660E0,1.878409237E-1,3.895790279E-1,-2.021962404E-1
2.294623660E0,1.878409237E-1,3.895790279E-1,-2.021962404E-1
2.304623660E0,1.817322671E-1,9.392046183E-2,-7.941242307E-3
2.314623660E0,1.175914705E-1,2.916879393E-2,3.115410358E-2
2.324623660E0,5.467239767E-2,1.206457894E-2,9.224057943E-2
2.334623660E0,5.467239767E-2,1.206457894E-2,9.224057943E-2
2.344623660E0,5.467239767E-2,1.206457894E-2,9.224057943E-2
2.354623660E0,5.467239767E-2,1.206457894E-2,9.224057943E-2
2.364623660E0,-2.562577724E-1,-3.049742281E-1,4.031707719E-2
2.374623660E0,-2.629773021E-1,-3.263545036E-1,-4.276053607E-2
2.384623660E0,-2.299905866E-1,-3.025307953E-1,-1.044578776E-1
2.394623660E0,-1.572976857E-1,-2.414443046E-1,-1.423314959E-1
2.404623660E0,-1.572976857E-1,-2.414443046E-1,-1.423314959E-1
2.414623660E0,-1.572976857E-1,-2.414443046E-1,-1.423314959E-1
2.424623660E0,2.605338395E-1,2.276998460E-1,-1.594357044E-1
2.434623660E0,3.216203153E-1,2.173151523E-1,-1.502727419E-1
2.444623660E0,3.161225319E-1,2.032652497E-1,-1.600465775E-1
2.454623660E0,2.587012351E-1,1.647807807E-1,-1.661552191E-1
2.464623660E0,1.658497900E-1,9.697478265E-2,-1.435532272E-1
2.474623660E0,1.658497900E-1,9.697478265E-2,-1.435532272E-1
2.484623660E0,-1.811214089E-1,-8.994983882E-2,-2.932151034E-2
2.494623660E0,-2.929096520E-1,-1.156061590E-1,-4.520399496E-2
2.504623660E0,-3.949240744E-1,-1.461493969E-1,-1.007926911E-1
2.514623660E0,-4.572322965E-1,-2.011272311E-1,-1.838703007E-1
2.524623660E0,-4.584540129E-1,-2.261726856E-1,-2.675587833E-1
2.534623660E0,-4.077522457E-1,-1.901316643E-1,-3.298669755E-1
2.544623660E0,-2.470948100E-1,-7.406735420E-2,-4.153880477E-1
2.554623660E0,-1.469129771E-1,-1.298087649E-2,-4.184423685E-1
2.564623660E0,-4.612028971E-2,7.864884287E-2,-4.135554433E-1
2.574623660E0,4.612028971E-2,1.275180280E-1,-4.007273018E-1
2.584623660E0,1.133154184E-1,1.379027218E-1,-3.628536761E-1
2.594623660E0,1.261435747E-1,1.592829973E-1,-2.712239623E-1
2.604623660E0,9.621120244E-2,8.597921580E-2,-1.325576603E-1
2.614623660E0,-3.084867075E-2,-3.863719851E-2,1.722638607E-1
2.624623660E0,-8.460476995E-2,-5.650499370E-3,3.133736253E-1
2.634623660E0,-1.151480079E-1,-4.428769462E-3,4.257727563E-1
2.644623660E0,-1.237001196E-1,-1.664606482E-2,5.027416945E-1
2.654623660E0,-1.188132018E-1,4.627300799E-2,5.528326035E-1
2.664623660E0,-9.315688163E-2,1.470656991E-1,5.858193040E-1
2.674623660E0,-4.734202102E-2,2.167042792E-1,5.943714380E-1
2.684623660E0,9.621120244E-2,2.118173689E-1,5.546652079E-1
2.694623660E0,1.725693047E-1,1.678351015E-1,4.996874034E-1
2.704623660E0,2.415970266E-1,1.385135949E-1,4.282162189E-1
2.714623660E0,3.026835024E-1,9.575305134E-2,3.488037884E-1
2.724623660E0,3.601047993E-1,9.621120058E-3,2.614501119E-1
2.734623660E0,4.016436040E-1,-1.082757786E-1,1.411097646E-1
2.744623660E0,4.303542376E-1,-2.591593862E-1,-7.330377586E-3
2.754623660E0,4.303542376E-1,-2.591593862E-1,-7.330377586E-3
2.764623660E0,4.303542376E-1,-2.591593862E-1,-7.330377586E-3
2.774623660E0,4.303542376E-1,-2.591593862E-1,-7.330377586E-3
2.784623660E0,4.834994674E-1,-5.456549525E-1,-1.960875988E-1
2.794623660E0,4.340194166E-1,-5.939132571E-1,-1.356119812E-1
2.804623660E0,3.515526950E-1,-6.171261668E-1,-8.491020650E-2
2.814623660E0,2.116646469E-1,-5.816959739E-1,-1.343902480E-2
2.824623660E0,2.116646469E-1,-5.816959739E-1,-1.343902480E-2
2.834623660E0,2.116646469E-1,-5.816959739E-1,-1.343902480E-2
2.844623660E0,4.663952589E-1,1.399338484E0,2.828303874E-1
2.854623660E0,6.881392002E-1,1.356577992E0,1.820377111E-1
2.864623660E0,8.390227556E-1,6.052142978E-1,4.581485689E-2
2.874623660E0,9.007201195E-1,1.702785641E-1,-9.590577334E-2
2.884623660E0,8.726203442E-1,-4.780016840E-2,-2.217439115E-1
