"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.838108348E0,1.107841134E-1,2.312287092E-1,1.281318665E-1
1.848108348E0,1.401333809E-1,3.249018192E-1,1.235828400E-1
1.858108348E0,1.347641349E-1,4.171073437E-1,2.488069534E-1
1.868108348E0,1.535166502E-1,4.497976303E-1,4.379796982E-1
1.878108348E0,1.736387610E-1,4.519230127E-1,6.118545532E-1
1.888108348E0,1.711356044E-1,3.714928627E-1,6.907920837E-1
1.898108348E0,4.606139660E-2,2.794291973E-1,7.042369843E-1
1.908108348E0,-4.229247570E-2,1.348004341E-1,6.375389099E-1
1.918108348E0,-1.922309399E-3,-5.827116966E-2,5.620870590E-1
1.928108348E0,-8.923542500E-2,-1.497048140E-1,4.637966156E-1
1.938108348E0,-2.121891379E-1,-2.445788383E-1,3.891181946E-1
1.948108348E0,-3.936677575E-1,-3.214193583E-1,3.655319214E-1
1.958108348E0,-5.551992059E-1,-3.121633530E-1,2.514410019E-1
1.968108348E0,-6.287272573E-1,-2.949372530E-1,1.429796219E-1
1.978108348E0,-5.882865787E-1,-3.323402405E-1,6.753921509E-3
1.988108348E0,-4.836227298E-1,-3.597036600E-1,-1.397228241E-1
1.998108348E0,-3.365685940E-1,-3.759233356E-1,-3.835201263E-1
2.008108348E0,-2.279996872E-1,-3.559925556E-1,-6.548757553E-1
2.018108348E0,-2.240279317E-1,-2.673171759E-1,-7.486352921E-1
2.028108348E0,-3.012958765E-1,-9.892177582E-2,-7.698621750E-1
2.038108348E0,-4.033721685E-1,1.156492233E-1,-6.508312225E-1
2.048108348E0,-4.519909024E-1,3.587826490E-1,-3.926887512E-1
2.058108348E0,-3.599621058E-1,5.009232759E-1,-5.430507660E-2
2.068108348E0,-6.621384621E-2,4.507540464E-1,1.746358871E-1
2.078108348E0,2.666894794E-1,3.009039164E-1,4.286661148E-1
2.088108348E0,3.730198145E-1,2.117513418E-1,6.286973953E-1
2.098108348E0,2.763181925E-1,1.018974185E-1,5.687084198E-1
2.108108348E0,1.402218938E-1,-4.783052206E-2,3.095922470E-1
2.118108348E0,9.180760384E-2,-1.232500076E-1,1.327085495E-1
2.128108348E0,1.148563027E-1,-7.232874632E-2,2.785873413E-2
2.138108348E0,1.914054155E-1,9.002327919E-2,-1.153907776E-1
2.148108348E0,4.196610749E-1,2.002129555E-1,-2.100534439E-1
2.158108348E0,6.211448908E-1,3.069413900E-1,-1.117906570E-1
2.168108348E0,6.050541401E-1,4.790912271E-1,1.170473099E-1
2.178108348E0,6.038333178E-1,5.596795678E-1,3.612337112E-1
2.188108348E0,7.562299967E-1,4.833996892E-1,7.527256012E-1
2.198108348E0,8.260988593E-1,3.285372257E-1,1.133466721E0
