Time (s),X,Y,Z,pca1,pca2
10.25169974,0.0175246788274819,-0.0868285970417312,-0.0222936020236539,-0.06765621296250796,0.019994316652207723
10.75169974,-0.0122052807283594,-0.0268293838090578,0.0702485749775018,-0.07268949573129249,-0.007251694543828911
11.25169974,-0.0892898878257253,0.0554973831138464,-0.0714244858704509,0.06741567916825957,-0.0987613464258378
11.75169974,0.237387266701694,-0.0712262640218384,0.0249321303143695,-0.06130474731839449,0.24107508937839758
12.25169974,-0.0975178501104647,-0.1324349128008743,0.185240843308125,-0.23175886255052527,-0.07773740038571303
12.75169974,0.0166887722850275,0.0055410457536211,-0.0420861674541667,0.019444052632142078,0.01192393690877334
13.25169974,-0.011281720501515,-0.030283946103639,0.1258106947843406,-0.10653650347738781,-0.0023904535514016265
13.75169974,0.0249395314776015,0.0335122114222951,-0.1097076653830581,0.08106796146726489,0.013820706201310717
14.25169974,-0.0315455925600648,0.0194260827108511,-0.1136789800235881,0.06656722626031646,-0.04178578650646021
14.75169974,0.0334726362747427,-0.0238905224344041,0.1119430335281217,-0.08945635438176687,0.0408336118080921
15.25169974,0.0059809974038809,0.0040641577896229,-0.0160830693177711,0.002709681984672755,0.0030979474727730848
15.75169974,0.0034002462088511,0.0052244517269493,0.0473913163874321,-0.03207917435732393,0.004704357684942285
16.25169974,0.1019625881984095,-0.0810458569895466,0.120913496039001,-0.135360429483408,0.11328834306859191
16.75169974,-0.0163738128582596,0.0767444468775991,0.0424027508539602,0.027845379925868427,-0.019896825757772824
17.25169974,0.0709718132115209,-0.0264255773872893,0.134659005537966,-0.10085646518796325,0.07985491312928644
17.75169974,-0.0194974124411503,0.0043271374631669,0.0359324002529281,-0.028482031845784198,-0.01880471029258418
18.25169974,0.0059021759284804,-0.0064486869938737,-0.0348346308461231,0.00453169808602636,0.00243677725838442
18.75169974,-0.0035678822311421,-0.0061912201298198,0.0236708283001445,-0.028845209932113147,-0.00309143123475177
19.25169974,-0.0673435831995423,-0.0005106885739574,-0.1303092768336496,0.05620234889654126,-0.07726725328264607
19.75169974,-0.0800094098771502,0.0469199725898765,-0.078079533991219,0.064912704841978,-0.08941735152010184
20.25169974,-0.0506971264923368,-0.0740403490722673,-0.0224553231206548,-0.0632097879771289,-0.04876356670365334
20.75169974,-0.102946195768744,-0.4278440134081884,0.1762783796618114,-0.47062281761797176,-0.06483293477351947
21.25169974,-0.0178012413520912,-0.1834116270369729,0.0155139763676417,-0.17158235946823977,-0.0064656209248912695
21.75169974,-0.0040506755722352,0.0008232706388763,-0.0566065052348821,0.02180177270965806,-0.009396643784293977
22.25169974,-0.0734310332827296,-0.3298486005358931,0.166680659028793,-0.3818415431619208,-0.04236020518746273
22.75169974,-0.148161040022847,-0.42954605488843,0.3007002107585905,-0.545729493288562,-0.10141294329146842
23.25169974,0.0729855964101811,-0.58766991712897,-0.0234383919260167,-0.474632547821958,0.10719975544795916
23.75169974,-0.1272293563937802,-0.3656976828231646,0.085034495209492,-0.37057374551524486,-0.09909958873252002
24.25169974,-0.0206615727409421,-0.1609635949985898,0.0552517414125741,-0.175578109358015,-0.008089689391616394
24.75169974,-0.0058112532308708,-0.0399556963059507,0.0439613847541515,-0.06821848629926602,-0.0018051527667165218
25.25169974,0.0581471773770189,-0.0280186273028472,-0.0450490812682068,-0.002792273661348564,0.05515388220698405
25.75169974,-0.0176204740328546,0.0350460733495546,-0.1665672320924988,0.11028651715527145,-0.03246187914084375
26.25169974,0.1462844328971774,0.0948907725124382,0.0590826910565807,0.04819965101687728,0.14201734260219698
26.75169974,0.1023445861878515,0.1388276108363375,0.0077377131414708,0.10914367553638822,0.09201583169100909
27.25169974,0.1930019603232775,0.1205645685940727,-0.1983373456627829,0.2175991167500452,0.16965335025370337
27.75169974,0.2034704107286228,0.1581651245833435,-0.3818680708900601,0.35220347138328295,0.16538043266272998
28.25169974,0.2061279139579613,0.2302033808401642,0.0366067671738368,0.1776786217074544,0.19143690534043065
28.75169974,0.2016831250251393,-0.0253667194880816,0.2591927391608211,-0.15781385040524218,0.2182753585250044
29.25169974,-0.1314611965349746,0.1211236101700579,-0.552921208763478,0.387040011372569,-0.1771938795198749
29.75169974,-0.052038835227152,0.2279819298622442,-0.216204056443836,0.29389711310682,-0.0824061312622443
30.25169974,-0.0334222747556457,0.2569830566806851,-0.0392923978421578,0.22050348476365958,-0.05387976818407024
30.75169974,-0.0872015676373629,0.2043289206899886,-0.1588959406203199,0.2391628187336433,-0.1120661659461952
31.25169974,0.044691873059262,0.0774869159540269,-0.1948471237553969,0.16671954960391516,0.02497216205754799
31.75169974,-0.0844790335828176,0.1272714554492929,0.0453115281155696,0.06167736525478519,-0.09074873928874079
32.25169974,0.0447617657752287,-0.0136296891446338,-0.1647471473591996,0.07481573620364067,0.032889811962118216
