Time (s),X,Y,Z,pca1,pca2,pca3,temp_X_mean,temp_X_max,temp_X_min,temp_X_std,temp_X_median,temp_X_sum,temp_X_skew,temp_X_kurt,X_lag1,X_lag2,temp_Y_mean,temp_Y_max,temp_Y_min,temp_Y_std,temp_Y_median,temp_Y_sum,temp_Y_skew,temp_Y_kurt,Y_lag1,Y_lag2,temp_Z_mean,temp_Z_max,temp_Z_min,temp_Z_std,temp_Z_median,temp_Z_sum,temp_Z_skew,temp_Z_kurt,Z_lag1,Z_lag2,X_fft,X_highest_freq,X_power_spectrum_entropy,X_spectral_energy,Y_fft,Y_highest_freq,Y_power_spectrum_entropy,Y_spectral_energy,Z_fft,Z_highest_freq,Z_power_spectrum_entropy,Z_spectral_energy
10.25409669,-0.0100154166445809,-0.0749300761582476,0.0737748160475111,-0.07791518721773488,-0.01675788268771331,0.069732865237038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06481689169776073,,,,0.07130377652333308,,,,0.5595229109211688,,,
10.75429669,-0.0226177890239389,0.0195234160809433,-0.0139086288248213,0.0005686385097992023,0.018677145072157248,-0.026979679953715457,,,,,,,,,-0.0100154166445809,,,,,,,,,,-0.0749300761582476,,,,,,,,,,0.0737748160475111,,0.530328299588789,,,,0.8456469806815891,,,,1.5456329861636502,,,
11.25429669,0.0104877792266081,-0.0231289941464789,0.0391361909767356,-0.019723010740261754,-0.0036076114523594023,0.042450848292403316,,,,,,,,,-0.0226177890239389,-0.0100154166445809,,,,,,,,,0.0195234160809433,-0.0749300761582476,,,,,,,,,-0.0139086288248213,0.0737748160475111,0.9479517735314565,,,,0.24460360096762523,,,,1.17568353305493,,,
11.75349669,-0.2236760112881428,-0.074308671028351,0.123490973496356,-0.2444226768796646,0.10560026877252852,-0.003933075447712349,,,,,,,,,0.0104877792266081,-0.0226177890239389,,,,,,,,,-0.0231289941464789,0.0195234160809433,,,,,,,,,0.0391361909767356,-0.0139086288248213,1.604765395022469,,,,3.4206228794642795,,,,6.98635680103387,,,
12.25409669,0.3061967065054429,-0.0337123771828522,-0.1579624600506115,0.2451184051352014,-0.24079825651849848,0.040640258365726566,,,,,,,,,-0.2236760112881428,0.0104877792266081,,,,,,,,,-0.074308671028351,-0.0231289941464789,,,,,,,,,0.123490973496356,0.0391361909767356,2.8948378314941694,,,,3.1200393062138656,,,,2.0135149243985824,,,
12.75429669,0.0739494300998432,0.0552711645444755,-0.001951937472647,0.0877160593612867,0.006704219448021537,0.027866175756049088,,,,,,,,,0.3061967065054429,-0.2236760112881428,,,,,,,,,-0.0337123771828522,-0.074308671028351,,,,,,,,,-0.1579624600506115,0.123490973496356,1.7861611720599155,,,,2.683888248975866,,,,8.681352994461674,,,
13.25429669,0.03391828419878,-0.0071815890752163,0.0109926925640837,0.015828636606547295,-0.01569357435346294,0.028835611741313993,,,,,,,,,0.0739494300998432,0.3061967065054429,,,,,,,,,0.0552711645444755,-0.0337123771828522,,,,,,,,,-0.001951937472647,-0.1579624600506115,1.4853124373173303,,,,3.7833422472238865,,,,2.1311964304476727,,,
13.75429669,0.051646308399543,-0.0782681855028794,0.0176514049880039,-0.018657557798775894,-0.0741570140750159,0.057202037251754205,,,,,,,,,0.03391828419878,0.0739494300998432,,,,,,,,,-0.0071815890752163,0.0552711645444755,,,,,,,,,0.0109926925640837,-0.001951937472647,2.7714376555385316,,,,5.619318137288706,,,,11.177107103603175,,,
14.25429669,0.0938330937259519,0.052794258780397,-0.0198709328809247,0.1058828928085416,-0.012773355883864843,0.024236332854127206,,,,,,,,,0.051646308399543,0.03391828419878,,,,,,,,,-0.0782681855028794,-0.0071815890752163,,,,,,,,,0.0176514049880039,0.0109926925640837,1.957364393789108,,,,3.359948426684891,,,,4.76692140292222,,,
14.75429669,-0.0221854107939263,-0.0727605012934751,-0.1008886955016223,-0.029964485185825684,-0.09193802892436097,-0.08096163985802697,0.02915369744055802,0.3061967065054429,-0.2236760112881428,0.1310610621625829,0.022203031712694048,0.2915369744055802,0.3167099623576685,3.0693951192993785,0.0938330937259519,0.051646308399543,-0.02367015549816847,0.0552711645444755,-0.0782681855028794,0.05259898692870247,-0.02842068566466555,-0.2367015549816847,0.4557074456953642,-1.352266502306712,0.052794258780397,-0.0782681855028794,-0.002953657665793648,0.123490973496356,-0.1579624600506115,0.08047935385232068,0.00452037754571835,-0.029536576657936478,-0.5623706644411202,0.6711783040400151,-0.0198709328809247,0.0176514049880039,3.009505124387888,3.009505124387888,1.9086912103562566,38.10520785479829,2.9972790606871675,5.619318137288706,1.851159105271691,95.58194634022037,6.811320038592036,11.177107103603175,1.6242785758064324,330.9009342625689
