Time (s),Accelerometer_X,Accelerometer_Y,Accelerometer_Z
10.24727996,-0.13645812554302936,2.1564118384208144,9.6099944841943
10.74727996,-0.014133717975824389,2.4362751519523558,9.216796891816132
11.24727996,0.001965601168476078,2.6276613810261313,9.410896661755464
11.74727996,0.06254727789015602,2.4645550792457396,9.478092397449167
12.24727996,-0.09734221447548759,2.3772112833610732,9.294663798465095
12.74727996,0.008180933572571691,2.193797781534487,9.539616134128515
13.24727996,-0.020151011520939455,2.3439261252047445,9.265099224389731
13.74727996,-0.12050609160257154,2.351716206351154,9.56441616105267
14.24727996,-0.11354650594164943,2.141701569805054,9.358100116828867
14.74727996,-0.11036630104681151,1.828858703428959,9.46581300513126
15.24727996,-0.2976585238652799,1.738815865910247,9.45052044496382
15.74707996,-0.295659943011562,2.0000252128238265,9.582550244092626
16.24707996,-0.5473125924244897,2.0731317640157965,9.368291041038002
16.74707996,-0.41223440588751425,2.008363489206794,9.422557186195982
17.24727996,-0.20139603826422953,2.013634427355637,9.458487295014068
17.74727996,-0.3250774969470258,2.0427799560894013,9.359322932183089
18.24727996,-0.4209398296369374,2.0308324844294483,9.690342668231358
18.74727996,-0.41349403701938153,2.0249450715615698,9.399058034373825
19.24727996,-0.3377363801771599,2.2333010559548345,9.019247315528947
19.74727996,-0.20086527614521832,1.9451600696388893,9.893862427683228
20.24727996,0.06080027480684825,2.0952761191308373,9.27927480767119
20.74727996,0.03859872437673429,1.9042516579701436,9.579735245855883
21.24727996,0.07124150896498596,1.9859270163487677,9.336794236314267
21.74727996,-0.04476027788760439,2.0600531353613176,9.503447965408283
22.24727996,-0.16149446639192722,2.0309170578442957,9.513085133972947
22.74727996,-0.21314853042283474,2.0743251263388953,9.273612995493963
23.24727996,-0.21131502280987782,1.828581906537384,9.65268571810113
23.74727996,-0.14219844671499307,1.7147865712223,9.427045755803954
24.24727996,-0.33336761811164856,1.8410779813166283,9.304840256202894
24.74727996,0.004355176996484176,1.7325176738257182,9.487860103529224
25.24727996,0.0565244275170652,2.00752439573056,9.431599735725257
25.74707996,0.14151654079573922,2.045684889082905,9.745055616220377
26.24727996,-0.19353630396663837,2.3047827323441243,9.225626716159299
26.74727996,-0.21191409775151057,2.0433460036114575,9.686216793301597
27.24727996,-0.38610969173193455,1.9959771863286682,9.101290956081245
27.74727996,-0.2637467763524983,1.631279522338931,9.825565429528263
28.24727996,-0.27923769017828937,1.8250552842255476,9.191622366729009
28.74727996,0.1123183567501504,1.7044266654473639,9.836983831583574
29.24727996,0.7816809076948549,1.7139068723516544,9.332601678669766
29.74727996,1.1697998922331834,1.7818196345128743,9.593199920883226
30.24727996,1.6187403347349423,1.8373230675939902,9.41474181277189
30.74727996,1.3184818371122222,1.8826376924712447,9.488996262866339
31.24727996,1.0782914825022007,1.9552838078529446,9.459597001020558
31.74727996,0.923518666703227,1.9613832272032121,9.529838334553936
32.24727996,0.6283034248757923,2.2100785983020406,9.179650066855027
32.74727996,0.9338663776487002,2.243873128786616,9.52829289726581
33.24707996,0.7653076727729554,2.12415914440972,9.387442575104249
33.74727996,0.7960785495437039,1.9124865781099916,9.356327052032427
34.24727996,0.7963670379003207,1.7853425241491307,9.848812155593592
34.74727996,0.771078050532349,1.8908654621577403,9.388176255006096
35.24727996,0.571029765144066,2.0012086885582723,9.434298179440688
35.74727996,0.7072126646212221,1.8479575627569687,9.588407372538587
36.24727996,0.6435348305517646,1.8777408345064979,9.456772294112774
36.74727996,0.6688222988512743,1.7728196758262755,9.572451031129697
37.24727996,0.3313257269247022,1.7763683361573126,9.596187374786327
37.74727996,-0.16436816401575566,1.2089153904672212,9.69000513807546
38.24707996,-0.42564540373312837,1.4383599873811832,9.208501582396027
38.74707996,0.09878689764172913,1.5889038403075801,9.770151498146262
39.24727996,-0.5353438732974546,2.7487009319166034,8.937250146243308
39.74707996,-0.02812712283926565,2.2047375073532027,9.889879754923719
40.24727996,-0.0542953725974353,2.2058669484825417,9.51592090317301
40.74727996,-0.14124701718859434,2.490962317775208,9.247885525853832
41.24727995999999,0.13237909376087204,2.507088170320695,9.499216311715307
41.74727995999999,0.08154858545764243,2.8003977914496234,9.210589880750694
42.24707996,-0.019234020339396776,2.9179593481060038,9.21254629108973
42.74707996,-0.037932133552145426,2.771358779229059,9.554301887581824
43.24707996,0.14096118380338113,2.974002191945436,9.074369927494049
43.74707996,0.10030107238956959,2.998642384133517,9.42304744767525
44.24727995999999,0.14188550277120354,3.0024293164356397,9.429719136332743
44.746879959999994,0.3521444279573889,3.0083586364251915,8.996317172423256
45.24727995999999,0.41410687840148797,2.960029225778701,9.24896062148525
45.74727995999999,0.4551508384938136,2.932265916480775,9.426787659089987
46.24727995999999,-0.2020188325655027,3.0853254807304307,9.17872347084508
46.74727995999999,0.10064092467390356,2.8746397734877247,9.24200927096842
47.24727995999999,0.1588669911929315,2.661065423266347,9.337927378696847
47.74727995999999,0.13141051966198394,2.7212564396870986,9.12165864499572
48.24727995999999,0.08962403102700833,2.8873602125532964,9.332641091412848
48.74727995999999,0.12397094301454228,3.4565046065553093,9.105613203153801
49.24727995999999,0.9591202311443621,4.032689054772772,8.788394059849535
49.74727995999999,1.1146420383080073,4.25680446571432,8.686706912156769
50.24727995999999,1.032712814907255,4.276978644590519,8.68169803471883
50.74727995999999,0.4801458050902162,2.660039083487632,9.727699912194215
51.24727995999999,0.2924299040925465,2.2723536351262754,9.25044847851213
51.74727995999999,-0.12775677623023443,2.255545556027563,9.350662875303634
52.24727995999999,-0.24405251106269263,2.5734596212905503,9.540972893973768
52.74727995999999,0.6476785079208248,2.9705464285332353,9.30343378712501
53.24727995999999,0.1786906928515829,3.298117412496404,9.334168469221725
53.74727995999999,-0.05972401292346654,2.865959528547665,9.46984808182798
54.24707996,-0.11207895590657714,3.1534616276145133,9.324949542311131
54.74727995999999,-0.08056678541522073,1.4289522837839734,9.552468301389576
55.24707996,-0.17588292353572674,1.2732948986488726,9.579150494598975
55.74727995999999,-0.31516382806758153,1.0733698915209922,9.716256088048642
56.24727995999999,-0.9218794283801547,2.0062404675430257,9.247082159657253
56.74727995999999,-0.4093612405947449,1.4123605058727084,9.599272145012272
57.24727995999999,-0.7809327439249948,1.5645946447297163,9.504625959159853
57.74727995999999,-0.896411437626686,1.6866047707732377,9.46021394989344
58.24727995999999,-0.7965146496857587,1.4450184694230854,9.505744885281244
58.74727995999999,-0.5954101044236085,1.2705106460159963,9.593966363498616
59.24727995999999,-0.4930265238434389,1.3282120363695633,9.560055389154556
59.74727995999999,-0.43149693258913324,1.2423255191093538,9.569968827600935
60.24727995999999,-0.4913375566530941,1.3070036635811229,9.554248351002762
60.74727995999999,-0.548328061353535,1.3041486756390162,9.611772577468837
61.24727995999999,-0.5249097133526586,1.2853749108773342,9.569616453807168
61.746879959999994,-0.4089184847370367,1.246883267703957,9.564426792908618
62.24727995999999,-0.3748194163866389,1.241180771277411,9.57570815905574
62.74727995999999,-0.3369605927792116,1.2171722495382846,9.59497902057175
63.24727995999999,-0.3706658160497073,1.2408737773672822,9.55926045697421
