Time (s),Linear Accelerometer_X,Linear Accelerometer_Y,Linear Accelerometer_Z
10.24923949,0.11416080964406669,0.19702726741267898,0.3545078163479532
10.74923949,0.24482165029450337,0.05028657817689672,0.04006093738387774
11.24923949,-0.11162483553705553,0.07877985938395775,-0.25207305891060555
11.74923949,-0.11810300038197809,0.0029773833733876378,-0.0992352956870927
12.24923949,0.2190705270759691,0.15536708571854274,9.026228269579217e-05
12.74923949,0.12974858302932885,-0.09130699418601296,0.18385616352097847
13.24923949,0.318441456446731,-0.00026190513765048215,0.015911857827618746
13.74923949,-0.335604787690874,0.09063660666410994,0.13359060057529543
14.24923949,-0.3662909017968007,0.0030920149976985632,0.01738690487261331
14.74923949,-1.2433509850777316,0.03208585269580364,0.04694007315118778
15.24923949,-0.6858632679407728,-0.6400784058312423,0.30017260668068446
15.74923949,0.05285749026119731,0.02117629909566784,-0.22128260940470829
16.24923949,-0.1598571871469264,-0.26089760386892086,0.026708090401547445
16.74923949,0.6169791603397191,0.11066000217342299,-0.3298124140782727
17.24923949,0.17045186661919043,0.011011119099445119,0.13749981464372246
17.74923949,0.41335664588905635,-0.0880051503410492,-0.12548949301332635
18.24923949,0.35915296774194805,0.022942571980991606,0.04441139444246149
18.74923949,0.09032906396642003,-0.01296827569406501,-0.012936509593627426
19.24923949,-0.5251249635931914,0.00025267608229564113,-0.22782525334624842
19.74447986,-0.13148793176355336,0.011868806063945846,0.09011264625518746
20.26594176042553,0.2604915421493894,-0.04219060685995632,0.15979090703640036
20.75423949,0.4030790553475392,0.057798179163892155,0.042917564527098974
21.25423949,-0.4001859014650922,-0.019651833057895682,-0.1826085280620763
21.75423949,-0.1968186330585887,0.057308223988458966,-0.1954247610573882
22.25423949,-0.006982383686896945,-0.038560465388859134,0.11481468134282447
22.75423949,0.17819314859121474,-0.011924184810028271,-0.08596944976601201
23.25423949,0.05585278970799101,-0.1661299373693476,0.14620760383929338
23.75423949,-0.09775054483586894,0.07553509012666387,-0.04087724444639531
24.25423949,0.19963928162819208,-0.14634689551896915,-0.07136697595406735
24.75423949,-0.16910238361196697,-0.03625723523597225,-0.00589305212852627
25.25423949,0.076372076188349,-0.018565212120272206,0.17447150466264916
25.75423949,-0.3340339782396813,-0.013925680231465216,-0.06881367685556589
26.25423949,0.0032822935415253583,0.03715984342593487,0.02079544840839011
26.75423949,-0.27354019764476384,-0.07153241950891195,-0.05127553328220511
27.25423949,0.048922653135500316,-0.005143169415305223,0.05542682499271957
27.75423949,-0.4134788102956811,-0.16468869876490552,-0.15275508446951253
