"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.090095011E0,7.992027402E-1,3.029313564E0,9.174081802E0
3.100095011E0,8.183453679E-1,3.010170937E0,9.150154114E0
3.110095011E0,8.901300430E-1,3.024527788E0,9.164510727E0
3.120095011E0,8.709874153E-1,3.067598581E0,9.150154114E0
3.130095011E0,8.518448472E-1,3.019742250E0,9.193224907E0
3.140095011E0,8.135597110E-1,3.048455954E0,9.226723671E0
3.150095011E0,8.279166222E-1,3.072384357E0,9.269794464E0
3.160095011E0,7.561319470E-1,3.072384357E0,9.322437286E0
3.170095011E0,7.896314859E-1,3.187239647E0,9.379864693E0
3.180095011E0,7.992027402E-1,3.196810961E0,9.365508080E0
3.190095011E0,8.662018180E-1,3.168097258E0,9.389435768E0
3.200095011E0,8.566305041E-1,3.101098061E0,9.303294182E0
3.210095011E0,7.704889178E-1,3.148954630E0,9.260223389E0
3.220095011E0,8.518448472E-1,3.110669374E0,9.159725189E0
3.230095011E0,1.071984529E0,3.067598581E0,9.159725189E0
3.240095011E0,1.105484009E0,3.005385160E0,9.245866776E0
3.250095011E0,1.076770186E0,2.991028309E0,9.226723671E0
3.260095011E0,1.086341500E0,3.005385160E0,9.221938133E0
3.270095011E0,1.105484009E0,2.991028309E0,9.183652878E0
3.280095011E0,1.143769264E0,2.938386202E0,9.154939651E0
3.290095011E0,1.191625714E0,2.871387243E0,9.068798065E0
3.300095011E0,1.201196909E0,2.852244616E0,8.973084450E0
3.310095011E0,1.339980721E0,2.804388046E0,8.944371223E0
3.320095011E0,1.392622828E0,2.799602509E0,8.958727837E0
3.330095011E0,1.306481123E0,2.785245657E0,9.083154678E0
3.340095011E0,1.167697430E0,2.756531715E0,9.140582085E0
3.350095011E0,1.095912814E0,2.818745136E0,9.202795982E0
3.360095011E0,1.110269666E0,2.904886723E0,9.202795982E0
3.370095011E0,1.124626637E0,2.919243574E0,9.178867340E0
3.380095011E0,1.024128079E0,2.876172781E0,9.131011009E0
3.390095011E0,1.105484009E0,2.828316450E0,9.131011009E0
3.400095011E0,1.071984529E0,2.775674343E0,9.159725189E0
3.410095011E0,1.019342422E0,2.790031195E0,9.193224907E0
3.420095011E0,9.523434043E-1,2.818745136E0,9.202795982E0
3.430095011E0,8.805587292E-1,2.813959360E0,9.241081238E0
3.440095011E0,8.518448472E-1,2.809173822E0,9.293723106E0
3.450095011E0,8.135597110E-1,2.828316450E0,9.418149948E0
3.460095011E0,7.848458290E-1,2.809173822E0,9.494720459E0
3.470095011E0,8.470591903E-1,2.804388046E0,9.561718941E0
3.480095011E0,8.805587292E-1,2.794816732E0,9.504291534E0
3.490095011E0,9.332008362E-1,2.799602509E0,9.466006279E0
3.500095011E0,1.052842021E0,2.828316450E0,9.293723106E0
3.510095011E0,1.052842021E0,2.885744095E0,9.073583603E0
3.520095011E0,1.052842021E0,2.952743053E0,8.949156761E0
3.530095011E0,8.997012973E-1,2.914458036E0,8.977870941E0
3.540095011E0,8.039883971E-1,3.024527788E0,8.982656479E0
3.550095011E0,6.795616150E-1,2.967100143E0,9.049654961E0
3.560095011E0,6.604190469E-1,2.890529871E0,9.241081238E0
3.570095011E0,6.460621357E-1,2.914458036E0,9.379864693E0
3.580095011E0,6.747759581E-1,2.861815929E0,9.394221306E0
3.590095011E0,7.465606928E-1,2.794816732E0,9.394221306E0
3.600095011E0,8.662018180E-1,2.761317253E0,9.403793335E0
3.610095011E0,9.475577474E-1,2.799602509E0,9.355937004E0
3.620095011E0,1.024128079E0,2.876172781E0,9.379864693E0
3.630095011E0,1.057627559E0,2.885744095E0,9.370293617E0
3.640095011E0,1.067198873E0,2.809173822E0,9.413364410E0
3.650095011E0,9.667003751E-1,2.785245657E0,9.494720459E0
3.660095011E0,8.949156404E-1,2.770888567E0,9.638289452E0
3.670095011E0,8.757730722E-1,2.790031195E0,9.705288887E0
3.680095011E0,9.379864931E-1,2.813959360E0,9.705288887E0
