"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.661669542E0,-1.457491517E-1,-6.734442711E-2,3.743667603E-1
3.672604907E0,-1.485449076E-1,-4.708290100E-2,4.403438568E-1
3.683540324E0,-7.283735275E-2,-7.718324661E-3,4.068584442E-1
3.694475688E0,-9.105086327E-3,5.337905884E-2,2.895154953E-1
3.705411053E0,8.002018929E-2,4.357719421E-2,1.079263687E-1
3.716346417E0,1.716419458E-1,-1.920580864E-2,8.486652374E-2
3.727281782E0,1.746920347E-1,-4.877710342E-2,7.925033569E-2
3.738217147E0,1.517063379E-1,1.965332031E-2,9.236240387E-2
3.749152563E0,1.830832958E-1,7.766819000E-2,7.280540466E-2
3.760087928E0,2.176948786E-1,4.837727547E-2,6.251525879E-2
3.771023292E0,2.256121635E-1,7.755589485E-2,1.005821228E-1
3.781958657E0,2.023011446E-1,7.485198975E-2,1.163311005E-1
3.792894022E0,1.678804159E-1,6.258797646E-2,9.639930725E-2
3.803829386E0,1.653149128E-1,2.914428711E-2,-2.843189240E-2
3.814764803E0,1.808434725E-1,1.469135284E-2,-2.357444763E-1
3.825700167E0,2.249482870E-1,-8.840799332E-3,-3.465547562E-1
3.836635532E0,2.840563059E-1,-2.895259857E-2,-3.694257736E-1
3.847570897E0,2.239890099E-1,-3.087925911E-2,-3.092927933E-1
3.858506261E0,1.509892941E-1,-3.329157829E-2,-2.412109375E-1
3.869441626E0,4.567098618E-2,-6.339788437E-2,-1.421585083E-1
3.880377042E0,-5.927705765E-2,-9.169054031E-2,-7.088184357E-2
3.891312407E0,-9.381437302E-2,-8.982777596E-2,-2.041625977E-2
3.902247772E0,-1.279331446E-1,-7.421302795E-2,-9.147644043E-3
3.913183136E0,-1.399760842E-1,-6.617212296E-2,-3.273391724E-2
3.924118501E0,-1.477702856E-1,-3.578448296E-2,-7.954311371E-2
3.935053917E0,-1.521785259E-1,-2.055191994E-2,-1.307649612E-1
3.945989282E0,-1.368139982E-1,-3.374457359E-2,-1.357526779E-1
3.956924647E0,-1.691311598E-1,-3.752183914E-2,-6.231307983E-2
3.967860011E0,-1.701884866E-1,-2.625989914E-2,3.287982941E-2
3.978795324E0,-1.826910973E-1,2.093529701E-2,8.289146423E-2
3.989730740E0,-1.513274312E-1,5.128526688E-2,1.075916290E-1
4.000666105E0,-5.903506279E-2,4.468989372E-2,9.820461273E-2
4.011601522E0,1.125204563E-2,1.232314110E-2,7.990646362E-2
4.022536886E0,-2.336800098E-2,-8.982419968E-3,7.923221588E-2
4.033472251E0,-7.828855515E-2,-1.331424713E-2,8.745765686E-2
4.044407615E0,-9.187304974E-2,-8.316993713E-3,6.765651703E-2
4.055342980E0,-9.366548061E-2,-3.906822205E-2,2.751636505E-2
4.066278345E0,-1.699942350E-2,-3.748536110E-2,3.378486633E-2
4.077213761E0,6.332474947E-2,-5.361843109E-2,1.602745056E-2
4.088149126E0,7.308173180E-2,-4.434657097E-2,-7.247924805E-3
4.099084490E0,5.302453041E-2,-1.691007614E-2,-6.890296936E-3
4.110019855E0,9.670948982E-2,-5.608320236E-3,2.449035645E-3
