"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.349981313E0,3.649916872E-2,4.734201822E-3,-2.290742937E-3
2.359981313E0,6.826414168E-2,4.382954910E-2,-2.290742937E-3
2.369981313E0,9.880737960E-2,8.781181276E-2,-3.512472380E-3
2.379981313E0,1.036942974E-1,1.012508348E-1,-4.734201822E-3
2.389981313E0,9.636391699E-2,8.903354406E-2,1.374445739E-3
2.399981313E0,7.681624591E-2,5.604684353E-2,1.603520103E-2
2.409981313E0,5.360338464E-2,2.672533318E-2,2.458730713E-2
2.419981313E0,1.939495653E-2,-1.970038936E-2,2.825249545E-2
2.429981313E0,-6.261364091E-3,-5.268708616E-2,2.703076601E-2
2.439981313E0,-3.069595434E-2,-5.757400393E-2,2.092211880E-2
2.449981313E0,-3.436114267E-2,-3.191768378E-2,1.970038936E-2
2.459981313E0,-2.580903657E-2,4.734201822E-3,1.603520103E-2
2.469981313E0,-5.039634649E-3,4.871646687E-2,1.114828233E-2
2.479981313E0,1.206457894E-2,7.925970852E-2,5.039634649E-3
2.489981313E0,2.672533318E-2,9.392046183E-2,1.374445739E-3
2.499981313E0,3.527744114E-2,8.292489499E-2,1.374445739E-3
2.509981313E0,3.283398226E-2,4.138609022E-2,1.527161949E-4
2.519981313E0,2.550360374E-2,-1.237001177E-2,-5.955931731E-3
2.529981313E0,1.817322709E-2,-4.780016840E-2,-1.450803876E-2
2.539981313E0,1.206457894E-2,-7.467821985E-2,-2.183841541E-2
2.549981313E0,1.572976820E-2,-7.223475724E-2,-2.550360374E-2
2.559981313E0,3.161225095E-2,-5.024362728E-2,-2.794706449E-2
2.569981313E0,4.993819445E-2,-2.703076601E-2,-2.672533318E-2
2.579981313E0,6.948586553E-2,-3.817904973E-3,-2.306014486E-2
2.589981313E0,8.048143238E-2,4.734201822E-3,-1.328630932E-2
2.599981313E0,7.559451461E-2,1.069013379E-3,-3.512472380E-3
2.609981313E0,5.115992576E-2,-2.596175298E-3,2.596175298E-3
