Time (s),Linear Accelerometer_X,Linear Accelerometer_Y,Linear Accelerometer_Z
10.24529063,-0.5613961834784389,0.26668642789305835,0.24743370390323183
10.74529063,0.15808810411004823,-0.22159214809745126,-0.140169230498891
11.24529063,-0.2572211692789794,0.4267352330435574,0.26079893404434434
11.74529063,0.7028050496389561,-1.0907623936406956,-1.1324881721136482
12.24529063,-0.050096025580141666,-0.0099448903556792,-0.2741872587038604
12.74529063,-0.5962425287346603,-0.5195925506718521,-0.03740016218914891
13.24529063,0.09276664193590473,0.11171645151025304,-0.06976176975179608
13.74529063,0.354714827165916,-0.6461244207563678,0.6918950576527396
14.24529063,0.758239229527316,-0.3138158660738477,-0.3842733023796563
14.74529063,0.26665659686088383,-0.09604317361818197,0.9474587491934007
15.24529063,0.875999256384786,-0.2800165631320251,-0.1177919430855855
15.74529063,-0.41666209957105677,0.3158414060064347,0.4825648283095129
16.24529063,-0.088772312595754,-0.3282964700708607,0.22308273265345163
16.74529063,-0.49642352044948546,0.47896803119376763,-0.16644963440644517
17.24529063,0.3268623151625939,-0.9260851354005771,-0.541390907063191
17.74529063,0.3452305786756499,0.32124107799323076,-0.09505571560334726
18.24529063,0.11596458875269032,-0.5174706049571396,-0.562009147032974
18.74529063,-0.01816287174549891,-0.11596793605384736,-0.08293398289471687
19.24529063,0.33015820267197044,-0.23750790841337405,0.46823323480777695
19.74529063,0.15613657526332342,-0.17908651106548784,-0.2594207554138946
20.24529063,-0.28911978069759947,0.08822295925326713,0.8816620925633503
20.74529063,0.5571772651924181,-0.39254965953491805,0.1944477306897552
21.243724068888888,-1.3395406001260166,0.29993966858008847,0.2517428043282149
21.75029063,1.3766336731268825,-1.0063539812034814,0.005543960788484062
22.25029063,-0.6512450690175148,0.24343293844334404,0.3904805772261418
22.75029063,1.0760259377605612,-0.7900445048512265,-0.4755586205521711
23.25029063,-1.091684465741798,0.11474900881076526,0.5903411321018202
23.75029063,0.6862672338138636,-0.6420201840655967,-0.8903643456560207
24.25029063,-0.027392273050348036,0.044417350069658974,-0.1140365611339182
24.75029063,-0.15956958933907103,-0.771440142307165,-0.04669244106358875
25.25029063,0.5383267164108385,-0.31693040211537993,-0.17573998621871895
25.75029063,-1.3040894763687938,-0.5252672990751202,0.4507574963742482
26.25029063,0.584249001162882,-0.5493878654811448,-0.08130732141567393
26.75029063,-0.02041437627892586,-0.07973804623762015,0.698937241985854
27.25029063,0.2550725668894809,0.09980391957160357,0.12352790467855751
27.75029063,-0.09631725322031283,0.10304875203941626,-0.8775847435875518
28.25029063,0.046213547275340876,-0.3447783910202316,0.18322820371842222
28.75029063,-0.5568622024237789,-0.776254362977114,-0.13740205468077918
29.25029063,-0.3240239166337667,-1.3084211657242368,0.3999171167563354
29.75029063,0.13685523834537644,0.09977762973528562,0.07098759295512075
30.25029063,-0.6100019131785891,-0.2709503461918931,-0.09956205670117692
30.75029063,0.03624777806977793,0.15142332434136593,0.34978186237111103
31.25029063,0.8693171259488944,0.2630324816836725,-0.20689973826304953
31.75029063,0.17508352520754428,0.2742799650352227,-0.097129649845357
32.25029063,0.050090090238039446,0.4050705834242681,0.06630757690519586
32.75029063,-0.43484222687069773,-0.26338324050045153,0.07524445413243386
33.25029063,-0.33040324878115074,-0.16419482685618303,0.046295070729184734
33.75029063,-0.04828271812484469,0.013741083919832621,-0.04183870248264677
34.25029063,0.06369914716157124,0.08832321133468765,-0.01950254034836555
34.75029063,-0.019242730028172724,0.002679786736261309,0.033324381452072525
35.25029063,2.6795565372667584e-05,0.013582691586554585,0.05450755879543594
35.75029063,-0.07874365420812185,0.04225422218377834,-0.0009197902837425619
36.25029063,0.03328194826019711,0.02096850688791322,0.0024647533309701025
36.75029063,0.008503404153156528,-0.012060887611119791,0.036638100938954546
37.25029063,0.038439895893365134,-0.027365259132147938,-0.0364226146126172
37.75029063,-0.04243343522032417,0.020300330189516685,-0.022295719284989947
38.25029063,0.15566061642269338,0.38156668655139014,0.08487645197583374
38.75029063,-0.2602619521067109,0.6929413321242854,-0.5012974365888461
39.25029063,-0.41589470619491126,-0.15923399987039477,0.3737819251467945
39.75029063,-0.3607650155726914,0.10705031989825614,0.47204072027084637
40.25029063,0.158510195660094,-0.3935827422503161,0.11002698608180243
40.750290645999996,-0.08017464782507736,0.00981224802739499,0.22665876832644144
41.25029071,0.1035933285340829,-0.05539298409916148,-0.41392718045743365
41.75029071,0.07992698827976069,-0.3507640978551926,-0.1098991248640647
42.25029071,0.056969094913898656,-0.5267822422927743,-0.027706369135188362
42.75029071,-0.23599328298996125,-0.3063547419175269,-0.32920216656029166
43.25029071,-0.03351952994408926,-0.42987550792179613,0.19475358982820543
43.75029071,0.146054910674713,-0.462693178021258,-0.21409092556222084
44.25029071,0.21054035511786,-0.2313980997327959,0.33000858719649934
44.75029071,-0.05199461735236181,-0.2182122351374773,0.14769015855189754
45.25029071,-0.4021169261613139,-0.08526495261431222,0.2979521412139683
45.75029071,0.021663140515570074,0.30552386578764495,0.6764125267238004
46.25029071,-0.32379202425482406,0.1355963323766856,-0.6423309863154852
46.75029071,-0.12525173074216858,-0.1802769225005349,-0.11425034756834673
47.25029071,0.2301272950333165,-0.32507426341398443,-0.468399355157168
47.75029071,0.24357080631590441,-0.25180243715150447,0.06659208257180196
48.25029071,-0.1693441644121101,-0.15949355333898235,-0.35295873054734206
48.75029071,-0.00473959948922654,-0.3190377309878258,0.16612762731896102
49.25029071,0.18733501988180573,-0.25246364474188154,-0.012276287156500153
49.75029071,-0.1749215375384613,-0.055400939596332535,0.47905355334365973
50.25029071,0.5505471658602495,-0.22448757018992666,0.04671011748608287
50.74390750489361,-0.3533181817363052,0.04938050487144765,0.41490182780786666
51.26336034574468,-0.29354938917995593,0.19711257570440816,0.254349497181667
51.75029071,-0.395304191803881,-0.12881590428754006,-0.7022293181804926
52.25029071,-0.0961059807746045,-0.07426434263129147,-0.10520455994519454
52.75029071,-0.15687456314887696,-0.28337638769250456,-0.21577379854000023
53.25029071,0.02118949964335723,-0.12687364204159293,0.18323735311824904
53.75029071,0.4241456328538111,-0.39777779953026,-0.5431478646000614
54.25029071,-0.11599724985230196,-0.2994759705995903,0.5571960053194338
54.75029071,-0.3172781259462382,-0.07084989866948856,-0.1346668242919726
55.25029071,-0.7308170242849799,-0.157178787541785,0.47794239726604004
55.75029071,0.35024271924173656,-0.01921446391793449,0.006027636506526228
56.25029071,-0.23644030362060448,0.19960035969188766,0.2802975039540433
