"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.916164000E-3,5.754738331E0,-4.785645306E-1,3.627519131E0
1.366324800E-2,5.479563713E0,-3.110669367E-2,3.297309637E0
2.366324800E-2,0.000000000E0,0.000000000E0,0.000000000E0
3.366324800E-2,0.000000000E0,0.000000000E0,0.000000000E0
4.366324800E-2,0.000000000E0,0.000000000E0,0.000000000E0
5.366324800E-2,2.031506538E0,4.331009090E-1,8.994620323E0
6.366324800E-2,1.019342422E0,1.251446247E0,1.024367332E1
7.366324800E-2,7.465606928E-1,1.517049551E0,1.130608654E1
8.366324800E-2,7.465606928E-1,1.517049551E0,1.130608654E1
9.366324800E-2,7.465606928E-1,1.517049551E0,1.130608654E1
1.036632480E-1,7.465606928E-1,1.517049551E0,1.130608654E1
1.136632480E-1,4.534399033E0,3.086741269E-1,1.023888779E1
1.236632480E-1,2.830709219E0,8.039883971E-1,8.590232849E0
1.336632480E-1,1.361516118E0,1.024128079E0,7.156932354E0
1.436632480E-1,1.210768223E0,1.198804140E0,6.204588890E0
1.536632480E-1,1.210768223E0,1.198804140E0,6.204588890E0
1.636632480E-1,1.210768223E0,1.198804140E0,6.204588890E0
1.736632480E-1,4.938786030E0,1.971685886E0,4.472185612E0
1.836632480E-1,5.819344521E0,1.560120344E0,4.809573650E0
1.936632480E-1,4.405186653E0,5.814558864E-1,4.733003139E0
2.036632480E-1,2.182254314E0,1.356730461E0,4.345366001E0
2.136632480E-1,7.704889178E-1,1.849651933E0,4.520041943E0
2.236632480E-1,7.704889178E-1,1.849651933E0,4.520041943E0
2.336632480E-1,1.031306505E0,1.397408366E0,5.776273727E0
2.436632480E-1,1.624726534E0,1.282552958E0,5.766702652E0
2.536632480E-1,3.278167009E0,1.335195065E0,6.285944939E0
2.636632480E-1,5.257031441E0,1.488335729E0,6.941578388E0
2.736632480E-1,5.819344521E0,1.478764415E0,7.374679565E0
2.836632480E-1,5.441278458E0,1.426122308E0,7.728816986E0
2.936632480E-1,3.905086517E0,1.935793519E0,8.054241180E0
3.036632480E-1,3.443271875E0,2.110469580E0,7.848458290E0
3.136632480E-1,3.443271875E0,2.478964329E0,7.740781307E0
3.236632480E-1,3.945764542E0,2.938386202E0,8.283951759E0
3.336632480E-1,4.283152580E0,3.146561861E0,8.896514893E0
3.436632480E-1,4.256831646E0,2.904886723E0,9.389435768E0
3.536632480E-1,3.713660717E0,2.778067112E0,9.501898766E0
3.636632480E-1,2.672782898E0,2.285145521E0,1.140658569E1
3.736632480E-1,1.895115495E0,2.689532757E0,1.237807178E1
3.836632480E-1,1.246660590E0,3.572484255E0,1.361755371E1
3.936632480E-1,9.212366939E-1,4.768895626E0,1.479960823E1
4.036632480E-1,9.212366939E-1,4.768895626E0,1.479960823E1
4.136632480E-1,3.900300860E-1,6.788437843E0,1.451725483E1
4.236632480E-1,2.727817893E-1,7.066005230E0,1.376590824E1
4.336632480E-1,2.727817893E-1,7.066005230E0,1.376590824E1
4.436632480E-1,2.727817893E-1,7.066005230E0,1.376590824E1
4.536632480E-1,2.727817893E-1,7.066005230E0,1.376590824E1
4.636632480E-1,2.727817893E-1,7.066005230E0,1.376590824E1
4.736632480E-1,-9.595218897E-1,-4.199403763E0,1.293320656E1
4.836632480E-1,1.385444283E0,-3.072384357E0,1.501256943E1
4.936632480E-1,4.814359188E0,-1.868794441E0,1.676890182E1
5.036632480E-1,4.814359188E0,-1.868794441E0,1.676890182E1
5.136632480E-1,4.814359188E0,-1.868794441E0,1.676890182E1
5.236632480E-1,6.498906136E0,-2.689532757E0,1.505803299E1
5.336632480E-1,5.053641319E0,-2.385644197E0,1.341655636E1
5.436632480E-1,5.053641319E0,-2.385644197E0,1.341655636E1
5.536632480E-1,2.801995277E0,-1.521835208E0,9.334401131E0
5.636632480E-1,1.284945726E0,-6.556333899E-1,7.609176159E0
5.736632480E-1,1.284945726E0,-6.556333899E-1,7.609176159E0
5.836632480E-1,3.589234054E-1,2.533999205E0,5.501099110E0
5.936632480E-1,9.140582681E-1,2.679961443E0,5.254638672E0
6.036632480E-1,1.378265858E0,1.947757602E0,4.953142643E0
6.136632480E-1,1.505085468E0,9.954141974E-1,4.919643402E0
6.236632480E-1,1.335195065E0,3.828516304E-1,5.190032482E0
6.336632480E-1,1.842473388E0,-6.939185411E-2,5.845665932E0
6.436632480E-1,2.340180635E0,-3.278166950E-1,7.874779224E0
6.536632480E-1,1.505085468E0,-9.092725813E-2,9.556933403E0
