"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.513716000E-3,-1.090393662E-1,6.423243284E-1,-1.510363221E-1
1.726080000E-2,-4.413498044E-1,1.093753338E0,-1.974620372E-1
2.726080000E-2,-8.298597932E-1,1.642920852E0,-2.139553875E-1
3.726080000E-2,-1.212872028E0,2.154214621E0,-1.577558219E-1
4.726080000E-2,-1.454774499E0,2.416275740E0,-4.718930274E-2
5.726080000E-2,-1.555567145E0,2.239735603E0,7.681624591E-2
6.726080000E-2,-1.718668103E0,1.437670231E0,2.600756884E-1
7.726080000E-2,-1.901316643E0,5.024362803E-1,5.606211424E-1
8.726080000E-2,-1.375972867E0,-2.281579971E-1,9.436333776E-1
9.726080000E-2,-9.734130502E-1,-4.187478125E-1,9.925025702E-1
1.072608000E-1,-5.696313977E-1,-5.781835318E-1,9.485203028E-1
1.172608000E-1,-2.397644222E-1,-8.054252267E-1,8.287907839E-1
1.272608000E-1,-2.168569900E-2,-9.495893121E-1,7.243329287E-1
1.372608000E-1,1.230892539E-1,-9.104939699E-1,6.882919073E-1
1.472608000E-1,2.257145345E-1,-6.679806113E-1,6.766854525E-1
1.572608000E-1,2.861901522E-1,-9.193515033E-2,5.508472919E-1
1.672608000E-1,2.116646469E-1,3.390299529E-2,4.769326746E-1
1.772608000E-1,1.377500147E-1,9.254601598E-2,3.486510813E-1
1.872608000E-1,1.096502244E-1,8.765909821E-2,1.763872057E-1
1.972608000E-1,9.498947114E-2,1.322522312E-1,2.489273995E-2
2.072608000E-1,4.428769648E-2,2.208276242E-1,-8.506292105E-2
2.172608000E-1,2.290742844E-2,2.251036763E-1,-6.001746282E-2
2.272608000E-1,2.290742844E-2,2.251036763E-1,-6.001746282E-2
2.372608000E-1,2.290742844E-2,2.251036763E-1,-6.001746282E-2
2.472608000E-1,2.290742844E-2,2.251036763E-1,-6.001746282E-2
2.572608000E-1,2.290742844E-2,2.251036763E-1,-6.001746282E-2
2.672608000E-1,2.886336148E-1,3.631591201E-1,2.570213675E-1
2.772608000E-1,2.947422564E-1,3.533852696E-1,1.146898642E-1
2.872608000E-1,2.501491308E-1,3.075704277E-1,7.788525894E-3
2.972608000E-1,2.501491308E-1,3.075704277E-1,7.788525894E-3
3.072608000E-1,2.501491308E-1,3.075704277E-1,7.788525894E-3
3.172608000E-1,2.501491308E-1,3.075704277E-1,7.788525894E-3
3.272608000E-1,-2.800815105E-1,1.233030558E0,7.131846249E-2
3.372608000E-1,-3.973675370E-1,1.531743407E0,-6.261364091E-3
3.472608000E-1,-5.244274139E-1,1.729052782E0,-1.828012913E-1
3.572608000E-1,-7.199041247E-1,1.532965183E0,-4.308123887E-1
3.672608000E-1,-7.199041247E-1,1.532965183E0,-4.308123887E-1
3.772608000E-1,-8.927788734E-1,9.581413865E-1,-6.214022040E-1
3.872608000E-1,-8.182533979E-1,8.042035103E-1,-5.248855352E-1
3.972608000E-1,-6.655371785E-1,6.349939108E-1,-4.240928590E-1
4.072608000E-1,-4.584540129E-1,4.645626545E-1,-3.483456373E-1
4.172608000E-1,-2.464839369E-1,3.796524704E-1,-2.756527364E-1
4.272608000E-1,-1.163697392E-1,3.686569035E-1,-1.656970680E-1
4.372608000E-1,-4.156934917E-1,-4.480693042E-1,7.803797722E-2
4.472608000E-1,-7.840449214E-1,-1.120020628E0,2.362519503E-1
4.572608000E-1,-1.125518322E0,-1.390633702E0,5.832231641E-1
4.672608000E-1,-1.289230108E0,-1.024725676E0,1.216689944E0
4.772608000E-1,-1.280678034E0,-4.254673123E-1,1.910632372E0
4.872608000E-1,-1.039386392E0,4.306596518E-2,2.407265425E0
